time,relu_E_pp,linear_E_pp,relu_f1_pp,relu_f2_pp,linear_f1_pp,linear_f2_pp,weak_gate_pp,relu_E_pm,linear_E_pm,relu_f1_pm,relu_f2_pm,linear_f1_pm,linear_f2_pm,weak_gate_pm,relu_E_mp,linear_E_mp,relu_f1_mp,relu_f2_mp,linear_f1_mp,linear_f2_mp,weak_gate_mp,relu_E_mm,linear_E_mm,relu_f1_mm,relu_f2_mm,linear_f1_mm,linear_f2_mm,weak_gate_mm
3.19,0.009709962403571437,7.863925488665073e-15,2.9537062893728585,1.8685586930850375,3.0000000001748455,1.9999998745893928,1,1.5971823348491547,7.929984258912142e-15,2.9531328080031045,-0.21333603159054132,2.999999999824421,-1.9999998740637555,0,4.264278973458698,7.929984258912142e-15,-0.09744383731893387,1.677935302463059,-2.999999999824421,1.9999998740637555,1,6.499519304443818,7.863925488665073e-15,-0.00010287805283710948,-8.603519532241453e-05,-3.0000000001748455,-1.9999998745893928,0
3.2,0.009178627580980755,6.686966936533046e-15,2.9529263914106707,1.872951463855973,3.000000000161232,1.9999998843543867,1,1.5955752026068728,6.743138953788733e-15,2.953183918797073,-0.2142344331479155,2.999999999838093,-1.999999883869678,0,4.260374799626364,6.743138953788733e-15,-0.09829299020314754,1.6824373627950888,-2.999999999838093,1.999999883869678,1,6.499519310079156,6.686966936533046e-15,-0.0001028769325790733,-8.603405793394194e-05,-3.000000000161232,-1.9999998843543867,0
3.21,0.008684570756074025,5.6861584471412095e-15,2.952166567164501,1.8771948526513653,3.0000000001486775,1.999999893359038,1,1.5940056253872488,5.733923458372228e-15,2.953227335738381,-0.21511244929761272,2.999999999850699,-1.9999998929120706,0,4.256588959479181,5.733923458372228e-15,-0.0991265061365746,1.6867734181794827,-2.999999999850699,1.9999998929120706,1,6.499519315663694,5.6861584471412095e-15,-0.00010287581316582349,-8.603294467932621e-05,-3.0000000001486775,-1.999999893359038,0
3.22,0.008225305153102536,4.835136539975011e-15,2.951426636662487,1.8812934766734069,3.0000000001371014,1.999999901662549,1,1.592472729561657,4.875752767385185e-15,2.95326312560296,-0.21597053732431054,2.999999999862325,-1.9999999012503844,0,4.252917412753636,4.875752767385185e-15,-0.09994452542837726,1.6909481112912756,-2.999999999862325,1.9999999012503844,1,6.499519321193937,4.835136539975011e-15,-0.00010287469603564514,-8.603185514920295e-05,-3.0000000001371014,-1.999999901662549,0
3.23,0.007798533389595115,4.111483263180388e-15,2.9507064159265175,1.8852515387973297,3.000000000126426,1.999999909319514,1,1.5909756701876334,4.146020628469351e-15,2.953291345921401,-0.2168091403303366,2.9999999998730447,-1.9999999089394425,0,4.249356193970695,4.146020628469351e-15,-0.10074718621845419,1.6949663793592935,-2.9999999998730447,1.9999999089394425,1,6.499519326667707,4.111483263180388e-15,-0.00010287358225879008,-8.603078882610683e-05,-3.000000000126426,-1.999999909319514,0
3.24,0.007402071449774895,3.49613595655384e-15,2.9500057263203288,1.8890733778626974,3.000000000116582,1.9999999163802755,1,1.5895136055575068,3.5255042938286352e-15,2.9533120393548735,-0.21762870157595599,2.9999999998829296,-1.9999999160297977,0,4.245901528130063,3.5255042938286352e-15,-0.10153464680836258,1.6988328493879155,-2.9999999998829296,1.9999999160297977,1,6.499519332097,3.49613595655384e-15,-0.00010287246839308308,-8.602974487586078e-05,-3.000000000116582,-1.9999999163802755,0
3.25,0.0070338340381264405,2.9728849322025527e-15,2.9493242961455426,1.892763620374855,3.0000000001075042,1.9999999228912566,1,1.5880856970088857,2.997857837580457e-15,2.9533253716926,-0.2184296609198565,2.9999999998920455,-1.9999999225680685,0,4.242549852831788,2.997857837580457e-15,-0.1023070936335263,1.7025516413610684,-2.9999999998920455,1.9999999225680685,1,6.499519337476496,2.9728849322025527e-15,-0.00010287135652790346,-8.602872282410096e-05,-3.0000000001075042,-1.9999999228912566,0
3.2600000000000002,0.006691907142449655,2.5279465511178386e-15,2.9486618767081065,1.896326419075226,3.000000000099134,1.9999999288952655,1,1.5866910824835172,2.5491818747924256e-15,2.95333143762726,-0.21921247470308908,2.999999999900452,-1.999999928597242,0,4.23929769266102,2.5491818747924256e-15,-0.10306469319399153,1.7061272154437974,-2.999999999900452,1.999999928597242,1,6.499519342810569,2.5279465511178386e-15,-0.0001028702456573207,-8.602772199389327e-05,-3.000000000099134,-1.9999999288952655,0
3.27,0.00637451735578654,2.1496000585541083e-15,2.9480182253528726,1.8997656255763107,3.0000000000914144,1.9999999344317778,1,1.5853289249797968,2.1676571802284544e-15,2.953330334881346,-0.21997758656883593,2.9999999999082028,-1.9999999341569599,0,4.236141594539244,2.1676571802284544e-15,-0.10380763444062524,1.709564171022099,-2.9999999999082028,1.9999999341569599,1,6.499519348098744,2.1496000585541083e-15,-0.00010286913630273134,-8.602674183911728e-05,-3.0000000000914144,-1.9999999344317778,0
3.2800000000000002,0.006079957838324051,1.827879040220581e-15,2.9473930997689965,1.9030854514289348,3.000000000084296,1.9999999395371935,1,1.5839983922125833,1.843233635541272e-15,2.9533221482905123,-0.22072543923514898,2.9999999999153495,-1.999999939283774,0,4.2330783447389395,1.843233635541272e-15,-0.10453612283399896,1.71286653712131,-2.9999999999153495,1.999999939283774,1,6.499519353349466,1.827879040220581e-15,-0.00010286802617647499,-8.602578156880405e-05,-3.000000000084296,-1.9999999395371935,0
3.29,0.005806658156289656,1.5543085246476573e-15,2.9467862626228314,1.9062897312620808,3.000000000077734,1.9999999442450809,1,1.582698675443167,1.5673650708272368e-15,2.953306976144217,-0.22145646316725281,2.999999999921942,-1.9999999440113936,0,4.230104806640718,1.5673650708272368e-15,-0.10525035611978625,1.716038536880773,-2.999999999921942,1.9999999440113936,1,6.49951935856187,1.5543085246476573e-15,-0.00010286691595855676,-8.602484059597139e-05,-3.000000000077734,-1.9999999442450809,0
3.3000000000000003,0.00555316258166301,1.3216821489822371e-15,2.9461973875268477,1.9093820985986223,3.00000000007168,1.9999999485863913,1,1.581428971186503,1.3327845680653379e-15,2.9532849672904535,-0.2221710858206991,2.999999999928019,-1.9999999483709001,0,4.2272179679963005,1.3327845680653379e-15,-0.10595051944654436,1.7190844609124052,-2.999999999928019,1.9999999483709001,1,6.499519363728318,1.3216821489822371e-15,-0.00010286580827167284,-8.602391880593391e-05,-3.00000000007168,-1.9999999485863913,0
3.31,0.005318081938114708,1.1238718743822686e-15,2.9456262225502563,1.9123663523406953,3.0000000000660987,1.9999999525896701,1,1.5801884951507483,1.1333126449533892e-15,2.9532562065792822,-0.22286972675660677,2.999999999933624,-1.999999952390958,0,4.224414983590798,1.1333126449533892e-15,-0.1066368130837542,1.7220082091509548,-2.999999999933624,1.999999952390958,1,6.4995193688441715,1.1238718743822686e-15,-0.00010286470491545403,-8.602301581805993e-05,-3.0000000000660987,-1.9999999525896701,0
3.3200000000000003,0.005100124702358902,9.556669694225315e-16,2.9450725031140235,1.915246124038137,3.000000000060953,1.9999999562812372,1,1.5789764642517732,9.636948034291953e-16,2.953220798399506,-0.22355280551287793,2.999999999938793,-1.999999956097997,0,4.221693067874701,9.636948034291953e-16,-0.10730945074597492,1.7248136594853423,-2.999999999938793,1.999999956097997,1,6.499519373911493,9.556669694225315e-16,-0.00010286360556165154,-8.602213109294832e-05,-3.000000000060953,-1.9999999562812372,0
3.33,0.004898084718197195,8.126366009661651e-16,2.944535954230939,1.9180249485311422,3.0000000000562053,1.999999959685362,1,1.5777921062250755,8.19462932992184e-16,2.9531788566839428,-0.2242207364121159,2.9999999999435576,-1.99999995951639,0,4.219049509946607,8.19462932992184e-16,-0.10796865909471492,1.7275045998281962,-2.9999999999435576,1.99999995951639,1,6.499519378931803,8.126366009661651e-16,-0.00010286251004868691,-8.602126411408169e-05,-3.0000000000562053,-1.999999959685362,0
3.3400000000000003,0.004710838451728622,6.910129017062597e-16,2.9440163520357636,1.9207061915148875,3.0000000000518297,1.9999999628244285,1,1.5766346794247952,6.968175607239691e-16,2.9531304476861244,-0.22487391886787747,2.9999999999479527,-1.9999999626686136,0,4.216481730582631,6.968175607239691e-16,-0.10861465008442683,1.7300847920941433,-2.9999999999479527,1.9999999626686136,1,6.499519383905993,6.910129017062597e-16,-0.00010286141841230355,-8.602041438106574e-05,-3.0000000000518297,-1.9999999628244285,0
3.35,0.004537340597498119,5.875920891838341e-16,2.943513395385727,1.92329312485737,3.0000000000477938,1.999999965719074,1,1.5755034256676368,5.925279868258401e-16,2.9530756776779596,-0.22551276158156314,2.9999999999520055,-1.9999999655753915,0,4.213987232690587,5.925279868258401e-16,-0.10924763958868164,1.7325579386903331,-2.9999999999520055,1.9999999655753915,1,6.499519388833914,5.875920891838341e-16,-0.00010286033103205841,-8.601958139882855e-05,-3.0000000000477938,-1.999999965719074,0
3.3600000000000003,0.0043766062335357896,4.996498026463162e-16,2.9430268309886154,1.9257890137521958,3.0000000000440727,1.9999999683883303,1,1.574397626751565,5.038469733988959e-16,2.9530146396586328,-0.22613765206633862,2.9999999999557425,-1.9999999682558354,0,4.211563624563128,5.038469733988959e-16,-0.10986785165423962,1.734927530240172,-2.9999999999557425,1.9999999682558354,1,6.499519393722233,4.996498026463162e-16,-0.00010285924613327011,-8.601876449651689e-05,-3.0000000000440727,-1.9999999683883303,0
3.37,0.004227727975049693,4.248694278878091e-16,2.9425563455751442,1.9281969184754781,3.0000000000406417,1.9999999708497478,1,1.5733165710473016,4.284384258375704e-16,2.9529474852737687,-0.226748973508674,2.9999999999591895,-1.9999999707275695,0,4.209208564126394,4.284384258375704e-16,-0.11047551313585494,1.737197092738139,-2.9999999999591895,1.9999999707275695,1,6.499519398580689,4.248694278878091e-16,-0.00010285816095932566,-8.60179629396288e-05,-3.0000000000406417,-1.9999999708497478,0
3.3800000000000003,0.004089844260094438,3.6128112281071014e-16,2.9421016850991486,1.9305199765988041,3.0000000000374762,1.9999999731195082,1,1.572259553596585,3.643159657162508e-16,2.9528742834895,-0.22734710841729028,2.9999999999623665,-1.9999999730068432,0,4.206919848328609,3.643159657162508e-16,-0.11107084882684362,1.7393698863155596,-2.9999999999623665,1.9999999730068432,1,6.4995194034050225,3.6128112281071014e-16,-0.00010285707710699319,-8.601717646110167e-05,-3.0000000000374762,-1.9999999731195082,0
3.39,0.003962159808563164,3.072097959310193e-16,2.941662595061368,1.9327611213496803,3.000000000034558,1.9999999752125355,1,1.571225899359791,3.097904282197613e-16,2.952795129894577,-0.22793242257584548,2.999999999965296,-1.999999975108643,0,4.204695314237209,3.097904282197613e-16,-0.11165408820377032,1.741449188196162,-2.999999999965296,1.999999975108643,1,6.499519408189247,3.072097959310193e-16,-0.00010285599671062661,-8.601640485554974e-05,-3.000000000034558,-1.9999999752125355,0
3.4000000000000004,0.0038439299307180498,2.612310826553339e-16,2.9412388821879647,1.9349231923423083,3.0000000000318687,1.999999977142591,1,1.5702149394639013,2.6342548251247963e-16,2.9527100340339407,-0.22850528139462656,2.999999999968,-1.999999977046788,0,4.2025328788834315,2.6342548251247963e-16,-0.11222545912921757,1.7434381967918702,-2.999999999968,1.999999977046788,1,6.4995194129361025,2.612310826553339e-16,-0.00010285491922752488,-8.601564756407912e-05,-3.0000000000318687,-1.999999977142591,0
3.41,0.003734469928921861,2.221337985027941e-16,2.9408301187333645,1.9370090085112484,3.000000000029387,1.9999999789223641,1,1.5692259964284359,2.2399976822839485e-16,2.9526192395314714,-0.22906604968048122,2.999999999970492,-1.999999978834021,0,4.20043060381824,2.2399976822839485e-16,-0.11278516990434634,1.7453399667945442,-2.999999999970492,1.999999978834021,1,6.4995194176405064,2.221337985027941e-16,-0.00010285384651486313,-8.60149043437245e-05,-3.000000000029387,-1.9999999789223641,0
3.4200000000000004,0.003633148947515679,1.8888804502082865e-16,2.9404360026155847,1.9390210847044593,3.000000000027098,1.999999980563556,1,1.5682584293983064,1.9047474006795854e-16,2.9525229075526886,-0.22961507448539234,2.9999999999727884,-1.9999999804820918,0,4.198386454187294,1.9047474006795854e-16,-0.11333346783542217,1.7471576766925265,-2.9999999999727884,1.9999999804820918,1,6.499519422304196,1.8888804502082865e-16,-0.0001028527782754961,-8.601417477132828e-05,-3.000000000027098,-1.999999980563556,0
3.43,0.0035393562560645225,1.606179925651601e-16,2.940056225439019,1.9409622459479419,3.000000000024988,1.99999998207696,1,1.567311593937099,1.6196721782088717e-16,2.9524211425249733,-0.23015270709714358,2.999999999974907,-1.9999999820018388,0,4.1963986784713985,1.6196721782088717e-16,-0.11387055980421318,1.7488940236116421,-2.999999999974907,1.9999999820018388,1,6.499519426932022,1.606179925651601e-16,-0.00010285171322263844,-8.601345835289898e-05,-3.000000000024988,-1.99999998207696,0
3.44,0.0034525295018670915,1.3657901253147984e-16,2.939690637449388,1.9428349775433174,3.000000000023043,1.999999983472523,1,1.5663849030775177,1.3772630781709908e-16,2.9523139570250176,-0.23067926947644024,2.999999999976861,-1.999999983403251,0,4.194465460639502,1.3772630781709908e-16,-0.11439667666280118,1.7505518458189815,-2.999999999976861,1.999999983403251,1,6.499519431528425,1.3657901253147984e-16,-0.0001028506502459269,-8.601275453104934e-05,-3.000000000023043,-1.999999983472523,0
3.45,0.0033721626928372903,1.1613785019395816e-16,2.939338858281677,1.944641610652909,3.0000000000212483,1.999999984759421,1,1.5654777271823896,1.171134336036538e-16,2.9522015496437843,-0.23119510332305915,2.999999999978663,-1.9999999846955427,0,4.192585022234613,1.171134336036538e-16,-0.11491204624684956,1.7521340209353355,-2.999999999978663,1.9999999846955427,1,6.499519436090548,1.1613785019395816e-16,-0.00010284959047246116,-8.601206304585738e-05,-3.0000000000212483,-1.999999984759421,0
