time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error
5.260000000000001,0.77,0.058505,0.06443233752776152,0.004976790741791973
5.2700000000000005,0.77,0.058675,0.06468019037174633,0.005003052350104305
5.28,0.77,0.058875000000000004,0.06498006647542558,0.005029297609550746
5.29,0.77,0.0590625,0.0652627344315657,0.005055524698822501
5.3,0.765,0.0592475,0.0655503513318375,0.005081731874240294
5.3100000000000005,0.765,0.059446250000000006,0.06583575227890914,0.005107925640923227
5.32,0.765,0.05965875,0.06616504210105367,0.005134106270549604
5.33,0.765,0.059838749999999996,0.06643398176651641,0.0051602701815472145
5.34,0.77,0.06001875,0.06672138055863304,0.0051864148768755655
5.3500000000000005,0.77,0.060224999999999994,0.0670108993278289,0.005212540366393451
5.36,0.77,0.06043250000000001,0.06733054325409032,0.005238651439725048
5.37,0.765,0.06062875,0.06761527221365785,0.005264750548858745
5.38,0.765,0.06083499999999999,0.06791969969898151,0.005290834419079144
5.390000000000001,0.765,0.06101625,0.06820015576264528,0.005316903191944454
5.4,0.77,0.061239999999999996,0.06852687842008374,0.005342953449403826
5.41,0.77,0.061427499999999996,0.06878426218384354,0.005368988308616386
5.42,0.77,0.06162749999999999,0.06906792302997065,0.005395004175105927
5.430000000000001,0.765,0.06179625,0.06929688889372326,0.005421000938103185
5.44,0.765,0.06198375,0.06957831201663409,0.0054469774011439865
5.45,0.76,0.06218375,0.06986694828696109,0.005472932474363939
5.46,0.765,0.06235874999999999,0.07011099156510092,0.005498865319959902
5.470000000000001,0.765,0.06255875,0.07040056474526869,0.005524780386369631
5.48,0.765,0.06271874999999999,0.07063076625456013,0.0055506768974172924
5.49,0.77,0.06292249999999999,0.07094313882080726,0.005576555120926726
5.5,0.77,0.06311875,0.07122587425444395,0.005602413676251735
5.510000000000001,0.77,0.0633075,0.07149385355295158,0.0056282541339988355
5.5200000000000005,0.77,0.06349874999999999,0.07175411624732322,0.005654077443717846
5.53,0.77,0.06369124999999999,0.07202789603002804,0.005679887533454808
5.54,0.77,0.06389375,0.07231058949289702,0.005705679358223282
5.55,0.77,0.06407875,0.07258660641354263,0.005731454299201793
5.5600000000000005,0.77,0.0642575,0.07285358594059067,0.005757209293759044
5.57,0.77,0.06442375,0.07307568734495111,0.0057829427031804385
5.58,0.77,0.06461125,0.07334600147191192,0.0058086566298064584
5.59,0.77,0.06478375,0.073604060387348,0.0058343454640717735
5.6000000000000005,0.77,0.064965,0.07385154604900808,0.005860013568089015
5.61,0.76,0.065135,0.07409546988554633,0.005885662792678823
5.62,0.76,0.06533749999999999,0.07439383075846785,0.005911291862594712
5.63,0.76,0.06552875,0.07466238607646043,0.005936902596963413
5.640000000000001,0.76,0.06572375,0.07496054359372227,0.005962493967300049
5.65,0.765,0.0659225,0.07525459734797027,0.005988067579967064
5.66,0.765,0.06611125,0.07554019958649101,0.006013630509327908
5.67,0.765,0.06629375,0.0758100118497901,0.0060391800629201456
5.680000000000001,0.77,0.06648749999999999,0.07609494993819237,0.006064714437851541
5.69,0.77,0.0666575,0.07635274148689636,0.006090230864514014
5.7,0.77,0.06683375,0.07663327047160517,0.006115728426130409
5.71,0.77,0.06702125,0.0769134720438625,0.0061412100032194475
5.720000000000001,0.77,0.06720374999999999,0.07718669924437875,0.006166676789460167
5.73,0.77,0.06741124999999999,0.07749267826144932,0.0061921262631890565
5.74,0.77,0.06762,0.07779119050312898,0.006217562916765547
5.75,0.77,0.067805,0.07807522983310504,0.006242984871879483
5.760000000000001,0.77,0.06798125000000001,0.07831492652091777,0.006268392371579538
5.7700000000000005,0.77,0.06818625,0.07862016545504263,0.006293785209236425
5.78,0.77,0.0683825,0.07890474119808089,0.006319165472942776
5.79,0.77,0.068565,0.07916845764396314,0.0063445297893177325
5.800000000000001,0.77,0.06873125,0.0794311123943871,0.00636987677222082
5.8100000000000005,0.77,0.06892875,0.07971456946465423,0.006395210715014394
5.82,0.77,0.06909875,0.07995541815348435,0.006420527404548815
5.83,0.77,0.06926,0.08019764770140583,0.0064458295666347965
5.84,0.77,0.06942875000000001,0.08045451863190939,0.006471114982179666
5.8500000000000005,0.77,0.0696175,0.08070032625009646,0.006496384039976908
5.86,0.77,0.06980125,0.08095582347073026,0.006521637838339039
5.87,0.77,0.06998375,0.08120410226836887,0.006546877598549837
5.88,0.765,0.07014000000000001,0.08141806089001094,0.0065720982780579805
5.890000000000001,0.76,0.07030875,0.08166476707327337,0.006597297323159813
5.9,0.765,0.07050375,0.08193680886108415,0.006622480820757231
5.91,0.765,0.07066499999999999,0.08218080558786844,0.006647655221491454
5.92,0.77,0.070825,0.08239107281183955,0.006672811793863378
5.930000000000001,0.77,0.071,0.08264102071354355,0.0066979500090322075
5.94,0.77,0.07117625,0.08287970002623664,0.006723071861740456
5.95,0.77,0.071345,0.08311782626077319,0.006748176417670401
5.96,0.77,0.0715325,0.08337682743540839,0.006773269366326998
5.970000000000001,0.77,0.07171999999999999,0.08364483122595132,0.006798348889412611
5.98,0.77,0.0718975,0.08387430178164701,0.006823415038461041
5.99,0.77,0.07207875,0.0841401739727293,0.006848471272183494
6.0,0.77,0.07226,0.084401120952735,0.0068735142053291615
6.010000000000001,0.77,0.07244125,0.0846658586671826,0.006898547252109799
6.0200000000000005,0.77,0.072595,0.08490161869130758,0.006923567673348517
6.03,0.77,0.07280875,0.08520838283923189,0.006948573279357354
6.04,0.77,0.07298500000000001,0.0854562577036223,0.00697356527811344
6.050000000000001,0.77,0.0731675,0.085709106480117,0.006998542672488932
6.0600000000000005,0.77,0.073315,0.08591257016803587,0.007023503584828772
6.07,0.77,0.07349375,0.08617131041622976,0.00704845022806624
6.08,0.77,0.0736575,0.08640241151621676,0.007073384494024821
6.09,0.77,0.073815,0.08662738989601189,0.007098303012423999
6.1000000000000005,0.77,0.07397999999999999,0.08686591114313943,0.007123206003270608
6.11,0.77,0.07416375,0.08712119405585415,0.007148095430295406
6.12,0.77,0.07433374999999999,0.08735817637159876,0.007172971526300397
6.13,0.77,0.0745,0.08758628798189264,0.007197832515914762
6.140000000000001,0.77,0.07467499999999999,0.08785091425786792,0.0072226783703509285
6.15,0.77,0.07480625,0.0880498576456807,0.007247510595597868
6.16,0.77,0.07498374999999999,0.0882864649086443,0.007272329321390682
6.17,0.77,0.07514749999999999,0.08854049916857032,0.007297135008322786
6.180000000000001,0.77,0.07531,0.0887718188134989,0.0073219281505494446
6.19,0.77,0.07546125,0.08898884834202293,0.0073467086717425535
6.2,0.77,0.075615,0.08920548591351501,0.007371471531871378
6.21,0.77,0.07578375,0.08945712787428614,0.007396222866560945
6.220000000000001,0.77,0.07596,0.08972454230580436,0.0074209625697041195
6.23,0.77,0.07610875,0.08993553180086623,0.0074456894984137436
6.24,0.77,0.07627250000000001,0.09015334362737926,0.007470401224607274
6.25,0.77,0.07643875,0.0904011644189409,0.00749509974041583
6.260000000000001,0.77,0.07657625,0.09059371163332924,0.007519783405942105
6.2700000000000005,0.77,0.07674,0.09081801238176378,0.007544453870817773
6.28,0.77,0.0769,0.09104858817972178,0.007569109363922043
6.29,0.77,0.07705000000000001,0.09127484861604263,0.007593750201396347
6.300000000000001,0.77,0.0772175,0.09152666006369563,0.00761837763900358
6.3100000000000005,0.77,0.07735875,0.09173162709292687,0.0076429881458535895
6.32,0.77,0.0775425,0.09199749599948111,0.00766758839505376
6.33,0.77,0.0777075,0.0922395134113928,0.007692179505596333
6.340000000000001,0.77,0.07784875,0.09242241834218506,0.0077167544233292225
6.3500000000000005,0.77,0.07802,0.09265393151322047,0.007741312669692736
6.36,0.77,0.07819625000000001,0.09288920634498167,0.0077658576253488865
6.37,0.77,0.078335,0.0931038722200911,0.007790389322310741
6.38,0.77,0.07847875,0.09330401214897471,0.007814905224825164
6.390000000000001,0.77,0.0786275,0.09349619984116907,0.007839404757442145
6.4,0.77,0.0787875,0.09371967904374572,0.007863888453579417
6.41,0.77,0.07893125000000001,0.09392172812371662,0.007888356344262026
6.42,0.77,0.0790825,0.09413260372859436,0.007912805215407626
6.430000000000001,0.77,0.07922875,0.0943347565788669,0.007937240193024659
6.44,0.77,0.07937749999999999,0.09456217147001177,0.007961661258860796
6.45,0.77,0.07951625,0.09477013626669858,0.00798606765271253
6.46,0.765,0.07968625,0.09502096366195364,0.008010464070528083
6.470000000000001,0.765,0.07984,0.0952452186690347,0.008034851125082608
6.48,0.765,0.07998125,0.09544369560242758,0.008059225247721444
6.49,0.765,0.0801225,0.09564376617021995,0.00808358951805117
6.5,0.765,0.08026124999999999,0.09583828441972585,0.008107940040168763
6.510000000000001,0.765,0.08042124999999999,0.09606644763185009,0.008132279098083653
6.5200000000000005,0.765,0.08055875,0.09625872321370506,0.008156605126325914
6.53,0.765,0.08071124999999998,0.09645953997208889,0.008180916206227143
6.54,0.76,0.080835,0.09662696784514212,0.008205211374410642
