psi_deg,D1<0<D2_on_window,D1_at_cross,D2_at_cross,S,dD1,dD2,final_excess,n_sign_changes,opposite_signs_at_cross,rise,strong_share_of_swing,t_cross,t_min,t_rev
-100.0,True,-7.519027691427878e-13,7.519027691427878e-13,1.1368683772161603e-13,5.2522183470569696e-14,-3.595622485569689e-14,2.094592999046796e-09,2,True,2.106611829422178e-09,3.1704886322374146,11.06972847242096,0.0,12.08
-99.9,True,-7.151392176073875e-13,7.151392176073875e-13,0.0,4.639294346956785e-14,-3.3149148198685e-14,2.0989565641116315e-09,2,True,2.1115284520867306e-09,3.50299461148913,11.586103041348654,0.0,nan
-99.8,True,-6.825198112631845e-13,6.825198112631844e-13,1.1368683772161603e-13,4.1777507883321256e-14,-3.068007869487541e-14,2.1033221275779113e-09,2,True,2.116451292000221e-09,3.7646113504214256,12.043486246211646,0.0,12.66
-99.7,True,-6.453383908419553e-13,6.453383908419553e-13,3.1030733538273125e-14,3.6907100498933023e-14,-2.8765385485172155e-14,2.1076913547801723e-09,2,True,2.1213803491626493e-09,4.5330867558682435,12.607989505446655,0.0,10.13
-99.6,,,,0.0,,,2.1120639126515073e-09,1,,2.1263149574402007e-09,,nan,0.0,nan
-99.5,,,,0.0,,,2.1164264230044694e-09,1,,2.1312551723440265e-09,,nan,0.0,nan
-99.4,,,,0.0,,,2.1207336997619564e-09,1,,2.1362007718295217e-09,,nan,0.0,nan
-99.3,,,,0.0,,,2.1250436410547024e-09,1,,2.1411518114078376e-09,,nan,0.0,nan
-99.2,,,,0.0,,,2.1293561913715564e-09,1,,2.146103406097666e-09,,nan,0.0,nan
-99.1,,,,0.0,,,2.133630994105573e-09,1,,2.151058609012324e-09,,nan,0.0,nan
-99.0,,,,0.0,,,2.137861720985512e-09,1,,2.1560181417967783e-09,,nan,0.0,nan
-98.9,,,,0.0,,,2.1420937246219296e-09,1,,2.1609821709844823e-09,,nan,0.0,nan
-98.8,,,,0.0,,,2.146278210712893e-09,1,,2.1659500859527725e-09,,nan,0.0,nan
-98.7,,,,0.0,,,2.1504096836544306e-09,1,,2.1709219977239513e-09,,nan,0.0,nan
-98.6,,,,0.0,,,2.1545409900625145e-09,1,,2.1758980728314725e-09,,nan,0.0,nan
-98.5,,,,0.0,,,2.1585528364731488e-09,1,,2.1808779782084287e-09,,nan,0.0,nan
-98.4,,,,0.0,,,2.1625614077258604e-09,1,,2.1858608811875513e-09,,nan,0.0,nan
-98.3,,,,0.0,,,2.166448020979317e-09,1,,2.1908425074101956e-09,,nan,0.0,nan
-98.2,,,,0.0,,,2.1703087105251484e-09,1,,2.195826520612343e-09,,nan,0.0,nan
-98.1,,,,0.0,,,2.1740060307529063e-09,1,,2.20081414203932e-09,,nan,0.0,nan
-98.0,,,,0.0,,,2.177641567069344e-09,1,,2.2058036508454393e-09,,nan,0.0,nan
-97.9,,,,0.0,,,2.1811220052292413e-09,1,,2.210796434809481e-09,,nan,0.0,nan
-97.8,,,,0.0,,,2.184439573671426e-09,1,,2.215791217174967e-09,,nan,0.0,nan
-97.7,,,,0.0,,,2.1876146449884004e-09,1,,2.220789052653771e-09,,nan,0.0,nan
-97.6,,,,0.0,,,2.190565617787854e-09,1,,2.2257862775099113e-09,,nan,0.0,nan
-97.5,,,,0.0,,,2.1932419214110155e-09,1,,2.230782614187632e-09,,nan,0.0,nan
-97.4,,,,0.0,,,2.195657544667995e-09,1,,2.2357798945549234e-09,,nan,0.0,nan
-97.3,,,,0.0,,,2.1977643038795236e-09,1,,2.2407787292344494e-09,,nan,0.0,nan
-97.2,,,,0.0,,,2.199506632383219e-09,1,,2.2457788406704537e-09,,nan,0.0,nan
-97.1,,,,0.0,,,2.200772064586687e-09,1,,2.2507798402848778e-09,,nan,0.0,nan
-97.0,,,,0.0,,,2.201494875286869e-09,1,,2.2557827272784436e-09,,nan,0.0,nan
-96.9,,,,0.0,,,2.2016251044476576e-09,1,,2.2607817840025746e-09,,nan,0.0,nan
-96.8,,,,0.0,,,2.201064441820222e-09,1,,2.2657793419256222e-09,,nan,0.0,nan
-96.7,,,,0.0,,,2.1997000332341088e-09,1,,2.27077689984867e-09,,nan,0.0,nan
-96.6,,,,0.0,,,2.197402426684647e-09,1,,2.2757737361267516e-09,,nan,0.0,nan
-96.5,,,,0.0,,,2.1940236849538053e-09,1,,2.2807712940497993e-09,,nan,0.0,nan
-96.4,,,,0.0,,,2.189394943119538e-09,1,,2.2857680193055785e-09,,nan,0.0,nan
-96.3,,,,0.0,,,2.1833232444201656e-09,1,,2.290759748557747e-09,,nan,0.0,nan
-96.2,True,-1.1653041979946754e-11,1.1653041979946754e-11,0.0,2.4533765599839482e-12,-2.559144844863431e-12,2.175590652075954e-09,5,True,2.295748757763505e-09,-23.195767642251564,6.825022076420176,0.0,nan
-96.1,True,-1.3884832391345714e-11,1.3884832391345713e-11,7.389644451905042e-13,2.7029772607214295e-12,-1.1256147943771966e-12,2.165949253285504e-09,7,True,2.3007352689674576e-09,1.7136056666708779,6.697269039097918,0.0,6.82
-96.0,True,-1.9274352934488766e-11,1.9274352934488766e-11,3.296918293926865e-12,5.036703211576337e-12,5.617154346294518e-13,2.154118605712796e-09,5,True,2.3057204479037807e-09,0.8996653394239921,6.316699556594945,0.0,6.36
-95.9,True,-2.2328070888048804e-11,2.23280708880488e-11,6.934897101018578e-12,6.7027917400160214e-12,-2.1564783509355574e-12,2.1397831284630797e-09,3,True,2.310704017016718e-09,1.4743356135798034,6.299130460449685,0.0,6.3
-95.8,True,-2.8871615558777808e-11,2.88716155587778e-11,1.2133516413825873e-11,9.483946569202091e-12,4.874130105443832e-12,2.1225740609587262e-09,2,True,2.3156828121706496e-09,0.6605304306494776,6.143857851426454,0.0,6.15
-95.7,True,-3.647923048844894e-11,3.647923048844892e-11,1.8401780099708276e-11,1.4458502892630609e-11,6.4448190408813425e-12,2.1017826368208148e-09,4,True,2.320654612919526e-09,0.691684457552697,6.046506452280061,0.0,6.09
-95.6,True,-4.2106793297080095e-11,4.2106793297080076e-11,2.7078173037153874e-11,1.6949145082196783e-11,7.591961377060741e-12,2.077175487169569e-09,2,True,2.3256233050439334e-09,0.6906430690211662,6.056322102851279,0.0,6.07
-95.5,True,-5.2562145243884854e-11,5.2562145243884835e-11,3.796624126195525e-11,2.3230331001051208e-11,1.447725269387786e-11,2.0482323059844987e-09,2,True,2.3305878338319985e-09,0.6160652241468135,5.991530294097732,0.0,6.0
-95.4,True,-6.060781518625477e-11,6.06078151862548e-11,5.1830817415776664e-11,2.7162175557336462e-11,1.6584792970225463e-11,2.0143739454248077e-09,2,True,2.335549587062502e-09,0.6208927491792594,6.005734309531237,0.0,6.01
-95.3,True,-7.507746562961007e-11,7.507746562961009e-11,6.993811085820312e-11,3.595062391644212e-11,2.85027852528424e-11,1.974954422223618e-09,2,True,2.340503069131472e-09,0.5577769179287184,5.958886396180657,0.0,5.96
-95.2,True,-9.240555386899973e-11,9.240555386899973e-11,9.222073105163986e-11,4.700186052436086e-11,3.9610104357813635e-11,1.9291306330160296e-09,2,True,2.3454477804385476e-09,0.5426716803885171,5.922227677716838,0.0,5.93
-95.1,True,-1.1315013670306137e-10,1.1315013670306134e-10,1.1969158997260365e-10,6.040391453443266e-11,5.7416726068534994e-11,1.8752822072976016e-09,2,True,2.3503880508535246e-09,0.5126768469879736,5.892964231260311,0.0,5.9
-95.0,True,-1.3796602712082697e-10,1.3796602712082697e-10,1.5421619536937214e-10,7.679618428292107e-11,7.94865559715992e-11,1.8132169654627717e-09,2,True,2.355322881175681e-09,0.49139261416744856,5.8693146909208895,0.0,5.87
-94.9,True,-1.6761462025684029e-10,1.6761462025684029e-10,1.9767043557550323e-10,9.67892799448893e-11,1.0633044547207636e-10,1.7419239939364672e-09,2,True,2.360248552157884e-09,0.476513444207349,5.850158739482887,0.0,5.86
-94.8,True,-2.0298327055499848e-10,2.0298327055499856e-10,2.512841046353742e-10,1.2109688819385225e-10,1.38460112068829e-10,1.6600292807034123e-09,4,True,2.3651631764209924e-09,0.46655219497566136,5.834697948591285,0.0,5.8500000000000005
-94.7,True,-2.451085202548225e-10,2.451085202548226e-10,3.172018203656535e-10,1.5057359320325694e-10,1.7639885774385017e-10,1.5647706463894906e-09,2,True,2.370070251167533e-09,0.46050850084496736,5.8222213668301865,0.0,5.83
-94.6,True,-2.951712622049394e-10,2.951712622049395e-10,3.9947484209434947e-10,1.8617797244833834e-10,2.2064329671881813e-10,1.4561549743774549e-09,2,True,2.3749683331075744e-09,0.45764070504347387,5.812326755367018,0.0,5.8100000000000005
-94.5,True,-3.54525071414413e-10,3.545250714144133e-10,5.00883501342031e-10,2.3214635037312649e-10,2.580084060343772e-10,1.3326472148023072e-09,2,True,2.3798557569065792e-09,0.4736184793443588,5.804644139868477,0.0,5.8100000000000005
-94.4,True,-4.247121644248317e-10,4.247121644248317e-10,6.24151064165801e-10,2.848471226297576e-10,3.1431372853329327e-10,1.1895043283693951e-09,2,True,2.38472946945123e-09,0.4754101041094916,5.798832013626839,0.0,5.8
-94.3,True,-5.280213337658028e-10,5.280213337658034e-10,7.766774445805424e-10,3.6507150353219245e-10,4.216126649221475e-10,1.0271917760817928e-09,2,True,2.3895914136318197e-09,0.4640636206642839,5.770596247579076,0.0,5.78
-94.2,True,-6.292272779594642e-10,6.292272779594644e-10,9.637853293220644e-10,4.4293276645152077e-10,5.349179484613374e-10,9.736926820380631e-10,2,True,2.394444642561666e-09,0.4529656313550817,5.769251819330979,5.7700000000000005,5.7700000000000005
-94.1,True,-7.752031871490874e-10,7.752031871490884e-10,1.1920736620041339e-09,5.634297675175972e-10,6.625165799466271e-10,1.203100175040106e-09,2,True,2.3992776654324643e-09,0.4595876228050341,5.748228849183518,5.75,5.76
-94.0,True,-9.194308087615495e-10,9.194308087615504e-10,1.473588140399329e-09,6.751464563431043e-10,8.390531401227228e-10,1.4878684395647213e-09,2,True,2.4040959778481863e-09,0.44587679056242646,5.750123661991237,5.75,5.75
-93.9,True,-1.1248136790005768e-09,1.1248136790005779e-09,1.8162040760216769e-09,8.499901718969032e-10,1.0060489034081102e-09,1.8330418294354445e-09,2,True,2.408903188033662e-09,0.45795920097060433,5.7346296535561265,5.73,5.74
-93.8,True,-1.370453305851499e-09,1.3704533058515006e-09,2.2376515085298365e-09,1.0543734882368964e-09,1.297291653685406e-09,2.2579140779299678e-09,2,True,2.413687860691738e-09,0.44835188030853257,5.722029968923744,5.72,5.72
-93.7,True,-1.6638213465148697e-09,1.663821346514868e-09,2.7504721833437884e-09,1.3024664545595346e-09,1.638789603727016e-09,2.7750076125876433e-09,2,True,2.7750076125876433e-09,0.44282661174297605,5.712008882961052,5.71,5.71
-93.6,True,-2.013570416490709e-09,2.013570416490712e-09,3.3805143129228554e-09,1.610978400507889e-09,2.0000790040235948e-09,3.4104271073864822e-09,2,True,3.4104271073864822e-09,0.44612373054116683,5.7042503718522255,5.7,5.7
-93.5,True,-2.4936740741603982e-09,2.4936740741604007e-09,4.150127685953464e-09,2.0261420238286655e-09,2.5856031627460372e-09,4.184303847853954e-09,2,True,4.184303847853954e-09,0.4393438799973137,5.684969547748059,5.68,5.69
-93.4,True,-2.9995430972050886e-09,2.9995430972050836e-09,5.093635402353414e-09,2.475566751445123e-09,3.2707209715332273e-09,5.137172742752938e-09,2,True,5.137172742752938e-09,0.43081148574335837,5.681764905086696,5.68,5.68
-93.3,True,-3.6849927626685744e-09,3.6849927626685794e-09,6.252321327337995e-09,3.0960680696820594e-09,4.0123197004729264e-09,6.301480115489255e-09,2,True,6.301480115489255e-09,0.43555137533170274,5.668383199721543,5.67,5.67
-93.2,True,-4.5091511999634984e-09,4.509151199963495e-09,7.66974295185463e-09,3.839755848938968e-09,5.123752258712678e-09,7.730593054589008e-09,2,True,7.730593054589008e-09,0.42837645738962216,5.657885768170778,5.66,5.66
-93.1,True,-5.499148227840703e-09,5.499148227840693e-09,9.414753254777253e-09,4.750660958342464e-09,6.412546116875654e-09,9.488191399231738e-09,2,True,9.488191399231738e-09,0.42556417043348993,5.6498836439617,5.65,5.65
-93.0,True,-6.817396440670786e-09,6.8173964406707946e-09,1.1563816904036628e-08,5.966303211538188e-09,8.106810120440708e-09,1.1648282116638597e-08,2,True,1.1648282116638597e-08,0.4239504842173565,5.634967505650959,5.63,5.64
-92.9,True,-8.413577345808018e-09,8.413577345808008e-09,1.4209738496973046e-08,7.439951190375959e-09,1.0504009131141536e-08,1.431099577731132e-08,2,True,1.431099577731132e-08,0.41462146912208364,5.623331898996199,5.62,5.63
-92.8,True,-1.0346337343121761e-08,1.0346337343121753e-08,1.7478870739662256e-08,9.259651515380344e-09,1.3301858542122841e-08,1.7601919588550174e-08,2,True,1.7601919588550174e-08,0.410418074489695,5.614587616561341,5.61,5.62
-92.7,True,-1.2883318951288723e-08,1.2883318951288715e-08,2.1529951266252567e-08,1.1651033592578736e-08,1.687394899379699e-08,2.1678922990098215e-08,2,True,2.1678922990098215e-08,0.40845015618497077,5.60123258296786,5.6000000000000005,5.6000000000000005
-92.6,False,-1.5977007810759847e-08,1.5977007810759817e-08,2.6562449018108225e-08,1.462442912472288e-08,2.159758177202412e-08,2.6741744429958914e-08,2,True,2.6741744429958914e-08,0.4037442638513551,5.591212670978193,5.59,5.59
-92.5,False,-2.001223146323764e-08,2.0012231463237655e-08,3.283216959415469e-08,1.8460067663003247e-08,2.7802271281964483e-08,3.304337325982232e-08,2,True,3.304337325982232e-08,0.3990301416658328,5.578149745642538,5.58,5.58
-92.4,False,-2.4967465184509843e-08,2.4967465184509786e-08,4.067115610961736e-08,2.3285817508218192e-08,3.498730761658864e-08,4.0923873567688673e-08,2,True,4.0923873567688673e-08,0.39959788424502113,5.568554400797108,5.57,5.57
-92.3,False,-3.140725580434547e-08,3.140725580434542e-08,5.0509150029132144e-08,2.9518337027386215e-08,4.50419465305821e-08,5.08120330811046e-08,2,True,5.08120330811046e-08,0.3958989373268226,5.557060118503879,5.5600000000000005,5.5600000000000005
-92.2,False,-3.9775283232581594e-08,3.9775283232581494e-08,6.291027560001439e-08,3.762473325873332e-08,5.907885776332036e-08,6.327455770449575e-08,2,True,6.327455770449575e-08,0.38907276204616675,5.544557764556279,5.54,5.55
-92.1,False,-5.0508238967728215e-08,5.0508238967728215e-08,7.861779688367321e-08,4.8105670306680046e-08,7.643175583744831e-08,7.905571985933335e-08,2,True,7.905571985933335e-08,0.38627480747038156,5.533001914574772,5.53,5.54
-92.0,False,-6.425386890527606e-08,6.425386890527599e-08,9.86241947553701e-08,6.170212163653394e-08,9.974054057821487e-08,9.914969711921628e-08,2,True,9.914969711921628e-08,0.38219217145006334,5.522925718374878,5.5200000000000005,5.5200000000000005
-91.9,False,-8.259414589728511e-08,8.259414589728503e-08,1.2425124396031606e-07,7.969822783201959e-08,1.3031097728318895e-07,1.248849519908113e-07,2,True,1.248849519908113e-07,0.37949873572588444,5.510901733239621,5.51,5.51
-91.8,False,-1.072948740501963e-07,1.0729487405019622e-07,1.572754616541161e-07,1.035535826570607e-07,1.746091409239259e-07,1.580596150629887e-07,2,True,1.580596150629887e-07,0.3722769942857252,5.497199777074912,5.5,5.5
-91.7,False,-1.3968558772609094e-07,1.3968558772609076e-07,2.0015132601303165e-07,1.353724988842019e-07,2.3209080729688084e-07,2.0111239806830383e-07,2,True,2.0111239806830383e-07,0.3683973245957013,5.485477081377339,5.49,5.49
-91.6,False,-1.8419627387290774e-07,1.8419627387290777e-07,2.5624422567149807e-07,1.7832877653854047e-07,3.109947336716047e-07,2.574439649238869e-07,2,True,2.574439649238869e-07,0.3644394205828273,5.471683266288864,5.47,5.47
-91.5,False,-2.4355845672553343e-07,2.43558456725533e-07,3.3028146095848143e-07,2.3651351982439281e-07,4.20135362504621e-07,3.317874708308466e-07,2,True,3.317874708308466e-07,0.3601826275642509,5.460157111636616,5.46,5.46
-91.4,False,-3.2675567007612106e-07,3.2675567007612006e-07,4.2890042611931634e-07,3.1630360445272237e-07,5.750508175152404e-07,4.3079418510227896e-07,2,True,4.3079418510227896e-07,0.3548572786057161,5.446564366530262,5.45,5.45
-91.3,False,-4.412173397382578e-07,4.4121733973825895e-07,5.616535335151163e-07,4.273257284617583e-07,7.928681890776333e-07,5.641009591661472e-07,2,True,5.641009591661472e-07,0.3502113248716165,5.434410633023018,5.43,5.44
-91.2,False,-6.066071186853453e-07,6.066071186853437e-07,7.425488309786843e-07,5.829230438308291e-07,1.1081351801309544e-06,7.457342512395826e-07,2,True,7.457342512395826e-07,0.3447090322325902,5.419651150061192,5.42,5.42
-91.1,False,-8.405090268051322e-07,8.405090268051332e-07,9.92191913129492e-07,8.051321402972317e-07,1.5607283863920475e-06,9.963930414080835e-07,2,True,9.963930414080835e-07,0.34031259713517925,5.406708495408852,5.41,5.41
-91.0,False,-1.183743679761245e-06,1.1837436797612464e-06,1.3417577313656892e-06,1.1263499620313138e-06,2.2321662186587524e-06,1.3475145795305288e-06,2,True,1.3475145795305288e-06,0.33537130727769354,5.392840650131321,5.39,5.39
-90.9,False,-1.6937587745220238e-06,1.693758774522022e-06,1.8395378136859541e-06,1.5989609701187993e-06,3.2309173313985757e-06,1.847411273570021e-06,2,True,1.847411273570021e-06,0.33105616131496785,5.378828137636202,5.38,5.38
-90.8,False,-2.471745477450807e-06,2.4717454774508097e-06,2.5606211848105964e-06,2.303865979562974e-06,4.776276175736539e-06,2.57180202167806e-06,2,True,2.57180202167806e-06,0.3253982658863031,5.363895180171084,5.36,5.37
-90.7,False,-3.66735410664641e-06,3.6673541066464073e-06,3.6262835320655107e-06,3.385712113554324e-06,7.161880135089796e-06,3.6425349142499286e-06,2,True,3.6425349142499286e-06,0.3209938376210507,5.349782301509477,5.3500000000000005,5.3500000000000005
-90.6,False,-5.5665868706454385e-06,5.56658687064543e-06,5.231808782701908e-06,5.060895468695236e-06,1.0946468228281675e-05,5.255773869228264e-06,2,True,5.255773869228264e-06,0.3161604599295147,5.334787354365698,5.34,5.34
-90.5,False,-8.60176732247774e-06,8.601767322477751e-06,7.698301064118507e-06,7.737570066373576e-06,1.6946857559256168e-05,7.735542384701422e-06,2,True,7.735542384701422e-06,0.31345956988444357,5.320861617247734,5.32,5.32
-90.4,False,-1.353260438701964e-05,1.3532604387019637e-05,1.1544772550331484e-05,1.2060896228639679e-05,2.6507877114029223e-05,1.1602324960002797e-05,2,True,1.1602324960002797e-05,0.3127114290486554,5.30754478670735,5.3100000000000005,5.3100000000000005
-90.3,False,-2.1494150722385163e-05,2.1494150722385203e-05,1.758194589868145e-05,1.914349980911764e-05,4.158148066370943e-05,1.7671989979706204e-05,2,True,1.7671989979706204e-05,0.31524917192330565,5.2962294193069095,5.3,5.3
-90.2,False,-3.4072664273921644e-05,3.4072664273921725e-05,2.6978030312152512e-05,3.067017237778935e-05,6.439824615551294e-05,2.7118322209029877e-05,2,True,2.7118322209029877e-05,0.322611576493677,5.287734776782103,5.29,5.29
-90.1,False,-5.289875936935199e-05,5.2898759369352054e-05,4.116616104904436e-05,4.886938388409386e-05,9.607124453590876e-05,4.137874455012458e-05,2,True,4.137874455012458e-05,0.3371682903325236,5.283712185480598,5.28,5.28
-90.0,False,-7.887469199925635e-05,7.887469199925635e-05,6.152370209316915e-05,7.57338771024407e-05,0.00013552335477432116,6.182102011015322e-05,2,True,6.182102011015322e-05,0.3584912877520827,5.285311168301492,5.29,5.29
-89.9,False,-0.00011127705309329632,0.00011127705309329663,8.885079067899593e-05,0.0001115585928419682,0.00017863636435826917,8.924949268351856e-05,2,True,8.924949268351856e-05,0.3844263660480898,5.293048075287834,5.29,5.29
-89.8,True,-0.0001477026786686947,0.00014770267866869494,0.00012309922270886675,0.00015395706749876206,0.00022077632203283107,0.00012359152193641698,2,True,0.00012359152193641698,0.41084427435517384,5.3065054478523415,5.3100000000000005,5.3100000000000005
-89.7,True,-0.00018561117165983172,0.00018561117165983174,0.00016361677253684537,0.00019934842746735596,0.0002579007894259244,0.00016419627062974618,2,True,0.00016419627062974618,0.43597325069642023,5.323758711124019,5.32,5.32
-89.6,True,-0.00022376949840859518,0.00022376949840859542,0.0002097896044946923,0.0002453733585964516,0.00028705980128574895,0.00021044140373260856,2,True,0.00021044140373260856,0.4608528864932827,5.342394989917849,5.34,5.34
-89.5,True,-0.0002617304000262549,0.0002617304000262552,0.0002612124909701641,0.00029104864705757475,0.00030781329983885637,0.00026192819480819196,2,True,0.00026192819480819196,0.48600290695696774,5.361098652585586,5.36,5.36
-89.4,True,-0.0002991932665991009,0.00029919326659910147,0.000317638396624742,0.0003359194681719584,0.00032230306129983567,0.0003184116039029461,2,True,0.0003184116039029461,0.5103433157195709,5.379491650051883,5.38,5.38
-89.3,True,-0.00033601735154280765,0.0003360173515428079,0.00037888756866716333,0.000379658193527136,0.00033246280582971746,0.0003797128868118782,2,True,0.0003797128868118782,0.5331371970072801,5.397409353415982,5.4,5.4
-89.2,True,-0.0003720365551495806,0.0003720365551495803,0.0004448141955528673,0.0004220692109073436,0.00033969519452960715,0.00044568896999641616,2,True,0.00044568896999641616,0.5540679085225085,5.4148743918240285,5.41,5.42
-89.1,True,-0.0004071495765946555,0.0004071495765946558,0.0005153358441910005,0.00046297063319503345,0.0003445562530258779,0.0005162620516547256,2,True,0.0005162620516547256,0.5733191564204845,5.431909790127678,5.43,5.43
-89.0,True,-0.00044121491422708796,0.0004412149142270875,0.0005903149185903511,0.0005021296194800849,0.00034771607488677037,0.0005912813878535261,1,True,0.0005912813878535261,0.5908479890036711,5.448632129619987,5.45,5.45
-88.9,True,-0.0004742372493353887,0.00047423724933538846,0.0006696416257341298,0.00053942532432359,0.0003494437075787021,0.0006706445561243113,1,True,0.0006706445561243113,0.6068670467337034,5.465033195644243,5.47,5.47
-88.8,True,-0.0005062495884792025,0.0005062495884792033,0.0007532845392833609,0.0005749011580077432,0.0003496418451098564,0.0007543353498129513,1,True,0.0007543353498129513,0.6218219769866316,5.481059250347475,5.48,5.48
-88.7,True,-0.0005370971071986572,0.0005370971071986569,0.0008411161171786863,0.0006082895874549858,0.00034905148962662897,0.000842198783045256,1,True,0.000842198783045256,0.6353948472673008,5.496906511007322,5.5,5.5
-88.6,True,-0.0005668819054353558,0.0005668819054353563,0.0009330770695328283,0.0006397104946005156,0.0003472805799142548,0.0009342061995712969,1,True,0.0009342061995712969,0.6481421272375876,5.512479207029796,5.51,5.51
-88.5,True,-0.0005955908900642345,0.0005955908900642352,0.0010291161328216947,0.0006690913105194833,0.0003446882832273999,0.0010302747679253321,1,True,0.0010302747679253321,0.6599968224321346,5.527832706240823,5.53,5.53
-88.4,True,-0.000623182067743365,0.0006231820677433653,0.001129130804894296,0.0006963774857348323,0.0003413521323772277,0.0011303370248949007,1,True,0.0011303370248949007,0.6710586973529298,5.543034203737526,5.54,5.54
-88.3,True,-0.0006497652865411478,0.0006497652865411469,0.001233110951845473,0.0007216728884413984,0.0003375076405209392,0.001234347676630998,1,True,0.001234347676630998,0.6813502219007084,5.558023743173758,5.5600000000000005,5.5600000000000005
-88.2,True,-0.000675273125781039,0.0006752731257810394,0.0013409381993069736,0.0007448895323877589,0.0003330405601573936,0.0013422275890211943,1,True,0.0013422275890211943,0.6910369582771035,5.57290307563659,5.57,5.57
-88.1,True,-0.0006998092142850332,0.0006998092142850342,0.0014526109770103823,0.0007661490830518517,0.0003281007983664885,0.0014539369057959828,1,True,0.0014539369057959828,0.7001591647958764,5.5876179616352015,5.59,5.59
-88.0,True,-0.0007232695203806281,0.0007232695203806276,0.001568018870867438,0.0007853447836048207,0.00032292428346395363,0.001569408561504504,1,True,0.001569408561504504,0.708622848855607,5.602281976885262,5.6000000000000005,5.6000000000000005
-87.9,True,-0.0007458780867104041,0.0007458780867104048,0.0016871395150649948,0.0008026976809677978,0.0003171338182489487,0.001688579821001901,1,True,0.001688579821001901,0.7168021988390536,5.616784925174258,5.62,5.62
-87.8,True,-0.0007674549685824648,0.0007674549685824655,0.0018098883336289395,0.0008180752381460111,0.0003111190904208071,0.0018114131871506678,1,True,0.0018114131871506678,0.7244769278856706,5.631255012248304,5.63,5.63
-87.7,True,-0.0007882266656596971,0.0007882266656596974,0.0019361962670762511,0.0008316612302681288,0.0003049036954759372,0.0019377984761737577,1,True,0.0019377984761737577,0.7317322674933608,5.645627719050498,5.65,5.65
-87.6,True,-0.0008081041587081504,0.0008081041587081496,0.002066014510980707,0.0008434875556234762,0.0002985262861756057,0.0020677382044237413,1,True,0.0020677382044237413,0.7385966130626581,5.659915893430308,5.66,5.66
-87.5,True,-0.0008271086396772962,0.0008271086396772965,0.0021992033782577414,0.0008534521465559866,0.00029187373160154074,0.002201070074774214,1,True,0.002201070074774214,0.7451609736863061,5.674241781300294,5.67,5.68
-87.4,True,-0.0008453493321438072,0.0008453493321438073,0.00233574948546017,0.0008618268219026715,0.000285115105359892,0.0023377845757680538,1,True,0.0023377845757680538,0.7514127798602814,5.688469353944344,5.69,5.69
-87.3,True,-0.0008627696614235627,0.0008627696614235636,0.0024754449347700325,0.000868497105155888,0.00027834153509524663,0.0024777145454799032,1,True,0.0024777145454799032,0.7572966890666543,5.702725515828618,5.7,5.7
-87.2,True,-0.0008794946081374475,0.000879494608137448,0.0026182148111708603,0.0008736595502734419,0.0002714016150228868,0.0026207584567652376,1,True,0.0026207584567652376,0.7629806832610107,5.716936001462595,5.72,5.72
-87.1,True,-0.0008954888567112517,0.0008954888567112509,0.0027638400707443167,0.0008773078762030994,0.0002644786936041053,0.002766767459762065,1,True,0.002766767459762065,0.7683641578926931,5.731143113698394,5.73,5.73
