t,tau,S,m1,m2,L1,L2,L,Sdot_labels,Sdot_data,Ldot_labels,strong_mass,strong_theta_mean_deg,strong_theta_std_deg,strong_theta_q05_deg,strong_theta_q25_deg,strong_theta_q50_deg,strong_theta_q75_deg,strong_theta_q95_deg,strong_psi_mean_deg,strong_inactive_frac@-85.0,weak_mass,weak_theta_mean_deg,weak_theta_std_deg,weak_theta_q05_deg,weak_theta_q25_deg,weak_theta_q50_deg,weak_theta_q75_deg,weak_theta_q95_deg,weak_psi_mean_deg,weak_inactive_frac@-85.0,strip0.01@-85.0,strip0.03@-85.0,strip0.1@-85.0,E@-85.0,D1@-85.0,D2@-85.0,D1_strong_radial@-85.0,D1_strong_inrot@-85.0,D1_strong_outrot@-85.0,D1_strong@-85.0,D1_weak_radial@-85.0,D1_weak_inrot@-85.0,D1_weak_outrot@-85.0,D1_weak@-85.0,D1_other_radial@-85.0,D1_other_inrot@-85.0,D1_other_outrot@-85.0,D1_other@-85.0,D2_strong_radial@-85.0,D2_strong_inrot@-85.0,D2_strong_outrot@-85.0,D2_strong@-85.0,D2_weak_radial@-85.0,D2_weak_inrot@-85.0,D2_weak_outrot@-85.0,D2_weak@-85.0,D2_other_radial@-85.0,D2_other_inrot@-85.0,D2_other_outrot@-85.0,D2_other@-85.0
0.0,0.0,2.0000000000000004e-08,4.9999999999999314e-09,5e-09,0.5024999949749991,0.22472221997499878,0.3636111074749989,6.544999967274977e-08,6.544999967274937e-08,-2.7191265458799125e-08,5.000000000000001e-09,-6.61744490042422e-15,25.980759016384784,-40.52197265624987,-22.52197265624907,-0.021972656248110598,22.478027343752828,40.47802734375056,-6.61744490042422e-15,0.44433593749999994,5.000000000000001e-09,0.0,25.98075901638478,-40.521972656249844,-22.521972656249066,-0.021972656248083842,22.478027343752824,40.478027343750554,0.0,1.0,0.00634765625,0.019042968749999997,0.063720703125,0.499999995,-1.4896491693755175e-09,4.570818562136673e-12,-3.8623278410191425e-09,1.5387621166639484e-09,1.5387621166639484e-09,-7.848036076912456e-10,-0.0,-0.0,-0.0,0.0,-3.160600037727693e-09,1.2278772380217103e-09,1.2278772380217105e-09,-7.048455616842719e-10,-3.562244853109243e-14,2.276060043525451e-12,2.276060043525451e-12,4.516497638519809e-12,-0.0,-0.0,-0.0,0.0,-1.472450299437542e-16,2.7234084360158426e-14,2.7234084360158426e-14,5.43209236903731e-14
0.01,0.09,2.0679655943113492e-08,5.472725709932475e-09,5.2058217632214885e-09,0.502499994500812,0.22472221988240093,0.36361110719160644,7.055106483027224e-08,7.055106483027239e-08,-2.952075807567681e-08,5.521464710863404e-09,0.029939889283991106,25.7181319263759,-40.28372328990897,-22.024658653060502,-0.0927372956627541,22.118801550920896,40.32661936206145,0.029939889262377454,0.4421790375569275,5.202201544735963e-09,-0.04850903514272632,25.999556501285962,-40.63023324841903,-22.68865107795656,0.19266878348687014,22.370026937642706,40.40102654806978,-0.04850903512060416,1.0,0.0065574842755565564,0.01967230723287138,0.06531072498756292,0.49999999498478004,-1.56477222658831e-09,5.173496852518921e-12,-4.207063105051012e-09,1.6733035554844435e-09,1.6733035556896929e-09,-8.604559938768753e-10,-0.0,-0.0,-0.0,0.0,-3.1828400292999683e-09,1.239261898174058e-09,1.2392618984144738e-09,-7.043162327114364e-10,-4.043545110231803e-14,2.5798276250593997e-12,2.5798276331679406e-12,5.119219807125022e-12,-0.0,-0.0,-0.0,0.0,-1.471657865568315e-16,2.7212105700507848e-14,2.7212105546186387e-14,5.427704546013741e-14
0.02,0.18,2.1412480786935944e-08,5.99014566450503e-09,5.420117099938045e-09,0.5024999939818076,0.22472221978595805,0.3636111068838828,7.60900887747802e-08,7.609008877478046e-08,-3.206057712642077e-08,6.098220792743335e-09,0.07506814251377496,25.470864475482124,-40.06329615234447,-21.520905472879146,-0.1415254610457813,21.78453685637439,40.209449486239706,0.07506814242458917,0.44073933304632273,5.408308395235582e-09,-0.07121634345966645,26.00035241224308,-40.690378905434684,-22.80993455763635,0.4332812194049894,22.2691056943964,40.32348331250323,-0.07121634336940612,1.0,0.006650427972759667,0.0202239855335835,0.06733280271870247,0.4999999949687939,-1.6442132197695036e-09,5.8569357068971546e-12,-4.5800743739094985e-09,1.818535588790364e-09,1.8185355892411422e-09,-9.430031958779929e-10,-0.0,-0.0,-0.0,0.0,-3.1900506590590703e-09,1.2444203173411552e-09,1.2444203178264009e-09,-7.012100238915142e-10,-4.59013204056331e-14,2.924302104369434e-12,2.924302123370056e-12,5.802702907333856e-12,-0.0,-0.0,-0.0,0.0,-1.4708667468382874e-16,2.7189943294874827e-14,2.7189942976702713e-14,5.4232799596893706e-14
0.03,0.27,2.220304912634414e-08,6.556485625181633e-09,5.6432349029432245e-09,0.5024999934137494,0.22472221968550876,0.3636111065496291,8.21066571923849e-08,8.210665719238474e-08,-3.483020138339011e-08,6.724224914621054e-09,0.1326010132222089,25.190956654931853,-39.78364428081023,-20.97493253947124,-0.17223874366779662,21.432756019582197,40.04824700028876,0.13260101301521302,0.4389168513916543,5.623833080378214e-09,-0.11333724496602808,26.009255414397124,-40.7866765536207,-22.954561373719915,0.6533371731902845,22.15309590279298,40.24088308484182,-0.11333724475889967,1.0,0.006892541270135895,0.02082101637717482,0.06925974863631373,0.49999999495199793,-1.7282531281393883e-09,6.631829675489528e-12,-4.968162330871799e-09,1.9688300181381453e-09,1.9688300188770727e-09,-1.0305022938565805e-09,-0.0,-0.0,-0.0,0.0,-3.195593877677527e-09,1.2489215213302847e-09,1.2489215220644346e-09,-6.97750834282808e-10,-5.210872862720812e-14,3.3148750935348247e-12,3.3148751271179977e-12,6.577641492025614e-12,-0.0,-0.0,-0.0,0.0,-1.4700769930962004e-16,2.7167595832903136e-14,2.7167595340783796e-14,5.4188183474377314e-14
0.04,0.36,2.305634947924244e-08,7.176370908992873e-09,5.875538429706182e-09,0.5024999927919997,0.22472221958088429,0.363611106186442,8.864402375059502e-08,8.864402375059543e-08,-3.7850934802801533e-08,7.409591487800984e-09,0.2015050615385649,24.903940754744365,-39.483797109528766,-20.410398245023437,-0.18686425746394686,21.084688033523925,39.88233056994854,0.2015050611589634,0.43723958002319013,5.846303958210921e-09,-0.15196670093257025,26.01319181939497,-40.8767980726168,-23.08764422083167,0.8745084730917295,22.033515506704,40.15564734723441,-0.1519667005567787,1.0,0.007154971716911641,0.021510134367458023,0.07150423506089482,0.4999999949343455,-1.8171940153052646e-09,7.510420933850288e-12,-5.378713526551369e-09,2.1271419035953115e-09,2.1271419046691127e-09,-1.124429718286945e-09,-0.0,-0.0,-0.0,0.0,-3.192247529098175e-09,1.249741615547298e-09,1.249741616532552e-09,-6.927642970183249e-10,-5.915834204698628e-14,3.7577180143903055e-12,3.75771806715459e-12,7.456277739497909e-12,-0.0,-0.0,-0.0,0.0,-1.4692886552083361e-16,2.714506195969058e-14,2.7145061282924297e-14,5.414319437709404e-14
0.05,0.45,2.3977822659460718e-08,7.854864169985463e-09,6.117405893483309e-09,0.5024999921114828,0.22472221947190898,0.36361110579169587,9.574945387223527e-08,9.574945387223511e-08,-4.114607845258796e-08,8.156740546302182e-09,0.2970020761064964,24.59980732618009,-39.12453639773182,-19.807232122615375,-0.17329701804878925,20.748239643628093,39.71358761383009,0.2970020754948034,0.435853809883543,6.075851869857236e-09,-0.18671844167111074,26.01204045774092,-40.96047642899602,-23.208400095339584,1.0959305630005232,21.91069977363346,40.0679089035945,-0.1867184410715051,1.0,0.007336427915774494,0.0222117843115977,0.07393044450276241,0.49999999491578717,-1.9113605470388395e-09,8.50659284160468e-12,-5.8043952466926115e-09,2.290270428908213e-09,2.2902704303650293e-09,-1.223854387419369e-09,-0.0,-0.0,-0.0,0.0,-3.1875134649082904e-09,1.2500036520248986e-09,1.2500036532639246e-09,-6.875061596194672e-10,-6.716441398921276e-14,4.259829674168796e-12,4.259829751895105e-12,8.452495012074686e-12,-0.0,-0.0,-0.0,0.0,-1.468501785419704e-16,2.7122340297479265e-14,2.7122339424725445e-14,5.409782954366274e-14
0.06,0.54,2.4973403746887128e-08,8.59750675346928e-09,6.369231078666076e-09,0.5024999913666428,0.22472221935839917,0.363611105362521,1.0347460089548392e-07,1.0347460089548414e-07,-4.4741118674844445e-08,8.977432168609307e-09,0.383737712073902,24.301094599065255,-38.78407565185016,-19.216781311468033,-0.16344761538760436,20.406528797070298,39.538192834992614,0.38373771116507577,0.4344184490531116,6.3126039430946296e-09,-0.21720281585100604,26.005668026026296,-41.03742421012623,-23.316004573665584,1.3167869159269416,21.784971786856143,39.97779644855121,-0.2172028149687603,1.0,0.007644587702760685,0.022960326297447806,0.07670820363740816,0.4999999948962703,-2.011101816995235e-09,9.636059880132458e-12,-6.261337659237708e-09,2.4647978128794136e-09,2.464797814774466e-09,-1.3317420315838283e-09,-0.0,-0.0,-0.0,0.0,-3.1654387087879314e-09,1.2430394609432931e-09,1.2430394624332282e-09,-6.793597854114099e-10,-7.625658814695849e-14,4.829132136102712e-12,4.829132246034891e-12,9.582007793990646e-12,-0.0,-0.0,-0.0,0.0,-1.4677164366236938e-16,2.7099429461180364e-14,2.709942838041693e-14,5.405208619793492e-14
0.07,0.6300000000000001,2.6049567993758287e-08,9.410363961095747e-09,6.631423981304878e-09,0.5024999905513989,0.2247222192401635,0.3636111048957812,1.1187591767830967e-07,1.1187591767830972e-07,-4.866393301763382e-08,9.875826467763226e-09,0.509942341373854,23.99855013288544,-38.381908258167144,-18.58924834381373,-0.11739982534603018,20.10027269693451,39.39938805432419,0.5099423400982004,0.4329861742026645,6.552881228280072e-09,-0.21705973216666424,25.97909638998121,-41.062913833635996,-23.367717347873704,1.5607531968523964,21.668874702961954,39.88831546975182,-0.21705973093810774,1.0,0.007797940943001346,0.023931185827211394,0.07968602590188148,0.4999999948757386,-2.116793732782091e-09,1.0916771944447497e-11,-6.733964827999173e-09,2.644057292796416e-09,2.644057295181654e-09,-1.4458502400211034e-09,-0.0,-0.0,-0.0,0.0,-3.1417880808508147e-09,1.2354222931744379e-09,1.2354222949153913e-09,-6.709434927609857e-10,-8.658193368317893e-14,5.474672199652473e-12,5.474672351497317e-12,1.086276261746661e-11,-0.0,-0.0,-0.0,0.0,-1.4669324968718705e-16,2.7078010746335138e-14,2.7078009462369298e-14,5.400932695901725e-14
0.08,0.72,2.7213381038035835e-08,1.03000745965732e-08,6.9044114765494964e-09,0.5024999896590949,0.22472221911700205,0.3636111043880485,1.2101510699471316e-07,1.2101510699471303e-07,-5.294501561607093e-08,1.0854562458430819e-08,0.6231926253394632,23.680781687168277,-37.96100894299771,-17.966703437002643,-0.08011591472605448,19.769871720157724,39.215788449730624,0.6231926236203018,0.4318755614899321,6.804167210521056e-09,-0.23723072808540546,25.96148290189718,-41.12499566973092,-23.444969737451824,1.7782743027048518,21.538403882980692,39.79393806107712,-0.23723072644368925,1.0,0.00822955364845074,0.024691444453614105,0.08286321465400845,0.49999999485413216,-2.2288405892762334e-09,1.2368870456535401e-11,-7.230724130825502e-09,2.83139763710721e-09,2.8313976400415482e-09,-1.5679288536767438e-09,-0.0,-0.0,-0.0,0.0,-3.10831874130048e-09,1.2237035018564928e-09,1.2237035038444994e-09,-6.609117355994881e-10,-9.83072443650154e-14,6.20660531665563e-12,6.206605521229327e-12,1.2314903593519942e-11,-0.0,-0.0,-0.0,0.0,-1.4661497161664147e-16,2.7056739780072257e-14,2.7056738264997643e-14,5.3966863073453255e-14
0.09,0.8099999999999999,2.8472553829830922e-08,1.1273905197107459e-08,7.188638012360515e-09,0.5024999886824454,0.2247222189887063,0.3636111038355758,1.3095961438663261e-07,1.3095961438663288e-07,-5.761772386150426e-08,1.1917196645813067e-08,0.7374107656231923,23.3394867555479,-37.48385118721224,-17.33372754446544,-0.04034461010968459,19.424432929100675,38.98985797239365,0.7374107633776017,0.4307542435643628,7.06729004687082e-09,-0.27910945674719784,25.95369954214125,-41.224688748267894,-23.551062898571274,1.968543705575572,21.39334952155518,39.69444258563466,-0.2791094546214831,1.0,0.008588243767520551,0.025783304460490698,0.08632375403161,0.4999999948313872,-2.347677596458987e-09,1.4015050530272442e-11,-7.743128721035039e-09,3.0230839211242373e-09,3.023083924662708e-09,-1.6969608752480944e-09,-0.0,-0.0,-0.0,0.0,-3.07374200570309e-09,1.2115126411292796e-09,1.2115126433629113e-09,-6.507167212108992e-10,-1.1162160597476807e-13,7.036373911380029e-12,7.036374182754154e-12,1.3961126488159416e-11,-0.0,-0.0,-0.0,0.0,-1.4653681361015633e-16,2.7035290349148417e-14,2.7035288588825845e-14,5.39240421243641e-14
