psi_deg,D1<0<D2_on_window,D1_at_cross,D2_at_cross,S,dD1,dD2,final_excess,n_sign_changes,opposite_signs_at_cross,rise,strong_share_of_swing,t_cross,t_min,t_rev
-100.0,True,-8.088824494082753e-12,8.088824494082753e-12,2.2737367544323206e-13,5.554731870899515e-13,-4.1289884652158893e-13,2.0720313298472348e-08,2,True,2.084824185510925e-08,3.8960249430268914,10.593733501060152,0.0,11.48
-99.9,True,-7.625828308510549e-12,7.625828308510549e-12,1.1368683772161603e-13,4.882076570345627e-13,-3.7502264914764255e-13,2.0763397334810918e-08,2,True,2.0896991026475575e-08,4.313359747452743,11.119488031537202,0.0,11.82
-99.8,True,-7.182376039823261e-12,7.182376039823261e-12,0.0,4.2815014443069677e-13,-3.3888829371914835e-13,2.0806515510507495e-08,2,True,2.0945764900304198e-08,4.796563604918669,11.6901191056861,0.0,nan
-99.7,,,,0.0,,,2.0849270088163507e-08,1,,2.0994565641530016e-08,,nan,0.0,nan
-99.6,,,,0.0,,,2.089188033682632e-08,1,,2.104341356723438e-08,,nan,0.0,nan
-99.5,,,,0.0,,,2.0934512401371563e-08,1,,2.1092306123904336e-08,,nan,0.0,nan
-99.4,,,,0.0,,,2.09771688353122e-08,1,,2.114124142416074e-08,,nan,0.0,nan
-99.3,,,,0.0,,,2.1019306850611486e-08,1,,2.1190218746358624e-08,,nan,0.0,nan
-99.2,,,,0.0,,,2.1061352550866275e-08,1,,2.1239240921566704e-08,,nan,0.0,nan
-99.1,,,,0.0,,,2.1103413239131896e-08,1,,2.1288277918252163e-08,,nan,0.0,nan
-99.0,,,,0.0,,,2.114503488970243e-08,1,,2.1337321909342677e-08,,nan,0.0,nan
-98.9,,,,0.0,,,2.1186373044823625e-08,1,,2.138640053939156e-08,,nan,0.0,nan
-98.8,,,,0.0,,,2.1227712143634392e-08,1,,2.1435506869504906e-08,,nan,0.0,nan
-98.7,,,,0.0,,,2.1268310390620826e-08,1,,2.148465000351152e-08,,nan,0.0,nan
-98.6,,,,0.0,,,2.1308800723929266e-08,1,,2.1533818561625395e-08,,nan,0.0,nan
-98.5,,,,0.0,,,2.1348778300733784e-08,1,,2.1583019760296196e-08,,nan,0.0,nan
-98.4,,,,0.0,,,2.138828564257622e-08,1,,2.1632189428633097e-08,,nan,0.0,nan
-98.3,,,,0.0,,,2.1427268348528372e-08,1,,2.1681386019878346e-08,,nan,0.0,nan
-98.2,,,,0.0,,,2.146563643501409e-08,1,,2.1730596100333344e-08,,nan,0.0,nan
-98.1,,,,0.0,,,2.1503212543905192e-08,1,,2.177983315920784e-08,,nan,0.0,nan
-98.0,,,,0.0,,,2.154027184397833e-08,1,,2.182908082071222e-08,,nan,0.0,nan
-97.9,,,,0.0,,,2.1575968900400255e-08,1,,2.187834369227204e-08,,nan,0.0,nan
