index,time,phi_deg,dV_dphi,lower_repeller_deg,root_count,branch_exists
18,0.9,nan,nan,nan,1,0
19,0.9500000000000001,nan,nan,nan,1,0
20,1.0,nan,nan,nan,1,0
21,1.05,nan,nan,nan,1,0
22,1.1,nan,nan,nan,1,0
23,1.1500000000000001,86.35726442337038,-1.0089627444632292,68.70530042648316,3,1
24,1.2,87.48175874710071,-1.4788273785174577,nan,1,1
25,1.25,87.93470033645607,-2.4439016230946624,nan,1,1
26,1.3,88.16537996292081,-3.0901342550078197,nan,1,1
27,1.35,88.30145509719802,-3.062788958985361,nan,1,1
28,1.4000000000000001,88.37452608108464,-3.3836069673533284,nan,1,1
29,1.4500000000000002,88.42021425247125,-2.8723827683272134,nan,1,1
30,1.5,88.45732210159224,-2.808223058781356,nan,1,1
31,1.55,88.47781557083042,-2.6132106859138338,nan,1,1
32,1.6,88.48724946975608,-2.633755849149063,nan,1,1
33,1.6500000000000001,88.49689638137707,-2.504837407424379,nan,1,1
34,1.7000000000000002,88.50496187209961,-2.448969097453484,nan,1,1
35,1.75,88.51220521926746,-2.3912726055374636,nan,1,1
36,1.8,88.51513826370095,-2.3913608545980214,nan,1,1
37,1.85,88.52558900832972,-2.374776573772304,nan,1,1
38,1.9000000000000001,88.53747224807572,-2.2884884275549693,nan,1,1
39,1.9500000000000002,88.54455385207947,-2.395629258906094,nan,1,1
40,2.0,88.5597928047161,-2.3584953541405147,nan,1,1
41,2.0500000000000003,88.57446229934487,-2.3374196650146843,nan,1,1
42,2.1,88.58233858108304,-2.4375814206112807,nan,1,1
43,2.15,88.59387880325093,-2.368567059480601,nan,1,1
44,2.2,88.61230562209846,-2.5455759655466554,nan,1,1
45,2.25,88.62912721633663,-2.4833245613203103,nan,1,1
46,2.3000000000000003,88.65212923049668,-2.4453103091241446,nan,1,1
47,2.35,88.67676759719578,-2.40387256900958,nan,1,1
48,2.4,88.69833162307458,-2.627224759572963,nan,1,1
49,2.45,88.72382814407058,-2.639017726474072,nan,1,1
50,2.5,88.74462862014468,-2.642556588229055,nan,1,1
51,2.5500000000000003,88.76982973098444,-2.929281943787623,nan,1,1
52,2.6,88.79853364944134,-2.6180392594588833,nan,1,1
53,2.65,88.82337343215607,-2.7037420473708598,nan,1,1
54,2.7,88.85414522170674,-2.3749484746683827,nan,1,1
55,2.75,88.88299074172616,-2.203884891895321,nan,1,1
56,2.8000000000000003,88.92021211623776,-2.002779737806255,nan,1,1
57,2.85,88.95512941360093,-2.019961769202174,nan,1,1
58,2.9000000000000004,88.97968538283908,-2.084301944413516,nan,1,1
59,2.95,89.00332765578818,-2.0239834745012444,nan,1,1
60,3.0,89.02520784377634,-1.9944380132599417,nan,1,1
61,3.0500000000000003,89.03821168899111,-1.8700730976443245,nan,1,1
62,3.1,89.04942964553399,-1.675963505825374,nan,1,1
63,3.1500000000000004,89.04942995070965,-1.5431045682064088,nan,1,1
64,3.2,89.03508150100254,-1.4075501189774868,nan,1,1
65,3.25,89.01446535110009,-1.2268131822680475,nan,1,1
66,3.3000000000000003,88.96977205276013,-1.1136463599233388,nan,1,1
67,3.35,88.89406007766237,-0.9226192767816497,nan,1,1
68,3.4000000000000004,88.80198030471306,-0.9483838978719076,nan,1,1
69,3.45,88.68169008254497,-0.711616591392045,nan,1,1
70,3.5,88.4872494697519,-0.7035269959942714,nan,1,1
71,3.5500000000000003,88.32945802688067,-0.9649738884588898,nan,1,1
72,3.6,88.1457657051032,-0.8551311119717956,nan,1,1
73,3.6500000000000004,87.94369020461482,-0.799277714705949,nan,1,1
74,3.7,87.68578950881394,-0.6988651156090202,nan,1,1
75,3.75,87.4745355415287,-0.5183828733453003,nan,1,1
76,3.8000000000000003,87.19736848830595,-0.6908355624572603,nan,1,1
77,3.85,86.93667726516134,-0.818895892398575,nan,1,1
78,3.9000000000000004,86.70246858596201,-0.7133444330497801,nan,1,1
79,3.95,86.45047975539549,-0.7014003637154909,nan,1,1
80,4.0,86.24024019240713,-0.7277241099801004,nan,1,1
81,4.05,86.03196352004377,-0.5795236172954561,nan,1,1
82,4.1000000000000005,85.87807100295382,-0.6153166384718443,nan,1,1
83,4.15,85.6942248725826,-0.6524843210917645,nan,1,1
84,4.2,85.47460969924265,-0.33318776340187045,nan,1,1
85,4.25,85.27235902785583,-0.6813494843026142,nan,1,1
86,4.3,85.11168611525807,-0.6777875096292942,nan,1,1
87,4.3500000000000005,84.99207643508217,-0.2739604562352648,nan,1,1
88,4.4,84.81420015334379,-0.4578270571580395,nan,1,1
89,4.45,84.73629335402728,-0.5469624436474397,nan,1,1
90,4.5,84.60126497267953,-0.3874119472035931,nan,1,1
91,4.55,84.52126893996459,-0.37674103521509533,nan,1,1
92,4.6000000000000005,84.4012381172106,-0.39418591365464806,nan,1,1
93,4.65,84.27995790480813,-0.19032505429310245,nan,1,1
94,4.7,84.09259981154628,-0.41348702386328196,nan,1,1
95,4.75,84.06038393019853,-0.48604667147598407,nan,1,1
96,4.8,84.0422641181867,-0.4066306624535164,nan,1,1
97,4.8500000000000005,83.86915040969049,-0.5249303169171161,nan,1,1
98,4.9,83.83446992873337,-0.6469600024347187,nan,1,1
99,4.95,83.83035524367466,-0.7104416198291741,nan,1,1
100,5.0,83.8188815498269,-0.7135445865051399,nan,1,1
101,5.05,83.7906469917213,-0.7158216621558559,nan,1,1
102,5.1000000000000005,83.78258211135008,-0.7703142311525164,nan,1,1
103,5.15,83.75255006789294,-0.5115750837616276,nan,1,1
104,5.2,83.7437906074436,-0.4921593233847392,nan,1,1
105,5.25,83.73831300734582,-0.4337328306267236,nan,1,1
106,5.3,83.73468355177931,-0.4293482334792725,nan,1,1
107,5.3500000000000005,83.67388429640809,-0.2556250324753788,nan,1,1
108,5.4,83.65223787306812,-0.2530969023905006,nan,1,1
109,5.45,83.65223756789223,-0.2506531536737603,nan,1,1
110,5.5,83.63824617384915,-0.18845191383045168,nan,1,1
111,5.55,83.58713014601705,-0.17718254157063673,nan,1,1
112,5.6000000000000005,83.5663101386927,-0.23834473285282243,nan,1,1
113,5.65,83.5436194038293,-0.23620581538770308,nan,1,1
114,5.7,83.52489961623155,-0.16836637442596453,nan,1,1
115,5.75,83.52489931105566,-0.16689513311170828,nan,1,1
116,5.800000000000001,83.45933748244227,-0.25923250119486163,nan,1,1
117,5.8500000000000005,83.45836977003981,-0.2571020571601279,nan,1,1
118,5.9,83.45836946486392,-0.25500833207705303,nan,1,1
119,5.95,83.42937074660207,-0.4509637119020066,nan,1,1
120,6.0,83.42937044142619,-0.44738798662414825,nan,1,1
121,6.050000000000001,83.41239564894562,-0.4998901227964284,nan,1,1
122,6.1000000000000005,83.41239595412128,-0.49599055525960756,nan,1,1
123,6.15,83.4080694770704,-0.3666518346848647,nan,1,1
124,6.2,83.40806978224606,-0.3638401858171315,nan,1,1
125,6.25,83.39125062941395,-0.40403433794555255,nan,1,1
126,6.300000000000001,83.39125032423806,-0.40098035968882834,nan,1,1
