psi_deg,x1,x2,slope_x2_over_x1,selector_switch,switch_transition,t_switch,actual_persistent_swing,actual_S_normalized,t_reversal_actual,t_rebound_actual,predicted_persistent_swing,predicted_S_normalized,t_reversal_predicted,t_rebound_predicted,predicted_switch_delta,predicted_switch_delta_normalized,on_to_off_condition_value,E_on_at_switch,E_off_at_switch,actual_loss_change_switch_pm0p20,selector_model_relative_rms_over_time,switch_before_t_block
-147.5,-0.8433914458128857,-0.5372996083468238,0.6370702608074931,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-147.0,-0.8386705679454239,-0.5446390350150273,0.649407593197511,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-146.5,-0.8338858220671681,-0.5519369853120583,0.6618855611956916,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-146.0,-0.8290375725550416,-0.5591929034707469,0.6745085168424267,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-145.5,-0.8241261886220157,-0.5664062369248328,0.6872809586016132,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-145.0,-0.8191520442889919,-0.5735764363510459,0.7002075382097095,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-144.5,-0.8141155183563191,-0.5807029557109399,0.7132930678970056,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-144.0,-0.8090169943749473,-0.5877852522924732,0.7265425280053611,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-143.5,-0.8038568606172173,-0.5948227867513413,0.7399610750284876,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-143.0,-0.7986355100472929,-0.6018150231520482,0.7535540501027939,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-142.5,-0.793353340291235,-0.6087614290087209,0.7673269879789607,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-142.0,-0.7880107536067219,-0.6156614753256584,0.7812856265067176,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-141.5,-0.7826081568524139,-0.6225146366376196,0.7954359166678285,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-141.0,-0.7771459614569709,-0.6293203910498374,0.809784033195007,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-140.5,-0.7716245833877201,-0.6360782202777638,0.8243363858174955,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-140.0,-0.7660444431189779,-0.6427876096865395,0.8390996311772804,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-139.5,-0.7604059656000308,-0.6494480483301838,0.8540806854634669,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-139.0,-0.754709580222772,-0.6560590289905073,0.8692867378162267,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-138.5,-0.7489557207890022,-0.6626200482157374,0.8847252645559436,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-138.0,-0.743144825477394,-0.6691306063588585,0.9004040442978405,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-137.5,-0.737277336810124,-0.6755902076156604,0.9163311740174236,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-137.0,-0.7313537016191705,-0.6819983600624986,0.9325150861376619,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-136.5,-0.7253743710122877,-0.6883545756937539,0.9489645667148795,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-136.0,-0.7193398003386513,-0.6946583704589971,0.9656887748070736,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-135.5,-0.7132504491541815,-0.700909264299851,0.9826972631156904,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-135.0,-0.7071067811865475,-0.7071067811865476,1.0000000000000002,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-134.5,-0.7009092642998509,-0.7132504491541816,1.0176073929721252,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-134.0,-0.6946583704589974,-0.7193398003386511,1.0355303137905694,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-133.5,-0.6883545756937538,-0.7253743710122877,1.0537801252809627,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-133.0,-0.6819983600624984,-0.7313537016191706,1.0723687100246828,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-132.5,-0.6755902076156602,-0.7372773368101241,1.0913085010692714,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-132.0,-0.6691306063588582,-0.7431448254773942,1.1106125148291928,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-131.5,-0.6626200482157376,-0.748955720789002,1.1302943863617525,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-131.0,-0.6560590289905072,-0.7547095802227721,1.1503684072210099,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-130.5,-0.6494480483301835,-0.760405965600031,1.1708495661125395,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-130.0,-0.6427876096865394,-0.766044443118978,1.1917535925942098,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-129.5,-0.6360782202777641,-0.7716245833877199,1.2130970040929323,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-129.0,-0.6293203910498373,-0.777145961456971,1.234897156535052,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-128.5,-0.6225146366376194,-0.782608156852414,1.257172298918955,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-128.0,-0.6156614753256583,-0.788010753606722,1.2799416321930788,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-127.5,-0.6087614290087207,-0.7933533402912352,1.3032253728412058,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
-127.0,-0.6018150231520484,-0.7986355100472927,1.3270448216204096,0,none,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0
