t_block,tolerance_deg,weak_center_deg,strong_mass_fraction,weak_mass_fraction,remainder_mass_fraction,strong_count,weak_count,remainder_count
4.0,10.0,87.61504733803916,0.45749958800142404,0.4607708924633236,0.08172951953525222,69,69,62
4.0,15.0,87.61504733803916,0.46866306686754783,0.4684927936984619,0.06284413943399025,71,73,56
4.0,20.0,87.61504733803916,0.47924069096680044,0.4684927936984619,0.05226651533473768,73,73,54
