time,loss_full,loss_reduced,edot_full,edot_reduced,a_eta_cross,b_eta_cross,c_eta_cross,d_eta_cross,G_eta_cross,eta2G_eta_cross,abs_error_eta_cross,a_eta_sqrt,b_eta_sqrt,c_eta_sqrt,d_eta_sqrt,G_eta_sqrt,eta2G_eta_sqrt,abs_error_eta_sqrt,a_eta_formula,b_eta_formula,c_eta_formula,d_eta_formula,G_eta_formula,eta2G_eta_formula,abs_error_eta_formula
3.8800000000000003,0.48304980154578475,0.4819681747202323,0.000546924597687455,0.0007681416936537918,0.9340495886854588,-1.1220934544303558,-8.551647331956863,53.52245420687983,6.679562102781318,0.0007901018997592396,2.1960206105447826e-05,0.9340495886854588,-0.15096512835568224,-1.1505285339863132,0.968793558407743,0.12090470876291048,0.0007901018997592395,2.1960206105447718e-05,0.9340495886854588,-0.36611526815807566,-2.790220942623814,5.697884515202241,0.7110917097833155,0.0007901018997592394,2.196020610544761e-05
3.89,0.48305537367407875,0.48197595327952186,0.0005678641139714184,0.0007877955917835012,0.9340753186852788,-1.1066741595793423,-8.561345607733237,53.36818906083999,6.8488315134821125,0.0008101241827933529,2.2328591009851688e-05,0.9340753186852788,-0.14889063463401708,-1.1518333285572364,0.9660012522255086,0.12396860254641573,0.0008101241827933527,2.232859100985147e-05,0.9340753186852788,-0.3610842796544906,-2.793385284080864,5.6814617819796895,0.7291117645140174,0.0008101241827933527,2.232859100985147e-05
3.9000000000000004,0.4830611521329529,0.4819839261315463,0.0005880614628947291,0.0008069924285263554,0.9341007945149076,-1.0912068394717809,-8.57096611270985,53.213077118045824,7.014146416926497,0.0008296787010776482,2.2686272551292793e-05,0.9341007945149076,-0.14680967965104566,-1.153127659936594,0.9631936184344598,0.12696091700469284,0.0008296787010776484,2.268627255129301e-05,0.9341007945149076,-0.35603762152944035,-2.796524250577302,5.66494890060931,0.7467108309698832,0.000829678701077648,2.2686272551292576e-05
3.91,0.4830671335282132,0.4819920920241276,0.0006086395675415161,0.0008266018389665146,0.9341260244119883,-1.0756944065525373,-8.580510792516353,53.05711756762713,7.183027629634228,0.0008496550655369983,2.3053226570483713e-05,0.9341260244119883,-0.1447226552436612,-1.1544117898871016,0.9603706423572833,0.13001778413516726,0.000849655065536998,2.3053226570483388e-05,0.9341260244119883,-0.3509762440518432,-2.7996384769307694,5.648345784767615,0.7646895589832982,0.000849655065536998,2.3053226570483388e-05
3.9200000000000004,0.4830733202999789,0.48200045363335514,0.0006284605035170241,0.0008454387048818165,0.9341510167280241,-1.0601358127142106,-8.589981595274564,52.9002733158027,7.345225813790568,0.0008688409180625795,2.3402213180762923e-05,0.9341510167280241,-0.14262942040073154,-1.1556859805067685,0.9575316525708011,0.13295368381175385,0.0008688409180625796,2.340221318076303e-05,0.9341510167280241,-0.34589980524650915,-2.802728598772051,5.631648485531026,0.7819568262563216,0.0008688409180625795,2.3402213180762923e-05
3.93,0.48307969425085423,0.48200899236933725,0.0006468243081828806,0.0008628118527179516,0.9341757715886574,-1.04454174657062,-8.5993802049246,52.74269937284522,7.4947681466977745,0.0008865297544722618,2.371790175431025e-05,0.9341757715886574,-0.1405314131557385,-1.1569504583509091,0.9546794548685049,0.13566050379930114,0.0008865297544722618,2.371790175431025e-05,0.9341757715886574,-0.3408117925811703,-2.8057951655350513,5.614873504957333,0.7978767790250356,0.0008865297544722618,2.371790175431025e-05
3.9400000000000004,0.4830862527540792,0.48201770590458753,0.0006655732050911748,0.0008805945664480617,0.9342002928576957,-1.0289098502122935,-8.60870828200358,52.58440310916994,7.647849923141928,0.0009046372592047475,2.4042692756685836e-05,0.9342002928576957,-0.138428316278326,-1.158205446826227,0.9518141826600248,0.13843139017075692,0.0009046372592047475,2.4042692756685836e-05,0.9342002928576957,-0.33571143672003273,-2.8088387190177717,5.598021627684975,0.8141735332842726,0.0009046372592047473,2.404269275668562e-05
3.95,0.48309300148507633,0.48202660021302185,0.0006841780918120442,0.0008982490015273855,0.9342245895411507,-1.0132377380634876,-8.617967506564607,52.425320144102066,7.799820607585071,0.000922613336773701,2.4364335246315543e-05,0.9342245895411507,-0.1363198088159505,-1.159451171965083,0.9489346706104754,0.14118216500604852,0.0009226133367737009,2.4364335246315435e-05,0.9342245895411507,-0.33059795930038555,-2.8118598073858685,5.581085999886798,0.8303520030963308,0.0009226133367737009,2.4364335246315435e-05
3.9600000000000004,0.48309993510653376,0.48203567000425723,0.0007029104909608268,0.0009160672103932891,0.9342486651755776,-0.9975277248247011,-8.627159294431129,52.2654879484666,7.953206280860355,0.0009407567883931102,2.468957799982112e-05,0.9342486651755776,-0.13420620218568377,-1.1606878242506917,0.9460415969677892,0.1439585521210106,0.0009407567883931101,2.4689577999821013e-05,0.9342486651755776,-0.3254721155598522,-2.8148588925924676,5.564070610625649,0.846681109553799,0.0009407567883931101,2.4689577999821013e-05
3.97,0.4831070510810464,0.4820449100656107,0.0007202619858183514,0.000932056219471171,0.9342725216601737,-0.9817787633165994,-8.636285218231437,52.10494036479717,8.090776952863784,0.0009570295391555898,2.4973319684418877e-05,0.9342725216601737,-0.13208735550125475,-1.1619156152626062,0.9431355743053068,0.14644867673950424,0.00095702953915559,2.4973319684419093e-05,0.9342725216601737,-0.32033356382605127,-2.8178364877527886,5.546979062704335,0.8613265852400311,0.0009570295391555902,2.4973319684419202e-05
