eta_definition,eta,z_at_m85,normal_form_zero_crossing,full_t_reversal,reduced_t_reversal,zero_cross_minus_full_reversal,mean_eta2G_before_full_reversal,mean_eta2G_after_full_reversal,corr_eta2G_vs_exact_reduced_edot,local_relative_MAE_2p5_to_5
eta_cross,0.010875958881812819,8.013614587436809,3.6018240262643726,3.6700000000000004,3.6,-0.06817597373562778,-0.0001708517302526059,0.0005430010416900348,0.9999937806899957,0.01840077766235612
eta_sqrt,0.08083881625419431,1.0781422438646369,3.6018240262643726,3.6700000000000004,3.6,-0.06817597373562778,-0.00017085173025260602,0.0005430010416900347,0.9999937806899957,0.018400777662356153
eta_formula,0.03333333333333333,2.614672282429744,3.6018240262643726,3.6700000000000004,3.6,-0.06817597373562778,-0.00017085173025260602,0.0005430010416900348,0.9999937806899957,0.018400777662356156
