t,tau,S,m1,m2,L1,L2,L,Sdot_labels,Sdot_data,Ldot_labels,strong_mass,strong_theta_mean_deg,strong_theta_std_deg,strong_theta_q05_deg,strong_theta_q25_deg,strong_theta_q50_deg,strong_theta_q75_deg,strong_theta_q95_deg,strong_psi_mean_deg,strong_inactive_frac@-85.0,weak_mass,weak_theta_mean_deg,weak_theta_std_deg,weak_theta_q05_deg,weak_theta_q25_deg,weak_theta_q50_deg,weak_theta_q75_deg,weak_theta_q95_deg,weak_psi_mean_deg,weak_inactive_frac@-85.0,strip0.01@-85.0,strip0.03@-85.0,strip0.1@-85.0,E@-85.0,D1@-85.0,D2@-85.0,D1_strong_radial@-85.0,D1_strong_inrot@-85.0,D1_strong_outrot@-85.0,D1_strong@-85.0,D1_weak_radial@-85.0,D1_weak_inrot@-85.0,D1_weak_outrot@-85.0,D1_weak@-85.0,D1_other_radial@-85.0,D1_other_inrot@-85.0,D1_other_outrot@-85.0,D1_other@-85.0,D2_strong_radial@-85.0,D2_strong_inrot@-85.0,D2_strong_outrot@-85.0,D2_strong@-85.0,D2_weak_radial@-85.0,D2_weak_inrot@-85.0,D2_weak_outrot@-85.0,D2_weak@-85.0,D2_other_radial@-85.0,D2_other_inrot@-85.0,D2_other_outrot@-85.0,D2_other@-85.0
0.0,0.0,1.9999999999999998e-05,4.999999999999994e-06,4.999999999999977e-06,0.5024949750125615,0.22471997500561683,0.36360747500908913,6.544967274999997e-05,6.544967274999984e-05,-2.71909938187345e-05,4.9999999999999996e-06,-6.7762635780344035e-15,25.980759016384788,-40.52197265625018,-22.52197265625056,-0.021972656250398764,22.47802734374982,40.47802734374996,-6.7762635780344035e-15,0.44433593750000006,4.9999999999999996e-06,0.0,25.98075901638478,-40.521972656250156,-22.521972656250558,-0.021972656250372008,22.478027343749815,40.47802734374995,0.0,1.0,0.006347656250000002,0.01904296875,0.063720703125,0.4999950000125,-1.489634287817417e-06,4.570772899833378e-09,-3.862289256460204e-06,1.5387467444687268e-06,1.5387467444687268e-06,-7.847957675227507e-07,-0.0,-0.0,-0.0,0.0,-3.1605684634120327e-06,1.227864971558684e-06,1.227864971558684e-06,-7.048385202946643e-07,-3.562209266371846e-11,2.27603730574229e-09,2.2760373057422906e-09,4.516452518820863e-09,-0.0,-0.0,-0.0,0.0,-1.4724355897352485e-13,2.7233812292376286e-11,2.723381229237628e-11,5.432038102577904e-11
0.01,0.09,2.0679652282493037e-05,5.472723124142893e-06,5.2058206915032544e-06,0.5024945008304907,0.2247198824086976,0.3636071916195942,7.055065704338425e-05,7.055065704338458e-05,-2.9520424715293508e-05,5.521462464510052e-06,0.029938323467185883,25.718136242385338,-40.283730631610965,-22.024665130288867,-0.09273835240368458,22.11880452677477,40.326623378158715,0.029938301851395066,0.4421790317108631,5.202200442849363e-06,-0.048505408274170006,25.999556100661067,-40.63022893987163,-22.68864651147044,0.192671047680276,22.370030571736553,40.40102987497475,-0.048505386150256166,1.0,0.006557483793402087,0.01967230578721355,0.06531072027382383,0.49999498479269777,-1.5647548659427562e-06,5.17343282442488e-09,-4.20701760894507e-06,1.6732855181178366e-06,1.6732857233647344e-06,-8.604463674624993e-07,-0.0,-0.0,-0.0,0.0,-3.1828056218557898e-06,1.239248441481336e-06,1.239248681894195e-06,-7.043084984802589e-07,-4.0434925148206935e-11,2.579791497490465e-09,2.5797996059361285e-09,5.1191561782783856e-09,-0.0,-0.0,-0.0,0.0,-1.4716477243645705e-13,2.7211982627334432e-11,2.7211828307163243e-11,5.427664616206122e-11
0.02,0.18,2.14124725744202e-05,5.990139733574266e-06,5.420114819169273e-06,0.5024939818325344,0.22471978596693526,0.36360688389973483,7.608958307114899e-05,7.6089583071149e-05,-3.2060169163043214e-05,6.098215583087352e-06,0.07506495802563247,25.470873485055698,-40.06331155285791,-21.520918767921305,-0.14152764888723726,21.784543087288313,40.20945806791453,0.0750648688395687,0.4407393212678525,5.4083060396051635e-06,-0.07120868076385557,26.000351386041444,-40.69036970215659,-22.80992465788066,0.4332860306971236,22.269113141653396,40.3234900963623,-0.07120859050886034,1.0,0.006650426885515466,0.02022398210910241,0.06733279130546221,0.4999949688067497,-1.6441930134228018e-06,5.856848196303981e-09,-4.580020742522976e-06,1.8185144290073264e-06,1.818514879779886e-06,-9.429914337357636e-07,-0.0,-0.0,-0.0,0.0,-3.1900133291872022e-06,1.2444056321302512e-06,1.2444061173699122e-06,-7.01201579687039e-07,-4.590057387628379e-11,2.9242486085896268e-09,2.9242676089548827e-09,5.802615643668226e-09,-0.0,-0.0,-0.0,0.0,-1.4708614396191316e-13,2.718997849965028e-11,2.7189660330110534e-11,5.4232552685798905e-11
0.03,0.27,2.2203035283338758e-05,6.55647541578909e-06,5.643231261502546e-06,0.5024934137821316,0.22471968551876392,0.3636065496504478,8.210603305528318e-05,8.210603305528337e-05,-3.482970332289012e-05,6.7242158583767125e-06,0.1325961743048911,25.19097075474753,-39.78366852199866,-20.974952956382378,-0.17224211604640224,21.43276580067191,40.04826075478891,0.13259596731245543,0.4389168337953185,5.623829299951572e-06,-0.11332508962816203,26.009253504074866,-40.78666179993343,-22.95454526627911,0.6533448237704338,22.153107354839356,40.240893464230005,-0.1133248825026729,1.0,0.0068925393067246305,0.020821010357437345,0.06925972847584685,0.49999495201095256,-1.7282296543400708e-06,6.631712095243492e-09,-4.968099318271306e-06,1.9688052816979353e-06,1.968806020615084e-06,-1.030488015958287e-06,-0.0,-0.0,-0.0,0.0,-3.1955533849142e-06,1.248905506196355e-06,1.2489062403360616e-06,-6.977416383817832e-07,-5.2107697950727853e-11,3.314799056026637e-09,3.314832638664035e-09,6.577523996739944e-09,-0.0,-0.0,-0.0,0.0,-1.4700768004144454e-13,2.716779915476275e-11,2.7167307039102183e-11,5.418809851382349e-11
0.04,0.36,2.3056328701827175e-05,7.176355277161749e-06,5.8755332602321834e-06,0.5024927920422022,0.22471958089564079,0.3636061864689215,8.86432565051514e-05,8.864325650515152e-05,-3.785032801700371e-05,7.4095774925891e-06,0.20149854205746057,24.90396037621002,-39.48383105778692,-20.41042608016088,-0.18686885776361747,21.08470168928825,39.88235017421919,0.20149816245629548,0.437239556754866,5.846298564709935e-06,-0.15194955730143264,26.013188735683016,-40.87677704350383,-23.087620940347936,0.8745192392749177,22.033531164024456,40.1556614678955,-0.1519491815102106,1.0,0.00715496860803418,0.02151012475770978,0.07150420352853577,0.49999493435880377,-1.8171667891286665e-06,7.510265142383483e-09,-5.378639611040415e-06,2.1271130353376573e-06,2.1271141091213343e-06,-1.1244124665814236e-06,-0.0,-0.0,-0.0,0.0,-3.1922037125658375e-06,1.2497242023898763e-06,1.2497251876287185e-06,-6.927543225472426e-07,-5.915694736671029e-11,3.7576130224897475e-09,3.75766578582377e-09,7.456121860946808e-09,-0.0,-0.0,-0.0,0.0,-1.4692938737797893e-13,2.7145443828386517e-11,2.714476706665319e-11,5.414328150766174e-11
0.05,0.45,2.3977793372772946e-05,7.854841716922146e-06,6.117399011269849e-06,0.5024921115372819,0.22471947192172576,0.3636057917295038,9.574851385327581e-05,9.574851385327579e-05,-4.114534055273181e-05,8.156720271980005e-06,0.29699389176576374,24.59983292192308,-39.1245809863131,-19.807267602868176,-0.1733028429185125,20.74825754258588,39.71361382268344,0.296993280079011,0.43585378132958336,6.07584465517533e-06,-0.1866957690969538,26.012035876031558,-40.96044832135921,-23.208368570123184,1.0959447305161598,21.910719845137766,40.06792691948876,-0.18669516949533896,1.0,0.007336423227105814,0.022211770503243772,0.07393039871294217,0.4999949158007995,-1.9113290103748703e-06,8.506388708577317e-09,-5.804308791418825e-06,2.290236842974707e-06,2.2902382997655363e-06,-1.2238336486785807e-06,-0.0,-0.0,-0.0,0.0,-3.1874660568359526e-06,1.2499847280673046e-06,1.2499859670723577e-06,-6.8749536169629e-07,-6.716255520084376e-11,4.2596877197892004e-09,4.259765444511417e-09,8.452290609099774e-09,-0.0,-0.0,-0.0,0.0,-1.468512729357902e-13,2.7122911770709247e-11,2.7122039021910535e-11,5.409809951968398e-11
0.06,0.54,2.497336405038115e-05,8.59747577242914e-06,6.369222279886882e-06,0.5024913667120755,0.224719358413545,0.3636053625628103,0.00010347345244984925,0.00010347345244984935,-4.474022276050526e-05,8.977403962522266e-06,0.38372783831624613,24.301126680031903,-38.784131952358074,-19.21682474059929,-0.1634547183481786,20.406551307809757,39.538226481595714,0.38372692950002574,0.43441841539205567,6.312594677446383e-06,-0.21717402539270722,26.005661582922833,-41.03738813499696,-23.315963610414073,1.316804760673879,21.78499649528898,39.977818522474365,-0.21717314315233893,1.0,0.007644581177100352,0.022960307377880206,0.07670813999259993,0.49999489628421767,-2.0110653270461894e-06,9.635794821144834e-09,-6.261236541465782e-06,2.4647587410698525e-06,2.464760636086482e-06,-1.3317171643094477e-06,-0.0,-0.0,-0.0,0.0,-3.165387675876726e-06,1.2430190116161843e-06,1.2430205015238002e-06,-6.793481627367419e-07,-7.625413999917646e-11,4.828943240563294e-09,4.8290531701991676e-09,9.581742270763285e-09,-0.0,-0.0,-0.0,0.0,-1.4677334380912822e-13,2.7100202264224405e-11,2.7099121505924347e-11,5.405255042633963e-11
0.07,0.6300000000000001,2.604951559552583e-05,9.410322373479204e-06,6.6314130410468535e-06,0.5024905514860961,0.22471924017963638,0.36360489583286626,0.0001118745179688074,0.0001118745179688075,-4.8662846776396834e-05,9.875788305720887e-06,0.5099308651437863,23.998589232273613,-38.38197739284487,-18.589299869920573,-0.11740813941527888,20.100300308893473,39.39943009402302,0.5099295894968766,0.4329861364870603,6.552869670046344e-06,-0.21702422078917818,25.9790876939889,-41.06286881776329,-23.367665704667083,1.5607748942962183,21.668904266670957,39.88834176795788,-0.21702299224193536,1.0,0.007797932602863158,0.02393116035980447,0.07968594058103318,0.49999487575288204,-2.11675154698124e-06,1.0916429541971147e-08,-6.733846871982096e-06,2.644011971507045e-06,2.6440143566917362e-06,-1.445820543783315e-06,-0.0,-0.0,-0.0,0.0,-3.141733158048284e-06,1.2354002069666266e-06,1.2354019478837336e-06,-6.709310031979239e-07,-8.657873970173301e-11,5.474423230417562e-09,5.474575071318814e-09,1.0862419562034643e-08,-0.0,-0.0,-0.0,0.0,-1.4669559086074499e-13,2.7078979787694468e-11,2.7077695826662997e-11,5.400998002349672e-11
0.08,0.72,2.721331317601346e-05,1.0300019875095792e-05,6.904398146633925e-06,0.5024896592040126,0.2247191170201761,0.36360438811209433,0.00012101340456638796,0.00012101340456638772,-5.2943700244386745e-05,1.085451188599965e-05,0.6231795591816781,23.68082837089276,-37.96109217700741,-17.96676327237915,-0.08012547889336287,19.769904838781844,39.215839890108526,0.623177840037289,0.43187551992358547,6.804153071820764e-06,-0.23718777198666854,25.961471489236647,-41.12494061686951,-23.444905896204077,1.7783001938541845,21.53843855707262,39.793968770522326,-0.2371861302824159,1.0,0.00822954294802719,0.02469141140966438,0.08286310340130046,0.499994854146909,-2.228791854270844e-06,1.236843194598515e-08,-7.230586700680528e-06,2.8313451376973225e-06,2.831348071962875e-06,-1.5678934910203301e-06,-0.0,-0.0,-0.0,0.0,-3.108259801025103e-06,1.2236797249068165e-06,1.223681712867777e-06,-6.608983632505093e-07,-9.830310938363969e-11,6.206281377737013e-09,6.20648594550417e-09,1.2314464213857544e-08,-0.0,-0.0,-0.0,0.0,-1.4661799105391903e-13,2.705793261591728e-11,2.7056417545266504e-11,5.396773217012986e-11
0.09,0.8099999999999999,2.847246717728905e-05,1.1273834273460621e-05,7.18862201892569e-06,0.5024886825813046,0.22471898872658627,0.36360383565394544,0.00013095754744823308,0.00013095754744823387,-5.761613277128063e-05,1.191713068906892e-05,0.7373961733475181,23.339541600045816,-37.483949825187544,-17.33379581456071,-0.04035542249899269,19.424471992326183,38.98991991268464,0.7373939277770343,0.43075419885083194,7.0672730020592146e-06,-0.27905824414882935,25.953684888419104,-41.22462244466198,-23.550985144165665,1.9685741116818285,21.39338957734933,39.694477909036934,-0.2790561184505783,1.0,0.008588230038174844,0.025783262157306853,0.08632361240243581,0.4999948314024336,-2.347621325761816e-06,1.4014491934016491e-08,-7.742968971662698e-06,3.023023264840783e-06,3.023026803214275e-06,-1.696918903607641e-06,-0.0,-0.0,-0.0,0.0,-3.073678763823384e-06,1.211487054047201e-06,1.2114892876220055e-06,-6.507024221541773e-07,-1.1161628692173483e-10,7.035955857471726e-09,7.036227222821851e-09,1.3960566793371842e-08,-0.0,-0.0,-0.0,0.0,-1.4654055071304258e-13,2.7036720781755228e-11,2.7034960461669623e-11,5.3925140692711806e-11
