psi_deg,D1<0<D2_on_window,D1_at_cross,D2_at_cross,S,dD1,dD2,final_excess,n_sign_changes,opposite_signs_at_cross,rise,strong_share_of_swing,t_cross,t_min,t_rev
-100.0,,,,0.0,,,1.9968115070323478e-06,1,,2.016599490339832e-06,,nan,0.0,nan
-99.9,,,,0.0,,,2.0006453284593384e-06,1,,2.0212347464632074e-06,,nan,0.0,nan
-99.8,,,,0.0,,,2.0044632261795314e-06,1,,2.025870312394318e-06,,nan,0.0,nan
-99.7,,,,0.0,,,2.0082515626573816e-06,1,,2.0305071098958294e-06,,nan,0.0,nan
-99.6,,,,0.0,,,2.012034851062161e-06,1,,2.0351404910745607e-06,,nan,0.0,nan
-99.5,,,,0.0,,,2.015773154007139e-06,1,,2.0397750693512684e-06,,nan,0.0,nan
-99.4,,,,0.0,,,2.0195098731079497e-06,1,,2.044408486556737e-06,,nan,0.0,nan
-99.3,,,,0.0,,,2.0231956533445228e-06,1,,2.0490378467297177e-06,,nan,0.0,nan
-99.2,,,,0.0,,,2.026876909200226e-06,1,,2.0536688924432944e-06,,nan,0.0,nan
-99.1,,,,0.0,,,2.0305026127709347e-06,1,,2.0582958172310484e-06,,nan,0.0,nan
-99.0,,,,0.0,,,2.0341146184099657e-06,1,,2.0629196008647988e-06,,nan,0.0,nan
-98.9,,,,0.0,,,2.037676600008531e-06,1,,2.0675435725148184e-06,,nan,0.0,nan
-98.8,,,,0.0,,,2.0412062101682338e-06,1,,2.072160756871888e-06,,nan,0.0,nan
-98.7,,,,0.0,,,2.044699281333884e-06,1,,2.076775958759214e-06,,nan,0.0,nan
-98.6,,,,0.0,,,2.048131892418148e-06,1,,2.08138830609661e-06,,nan,0.0,nan
-98.5,,,,0.0,,,2.0515250753749825e-06,1,,2.08599417589328e-06,,nan,0.0,nan
-98.4,,,,0.0,,,2.05487101501145e-06,1,,2.090597613968459e-06,,nan,0.0,nan
-98.3,,,,0.0,,,2.058140790239804e-06,1,,2.095194021001223e-06,,nan,0.0,nan
-98.2,,,,0.0,,,2.061352390281268e-06,1,,2.0997861199245627e-06,,nan,0.0,nan
-98.1,,,,0.0,,,2.064497893305983e-06,1,,2.104370310784809e-06,,nan,0.0,nan
-98.0,,,,0.0,,,2.067568926844565e-06,1,,2.108950577783819e-06,,nan,0.0,nan
-97.9,,,,0.0,,,2.070556761102349e-06,1,,2.113523076496815e-06,,nan,0.0,nan
-97.8,,,,0.0,,,2.073452399553588e-06,1,,2.1180865553138695e-06,,nan,0.0,nan
-97.7,,,,0.0,,,2.0762460343770606e-06,1,,2.1226439712029865e-06,,nan,0.0,nan
-97.6,,,,0.0,,,2.078927954729526e-06,1,,2.1271923085763866e-06,,nan,0.0,nan
-97.5,,,,0.0,,,2.0814874661101435e-06,1,,2.131731527188485e-06,,nan,0.0,nan
-97.4,,,,0.0,,,2.083913586692354e-06,1,,2.1362593801144136e-06,,nan,0.0,nan
-97.3,,,,0.0,,,2.0861948889505655e-06,1,,2.1407796526040634e-06,,nan,0.0,nan
-97.2,,,,0.0,,,2.088319219273327e-06,1,,2.145287852417521e-06,,nan,0.0,nan
-97.1,,,,0.0,,,2.0902608646178322e-06,1,,2.1497830405836638e-06,,nan,0.0,nan
-97.0,,,,0.0,,,2.091996379072203e-06,1,,2.154267741694138e-06,,nan,0.0,nan
-96.9,,,,0.0,,,2.0935285392487124e-06,1,,2.1587382338372763e-06,,nan,0.0,nan
-96.8,,,,0.0,,,2.0947947553251467e-06,1,,2.1631956449996714e-06,,nan,0.0,nan
-96.7,,,,0.0,,,2.0958088077227544e-06,1,,2.1676354950983523e-06,,nan,0.0,nan
-96.6,,,,0.0,,,2.0965081767299054e-06,1,,2.172062543215336e-06,,nan,0.0,nan
-96.5,True,-8.24496470926896e-09,8.24496470926896e-09,1.1241818587137686e-10,2.100531897673158e-09,-7.245844666963352e-10,2.096873983392644e-06,7,True,2.176473833659376e-06,1.5266076671126403,4.6266729304022425,0.0,4.63
