step,time,rate_upper,gate_rate,gate_forcing_upper,eta_upper,eta_smooth_upper,eta_gate_upper,tube_radius_upper,radius_upper
17076,3.4152,0.10123245113490197,1.0,1.8889599945916732e-05,1.7505261177854425e-05,5.94324722372213e-06,1.156201395413229e-05,1.7423653364910493e-05,1.2733485860624194e-05
17077,3.4154,0.10117296522881605,1.0,1.9304487371230054e-05,1.9080787694769003e-05,6.84529757665432e-06,1.223549011811468e-05,1.7436763411764814e-05,1.274396842398313e-05
17078,3.4156,0.10111351079591725,1.0,1.9808393974062742e-05,1.36996472266503e-05,3.525453359760585e-06,1.0174193866889713e-05,1.7448640203645223e-05,1.2753477590414568e-05
17079,3.4158,0.10109147106167822,1.0,2.0070949305723717e-05,1.2108109514346632e-05,2.579428062156624e-06,9.528681452190006e-06,1.746022594410184e-05,1.276272296922223e-05
17080,3.416,0.10103209162344698,1.0,1.9646762211521094e-05,1.6133763400569447e-05,5.282031458253663e-06,1.0851731942315781e-05,1.7472832313299555e-05,1.2772690605286212e-05
17081,3.4162,0.1009727481906338,1.0,1.9294005445714574e-05,1.379445165630225e-05,3.4486559423563956e-06,1.0345795713945853e-05,1.7484721012684748e-05,1.2782121811874151e-05
17082,3.4164,0.10091346768953464,1.0,1.9039437521562388e-05,2.1479275304370757e-05,1.0059914462098213e-05,1.1419360842272543e-05,1.7498630305063623e-05,1.2793041158530471e-05
17083,3.4166,0.1008542120507261,1.0,1.8889846656646388e-05,1.5052485879516921e-05,4.3709703215352735e-06,1.0681515557981647e-05,1.7510801222320054e-05,1.280264733714798e-05
17084,3.4168,0.1007949951583809,1.0,1.8592912845911573e-05,1.3208804903392545e-05,3.1932701786191646e-06,1.001553472477338e-05,1.7522437109045122e-05,1.2811827309210194e-05
17085,3.417,0.10073582245987629,1.0,1.8067298612473044e-05,1.3885891030842064e-05,2.9165899825135633e-06,1.09693010483285e-05,1.753415550052868e-05,1.2821039448568916e-05
17086,3.4172,0.10067668888344972,1.0,1.796752535244751e-05,1.2395948662921006e-05,1.2007618392907184e-06,1.1195186823630287e-05,1.7545489493534243e-05,1.2829935486351866e-05
17087,3.4174,0.10061760830691847,1.0,1.7716818002305843e-05,1.6589291928436252e-05,5.5443406874060425e-06,1.1044951241030206e-05,1.755789262416858e-05,1.283962194498954e-05
17088,3.4176,0.10055857187130154,1.0,1.783322177769605e-05,1.730576852122913e-05,5.084228439667498e-06,1.2221540081561628e-05,1.757053000690327e-05,1.284947697881196e-05
17089,3.4178,0.10049957042050295,1.0,1.7976642820192555e-05,1.4017632411811908e-05,2.1276610316517306e-06,1.1889971380160176e-05,1.7582324760797223e-05,1.2858705018145504e-05
17090,3.418,0.10047796683011256,1.0,1.8385926404318083e-05,1.889475059101552e-05,4.679234536237327e-06,1.4215516054778187e-05,1.7595552209000406e-05,1.286899242992093e-05
17091,3.4182,0.10041904607992666,1.0,1.86319239691789e-05,1.861134706903164e-05,5.1347414247980275e-06,1.3476605644233611e-05,1.7608763392253113e-05,1.2879274472417359e-05
17092,3.4184,0.10036016836831003,1.0,1.8550326523729625e-05,1.85346683682012e-05,7.226327332505382e-06,1.1308341035695814e-05,1.762196708836991e-05,1.2889526967623488e-05
17093,3.4186,0.10030133139734637,1.0,1.8446318198184716e-05,1.7838169690704567e-05,7.800829173609817e-06,1.0037340517094748e-05,1.7634963825377705e-05,1.2899621448594327e-05
17094,3.4188,0.10024252969165896,1.0,1.855932557152235e-05,1.4974040081226855e-05,4.6734496252816375e-06,1.0300590455945217e-05,1.7647228537772083e-05,1.2909167714434059e-05
17095,3.419,0.10018377524092996,1.0,1.8189523750371274e-05,1.7041340628264783e-05,3.111498759054081e-06,1.3929841869210698e-05,1.7659953570843762e-05,1.2919055466478588e-05
17096,3.4192,0.10023089656135727,1.0,1.784851841558607e-05,1.5278490647161932e-05,2.160697492204483e-06,1.3117793154957447e-05,1.7672098011146172e-05,1.2928524698882857e-05
17097,3.4194,0.10017219181698464,1.0,1.77712619096718e-05,1.649405154318702e-05,5.0248075857618295e-06,1.1469243957425189e-05,1.7684488946115524e-05,1.293822354924583e-05
17098,3.4196,0.10011352141677045,1.0,1.759214438179362e-05,1.356178441398009e-05,2.6633585502065985e-06,1.0898425863773488e-05,1.7696035023617315e-05,1.2947302036638963e-05
17099,3.4198,0.10009336264839312,1.0,1.7082459883536024e-05,1.4036400384532765e-05,2.760818190605617e-06,1.1275582193927146e-05,1.7707577609103734e-05,1.2956375455023651e-05
17100,3.42,0.10003476068512665,1.0,1.622931367746556e-05,1.558844161156747e-05,4.054518996313743e-06,1.1533922615253725e-05,1.771932909136797e-05,1.2965590512407236e-05
17101,3.4202,0.1000666427948207,1.0,1.563836215965721e-05,1.3679051253327306e-05,3.0725928162371686e-06,1.0606458437090135e-05,1.7730354002966787e-05,1.2974307556713004e-05
17102,3.4204,0.10000806691817095,1.0,1.5064622905511072e-05,1.1312857941444512e-05,8.092879048055392e-07,1.0503570036638971e-05,1.7740555229424526e-05,1.2982438315834676e-05
17103,3.4206,0.09994955647570193,1.0,1.4537351907799879e-05,2.0582592243824197e-05,9.839264099656939e-06,1.0743328144167257e-05,1.7753159388623137e-05,1.2992319396947726e-05
17104,3.4208,0.09989106610583663,1.0,1.4119276512116877e-05,1.3007131108425563e-05,2.3636413590552506e-06,1.0643489749370312e-05,1.7763646932868135e-05,1.3000603616818912e-05
17105,3.421,0.0998326196114982,1.0,1.4115942339486358e-05,1.3048597051560155e-05,2.094155098566086e-06,1.0954441952994067e-05,1.7774166364182246e-05,1.3008897134398281e-05
17106,3.4212,0.09977421955649819,1.0,1.4442665138926865e-05,1.4414276753633753e-05,3.26899667049625e-06,1.11452800831375e-05,1.7785119405482633e-05,1.3017530842193566e-05
17107,3.4214,0.09971586428766817,1.0,1.4838165197765956e-05,1.5021090049423275e-05,4.16104613100781e-06,1.0860043918415463e-05,1.779635033926435e-05,1.30263667819459e-05
17108,3.4216,0.0996575770945155,1.0,1.5357200247729936e-05,2.5115181053147473e-05,4.412178212648325e-06,2.0703002840499145e-05,1.781044395243876e-05,1.3037327372038246e-05
17109,3.4218,0.09959936742908881,1.0,1.5147929393522607e-05,3.863438537276251e-05,1.771968857478168e-05,2.0914696797980823e-05,1.782819485568955e-05,1.305095250054111e-05
17110,3.422,0.09960054690468785,1.0,1.5004485169298793e-05,2.3913624535970695e-05,3.3791564226861605e-06,2.053446811328453e-05,1.7841914412159145e-05,1.3061607460960695e-05
17111,3.4222,0.09954234275702538,1.0,1.5260982819754494e-05,1.2037438297261188e-05,4.481691443128525e-06,7.5557468541326626e-06,1.7852511718095033e-05,1.306994041948815e-05
17112,3.4224,0.09953785005553577,1.0,1.5056565688719516e-05,8.421155291087568e-06,2.3049788358489743e-06,6.116176455238593e-06,1.7862082137176658e-05,1.3077510974902666e-05
17113,3.4226,0.09947970825524223,1.0,1.4635327538247948e-05,8.706418433444894e-06,3.192364420460384e-06,5.514054012984508e-06,1.7871638978431655e-05,1.308505584520006e-05
17114,3.4228,0.0994216079297761,1.0,1.4483248629778451e-05,8.602463136275417e-06,3.578134958093699e-06,5.024328178181717e-06,1.7881125790881777e-05,1.3092551010185144e-05
17115,3.423,0.0993635433929417,1.0,1.4450604112375302e-05,6.462332009097834e-06,2.0215279941245877e-06,4.440804014973245e-06,1.788994896023028e-05,1.3099613068412047e-05
17116,3.4232,0.09930553062630675,1.0,1.4692969475854155e-05,1.0169231461391666e-05,4.40526528665197e-06,5.763966174739694e-06,1.789977535177794e-05,1.310746646731538e-05
17117,3.4234,0.09924755044661128,1.0,1.4792333757874306e-05,6.606455464502609e-06,1.0063714985756481e-08,6.5963917495168516e-06,1.790867409153645e-05,1.311462868251711e-05
17118,3.4236,0.09918963002672938,1.0,1.5027494971602305e-05,1.3045452758529523e-05,4.688678996263056e-06,8.356773762266466e-06,1.7919392506515008e-05,1.312312729895791e-05
17119,3.4238,0.0991317477735502,1.0,1.5215114403732848e-05,1.1661765111339574e-05,3.1664128964306985e-06,8.495352214908873e-06,1.7929758943219445e-05,1.3131388391999494e-05
17120,3.424,0.09907392439178574,1.0,1.5758717537803467e-05,1.7920378567632775e-05,8.300712924437625e-06,9.619665643195147e-06,1.794188712487839e-05,1.3141011742173699e-05
17121,3.4242,0.09906479794711102,1.0,1.6149976553206902e-05,1.3130902629584e-05,5.232661057326361e-06,7.898241572257637e-06,1.7952842635637e-05,1.3149757443867377e-05
17122,3.4244,0.09904723508426824,1.0,1.6324358294080204e-05,8.745049814189442e-06,2.6767734615957053e-06,6.068276352593736e-06,1.7962769939368746e-05,1.315766263518721e-05
17123,3.4246,0.09898948501013267,1.0,1.6243793290224902e-05,1.3560785414415557e-05,6.383715930101434e-06,7.17706948431412e-06,1.7974003824577683e-05,1.3166516550505155e-05
17124,3.4248,0.0989317630960106,1.0,1.6384776413070854e-05,8.185099838966588e-06,3.751786666892927e-06,4.433313172073658e-06,1.79838443352103e-05,1.3174325204491253e-05
17125,3.425,0.09887408458318836,1.0,1.6638296287167976e-05,8.485822997393777e-06,3.359989415093997e-06,5.125833582299778e-06,1.799383706188791e-05,1.3182246283652962e-05
17126,3.4252,0.09881645543030575,1.0,1.703899314651181e-05,1.0909777678822816e-05,4.825684610348011e-06,6.084093068474804e-06,1.80046461406527e-05,1.3190733944249184e-05
17127,3.4254,0.09884652500537336,1.0,1.6815346141833675e-05,1.0812937676728614e-05,4.610510848075803e-06,6.20242682865281e-06,1.8015333606619803e-05,1.3199159445243618e-05
17128,3.4256,0.0987889238468077,1.0,1.68926092083701e-05,6.343310012920749e-06,1.8502470929722776e-06,4.49306291994847e-06,1.802482191710967e-05,1.3206708076533247e-05
17129,3.4258,0.09873137003398758,1.0,1.7135063141866055e-05,8.418337256394227e-06,3.2476263641054365e-06,5.170710892288788e-06,1.803485831862478e-05,1.3214721761961124e-05
17130,3.426,0.09867385634396517,1.0,1.725931597058138e-05,8.052591209894993e-06,1.4983583196629981e-06,6.554232890231994e-06,1.8044785792109162e-05,1.3222688752541335e-05
17131,3.4262,0.09861639555135293,1.0,1.7403823048441967e-05,1.2076589190180283e-05,4.588167916737497e-06,7.488421273442784e-06,1.80558447085044e-05,1.3231491134529126e-05
17132,3.4264,0.09855897842178091,1.0,1.800582176611744e-05,1.2380407198895864e-05,3.1576246727563917e-06,9.22278252613947e-06,1.806716612297172e-05,1.3240476482056153e-05
17133,3.4266,0.0985446688067326,1.0,1.8817200926033345e-05,9.159115932785236e-06,3.162967150496833e-06,5.996148782288401e-06,1.807782754554483e-05,1.3248981730703624e-05
17134,3.4268,0.09848732783161289,1.0,1.9435034556573358e-05,1.6386333068703313e-05,7.316043488586216e-06,9.070289580117094e-06,1.809059474636583e-05,1.3259057878747815e-05
17135,3.427,0.09843001648300413,1.0,2.004709819620987e-05,1.1343991436337593e-05,3.904098735259067e-06,7.439892701078524e-06,1.8102171861738223e-05,1.326824993575335e-05
17136,3.4272,0.09837275398003846,1.0,2.0774429681879708e-05,1.2593365604607828e-05,5.127403820655719e-06,7.465961783952107e-06,1.811442179647551e-05,1.327783924488016e-05
17137,3.4274,0.09831554428353671,1.0,2.1370135028010617e-05,1.656972665376053e-05,6.494379933906988e-06,1.0075346719853538e-05,1.8127904436948835e-05,1.3288345022487586e-05
17138,3.4276,0.0982583722164324,1.0,2.1972249039213838e-05,1.4501427663086499e-05,5.80698899823991e-06,8.694438664846587e-06,1.8140992172325132e-05,1.3298559686855813e-05
17139,3.4278,0.09820122893445067,1.0,2.2161514395469877e-05,8.985501359737039e-06,2.4341464543265137e-06,6.551354905410523e-06,1.8152680599255155e-05,1.330771099388596e-05
17140,3.428,0.09814414641027983,1.0,2.1854975506877243e-05,1.6690941151932952e-05,7.77005098907441e-06,8.920890162858539e-06,1.8166319541420354e-05,1.3318344101829516e-05
17141,3.4282,0.09808709262359358,1.0,2.1638991703668602e-05,1.2201568928572736e-05,4.449970496165697e-06,7.751598432407038e-06,1.817865900278327e-05,1.3328038218766138e-05
17142,3.4284,0.09803007399031383,1.0,2.1302687040642463e-05,9.846575501414023e-06,3.347706539858658e-06,6.498868961555364e-06,1.8190280403782798e-05,1.3337195994147323e-05
17143,3.4286,0.09797309709153822,1.0,2.0699277873536815e-05,1.0206199037887827e-05,2.5535699234998513e-06,7.652629114387974e-06,1.8201901531792494e-05,1.3346306866320693e-05
17144,3.4288,0.0979161734654422,1.0,1.9963106417272643e-05,1.5495908560647002e-05,4.40821808311708e-06,1.1087690477529916e-05,1.8214765709425663e-05,1.3356330395008341e-05
17145,3.429,0.09785928442042864,1.0,1.961734498764957e-05,1.328850466701275e-05,1.910430152944852e-06,1.1378074514067895e-05,1.8226941748070343e-05,1.3365845283767933e-05
17146,3.4292,0.09780243421049416,1.0,1.9614148202129163e-05,1.2141595958863696e-05,2.348663245381682e-06,9.792932713482013e-06,1.8238802120541846e-05,1.3375132063565333e-05
17147,3.4294,0.09774562638256483,1.0,1.9771586122998268e-05,1.2436870725852164e-05,2.6071441557187165e-06,9.829726570133446e-06,1.8250780043943202e-05,1.3384511283042158e-05
17148,3.4296,0.09768886734105281,1.0,1.984592258432332e-05,1.5229778291903562e-05,4.208473243775115e-06,1.1021305048128445e-05,1.8263527456693744e-05,1.3394465921693065e-05
17149,3.4298,0.09763215187966705,1.0,2.0360917006704222e-05,1.5819785335849637e-05,3.6830557662560604e-06,1.2136729569593573e-05,1.8276584706542345e-05,1.3404643618548015e-05
17150,3.43,0.0975754739850032,1.0,2.0662233419329736e-05,1.39600128296047e-05,2.9418326262264982e-06,1.10181802033782e-05,1.8289219784487424e-05,1.3414511672466218e-05
17151,3.4302,0.09751884460769723,1.0,2.073115655056232e-05,1.6453663780155437e-05,5.440848549119686e-06,1.101281523103575e-05,1.8302600083312822e-05,1.3424894311875264e-05
17152,3.4304,0.09759174279497165,1.0,2.050612449597077e-05,1.7835580638849807e-05,5.352502258914309e-06,1.2483078379935496e-05,1.831629575840803e-05,1.3435510828748644e-05
17153,3.4306,0.09753515734838168,1.0,1.9908420819659216e-05,1.421463833663667e-05,3.1418450198167546e-06,1.1072793316819913e-05,1.8328858579836064e-05,1.344528570246571e-05
