step,radius
17214,1.9054530894243048e-05
17215,1.9065076668874382e-05
17216,1.9075298621265034e-05
17217,1.90870227416337e-05
17218,1.9099357812144722e-05
17219,1.911076534979199e-05
17220,1.9122997663341945e-05
17221,1.9136957788931263e-05
17222,1.9148717742563273e-05
17223,1.9162037161001744e-05
17224,1.91738359484862e-05
17225,1.9185655507230934e-05
17226,1.9198458731752455e-05
17227,1.9212727371930955e-05
17228,1.9224716500168594e-05
17229,1.923599138009873e-05
17230,1.9253334346872264e-05
17231,1.926344936566511e-05
17232,1.9274068197470124e-05
17233,1.9284633005521942e-05
17234,1.9295274496252846e-05
17235,1.930664573898736e-05
17236,1.9317419898776114e-05
17237,1.9330296417422772e-05
17238,1.934064384885522e-05
17239,1.935270143608665e-05
17240,1.936559589864561e-05
17241,1.9378193351204462e-05
17242,1.939062809619812e-05
17243,1.940344742264962e-05
17244,1.941463893241311e-05
17245,1.9429136046914822e-05
17246,1.9447662815055688e-05
17247,1.9461882137807512e-05
17248,1.947284836109675e-05
17249,1.948352839064427e-05
17250,1.9494324813170664e-05
17251,1.9505423328791818e-05
17252,1.9516701676091377e-05
17253,1.9527829765018168e-05
17254,1.953825913426716e-05
17255,1.95476266227921e-05
17256,1.955808375923691e-05
17257,1.9567820263651216e-05
17258,1.9577360345185574e-05
17259,1.958803483162395e-05
17260,1.960029143171613e-05
17261,1.9611849726294894e-05
17262,1.9624217963989563e-05
17263,1.9635673270960085e-05
17264,1.96480576936216e-05
17265,1.965915862331809e-05
17266,1.9671175623392994e-05
17267,1.9681334468787956e-05
17268,1.9691895171254036e-05
17269,1.9702442754955287e-05
17270,1.971379939048369e-05
17271,1.9725690798342613e-05
17272,1.973630973877238e-05
17273,1.9747729096899356e-05
17274,1.9759226691931413e-05
17275,1.9771495963917495e-05
17276,1.978323724892737e-05
17277,1.9794366143404272e-05
17278,1.980562764402813e-05
17279,1.9818302470360254e-05
17280,1.983142053902016e-05
17281,1.9842326231801912e-05
17282,1.985280025581505e-05
17283,1.9864742793340946e-05
17284,1.9875366332901563e-05
17285,1.9887031080229103e-05
17286,1.9899926711279505e-05
17287,1.9912297452572137e-05
17288,1.9923676224481e-05
17289,1.9934906144594143e-05
17290,1.994712662826052e-05
17291,1.995967292074774e-05
17292,1.997275026452978e-05
17293,1.998502899655715e-05
17294,1.9997077422179174e-05
17295,2.0009056937709326e-05
17296,2.0020394806927976e-05
17297,2.0031130531182697e-05
17298,2.004273078538292e-05
17299,2.0053813168479756e-05
17300,2.0065649138355927e-05
17301,2.0077262464692474e-05
17302,2.0088016827304695e-05
17303,2.0098785163883627e-05
17304,2.0110903830782626e-05
17305,2.0126493248727646e-05
17306,2.0137873217604304e-05
17307,2.014935765034988e-05
17308,2.0163078298455837e-05
17309,2.0175578548495436e-05
17310,2.0188830053341535e-05
17311,2.020473949263367e-05
17312,2.022354745486568e-05
17313,2.0238842398477002e-05
17314,2.0250697429404312e-05
17315,2.026380024884517e-05
17316,2.027639158104254e-05
17317,2.0290095007723928e-05
17318,2.030360875341611e-05
17319,2.031675301298885e-05
17320,2.0332552580272603e-05
17321,2.034649828102859e-05
17322,2.0362350384379408e-05
17323,2.0376876771690294e-05
17324,2.0390607406746482e-05
17325,2.0404009477095605e-05
17326,2.0418348746976603e-05
17327,2.043150331799858e-05
17328,2.0444470743265423e-05
17329,2.045739069337164e-05
17330,2.0469169795245914e-05
17331,2.0478879259282688e-05
17332,2.0490364221598047e-05
17333,2.0501977240457006e-05
17334,2.0513904369653287e-05
17335,2.052429928909746e-05
17336,2.0536180448993097e-05
17337,2.0548520373869565e-05
17338,2.0562764860275515e-05
17339,2.057653416279386e-05
17340,2.0589353154422442e-05
17341,2.0602132646735267e-05
17342,2.061507338228969e-05
17343,2.062666039207241e-05
17344,2.064021264581836e-05
17345,2.065171768128908e-05
17346,2.0663786272566487e-05
17347,2.067682535809295e-05
17348,2.068928115978222e-05
17349,2.0702662468484426e-05
17350,2.0714998831088984e-05
17351,2.0725675328078428e-05
17352,2.0738082985526698e-05
17353,2.0749886890996198e-05
17354,2.0759506575292594e-05
17355,2.0770248322054637e-05
17356,2.0789511226915266e-05
17357,2.0804112034691663e-05
17358,2.0816643310819598e-05
17359,2.0826869226452758e-05
17360,2.0837106944384064e-05
17361,2.08472359343468e-05
17362,2.0857754455919112e-05
17363,2.086887813403019e-05
17364,2.0880343432912937e-05
17365,2.089124700370479e-05
17366,2.0903358435012715e-05
17367,2.091455647326855e-05
17368,2.0925455990873655e-05
17369,2.0935164856379804e-05
17370,2.094636954074692e-05
17371,2.095714635292593e-05
17372,2.0968120544037832e-05
17373,2.09799947451943e-05
17374,2.0993017874280588e-05
17375,2.1005790593395762e-05
17376,2.1018490455102876e-05
17377,2.102972464094033e-05
17378,2.1041146542198383e-05
17379,2.1053475767104678e-05
17380,2.106607429397185e-05
17381,2.1076458375768466e-05
17382,2.108709119904841e-05
17383,2.109768113385623e-05
17384,2.1109194173081155e-05
17385,2.1120945269244357e-05
17386,2.113244824793405e-05
17387,2.1145797410419686e-05
17388,2.1158711296152474e-05
17389,2.1169985306392696e-05
17390,2.1180450370767946e-05
17391,2.1190651908531103e-05
17392,2.1200446581003785e-05
17393,2.1210017800754708e-05
17394,2.1220669644491635e-05
17395,2.1232139245411076e-05
17396,2.1244719941651083e-05
17397,2.1257947802388884e-05
17398,2.1272028688371945e-05
17399,2.1286129722874138e-05
17400,2.1300820710498296e-05
17401,2.1314597237537047e-05
17402,2.1327994655358417e-05
17403,2.1341728045757637e-05
17404,2.135613304359064e-05
17405,2.1368414564009257e-05
17406,2.1380213903272714e-05
17407,2.139216603886247e-05
17408,2.1404438975278782e-05
17409,2.141548086967169e-05
17410,2.142631672542679e-05
17411,2.1437379797670268e-05
17412,2.1448319054012697e-05
17413,2.146082347701243e-05
17414,2.147367781437682e-05
17415,2.1486981988469724e-05
17416,2.1498665398132884e-05
17417,2.1511646155953834e-05
17418,2.1524167982382405e-05
17419,2.1536824355827732e-05
17420,2.154898558717051e-05
17421,2.156056650838447e-05
17422,2.157339531150523e-05
17423,2.1586506943060134e-05
17424,2.1600286013250637e-05
17425,2.16131095934108e-05
17426,2.1624597969040584e-05
17427,2.163877237788997e-05
17428,2.164957162720667e-05
17429,2.1660763506198788e-05
17430,2.167250265949296e-05
17431,2.168360728363032e-05
17432,2.1695106233613792e-05
17433,2.171212380365032e-05
17434,2.1723415735684473e-05
17435,2.1735456661448315e-05
17436,2.174666750200877e-05
17437,2.1757412900779602e-05
17438,2.1768896446427275e-05
17439,2.1780715806825656e-05
17440,2.1793386554762584e-05
17441,2.180644194131464e-05
17442,2.1819080398434772e-05
17443,2.1830866526299973e-05
17444,2.1844048161859784e-05
17445,2.1856330683924256e-05
17446,2.1868183704722178e-05
17447,2.1880296183845144e-05
17448,2.1892474996807376e-05
17449,2.190433516943762e-05
17450,2.1917286355026307e-05
17451,2.1929805821307996e-05
17452,2.1942033155674584e-05
17453,2.1953940241149903e-05
17454,2.1965839183443957e-05
17455,2.197762667941501e-05
17456,2.1990258301476343e-05
17457,2.2003246704573436e-05
17458,2.201520972377014e-05
17459,2.2027642139000757e-05
17460,2.204039551595685e-05
17461,2.2054826877841164e-05
17462,2.206747658182956e-05
17463,2.208034064919093e-05
17464,2.2094700024107544e-05
17465,2.2108382716881657e-05
17466,2.212282101928606e-05
17467,2.2136388278849766e-05
17468,2.215176844925865e-05
17469,2.216490788853828e-05
17470,2.2179297010820234e-05
17471,2.219312513457737e-05
17472,2.220744892452339e-05
17473,2.222259186696484e-05
17474,2.223515429181938e-05
17475,2.2247602925797856e-05
17476,2.2260883521916368e-05
17477,2.2274890387809575e-05
17478,2.228924992136577e-05
17479,2.2303861029711864e-05
17480,2.2317853047118664e-05
17481,2.2332548904452018e-05
17482,2.234529621175247e-05
17483,2.235973037845736e-05
17484,2.2373922898964442e-05
17485,2.238790263223696e-05
17486,2.2400837040502925e-05
17487,2.241526427715003e-05
17488,2.242915751914976e-05
17489,2.2443533328177535e-05
17490,2.2456057428498463e-05
17491,2.2468774080534246e-05
17492,2.2481360100932184e-05
17493,2.249342206736925e-05
17494,2.2506443371480864e-05
17495,2.2517996526708674e-05
17496,2.2528750473385915e-05
17497,2.2541755765460034e-05
17498,2.2554322874463657e-05
17499,2.256571081645939e-05
17500,2.2578234642486654e-05
17501,2.2590054781492716e-05
17502,2.2604988876021157e-05
17503,2.262084284428423e-05
17504,2.2633810535985577e-05
17505,2.2647324450013787e-05
17506,2.2658751589479156e-05
17507,2.2670893069790135e-05
17508,2.2683713171796716e-05
17509,2.26980240836106e-05
17510,2.2711190573725244e-05
17511,2.2724028243161595e-05
17512,2.273679295240178e-05
17513,2.2748953795528377e-05
17514,2.2760478130779244e-05
17515,2.27733069856214e-05
17516,2.2787148935971233e-05
17517,2.2798703994018023e-05
17518,2.2809329152252483e-05
17519,2.2820026663198188e-05
17520,2.2830776051506318e-05
17521,2.284282625855981e-05
17522,2.285641878902762e-05
17523,2.286848289958432e-05
17524,2.2880578323141035e-05
17525,2.2892721672879642e-05
17526,2.290429187884844e-05
17527,2.2916173732423232e-05
17528,2.2928132324778604e-05
17529,2.2940252977256934e-05
17530,2.2953372038945084e-05
17531,2.2966193201994242e-05
17532,2.2978920478805586e-05
17533,2.299259329239366e-05
17534,2.3005510222867585e-05
17535,2.301868892136922e-05
17536,2.303165876971506e-05
17537,2.304290888013771e-05
17538,2.305647175045654e-05
17539,2.306860409025187e-05
17540,2.3080964627765546e-05
17541,2.309371579487076e-05
17542,2.3105855490761222e-05
17543,2.312082487384319e-05
17544,2.3133476969034896e-05
17545,2.3146549295722384e-05
17546,2.3160380663461414e-05
17547,2.3174068689966677e-05
17548,2.3188042059379568e-05
17549,2.3201621523321907e-05
17550,2.321437787900397e-05
17551,2.322834592814434e-05
17552,2.3242397064994984e-05
17553,2.3256332942082747e-05
17554,2.326995057242327e-05
17555,2.328291035499479e-05
17556,2.3295964838781942e-05
17557,2.3310513110463927e-05
17558,2.3323830728560784e-05
17559,2.333772755540598e-05
17560,2.3353686322660574e-05
17561,2.3367748102438966e-05
17562,2.3381523398178624e-05
17563,2.3396898008742607e-05
17564,2.3410908873980025e-05
17565,2.342379036891527e-05
17566,2.3436785689471014e-05
17567,2.3448480438775802e-05
17568,2.3460919245384045e-05
17569,2.3472928679995597e-05
17570,2.3484864819786307e-05
17571,2.3497302337681822e-05
17572,2.3509955719214727e-05
17573,2.3523447009488986e-05
17574,2.3536736914366903e-05
17575,2.3548274207010693e-05
17576,2.3560781532053088e-05
17577,2.357219184599372e-05
17578,2.3583148498901694e-05
17579,2.3593838686799808e-05
17580,2.3605222816024612e-05
17581,2.3618073599883034e-05
17582,2.362948960441158e-05
17583,2.3643154144441755e-05
17584,2.3656625733127936e-05
17585,2.366943001177534e-05
17586,2.368166252779923e-05
17587,2.3693083768483874e-05
17588,2.3704841164551785e-05
17589,2.3716899985713464e-05
17590,2.37282234338743e-05
17591,2.3739813346612402e-05
17592,2.3751991013448465e-05
17593,2.3763782943288384e-05
17594,2.3775105944401677e-05
17595,2.378630230631087e-05
17596,2.3797950897729836e-05
17597,2.3810195143868198e-05
17598,2.382196202782052e-05
17599,2.3834510772886195e-05
17600,2.38484104945344e-05
17601,2.3861408160405784e-05
17602,2.38769156938716e-05
17603,2.389074107915297e-05
17604,2.39041465644111e-05
17605,2.3916841872203853e-05
17606,2.3928852317417414e-05
17607,2.3941100610020952e-05
17608,2.3953413236713138e-05
17609,2.3964252629419008e-05
17610,2.3975919988392718e-05
17611,2.3988769207564487e-05
17612,2.400317141040048e-05
17613,2.401599680110585e-05
17614,2.4028348965978592e-05
17615,2.404055425233614e-05
17616,2.405304648561166e-05
17617,2.406631491896056e-05
17618,2.4079143308908683e-05
17619,2.4090198314301553e-05
17620,2.410214178464134e-05
17621,2.411610854525686e-05
17622,2.4129432204272994e-05
17623,2.4142321111062294e-05
17624,2.4153693346499298e-05
17625,2.416593473037385e-05
17626,2.4178200290677054e-05
17627,2.4191146695693407e-05
17628,2.4210241453246286e-05
17629,2.4225832012447083e-05
17630,2.423972998010512e-05
17631,2.4258880918489464e-05
17632,2.428592766382899e-05
17633,2.4297135472119025e-05
17634,2.4308245722334216e-05
17635,2.4321676853473917e-05
17636,2.4332982403842537e-05
17637,2.434347747058642e-05
17638,2.435420604359064e-05
17639,2.4364888670198185e-05
17640,2.4375846190455857e-05
17641,2.439124085825961e-05
17642,2.4410115906887974e-05
17643,2.442578897007704e-05
17644,2.4437096458668056e-05
17645,2.4449346118448975e-05
17646,2.445996699066797e-05
17647,2.447320907704932e-05
17648,2.448555283260928e-05
17649,2.449645517605166e-05
17650,2.4509538968553102e-05
17651,2.452303707635597e-05
17652,2.453616957281116e-05
17653,2.4551407975067448e-05
17654,2.4565938209320075e-05
17655,2.45786498426371e-05
17656,2.4590163926975252e-05
17657,2.4603583324201254e-05
17658,2.4614928095362924e-05
17659,2.462635773478356e-05
17660,2.4639681181680126e-05
17661,2.4652057098622895e-05
17662,2.4665523421138004e-05
17663,2.4677365317930516e-05
17664,2.4689928430047862e-05
17665,2.4700738357345402e-05
17666,2.4712867635026552e-05
17667,2.4725182552304224e-05
17668,2.473864695696667e-05
17669,2.4751625181489884e-05
17670,2.4763740490970374e-05
17671,2.4775110030065177e-05
17672,2.4787355051107328e-05
17673,2.479857089940537e-05
17674,2.4810490549651336e-05
17675,2.4824354572509555e-05
17676,2.4838080156358806e-05
17677,2.4851508017980964e-05
17678,2.48648430765559e-05
17679,2.4877003212817117e-05
17680,2.488945716158744e-05
17681,2.4903863732950053e-05
17682,2.4917253998067986e-05
17683,2.492997038375327e-05
17684,2.4942708643898132e-05
17685,2.4956132063167168e-05
17686,2.4968157946313982e-05
17687,2.498025667906706e-05
17688,2.499259783018681e-05
17689,2.5003674194174105e-05
17690,2.5014753847659936e-05
17691,2.5026694680213067e-05
17692,2.503837943258908e-05
17693,2.504899141091181e-05
17694,2.506149622524504e-05
17695,2.507299700059995e-05
17696,2.5083632065434297e-05
17697,2.5096368738472548e-05
17698,2.5110504465535197e-05
17699,2.512278418232227e-05
17700,2.51361839182332e-05
17701,2.514779689625441e-05
17702,2.515942247838555e-05
17703,2.517044837391624e-05
17704,2.5182058752117074e-05
17705,2.5194301282285473e-05
17706,2.5205514581428317e-05
17707,2.5216317700364264e-05
17708,2.522657235340205e-05
17709,2.5238967489473672e-05
17710,2.5251961280311074e-05
17711,2.5265031257892246e-05
17712,2.527707284969584e-05
17713,2.5289405675562155e-05
17714,2.5302753019549625e-05
17715,2.5314343927500115e-05
17716,2.5325837633217303e-05
17717,2.5337726313387795e-05
17718,2.5348990968408544e-05
17719,2.5362201206279447e-05
17720,2.53744613383623e-05
17721,2.5387387336876392e-05
17722,2.539960701420683e-05
17723,2.5414116611448685e-05
17724,2.5426430492658994e-05
17725,2.5437888769036923e-05
17726,2.5452708614095522e-05
17727,2.5468952848689783e-05
17728,2.5486462780523544e-05
17729,2.5502198715477064e-05
17730,2.5518092666241795e-05
17731,2.5531942498931476e-05
17732,2.5546868166280804e-05
17733,2.5560881587473256e-05
17734,2.5574731018145583e-05
17735,2.5587803612341653e-05
17736,2.560244005259641e-05
17737,2.561610884357509e-05
17738,2.5631315292469303e-05
17739,2.564519233487113e-05
17740,2.5661132225612672e-05
17741,2.567568198884301e-05
17742,2.5689908317844087e-05
17743,2.5703335447071963e-05
17744,2.5717025945303317e-05
17745,2.5731049159452545e-05
17746,2.574355956685159e-05
17747,2.575739804586489e-05
17748,2.5770785799438586e-05
17749,2.5782657953270193e-05
17750,2.5795298788865245e-05
17751,2.5808011276081984e-05
17752,2.5821243722761003e-05
17753,2.5838036224022702e-05
17754,2.5859305631826844e-05
17755,2.5876045972073636e-05
17756,2.5888640869869712e-05
17757,2.5901527657519432e-05
17758,2.5916252394772163e-05
17759,2.5930858680532932e-05
17760,2.5944769011420015e-05
17761,2.595834806923758e-05
17762,2.5975347220148603e-05
17763,2.599431385076868e-05
17764,2.601097373684327e-05
17765,2.6025594626005643e-05
17766,2.6039405738197278e-05
17767,2.6053460422803768e-05
17768,2.6066151859695267e-05
17769,2.6080480593656147e-05
17770,2.6093907632116907e-05
17771,2.6107311991084903e-05
17772,2.6120517664831872e-05
17773,2.6134308247479073e-05
17774,2.6147217876783474e-05
17775,2.615954455419194e-05
17776,2.61735643706982e-05
17777,2.6185723519066498e-05
17778,2.6199927114247235e-05
17779,2.6212486227390828e-05
17780,2.6225496050186327e-05
17781,2.6239073145227333e-05
17782,2.62529259031248e-05
17783,2.6265864567675176e-05
17784,2.6280251519846047e-05
17785,2.62946835482071e-05
17786,2.630937084777898e-05
17787,2.6323468928192804e-05
17788,2.633903569152756e-05
17789,2.6354235614993653e-05
17790,2.6367757535450547e-05
17791,2.6382985248971396e-05
17792,2.6398417417100322e-05
17793,2.6414334066309807e-05
17794,2.6432040531601093e-05
17795,2.644687507833178e-05
17796,2.6463269047059046e-05
17797,2.647898707388436e-05
17798,2.6493030455886e-05
17799,2.6506455975097584e-05
17800,2.6520520419244865e-05
17801,2.6534926609943065e-05
17802,2.6549149372815338e-05
17803,2.6562946409270486e-05
17804,2.657763347694271e-05
17805,2.6592010958631503e-05
17806,2.6605519556623615e-05
17807,2.6620940854368257e-05
17808,2.663525198419873e-05
17809,2.6650273908046944e-05
17810,2.666669632994316e-05
17811,2.6681625757332403e-05
17812,2.6696265406372664e-05
17813,2.6710094902583357e-05
17814,2.672464815270317e-05
17815,2.6739627650645015e-05
17816,2.675505868793673e-05
17817,2.676825096735272e-05
17818,2.678096651728017e-05
17819,2.6794666551999008e-05
17820,2.6809669429111415e-05
17821,2.6823639664855342e-05
17822,2.6839530176215787e-05
17823,2.6854817548816295e-05
17824,2.686901378272865e-05
17825,2.6884703104177705e-05
17826,2.6899218266562384e-05
17827,2.6915768806954265e-05
17828,2.6931744993242454e-05
17829,2.6947299008422404e-05
17830,2.6960901605893676e-05
17831,2.697617846149296e-05
17832,2.6992708969667975e-05
17833,2.7009342899340214e-05
17834,2.702723598625717e-05
17835,2.7043208251662434e-05
17836,2.7058154741087962e-05
17837,2.7071012151199723e-05
17838,2.7085102138670516e-05
17839,2.709944716712951e-05
17840,2.7111239765023704e-05
17841,2.712361626340757e-05
17842,2.7135572906070942e-05
17843,2.714864787248297e-05
17844,2.716172096547417e-05
17845,2.717376193090527e-05
17846,2.7185747628853904e-05
17847,2.7198004439509015e-05
17848,2.7211500339918694e-05
17849,2.7223967874811886e-05
17850,2.7237752376634556e-05
17851,2.725351267499844e-05
17852,2.726812947447488e-05
17853,2.728437595366111e-05
17854,2.729964646887535e-05
17855,2.7315594882912e-05
17856,2.7330669757426674e-05
17857,2.7345218205961163e-05
17858,2.7358916632519262e-05
17859,2.737350345199599e-05
17860,2.7388715186863795e-05
17861,2.7403340119036452e-05
17862,2.741717794544462e-05
17863,2.7431017347532104e-05
17864,2.7444253275646126e-05
17865,2.745913462243418e-05
17866,2.7472900080559744e-05
17867,2.748578592740362e-05
17868,2.749918717630301e-05
17869,2.7513230103029423e-05
17870,2.7528908865508608e-05
17871,2.754148396105578e-05
17872,2.7554317859496374e-05
17873,2.756643369871843e-05
17874,2.7582020105427646e-05
17875,2.7595173299156522e-05
17876,2.7608456910515103e-05
17877,2.7623669963053428e-05
17878,2.76386632767998e-05
17879,2.7651515275962493e-05
17880,2.7666482049737227e-05
17881,2.7677693289448426e-05
17882,2.769197184657315e-05
17883,2.7704803404941117e-05
17884,2.7718238614162115e-05
17885,2.7731947463935937e-05
17886,2.774559311676249e-05
17887,2.7758293998808176e-05
17888,2.777052636928615e-05
17889,2.778189392698526e-05
17890,2.7794983663929226e-05
17891,2.7806174775527273e-05
17892,2.781776771008336e-05
17893,2.7829508069786005e-05
17894,2.7841712433096173e-05
17895,2.7853493728620358e-05
17896,2.7865184226375005e-05
17897,2.7877800364744557e-05
17898,2.789033451827806e-05
17899,2.7902248190952868e-05
17900,2.791445865860385e-05
17901,2.7926311260913328e-05
17902,2.7939455112145925e-05
17903,2.7953425853355293e-05
17904,2.796456455084047e-05
17905,2.7977912983336474e-05
17906,2.7989925097689126e-05
17907,2.8004113152494175e-05
17908,2.8015970230877683e-05
17909,2.802799931221516e-05
17910,2.8040993771611554e-05
17911,2.8054070721300702e-05
17912,2.8067019768296477e-05
17913,2.8079916804190304e-05
17914,2.8095826990409497e-05
17915,2.811007368538242e-05
17916,2.8124140540098233e-05
17917,2.813658307870352e-05
17918,2.8147181595156108e-05
17919,2.815829369447088e-05
17920,2.8170618076273975e-05
17921,2.8183686438799117e-05
17922,2.8194914321081603e-05
17923,2.8206080907263813e-05
17924,2.8219797115791493e-05
17925,2.8233462126329268e-05
17926,2.8246149279030035e-05
17927,2.8259338771331898e-05
17928,2.8272308053498593e-05
17929,2.82834387277678e-05
17930,2.8295315110547125e-05
17931,2.8306892625826874e-05
17932,2.8317742663120773e-05
17933,2.832853926209447e-05
17934,2.8340901715752315e-05
17935,2.8351149656573504e-05
17936,2.8364430481552296e-05
17937,2.8374666996824088e-05
17938,2.8386403158495875e-05
17939,2.8398737753414066e-05
17940,2.841066160988244e-05
17941,2.84233241030466e-05
17942,2.8435118996907822e-05
17943,2.8447619885154492e-05
17944,2.846095104414761e-05
17945,2.8473211691804267e-05
17946,2.84861843252306e-05
17947,2.8501087827034413e-05
17948,2.851509030364502e-05
17949,2.852803589884849e-05
17950,2.8541588465156578e-05
17951,2.8554671692900524e-05
17952,2.85670627735255e-05
