time,frozen_gate_rel_rms_all,block_selector_rel_rms_all,frozen_gate_rel_rms_cluster1,block_selector_rel_rms_cluster1,frozen_gate_rel_rms_cluster2,block_selector_rel_rms_cluster2
2.91,0.0,0.09158249670938334,0.0,0.08984475345677329,0.0,0.09710020326258703
2.92,4.249004236249384e-07,0.09146560343602177,4.765546046848387e-07,0.08977716280496577,1.7001774218044173e-07,0.09675999196241832
2.93,1.2795232435810338e-06,0.09136506754085005,1.4467227354610045e-06,0.08973023610928647,4.155473377937741e-07,0.09643013347752055
2.94,2.3728853762547406e-06,0.0912680372508889,2.6939107877888088e-06,0.08968688200308164,6.873334177719228e-07,0.09611028862763865
2.95,3.7053381017731577e-06,0.09116860273875269,4.22017890851724e-06,0.08963914985789027,9.757992695978507e-07,0.0958001304105027
2.96,5.244539128756507e-06,0.0910458529059621,5.989881796585216e-06,0.08955883218822797,1.2658687302942665e-06,0.09549935257462683
2.97,6.946647559968597e-06,0.09094167977114272,7.953147122344843e-06,0.08950214819296837,1.5521351245392153e-06,0.09520764019924197
2.98,8.779639223086182e-06,0.09084311524177244,1.0073725872039259e-05,0.0894517118886311,1.8276173197744877e-06,0.09492469070411416
2.99,1.0725654120406659e-05,0.09076166227245945,1.2331372606074586e-05,0.08942311441998745,2.089257081360045e-06,0.09465023205757171
3.0,1.2803398646303142e-05,0.09067357394509265,1.4748040723094762e-05,0.0893842435381175,2.336973664908585e-06,0.09438397076959228
3.0100000000000002,1.5029502944603556e-05,0.09059157442040591,1.7342814767779853e-05,0.08935231648142312,2.5807256071917466e-06,0.09412564448579704
3.02,1.7416726453921978e-05,0.09049517252137537,2.0131187498391905e-05,0.08929942734657186,2.814815156464505e-06,0.09387499496445197
3.0300000000000002,1.9920884958848378e-05,0.09039881557247101,2.3062282699715105e-05,0.08924516914252062,3.0340362485167675e-06,0.09363176187529633
3.04,2.2515387741298874e-05,0.0903229119487807,2.610517040953462e-05,0.08921744865470904,3.2404103148928535e-06,0.09339571010326476
3.0500000000000003,2.522204024891995e-05,0.09024197350275667,2.9285141981813982e-05,0.08918146839643641,3.4391902907983046e-06,0.09316660005633069
3.06,2.8044183084842837e-05,0.09016414192782757,3.260631732959158e-05,0.08914835968498164,3.62862338490478e-06,0.09294419981424934
3.0700000000000003,3.100811500500873e-05,0.09009168050198416,3.609940500715017e-05,0.08912124891597921,3.8129597917487624e-06,0.09272828703615726
3.08,3.4103252104717644e-05,0.09002434839347993,3.975232189078845e-05,0.08909983425587709,3.989909695502816e-06,0.09251864659101672
