t,A2,E,dE,core_mass,angle_u,angle_w,S,weak_fit,f1,f2,m,z,l,log_u_A,direction_error,c_error,B_movement,D_movement,loss,balance_error,strong_boundary,weak_boundary,J_D_observed,J_B_observed,J_p_observed,Gamma_core_observed,norm_factor_observed,min_core_a
0.0001,0.010010245576082551,0.49005723713130167,-1.1705749186585268e-07,0.0081917712815470691,0.7853729125447132,0.78537291254065211,0.040000990955340453,0.0099926894108116112,5.3354836558709732e-06,0.0099926896002301303,0.010010245576082292,8.1196239229694611e-07,4.0587230550258876e-12,8.2156503822261915e-15,0,2.3920630782961589e-16,4.9450291967155257e-14,3.934643906382327e-13,0.24501993090489921,5.0401006700555122e-23,0,214,4.06229233542406e-12,4.9713950482775549e-13,4.0616925121110919e-12,4.0649705823625482e-12,0.99999999999999745,4.4723595701021238e-05
0.00011,0.01001034467697373,0.490057237130131,-1.1703319756129397e-07,0.0081918523796409414,0.78537043757068248,0.78537043756621527,0.040001090056234277,0.0099926894108112781,5.3512509895064172e-06,0.0099926896008606589,0.010010344676972968,8.1196231264742571e-07,4.4645730831191517e-12,2.9531932455029599e-14,3.7460938364197419e-07,2.6064240899739954e-16,5.4395321095533975e-14,4.3281300779538323e-13,0.2450198818504688,5.5680075806123567e-23,0,214,4.4685434630013076e-12,5.4685345531053105e-13,4.4678616482281113e-12,4.4715342539802805e-12,0.99999999999999722,4.4723817081047507e-05
0.00012,0.010010443778836083,0.49005723712896054,-1.1700890289754207e-07,0.0081919334785294801,0.78536796259690012,0.78536796259202668,0.04000118915810115,0.0099926894108109555,5.3670183996208556e-06,0.0099926896014912274,0.010010443778836298,8.1196223299485197e-07,4.8704190153974432e-12,1.5987211554602128e-14,5.0773397199513974e-07,2.9046063366968205e-16,5.9340350255834158e-14,4.721620203487584e-13,0.24501983279556105,6.043487034706252e-23,0,214,4.8747985796350825e-12,5.9656740579330661e-13,4.8740305750831489e-12,4.8777648586906253e-12,0.999999999999997,4.4724038462147442e-05
0.00013000000000000002,0.010010542881669618,0.49005723712779103,-1.1698460787458094e-07,0.0081920145782127408,0.78536548762336633,0.78536548761808667,0.040001288260932209,0.0099926894108107022,5.3827858862152364e-06,0.0099926896021211298,0.010010542881669245,8.1196215334762047e-07,5.2762608914938498e-12,1.7874590696465181e-14,1.625524776374655e-07,3.181492365843577e-16,6.4285379420186713e-14,5.1151142695241092e-13,0.24501978374017905,6.5337693384488966e-23,0,214,5.2810576722465104e-12,6.4628135627608216e-13,5.2801996065691774e-12,5.2842175080058951e-12,0.999999999999997,4.4724259844321042e-05
0.00014000000000000001,0.010010641985474343,0.49005723712662136,-1.1696031249242585e-07,0.0081920956786901283,0.78536301265008102,0.78536301264439523,0.040001387364733451,0.0099926894108103761,5.3985534492895805e-06,0.0099926896027513149,0.01001064198547391,8.1196207369509956e-07,5.6820987062264896e-12,1.9650947535865463e-14,4.0890046161449683e-07,3.3317296985586659e-16,6.9230408603484652e-14,5.5086122772529732e-13,0.24501973468432023,6.9797699964220225e-23,0,214,5.6873207506447474e-12,6.9599530675885772e-13,5.6863683241622332e-12,5.6908922019260899e-12,0.999999999999997,4.472448122756832e-05
0.00015000000000000001,0.010010741090250273,0.49005723712545146,-1.1693601675106626e-07,0.0081921767799634018,0.78536053767704428,0.78536053767095249,0.040001486469511578,0.0099926894108100725,5.414321088843258e-06,0.0099926896033821003,0.01001074109024952,8.1196199403935051e-07,6.0879324081309718e-12,3.4527936065842962e-14,0,3.6517098541070302e-16,7.4175437764971168e-14,5.9021142416986194e-13,0.24501968562798651,7.5003888634515989e-23,0,214,6.0935878050206382e-12,7.4570925724163318e-13,6.092537041755289e-12,6.0971228066364347e-12,0.99999999999999678,4.472470261188927e-05
0.00016000000000000001,0.010010840195997409,0.49005723712428179,-1.1691172065049578e-07,0.0081922578820312619,0.78535806270425623,0.78535806269775832,0.040001585575263995,0.0099926894108097429,5.4300888048780347e-06,0.00999268960401287,0.010010840195997068,8.1196191439249975e-07,6.493762094837836e-12,1.5765166949677346e-14,1.0745380149674383e-07,3.9022855050131243e-16,7.9120466916111893e-14,6.2956201579765855e-13,0.24501963657117587,8.0316544951893606e-23,0,214,6.4998588451833381e-12,7.9542320772440874e-13,6.4987058639793357e-12,6.5035754559517045e-12,0.99999999999999634,4.4724923997283906e-05
0.00017000000000000001,0.010010939302715764,0.49005723712311355,-1.1688742419070283e-07,0.0081923389848929818,0.78535558773171699,0.78535558772481295,0.040001684681985561,0.0099926894108094046,5.4458565973932543e-06,0.0099926896046423422,0.010010939302715259,8.1196183473773887e-07,6.899587700312505e-12,3.1863400806742498e-14,4.3774935071374123e-07,3.9786414686712639e-16,8.4065496083797039e-14,6.6891300144889948e-13,0.24501958751388997,8.5375505747356068e-23,0,214,6.9061338744025644e-12,8.451371582071843e-13,6.9048745815723907e-12,6.9098060606620493e-12,0.99999999999999656,4.4725145383752227e-05
0.00117,0.010020854880811256,0.4900572370074413,-1.1445596350350966e-07,0.0082004532861122692,0.78510809174479557,0.78510809169727491,0.040011600260127983,0.0099926894107790244,7.0230221368967523e-06,0.009992689667690886,0.010020854880810455,8.1195386860742158e-07,4.74616648752818e-11,3.0309088572267234e-14,5.8190894692440733e-07,3.2776564039104742e-15,5.7876127564792453e-13,4.6060218314100698e-12,0.245014679381548,8.7094157804259419e-23,0,214,4.7553751973533188e-11,5.7951037795525084e-12,4.7521551148494757e-11,4.7539860936751666e-11,0.99999999999997324,4.4747289453534902e-05
0.0021700000000000001,0.010030780180522286,0.49005723689420294,-1.120209066939732e-07,0.0082085755429053067,0.78486059830904442,0.78486059822090759,0.040021525559954599,0.0099926894107478393,8.6009528359887081e-06,0.0099926897307690034,0.01003078018052085,8.1194590053436648e-07,8.7983204978143289e-11,2.3314683517128559e-14,4.4454437166977818e-07,7.5355729294529681e-15,1.0734571965432707e-12,8.5470900521442324e-12,0.24500976648631467,9.0328425000425744e-23,0,214,8.8241229117850828e-11,1.0745070400897833e-11,8.8137841172569915e-11,8.8149598731490642e-11,0.99999999999995015,4.4769444265103178e-05
0.0031700000000000001,0.010040715211183082,0.49005723678340019,-1.0958224981863333e-07,0.0082167057629108434,0.78461310748753121,0.78461310735877843,0.040031460590700819,0.0099926894107171815,1.0179649042427917e-05,0.0099926897938790605,0.010040715211182535,8.1193793051272848e-07,1.2846424858456739e-10,1.0724754417879588e-13,2.8312206268310547e-07,1.3557405832223451e-14,1.5681530658741421e-12,1.2492121506238265e-11,0.24500484882371451,9.3774193087442065e-23,0,214,1.2896860389003336e-10,1.5695037022243157e-11,1.287537542046455e-10,1.2873913046718144e-10,0.99999999999992639,4.479160982333772e-05
0.0041700000000000001,0.010050659982136445,0.49005723667503909,-1.0713998893039603e-07,0.0082248439537747492,0.78436561934332139,0.78436561917395309,0.040041405361715666,0.0099926894106868395,1.1759111104099079e-05,0.0099926898570182957,0.01005065998213318,8.1192995853796508e-07,1.6890483663392272e-10,1.1290968160438479e-13,1.0106459234841567e-07,2.1477293951572818e-14,2.0628488758342185e-12,1.6441120071476894e-11,0.24499992638927048,9.6541267441877965e-23,0,214,1.6973591490545587e-10,2.0645003643588482e-11,1.6936930010251396e-10,1.6930823409921913e-10,0.99999999999990308,4.4813786133120968e-05
0.0051700000000000001,0.010060614502733756,0.49005723656912131,-1.0469412007850416e-07,0.0082329901231499008,0.78411813393947938,0.78411813372949601,0.040051359882377152,0.0099926894106556474,1.3339339369007531e-05,0.0099926899201888721,0.01006061450273002,8.1192198460330549e-07,2.0930500978761903e-10,1.7663648321787801e-13,0,3.1359293605529977e-14,2.5575446233667188e-12,2.0394089634336628e-11,0.24499499917849657,9.8062772939308917e-23,0,214,2.1054320081873002e-10,2.5594970264933803e-11,2.0998448872642002e-10,2.098566875829988e-10,0.9999999999998801,4.4835973199337056e-05
0.0061700000000000001,0.010070578782334987,0.4900572364656523,-1.0224463930857821e-07,0.0082411442786957771,0.78387065133906808,0.78387065108846976,0.040061324162030308,0.009992689410624379,1.4920334185282326e-05,0.0099926899833887584,0.010070578782332196,8.1191400870722063e-07,2.4966480871477843e-10,1.4865886299731952e-13,0,4.3233031937780192e-14,3.0522403078000451e-12,2.4351034075025525e-11,0.24499006718690511,1.0009353870449011e-22,0,214,2.5139050031716473e-10,3.0544936886279131e-11,2.5059932992884288e-10,2.5038504603003275e-10,0.99999999999985667,4.485817102687184e-05
0.0071700000000000002,0.010080552830308693,0.49005723636463405,-9.9791542662645856e-08,0.0082493064280783086,0.78362317160514805,0.78362317131393533,0.040071298210063618,0.0099926894105931939,1.6502095901172527e-05,0.0099926900466198228,0.010080552830303983,8.1190603083820546e-07,2.8998427409373201e-10,1.9451107391434633e-13,3.6833307428086622e-07,5.7110180496423164e-14,3.5469359335167311e-12,2.8311957288075354e-11,0.24498513041000783,1.0192215657271666e-22,0,214,2.9227785212076602e-10,3.5494903507624455e-11,2.9121383356553145e-10,2.9089286535111114e-10,0.99999999999983302,4.4880379620612923e-05
0.0081700000000000002,0.010090536656032028,0.49005723626606978,-9.7334826178999749e-08,0.0082574765789710479,0.78337569480077873,0.78337569446895206,0.040081282035848861,0.0099926894105621476,1.8084624865058261e-05,0.0099926901098823587,0.010090536656027523,8.1189805098796761e-07,3.3026344658253899e-10,1.7519319328586505e-13,4.164334718132651e-07,7.2987274207577512e-14,4.0416314963027988e-12,3.2276863165423336e-11,0.24498018884330675,1.0374141549532975e-22,0,215,3.3320529499531605e-10,4.0444870128969779e-11,3.3182800949223452e-10,3.3138014554623396e-10,0.99999999999980982,4.4902598985449604e-05
0.0091700000000000011,0.010100530268890767,0.49005723616996538,-9.4874485892346899e-08,0.0082656547390558034,0.78312822098901735,0.78312822061657683,0.040091275648764281,0.0099926894105304941,1.9667921425430307e-05,0.0099926901731740257,0.01010053026888523,8.1189006915893693e-07,3.7050236669584185e-10,2.2126744880781818e-13,0,9.0882828234860422e-14,4.5363269927857344e-12,3.6245755605759513e-11,0.24497524248230482,1.0585215094351782e-22,0,215,3.7417286773929411e-10,4.5394836750315097e-11,3.7244186756224881e-10,3.7184733070461107e-10,0.9999999999997865,4.4924829126272921e-05
0.010170000000000002,0.010110533678279283,0.49005723607632268,-9.2410517833722659e-08,0.0082738409160209841,0.78288075023291914,0.78288074981986522,0.040101279058201385,0.0099926894104991251,2.1251985930919771e-05,0.0099926902364968085,0.010110533678274098,8.1188208534018699e-07,4.107010751301801e-10,2.8532731732870592e-13,1.0536712127723508e-07,1.1078898492466424e-13,5.0310224265782225e-12,4.0218638511101633e-11,0.24497029132249706,1.0960858530116095e-22,0,215,4.1518060919041614e-10,5.0344803371660422e-11,4.1305541763132307e-10,4.1229419878163753e-10,0.99999999999976308,4.4947070047975628e-05
0.011170000000000003,0.010120546893600578,0.49005723598514578,-8.9942918030536948e-08,0.0082820351175595646,0.78263328259553744,0.78263328214187045,0.040111292273582948,0.0099926894104677456,2.2836818730256629e-05,0.0099926902998501814,0.010120546893594812,8.1187409953073821e-07,4.5085961210875677e-10,2.9987123895129977e-13,1.8789649326977866e-07,1.3271254075130102e-13,5.5257177968997004e-12,4.4195515781356521e-11,0.24496533535937867,1.1020489312720078e-22,0,215,4.5622855821909522e-10,5.5294769993005746e-11,4.5366866955316268e-10,4.5272041671040597e-10,0.99999999999973976,4.4969321755452206e-05
0.012170000000000004,0.010130569924266277,0.49005723589643851,-8.7471682506523732e-08,0.0082902373513739636,0.78238581813992358,0.78238581764564374,0.040121315304304184,0.0099926894104356689,2.4422420172315914e-05,0.0099926903632338807,0.010130569924259569,8.1186611171843164e-07,4.9097801827091445e-10,3.3872904481319261e-13,2.8429603618888426e-07,1.5665177525630225e-13,6.0204131021094656e-12,4.8176391330280797e-11,0.24496037458843781,1.1148342920903146e-22,0,216,4.9731675371536278e-10,6.0244736614351071e-11,4.9428163318024682e-10,4.9312653960242869e-10,0.99999999999971645,4.4991584253598846e-05
0.013170000000000005,0.010140602779696658,0.49005723581020366,-8.4996807281759704e-08,0.0082984476251743364,0.78213835692912637,0.78213835639423401,0.040131348159903907,0.0099926894104032608,2.6008790606086518e-05,0.0099926904266489855,0.010140602779690444,8.1185812189846736e-07,5.3105633392365205e-10,3.1863400806747067e-13,0,1.8261829563405791e-13,6.5151083425195173e-12,5.2161269066344997e-11,0.24495540900515889,1.1398764873735024e-22,0,217,5.3844523464118405e-10,6.5194703235696395e-11,5.3489431836505468e-10,5.335125674577057e-10,0.99999999999969302,4.5013857547313485e-05
0.014170000000000006,0.010150645469320613,0.49005723572644605,-8.2518288372659686e-08,0.0083066659466746531,0.78189089902619269,0.78189089845068804,0.040141390849648385,0.0099926894103705664,2.7595930380674872e-05,0.0099926904900939414,0.010150645469312949,8.1185013006994518e-07,5.7109459954884934e-10,4.0134562340207462e-13,0,2.1060208203089745e-13,7.0098035119399417e-12,5.6150152896206029e-11,0.24495043860502441,1.1553527134012272e-22,0,217,5.7961403997814261e-10,7.014466985704172e-11,5.7550673495965659e-10,5.7387827823163207e-10,0.99999999999966993,4.5036141641495754e-05
0.015170000000000006,0.010160698002575703,0.49005723564516757,-8.0036121792011333e-08,0.0083148923236006783,0.78164344449416689,0.78164344387805029,0.040151443382996539,0.0099926894103379155,2.9183839845321531e-05,0.0099926905535710313,0.010160698002567092,8.1184213621952909e-07,6.110928554788498e-10,3.850253449400784e-13,6.1439061546588847e-08,2.4060701239918384e-13,7.5044986146244472e-12,6.0143046741746102e-11,0.24494546338351228,1.1830203621328259e-22,0,217,6.2082320874705863e-10,7.5094636478387044e-11,6.1611889281489692e-10,6.1422356090190533e-10,0.99999999999964695,4.5058436541047025e-05
0.016170000000000007,0.010170760388908144,0.49005723556637509,-7.7550303548897219e-08,0.0083231267636798053,0.78139599339609123,0.78139599273936289,0.040161505769413137,0.0099926894103054224,3.077251934937844e-05,0.0099926906170766366,0.010170760388898373,8.1183414034558592e-07,6.5105114189942522e-10,4.5852210917029477e-13,2.2401357260902089e-07,2.7263909498998803e-13,7.9991936526815172e-12,6.4139954541105714e-11,0.24494048333609414,1.192131030796657e-22,0,217,6.6207277999490989e-10,8.0044603099732369e-11,6.5673080178161998e-10,6.545489705800378e-10,0.99999999999962375,4.5080742250870388e-05
0.017170000000000008,0.010180832637772814,0.49005723549006913,-7.5060829648734701e-08,0.0083313692746510917,0.78114854579500481,0.78114854509766529,0.040171578018359286,0.0099926894102729379,3.2361969242330483e-05,0.0099926906806139925,0.010180832637762935,8.1182614244316136e-07,6.9096949916919074e-10,4.0545344859318936e-13,2.7717762049642615e-07,3.0669682943272144e-13,8.4938886245500132e-12,6.8140880207147882e-11,0.24493549845823914,1.208752592273302e-22,0,217,7.033627928013717e-10,8.4994569721077693e-11,6.9734247171067013e-10,6.948541741991221e-10,0.99999999999960054,4.5103058775870657e-05
0.018170000000000009,0.010190914758633256,0.49005723541625312,-7.2567696090491389e-08,0.008339619864258567,0.78090110175394489,0.78090110101599408,0.040181660139296638,0.0099926894102403702,3.3952189873855025e-05,0.0099926907441835605,0.010190914758624017,8.1181814250094943e-07,7.3084796753188679e-10,4.7106762934856489e-13,4.2722437342499049e-07,3.4277841665991899e-13,8.9885835277610934e-12,7.2145827674028645e-11,0.24493050874541383,1.229761525495534e-22,0,217,7.4469328630497378e-10,8.9944536342423017e-11,7.3795391245125676e-10,7.3513883869225083e-10,0.99999999999957723,4.5125386120954355e-05
0.01917000000000001,0.010201006760961702,0.49005723534493412,-7.0070898877647411e-08,0.0083478785402537423,0.7806536613359456,0.78065366055738383,0.040191752141695014,0.0099926894102075198,3.55431815935999e-05,0.0099926908077816578,0.010201006760952454,8.1181014052433811e-07,7.7068658709697993e-10,4.8505643945884853e-13,4.4579134290372107e-07,3.8089005219818021e-13,9.4832783649838418e-12,7.6154800875716438e-11,0.24492551419307945,1.2642764528160968e-22,0,217,7.8606429966386482e-10,9.4894502963768342e-11,7.7856513385340677e-10,7.7540374121554123e-10,0.9999999999995538,4.514772429102974e-05
0.020170000000000011,0.010211108654239059,0.49005723527611283,-6.7570434002031001e-08,0.0083561453103955553,0.78040622460403863,0.78040622378486613,0.040201854035049417,0.0099926894101740708,3.7134944751420074e-05,0.0099926908714113704,0.01021110865423052,8.1180213649477992e-07,8.1048539797457594e-10,4.6140868903432149e-13,4.2120498493619472e-07,4.2102851720411069e-13,9.9779731331717152e-12,8.0167803746646577e-11,0.24492051479669383,1.2864026071710841e-22,0,217,8.2747587209504782e-10,9.9844469585113666e-11,8.1917614576510334e-10,8.1564843767978346e-10,0.99999999999953071,4.5170073291006784e-05
0.021170000000000012,0.010221220447954935,0.49005723520979405,-6.5066297454403332e-08,0.0083644201824488972,0.78015879162125257,0.78015879076146966,0.040211965828836523,0.0099926894101411545,3.8727479697277157e-05,0.0099926909350717547,0.010221220447945052,8.1179413040970813e-07,8.5024444039770253e-10,4.8716586320563733e-13,4.7473705774766179e-07,4.6319672741697229e-13,1.0472667833255568e-11,8.4184840228700152e-11,0.24491551055171087,1.2992637963873146e-22,0,217,8.6892804281552611e-10,1.0479443620645899e-10,8.597869580335125e-10,8.5587281706267504e-10,0.99999999999950717,4.5192433125797181e-05
0.022170000000000013,0.010231342151607628,0.4900572351459816,-6.2558485221820164e-08,0.0083727031641870221,0.77991136245061343,0.77991136155022001,0.040222087532551382,0.0099926894101077298,4.0320786781270472e-05,0.0099926909987624567,0.010231342151597555,8.1178612226854614e-07,8.899637541793118e-10,5.526690216585556e-13,3.8281776245430497e-07,5.0739390605634488e-13,1.0967362464696267e-11,8.8205914267936407e-11,0.24491050145357918,1.3358395669324882e-22,0,217,9.1042085110115804e-10,1.0974440282780432e-10,9.0039758050702624e-10,8.9607710140882091e-10,0.99999999999948386,4.5214803800314338e-05
0.023170000000000014,0.010241473774704159,0.49005723508467969,-6.0046993287656144e-08,0.008380994263389157,0.77966393715514415,0.77966393621414054,0.040232219155716238,0.0099926894100740363,4.1914866353613461e-05,0.0099926910624830653,0.010241473774692329,8.1177811206009668e-07,9.2964337952684056e-10,6.0229599085932877e-13,8.1617021188909727e-08,5.5362458677966507e-13,1.1462057029714843e-11,9.2231029814704952e-11,0.24490548749774552,1.3573709334791333e-22,0,217,9.5195433626049874e-10,1.1469436944914964e-10,9.4100802303199301e-10,9.3626184582973337e-10,0.99999999999946021,4.5237185319473391e-05
0.024170000000000014,0.010251615326760244,0.49005723502588822,-5.7531817631620815e-08,0.0083892934878440229,0.77941651579786442,0.77941651481625074,0.040242360707856535,0.0099926894100404104,4.3509718764649747e-05,0.0099926911262372548,0.010251615326747331,8.1177009978022106e-07,9.6928335634851444e-10,5.9885429948298877e-13,3.4175351086794479e-07,6.0188580202911026e-13,1.195675152608811e-11,9.6260190814251772e-11,0.24490046867965085,1.3529187919644299e-22,0,217,9.9352853764134049e-10,1.1964433607049495e-10,9.8161829545598737e-10,9.7642616214699274e-10,0.99999999999943701,4.5259577688191203e-05
0.025170000000000015,0.01026176681730033,0.49005723496961717,-5.5012954229730115e-08,0.0083976008453436803,0.77916909844179116,0.77916909741956775,0.040252512198468829,0.0099926894100063456,4.5105344364830321e-05,0.0099926911900188858,0.010261766817286248,8.117620854232611e-07,1.0088837245792292e-09,6.2849725424049862e-13,3.4369714840265502e-07,6.5217992126657898e-13,1.2451445952596648e-11,1.0029340122347051e-10,0.24489544499473287,1.373904725134713e-22,0,217,1.0351434946307118e-09,1.2459430269184029e-10,1.0222284076241314e-09,1.0165704944498088e-09,0.9999999999994138,4.528198091138634e-05
0.026170000000000016,0.010271928255857597,0.49005723491586517,-5.2490399054272081e-08,0.0084059163436921835,0.77892168514993776,0.7789216840871046,0.040262673637095452,0.009992689409972156,4.6701743504754358e-05,0.0099926912538329873,0.01027192825584429,8.1175406898034697e-07,1.0484445240878948e-09,6.1417537722282522e-13,3.2510495527493101e-07,7.0450879437504886e-13,1.2946140308640187e-11,1.0433066500391535e-10,0.2448904164384241,1.4149278812249608e-22,0,217,1.0767992466483384e-09,1.295442693131856e-10,1.062838369381139e-09,1.0566946206935768e-09,0.99999999999939038,4.5304394993979106e-05
0.027170000000000017,0.010282099651973955,0.4900572348646382,-4.9964148073913217e-08,0.008414239990696043,0.77867427598531469,0.77867427488187191,0.040272845033283385,0.0099926894099383601,4.829891653511649e-05,0.009992691317677228,0.010282099651960936,8.1174605045532295e-07,1.0879657947181315e-09,7.5339734451091507e-13,0,7.5887511654677758e-13,1.3440834592958573e-11,1.0837198612578908e-10,0.24488538300615634,1.4400305765593805e-22,0,218,1.1184958331597223e-09,1.3449423593453094e-10,1.103448190571315e-09,1.0967993180344138e-09,0.99999999999936684,4.5326819940891509e-05
0.028170000000000018,0.010292281015200046,0.49005723481593816,-4.743419725357796e-08,0.0084225717941708855,0.77842687101092856,0.77842686986687637,0.040283026396569471,0.0099926894099043682,4.9896863806760358e-05,0.009992691381553509,0.010292281015185501,8.1173802982943836e-07,1.1274475763294421e-09,6.6524563635561503e-13,6.1529346770234636e-07,8.152743697516293e-13,1.3935528810007583e-11,1.1241736854080019e-10,0.24488034469335457,1.4623055595829647e-22,0,218,1.1602332936434442e-09,1.3944420255587625e-10,1.1440578810401903e-09,1.1368833652269927e-09,0.99999999999934364,4.5349255757047291e-05
0.029170000000000019,0.010302472355095288,0.49005723476977042,-4.4900542554498908e-08,0.0084309117619409298,0.77817947028978307,0.7781794691051217,0.040293217736527102,0.0099926894098696668,5.1495585670614268e-05,0.0099926914454601355,0.010302472355081223,8.117300071053132e-07,1.1668899086864416e-09,7.2641892501250377e-13,0,8.7371354810564659e-13,1.4430222957515485e-11,1.1646681622851938e-10,0.24487530149544012,1.4941611022866593e-22,0,218,1.2020116676434791e-09,1.4439416917722159e-10,1.1846674506308437e-09,1.1769479835166408e-09,0.9999999999993201,4.5371702447371893e-05
