time_label,variant,mean_deta_dmu2_pred,mean_abs_deta_dsigma_pred
t_rev_p1,ideal,-0.02905970513583188,0.38390422446033995
t_rev_p1,measured_root,-0.005516991208373922,0.6581175052143781
t_rev_p1,measured_cohort,-0.021830880304778397,0.3794176139971624
t_10,ideal,-0.02905970513583188,0.38390422446033995
t_10,measured_root,1.601599867936841e-05,0.8040892345551803
t_10,measured_cohort,0.0017242420708928731,0.5820552191110869
t_rev_p1,ACTUAL,0.07282129790652984,0.09877049143985177
t_10,ACTUAL,0.08944791573107015,0.1924371037980056
