t,tau,S,m1,m2,L1,L2,L,Sdot_labels,Sdot_data,Ldot_labels,strong_mass,strong_theta_mean_deg,strong_theta_std_deg,strong_theta_q05_deg,strong_theta_q25_deg,strong_theta_q50_deg,strong_theta_q75_deg,strong_theta_q95_deg,strong_psi_mean_deg,strong_inactive_frac@-85.0,weak_mass,weak_theta_mean_deg,weak_theta_std_deg,weak_theta_q05_deg,weak_theta_q25_deg,weak_theta_q50_deg,weak_theta_q75_deg,weak_theta_q95_deg,weak_psi_mean_deg,weak_inactive_frac@-85.0,strip0.01@-85.0,strip0.03@-85.0,strip0.1@-85.0,E@-85.0,D1@-85.0,D2@-85.0,D1_strong_radial@-85.0,D1_strong_inrot@-85.0,D1_strong_outrot@-85.0,D1_strong@-85.0,D1_weak_radial@-85.0,D1_weak_inrot@-85.0,D1_weak_outrot@-85.0,D1_weak@-85.0,D1_other_radial@-85.0,D1_other_inrot@-85.0,D1_other_outrot@-85.0,D1_other@-85.0,D2_strong_radial@-85.0,D2_strong_inrot@-85.0,D2_strong_outrot@-85.0,D2_strong@-85.0,D2_weak_radial@-85.0,D2_weak_inrot@-85.0,D2_weak_outrot@-85.0,D2_weak@-85.0,D2_other_radial@-85.0,D2_other_inrot@-85.0,D2_other_outrot@-85.0,D2_other@-85.0
0.0,0.0,0.00019999999999999977,4.999999999999985e-05,4.99999999999996e-05,0.5024497512562491,0.22469975056180438,0.36357475090902674,0.0006544672749999956,0.000654467274999997,-0.00027188546672116695,4.999999999999994e-05,-6.5052130349130345e-15,25.980759016384795,-40.521972656250156,-22.521972656250888,-0.021972656252237294,22.478027343748213,40.47802734374964,-6.5052130349130345e-15,0.44433593750000006,4.999999999999994e-05,-2.1684043449710112e-15,25.980759016384784,-40.521972656250135,-22.52197265625088,-0.021972656252210537,22.47802734374821,40.47802734374963,-2.1684043449710112e-15,1.0,0.006347656250000004,0.019042968750000003,0.063720703125,0.49995000125000005,-1.4895002230776979e-05,4.5703615374449565e-08,-3.8619416565102614e-05,1.5386082596852634e-05,1.538608259685263e-05,-7.847251371397345e-06,-0.0,-0.0,-0.0,0.0,-3.1602840172282474e-05,1.227754465645141e-05,1.227754465645141e-05,-7.047750859379652e-06,-3.561888673148431e-10,2.2758324659695724e-08,2.2758324659695724e-08,4.51604604520766e-08,-0.0,-0.0,-0.0,0.0,-1.4723030723059806e-12,2.723136129235848e-10,2.723136129235848e-10,5.431549227748636e-10
0.01,0.09,0.0002067961930406049,5.472699828852044e-05,5.205811036404378e-05,0.5024450098927143,0.22469882467870805,0.3635719172857112,0.0007054698331584255,0.0007054698331584268,-0.00029517421572815495,5.52144222718631e-05,0.02992421700434006,25.718175125280883,-40.28379677293776,-22.024723483652107,-0.09274787259959315,22.11883133620243,40.32665955909935,0.029924000856850923,0.4421789790435812,5.202190515969573e-05,-0.048472733881163944,25.999552491484696,-40.630190124268196,-22.688605372145574,0.1926914457396514,22.370063311281875,40.401059847065255,-0.04847251265247311,1.0,0.006557479449689468,0.019672292763333092,0.06531067780791515,0.49994984906642564,-1.5645984689391163e-05,5.1728560185712e-08,-4.206607746919014e-05,1.6731230243522808e-05,1.6731250766138587e-05,-8.603596459528746e-06,-0.0,-0.0,-0.0,0.0,-3.182495654550461e-05,1.239127213838297e-05,1.2391296177259222e-05,-7.042388229862417e-06,-4.0430187039302695e-10,2.579466040451839e-08,2.579547116312574e-08,5.11858296972511e-08,-0.0,-0.0,-0.0,0.0,-1.471556358147696e-12,2.7210873798932553e-10,2.72093307257722e-10,5.427304888888999e-10
0.02,0.18,0.00021412398588408271,5.9900863022980024e-05,5.420094271792636e-05,0.5024398204832803,0.2246978603566704,0.36356884041997534,0.0007608502725472077,0.000760850272547206,-0.0003205649398357338,6.0981686497058e-05,0.07503626891991037,25.47095465206954,-40.06345029564059,-21.521038542885826,-0.1415473591960052,21.784599221364918,40.20953537978794,0.0750353771051718,0.44073921515534914,5.408284817827249e-05,-0.07113964790846608,26.000342141237834,-40.69028679035648,-22.80983547174198,0.433329375328022,22.269180233895646,40.32355121210027,-0.07113874540313192,1.0,0.00665041709061963,0.020223951258222655,0.06733268848447858,0.4999496892237689,-1.6440109819675382e-05,5.856059859599851e-08,-4.579537595292186e-05,1.8183238074878237e-05,1.818328314702711e-05,-9.428854731016516e-06,-0.0,-0.0,-0.0,0.0,-3.189677036816861e-05,1.2442733380476499e-05,1.244278189903324e-05,-7.011255088658872e-06,-4.5893848825620387e-10,2.923766700030183e-08,2.9239566802465703e-08,5.801829531451133e-08,-0.0,-0.0,-0.0,0.0,-1.4708136169681867e-12,2.719029549148316e-10,2.7187114038391166e-10,5.423032816817751e-10
0.03,0.27,0.00022202910573225146,6.556383440720064e-05,5.643198455951628e-05,0.5024341406868514,0.22469685598100825,0.3635654983339298,0.0008210041033674533,0.0008210041033674552,-0.0003482521654583474,6.724134271837267e-05,0.1325525803957769,25.19109777933981,-39.783886909649354,-20.975136892069184,-0.17227249788877724,21.432853917909693,40.048384667927614,0.13255051058525325,0.43891667526936196,5.6237952423488584e-05,-0.11321558318840609,26.00923629461319,-40.78652888536553,-22.954400156351767,0.6534137470607577,22.153210526023667,40.24098697196822,-0.11321351204088674,1.0,0.0068925216185952935,0.020820956126362398,0.06925954685266546,0.49994952128534687,-1.7280181896973965e-05,6.630652895684878e-08,-4.967531663120618e-05,1.9685824408607616e-05,1.968589829094505e-05,-1.0303593931653517e-05,-0.0,-0.0,-0.0,0.0,-3.195188601840545e-05,1.2487612324104054e-05,1.2487685728980984e-05,-6.976587965320415e-06,-5.209841336480477e-10,3.31411409875596e-08,3.314449877405919e-08,6.576465562797074e-08,-0.0,-0.0,-0.0,0.0,-1.4700750508503171e-12,2.7169630625623e-10,2.7164709806323646e-10,5.418733292686161e-10
0.04,0.36,0.000230561415213895,7.176214452938627e-05,5.875486688824012e-05,0.5024279241621973,0.22469580986737225,0.36356186701478477,0.0008863634461924969,0.0008863634461924994,-0.0003784486185669229,7.409451412296677e-05,0.20143980787361565,24.90413714466983,-39.48413689515224,-20.410676846326492,-0.18691030198718403,21.08482471287689,39.88252678675535,0.20143601208508374,0.43723934712949547,5.8462499751954795e-05,-0.15179511238106666,26.013160955792856,-40.87658759505883,-23.08741121056798,0.8746162302472925,22.03367222017299,40.155788680560484,-0.15179135467291968,1.0,0.007154940600678222,0.021510038185082115,0.07150391945875446,0.49994934478653413,-1.8169215236744584e-05,7.508861751209502e-08,-5.377973741510462e-05,2.1268529746485428e-05,2.1268637109600476e-05,-1.1242570559018717e-05,-0.0,-0.0,-0.0,0.0,-3.191808990235716e-05,1.2495673357148021e-05,1.2495771867483232e-05,-6.926644677725905e-06,-5.914438399842908e-10,3.756667260671897e-08,3.757194808318486e-08,7.454717684991953e-08,-0.0,-0.0,-0.0,0.0,-1.4693408723999209e-12,2.714888376351967e-10,2.7142116555198145e-10,5.414406623147783e-10
0.05,0.45,0.0002397752953523184,7.854639442883993e-05,6.117337010083007e-05,0.5024211201903164,0.22469472025855677,0.36355792022443656,0.0009574004558893964,0.000957400455889398,-0.00041138693357251326,8.156537625558884e-05,0.2969201587523137,24.600063511644507,-39.124982680448404,-19.807587243417164,-0.17335531933019627,20.74841879223821,39.71384993412404,0.2969140422689533,0.435853524085223,6.075779659060281e-05,-0.18649151553562035,26.011994601656085,-40.96019510464911,-23.208084566747058,1.0960723629265692,21.910900668135096,40.0680892240137,-0.18648551986049222,1.0,0.007336380987872323,0.022211646106703793,0.07392998620212327,0.49994915923275435,-1.911044917464223e-05,8.504549886275515e-08,-5.803529964301178e-05,2.289934285574563e-05,2.2899488511678364e-05,-1.2236468275587787e-05,-0.0,-0.0,-0.0,0.0,-3.187038983884181e-05,1.2498142529092872e-05,1.2498266410694535e-05,-6.873980899054403e-06,-6.714581147005844e-10,4.258409031196368e-08,4.2591861351143855e-08,8.450449354840694e-08,-0.0,-0.0,-0.0,0.0,-1.4686113033456884e-12,2.712805981866037e-10,2.71193327828955e-10,5.41005314712213e-10
0.06,0.54,0.000249730064353788,8.597196674064565e-05,6.369143012769159e-05,0.5024136732612108,0.2246935853211457,0.36355362929117824,0.0010346310666617966,0.0010346310666617944,-0.0004473215224956219,8.977149862630505e-05,0.3836388851942041,24.301415693727584,-38.78463915655246,-19.217215991967226,-0.1635187091070546,20.40675410381302,39.538529597186,0.3836297976419081,0.4344181121368767,6.312511204777751e-05,-0.21691465813045452,26.005603540653585,-41.03706314222006,-23.315594584423994,1.316965519634522,21.785219091608454,39.978017385370066,-0.2169058362521607,1.0,0.007644522389094631,0.02296013693638707,0.07670756663289756,0.4999489640973137,-2.0107366174735288e-05,9.633407230503793e-08,-6.260325637305172e-05,2.4644067677586208e-05,2.4644257145569256e-05,-1.331493154989625e-05,-0.0,-0.0,-0.0,0.0,-3.164927953325498e-05,1.2428347971428998e-05,1.2428496936986906e-05,-6.79243462483907e-06,-7.623208788418453e-10,4.8272417592310864e-08,4.8283408267945215e-08,9.579350498141424e-08,-0.0,-0.0,-0.0,0.0,-1.4678865785876198e-12,2.710716409440443e-10,2.709635697240861e-10,5.405673240895429e-10
0.07,0.6300000000000001,0.0002604904355760525,9.4099477268979e-05,6.631314481903858e-05,0.5024055226217222,0.22469240314198394,0.36354896288185307,0.001118619088254417,0.0011186190882544066,-0.00048653061936105695,9.87164277698891e-05,0.4926934564502963,23.987671987138818,-38.38497723990278,-18.59763915631298,-0.13166375846722506,20.075353361642293,39.36022913015385,0.4926806964912592,0.43276742966219695,6.556567285795845e-05,-0.242671209365155,25.99384145789918,-41.1068822805313,-23.40908142359916,1.5365058289344404,21.65693554255006,39.88569796123594,-0.24265893254619386,1.0,0.007797857469109441,0.023930930931736632,0.07968517195152812,0.4999487588190611,-2.116371533224717e-05,1.0913345330708592e-07,-6.732784294816975e-05,2.6436037048438172e-05,2.64362755194942e-05,-1.4455530380237369e-05,-0.0,-0.0,-0.0,0.0,-3.141238399358635e-05,1.2352012491252527e-05,1.2352186550324052e-05,-6.70818495200977e-06,-8.65499700443345e-10,5.472180691774993e-08,5.4736987457375856e-08,1.0859329467468245e-07,-0.0,-0.0,-0.0,0.0,-1.467166795802623e-12,2.708770956821586e-10,2.7074870389393187e-10,5.40158632780288e-10
0.08,0.72,0.00027212701835026114,0.00010299526915112704,6.904278059802935e-05,0.5023966017807816,0.2246911717244632,0.3635438867526224,0.0012099806861438243,0.0012099806861438143,-0.0005293185161293623,0.0001085405630232197,0.6230618452278393,23.681248936449162,-37.96184201668068,-17.967302325797284,-0.08021164262890855,19.770203197595276,39.21630330166904,0.6230446551017914,0.43187514544632105,6.804025699788323e-05,-0.236800794031325,25.96136868085026,-41.12444466361031,-23.444330777664074,1.7785334379932858,21.538750931556393,39.79424542958045,-0.2367843780605661,1.0,0.008229446551752078,0.02469111372847297,0.08286210116507872,0.49994854279986256,-2.2283528513671592e-05,1.2364482130037073e-07,-7.22934871080318e-05,2.8308722139746202e-05,2.830901550105627e-05,-1.5675749467229337e-05,-0.0,-0.0,-0.0,0.0,-3.1077288582451556e-05,1.2234655390601383e-05,1.223485414540791e-05,-6.607779046442265e-06,-9.826586465238843e-10,6.203363645290214e-08,6.205408787779149e-08,1.2310506568416973e-07,-0.0,-0.0,-0.0,0.0,-1.4664519010155875e-12,2.706867864790897e-10,2.7053528296213976e-10,5.397556175402139e-10
0.09,0.8099999999999999,0.0002847168656728038,0.00011273195362039282,7.188477937409382e-05,0.5023868379680724,0.22468988898461079,0.3635383634763416,0.0013093892815760036,0.0013093892815759975,-0.0005760180079680998,0.00011916536520954619,0.7372647102252334,23.340035682817206,-37.484838433010424,-17.334410855105002,-0.04045283137661621,19.424823903485173,38.990477911874024,0.7372422563605132,0.43075379601811525,7.067119450380425e-05,-0.278596889198073,25.953552884865022,-41.22402514090779,-23.550284693847136,1.9688480274880094,21.393750433729483,39.69479613432327,-0.27857563366762766,1.0,0.008588106356135154,0.025782881065148217,0.08632233652272212,0.4999483154018761,-2.34711445015244e-05,1.4009460596884622e-07,-7.741529946335121e-05,3.0224768694680446e-05,3.0225122443981752e-05,-1.696540832468902e-05,-0.0,-0.0,-0.0,0.0,-3.073109079003678e-05,1.2112565653550726e-05,1.211278895965066e-05,-6.50573617683539e-06,-1.1156837828760775e-09,7.032190537742143e-08,7.034903399768308e-08,1.3955525559222845e-07,-0.0,-0.0,-0.0,0.0,-1.4657421513448327e-12,2.704960746648385e-10,2.7032004487856383e-10,5.393503773920575e-10
