step,time,rate_upper,gate_rate,gate_forcing_upper,eta_upper,eta_smooth_upper,eta_gate_upper,tube_radius_upper,radius_upper
17031,3.4062,0.0905206989837032,1.0,1.4415732736512387e-05,9.568791990391953e-06,4.061236338312016e-06,5.507555652079935e-06,2.2392607177835622e-06,1.2086552562490259e-06
17032,3.4064,0.09046370865189772,1.0,1.5342342562270264e-05,1.1244499531986445e-05,3.2032016067104936e-06,8.04129792527595e-06,2.244827511388903e-06,1.2142368322350008e-06
17033,3.4066,0.0904067692315175,1.0,1.4963215840586944e-05,1.386745129627406e-05,5.048239188122785e-06,8.819212108151272e-06,2.251475747348362e-06,1.2202684257397707e-06
17034,3.4068,0.09034986439603933,1.0,1.4810969177463798e-05,1.2157504490640429e-05,3.5063724683512714e-06,8.651132022289155e-06,2.2575070653818887e-06,1.2259288415368263e-06
17035,3.407,0.09029300324458384,1.0,1.4451198213864724e-05,1.4276295758552108e-05,6.4889169686091695e-06,7.787378789942938e-06,2.2638283466196075e-06,1.2319423202805422e-06
17036,3.4072,0.09029164376321165,1.0,1.4183655258157787e-05,1.0747623335451652e-05,2.1813843625960726e-06,8.566238972855578e-06,2.2693087448802705e-06,1.2371977842607659e-06
17037,3.4074,0.09023483431756932,1.0,1.3072192909254715e-05,1.1839533756896235e-05,2.724270926763676e-06,9.115262830132558e-06,2.2751392072247755e-06,1.2424504694634913e-06
17038,3.4076,0.09022414006318144,1.0,1.1071696155779634e-05,1.3190627253319288e-05,4.926204929853118e-06,8.264422323466169e-06,2.2813655847211863e-06,1.2475744026475038e-06
17039,3.4078,0.09016738372537675,1.0,1.2007857195378915e-05,8.37028556123818e-06,1.7409739651427126e-06,6.629311596095465e-06,2.2863647968094357e-06,1.2519225181834832e-06
17040,3.408,0.09011068481368525,1.0,1.1728900888344725e-05,1.37126269935073e-05,5.712465248373997e-06,8.0001617451333e-06,2.2931409458373563e-06,1.257284355060908e-06
17041,3.4082,0.09005400781521312,1.0,1.2633718395809121e-05,8.208084973773723e-06,2.229077995293452e-06,5.97900697848027e-06,2.297987836606446e-06,1.261727301592434e-06
17042,3.4084,0.08999737564783572,1.0,1.2950703882427838e-05,9.985166626918958e-06,3.935392829639736e-06,6.049773797279221e-06,2.303218203466003e-06,1.2665900616041144e-06
17043,3.4086,0.08994077968498326,1.0,1.2925027045236844e-05,9.24499977901702e-06,3.4256746062612073e-06,5.819325172755811e-06,2.3079940756977806e-06,1.271300682011897e-06
17044,3.4088,0.08988423698885274,1.0,1.3616763355074597e-05,1.212162831219973e-05,5.23043088870744e-06,6.891197423492289e-06,2.3141619953611034e-06,1.2767260657426505e-06
17045,3.409,0.0898277412996406,1.0,1.3622545052959241e-05,1.4633520905904686e-05,6.413586290351829e-06,8.219934615552856e-06,2.3211080209613015e-06,1.2826562074911416e-06
17046,3.4092,0.08977128105191878,1.0,1.3443023322208671e-05,1.3398743478218936e-05,5.103504403765922e-06,8.295239074453012e-06,2.3275646020781393e-06,1.2883047367690426e-06
17047,3.4094,0.0897148675097333,1.0,1.3269420244737702e-05,1.3573201816577517e-05,4.617831294616776e-06,8.955370521960739e-06,2.3347109772398088e-06,1.2939546538039094e-06
17048,3.4096,0.08965849071139008,1.0,1.3418070549640932e-05,1.2548277017881975e-05,3.3695099604742264e-06,9.178767057407747e-06,2.3413806122526213e-06,1.2994305137124884e-06
17049,3.4098,0.08960222241146369,1.0,1.3010095662899891e-05,3.63344591001513e-05,1.7294837233459357e-05,1.903962186669194e-05,2.35532699681978e-06,1.3095837033938443e-06
17050,3.41,0.08954590836559449,1.0,1.2056836744290625e-05,8.539499293070588e-06,2.0312412610991217e-06,6.5082580319714645e-06,2.360270287133702e-06,1.3139888208547949e-06
17051,3.4102,0.08948963248402368,1.0,1.0995246335641383e-05,7.970607429217961e-06,2.361453961840471e-06,5.609153467377489e-06,2.364664974239278e-06,1.3180687515353462e-06
17052,3.4104,0.08943337689201925,1.0,1.062098049208533e-05,3.67790449251478e-06,1.000982342447805e-06,2.6769221500669743e-06,2.366907853205327e-06,1.3212160610164067e-06
17053,3.4106,0.08937716944380708,1.0,1.0651033584455324e-05,5.139799208719209e-06,2.014874754976505e-06,3.1249244537427035e-06,2.3700276419387983e-06,1.3246624635271843e-06
17054,3.4108,0.08932101584008856,1.0,9.578329097092689e-06,1.038244863565685e-05,3.2492316859668655e-06,7.133216949689982e-06,2.374686954883949e-06,1.3289436819510035e-06
17055,3.411,0.08926489959929224,1.0,9.156803137483229e-06,9.209563050505472e-06,3.0267816303488205e-06,6.1827814201566505e-06,2.379096238145194e-06,1.3329069012137489e-06
17056,3.4112,0.08920884073374125,1.0,9.238930220809615e-06,1.5693667628369683e-05,7.300336959507985e-06,8.393330668861693e-06,2.3853548179354843e-06,1.3381843583841508e-06
17057,3.4114,0.08915281630344023,1.0,9.52574595890333e-06,1.3212531508605516e-05,4.415195580393408e-06,8.797335928212106e-06,2.3911854749891563e-06,1.343024038426164e-06
17058,3.4116,0.08909683462817923,1.0,1.0305692792768876e-05,1.3156013756982714e-05,4.829120484569012e-06,8.326893272413701e-06,2.3972852402092893e-06,1.3480094593228309e-06
17059,3.4118,0.0890408897525972,1.0,1.0608819223155105e-05,1.056075094720432e-05,3.766134034614971e-06,6.7946169125893465e-06,2.403014129110539e-06,1.3525374739425042e-06
17060,3.412,0.08898499829467443,1.0,1.083310597765683e-05,1.4781046202787853e-05,5.514917550910852e-06,9.266128651877001e-06,2.4101915218402477e-06,1.3579554729728936e-06
17061,3.4122,0.08892912844352151,1.0,1.081892351007386e-05,9.000536735817331e-06,3.5614097854956847e-06,5.439126950321645e-06,2.4154060502702847e-06,1.3622155723537942e-06
17062,3.4124,0.08887328407536106,1.0,1.0831721363467168e-05,6.116339821202673e-06,1.8584788015288553e-06,4.257861019673817e-06,2.4189988740798074e-06,1.365902242036548e-06
17063,3.4126,0.08881747649371358,1.0,1.096124504654114e-05,6.222375922809003e-06,1.2538533037092549e-11,6.222363384275965e-06,2.4222778238004264e-06,1.3696368164891155e-06
17064,3.4128,0.08876171984626045,1.0,1.1619443432956825e-05,9.56239368807239e-06,2.789783137256276e-06,6.772610550816111e-06,2.4267411489744214e-06,1.374171919287211e-06
17065,3.413,0.08875266595610944,1.0,1.1857121543873599e-05,2.0882360288352915e-05,1.0147863356439645e-05,1.0734496931913264e-05,2.4349778636228803e-06,1.381019787858236e-06
17066,3.4132,0.08869698548411711,1.0,1.1064314546814464e-05,1.4560695528940518e-05,5.581092327631692e-06,8.979603201308823e-06,2.441554179018047e-06,1.3864460830270548e-06
17067,3.4134,0.08868711786925203,1.0,1.1691341955229434e-05,1.2547747611833072e-05,4.420719601247241e-06,8.12702801058583e-06,2.4476463525309064e-06,1.3915963428203112e-06
17068,3.4136,0.0886182607239094,1.0,1.220220023580592e-05,9.565882546731179e-06,3.881559802026934e-06,5.684322744704243e-06,2.453032613738891e-06,1.3962534497776596e-06
17069,3.4138,0.0885626745829554,1.0,1.353312558758523e-05,9.473120460575065e-06,4.036486148530862e-06,5.436634312044202e-06,2.4585805771599908e-06,1.4011592148691285e-06
17070,3.414,0.08850711658271322,1.0,1.451673387962019e-05,6.248534871799607e-06,1.7948392070118227e-06,4.453695664787784e-06,2.4628928855858487e-06,1.4056177882760619e-06
17071,3.4142,0.08845160881613333,1.0,1.495392932289873e-05,1.0119379041565978e-05,4.2111223911463095e-06,5.908256650419666e-06,2.4683019370868855e-06,1.4109390185067074e-06
17072,3.4144,0.08839614283490946,1.0,1.527967369982743e-05,9.931748291404763e-06,3.0973095474274103e-06,6.8344387439773504e-06,2.4740044860368484e-06,1.4162890172927362e-06
17073,3.4146,0.08834073638691531,1.0,1.4643034711375442e-05,1.6318680390406852e-05,4.611743144334045e-06,1.1706937246072803e-05,2.481867308306197e-06,1.4227903488602256e-06
17074,3.4148,0.08828536280911614,1.0,1.4112498086740638e-05,1.403901813356691e-05,3.067365758019871e-06,1.0971652375547037e-05,2.4890320644137583e-06,1.4287309789731162e-06
17075,3.415,0.08823002890643616,1.0,1.4097641153552099e-05,1.3919956364156374e-05,2.749575497127001e-06,1.1170380867029372e-05,2.496189195392437e-06,1.4346460997454227e-06
17076,3.4152,0.08822385061574466,1.0,1.3943535067022655e-05,1.7505261177854425e-05,5.94324722372213e-06,1.156201395413229e-05,2.5046583851137883e-06,1.441248820712765e-06
17077,3.4154,0.08816858896027163,1.0,1.4170869586964868e-05,1.9080787694769003e-05,6.84529757665432e-06,1.223549011811468e-05,2.5134156184893716e-06,1.4482135743633522e-06
17078,3.4156,0.08814978768631836,1.0,1.4410215780364315e-05,1.36996472266503e-05,3.525453359760585e-06,1.0174193866889713e-05,2.520109407408628e-06,1.454151367720871e-06
17079,3.4158,0.08809456426599246,1.0,1.4403887461855843e-05,1.2108109514346632e-05,2.579428062156624e-06,9.528681452190006e-06,2.5261574013448665e-06,1.4597708293842708e-06
17080,3.416,0.08803939385402286,1.0,1.3683685561574956e-05,1.6133763400569447e-05,5.282031458253663e-06,1.0851731942315781e-05,2.5336597472085664e-06,1.4660526602735322e-06
17081,3.4162,0.08798425856553288,1.0,1.3308777365417082e-05,1.379445165630225e-05,3.4486559423563956e-06,1.0345795713945853e-05,2.5407477170275716e-06,1.4717929390318408e-06
17082,3.4164,0.08792918515465717,1.0,1.3700843823928055e-05,2.1479275304370757e-05,1.0059914462098213e-05,1.1419360842272543e-05,2.550140144232127e-06,1.479150004523677e-06
17083,3.4166,0.08791454153410766,1.0,1.2924186157526807e-05,1.5052485879516921e-05,4.3709703215352735e-06,1.0681515557981647e-05,2.557537700929248e-06,1.485067820475348e-06
17084,3.4168,0.08785949898810182,1.0,1.3126932619177482e-05,1.3208804903392545e-05,3.1932701786191646e-06,1.001553472477338e-05,2.563788523703543e-06,1.4906586851923656e-06
17085,3.417,0.08780449560580648,1.0,1.3718071082907206e-05,1.3885891030842064e-05,2.9165899825135633e-06,1.09693010483285e-05,2.5699611446799752e-06,1.4965044225378273e-06
17086,3.4172,0.08774952929177164,1.0,1.505310093112418e-05,1.2395948662921006e-05,1.2007618392907184e-06,1.1195186823630287e-05,2.575919065394324e-06,1.5023204294658176e-06
17087,3.4174,0.08769461391052918,1.0,1.4883694635018252e-05,1.6589291928436252e-05,5.5443406874060425e-06,1.1044951241030206e-05,2.583113786970038e-06,1.508942560205887e-06
17088,3.4176,0.08763974093533008,1.0,1.4707659777917294e-05,1.730576852122913e-05,5.084228439667498e-06,1.2221540081561628e-05,2.5907469478275967e-06,1.515674215179773e-06
17089,3.4178,0.08758490242877298,1.0,1.5395075882391815e-05,1.4017632411811908e-05,2.1276610316517306e-06,1.1889971380160176e-05,2.5978770614231953e-06,1.521887117398669e-06
17090,3.418,0.08753012224396242,1.0,1.598546013884341e-05,1.889475059101552e-05,4.679234536237327e-06,1.4215516054778187e-05,2.607025490303385e-06,1.5291949738838011e-06
17091,3.4182,0.08747538505681456,1.0,1.6121624448329454e-05,1.861134706903164e-05,5.1347414247980275e-06,1.3476605644233611e-05,2.6166161237414763e-06,1.5364749522169101e-06
17092,3.4184,0.08742068619648755,1.0,1.5476591549038417e-05,1.85346683682012e-05,7.226327332505382e-06,1.1308341035695814e-05,2.6260730811564315e-06,1.543612139214077e-06
17093,3.4186,0.0873660179778166,1.0,1.5252850320634994e-05,1.7838169690704567e-05,7.800829173609817e-06,1.0037340517094748e-05,2.6345977720821725e-06,1.5505667936914537e-06
17094,3.4188,0.08735888683235755,1.0,1.5143422719154652e-05,1.4974040081226855e-05,4.6734496252816375e-06,1.0300590455945217e-05,2.64174102102398e-06,1.5569281824542687e-06
17095,3.419,0.08730427016642618,1.0,1.4756455018452842e-05,1.7041340628264783e-05,3.111498759054081e-06,1.3929841869210698e-05,2.649660551895783e-06,1.5636270408591735e-06
17096,3.4192,0.08724968654294833,1.0,1.3173805056934315e-05,1.5278490647161932e-05,2.160697492204483e-06,1.3117793154957447e-05,2.656920603993648e-06,1.5696581663121626e-06
17097,3.4194,0.08719514159620353,1.0,1.2227713200480746e-05,1.649405154318702e-05,5.0248075857618295e-06,1.1469243957425189e-05,2.6640905552795846e-06,1.5757444858850996e-06
17098,3.4196,0.087140627754508,1.0,1.1798344430751655e-05,1.356178441398009e-05,2.6633585502065985e-06,1.0898425863773488e-05,2.67045218418401e-06,1.5811597115138043e-06
17099,3.4198,0.08708615514917355,1.0,1.1328425211416911e-05,1.4036400384532765e-05,2.760818190605617e-06,1.1275582193927146e-05,2.6770371999374985e-06,1.586577036887889e-06
17100,3.42,0.08703172459479429,1.0,9.391374404080798e-06,1.558844161156747e-05,4.054518996313743e-06,1.1533922615253725e-05,2.6839417332763944e-06,1.5919185126198597e-06
17101,3.4202,0.08697732403606143,1.0,8.27713689078029e-06,1.3679051253327306e-05,3.0725928162371686e-06,1.0606458437090135e-05,2.689888185277555e-06,1.5966563410862189e-06
17102,3.4204,0.08696723604730845,1.0,8.762510025580458e-06,1.1312857941444512e-05,8.092879048055392e-07,1.0503570036638971e-05,2.6951515251726718e-06,1.6010189914942456e-06
17103,3.4206,0.08691291344764845,1.0,8.963210809560621e-06,2.0582592243824197e-05,9.839264099656939e-06,1.0743328144167257e-05,2.7031369911045633e-06,1.607276865900036e-06
17104,3.4208,0.08685860594798632,1.0,9.337360306041698e-06,1.3007131108425563e-05,2.3636413590552506e-06,1.0643489749370312e-05,2.7088511097316654e-06,1.6120956644379903e-06
17105,3.421,0.08684231356681081,1.0,9.526735441106758e-06,1.3048597051560155e-05,2.094155098566086e-06,1.0954441952994067e-05,2.7145631367190995e-06,1.6169616785326917e-06
17106,3.4212,0.08682677625546753,1.0,1.0233434030108461e-05,1.4414276753633753e-05,3.26899667049625e-06,1.11452800831375e-05,2.721098956600535e-06,1.6222432661354094e-06
17107,3.4214,0.08677256898868246,1.0,1.1573149673105807e-05,1.5021090049423275e-05,4.16104613100781e-06,1.0860043918415463e-05,2.728606696256263e-06,1.6279153323785577e-06
17108,3.4216,0.08671842932760487,1.0,1.2498857190657308e-05,2.5115181053147473e-05,4.412178212648325e-06,2.0703002840499145e-05,2.739318675765927e-06,1.635792813175281e-06
17109,3.4218,0.08666436373628848,1.0,1.2395127847803113e-05,3.863438537276251e-05,1.771968857478168e-05,2.0914696797980823e-05,2.7536973294629145e-06,1.6463553751250913e-06
17110,3.422,0.08661029408004298,1.0,1.2360462147565475e-05,2.3913624535970695e-05,3.3791564226861605e-06,2.053446811328453e-05,2.763703599207875e-06,1.6539688090550673e-06
17111,3.4222,0.08655623454792577,1.0,1.2838748220701467e-05,1.2037438297261188e-05,4.481691443128525e-06,7.5557468541326626e-06,2.7701969405580614e-06,1.6593040520660648e-06
17112,3.4224,0.08650220417799365,1.0,1.3311913890093372e-05,8.421155291087568e-06,2.3049788358489743e-06,6.116176455238593e-06,2.7756676958209945e-06,1.6640117448776323e-06
17113,3.4226,0.08644820958912168,1.0,1.2589271603947762e-05,8.706418433444894e-06,3.192364420460384e-06,5.514054012984508e-06,2.780771231270972e-06,1.668632957453933e-06
17114,3.4228,0.08639425251110805,1.0,1.2451458416235329e-05,8.602463136275417e-06,3.578134958093699e-06,5.024328178181717e-06,2.7857585410726237e-06,1.6732067972966785e-06
17115,3.423,0.08634032610019411,1.0,1.1375375184020813e-05,6.462332009097834e-06,2.0215279941245877e-06,4.440804014973245e-06,2.789907014405483e-06,1.6771383002184149e-06
17116,3.4232,0.0862864538258087,1.0,1.1185172195439962e-05,1.0169231461391666e-05,4.40526528665197e-06,5.763966174739694e-06,2.7957152515169422e-06,1.6817740550306566e-06
17117,3.4234,0.08623261057527985,1.0,1.1756428757650881e-05,6.606455464502609e-06,1.0063714985756481e-08,6.5963917495168516e-06,2.800593129375791e-06,1.685812430085111e-06
17118,3.4236,0.08617882276920683,1.0,1.1815377730521914e-05,1.3045452758529523e-05,4.688678996263056e-06,8.356773762266466e-06,2.8072040253704233e-06,1.6911513948211123e-06
17119,3.4238,0.0861250712625605,1.0,1.1826936007393053e-05,1.1661765111339574e-05,3.1664128964306985e-06,8.495352214908873e-06,2.81364807491826e-06,1.6962170456038147e-06
17120,3.424,0.08607137624720927,1.0,1.1771696821739016e-05,1.7920378567632775e-05,8.300712924437625e-06,9.619665643195147e-06,2.8219821465823246e-06,1.7025245882572685e-06
17121,3.4242,0.08601770095312779,1.0,1.1729810663016506e-05,1.3130902629584e-05,5.232661057326361e-06,7.898241572257637e-06,2.82842017186222e-06,1.707867105469442e-06
17122,3.4244,0.0860045376533951,1.0,1.1871675853959293e-05,8.745049814189442e-06,2.6767734615957053e-06,6.068276352593736e-06,2.8334575071883236e-06,1.7123618890061827e-06
17123,3.4246,0.08598245679388725,1.0,1.2193056959837026e-05,1.3560785414415557e-05,6.383715930101434e-06,7.17706948431412e-06,2.840105534427555e-06,1.7178851762728565e-06
17124,3.4248,0.08592885421487521,1.0,1.3018552938048975e-05,8.185099838966588e-06,3.751786666892927e-06,4.433313172073658e-06,2.8453498220470436e-06,1.7224995081099588e-06
17125,3.425,0.08587529376990119,1.0,1.4074053311790918e-05,8.485822997393777e-06,3.359989415093997e-06,5.125833582299778e-06,2.8509968128914604e-06,1.7273860979071802e-06
17126,3.4252,0.08582177763914561,1.0,1.3696218812266602e-05,1.0909777678822816e-05,4.825684610348011e-06,6.084093068474804e-06,2.85729058649839e-06,1.7326829990223394e-06
17127,3.4254,0.08576829835737512,1.0,1.3174289960000552e-05,1.0812937676728614e-05,4.610510848075803e-06,6.20242682865281e-06,2.8634279471604063e-06,1.7378572647890143e-06
17128,3.4256,0.08571484243539407,1.0,1.337621355913364e-05,6.343310012920749e-06,1.8502470929722776e-06,4.49306291994847e-06,2.867953919789976e-06,1.7421790021891711e-06
17129,3.4258,0.08566143317020877,1.0,1.3408929982257402e-05,8.418337256394227e-06,3.2476263641054365e-06,5.170710892288788e-06,2.8733454344271726e-06,1.7469232539938546e-06
17130,3.426,0.08560805972576842,1.0,1.3915466922368106e-05,8.052591209894993e-06,1.4983583196629981e-06,6.554232890231994e-06,2.8785436461775692e-06,1.7516966786012292e-06
17131,3.4262,0.08563409795849597,1.0,1.4402419836004471e-05,1.2076589190180283e-05,4.588167916737497e-06,7.488421273442784e-06,2.8852105613399364e-06,1.7573734370011265e-06
17132,3.4264,0.08558184331403713,1.0,1.4760337252091015e-05,1.2380407198895864e-05,3.1576246727563917e-06,9.22278252613947e-06,2.8920778297635347e-06,1.7631837711668528e-06
17133,3.4266,0.08552961998770474,1.0,1.5082937087093278e-05,9.159115932785236e-06,3.162967150496833e-06,5.996148782288401e-06,2.8982610451734786e-06,1.7684155473168929e-06
17134,3.4268,0.08547745132571413,1.0,1.481811256400057e-05,1.6386333068703313e-05,7.316043488586216e-06,9.070289580117094e-06,2.906301927797698e-06,1.7750410706432663e-06
17135,3.427,0.08542530649086708,1.0,1.4797418237630913e-05,1.1343991436337593e-05,3.904098735259067e-06,7.439892701078524e-06,2.9130094175168303e-06,1.7806552968379583e-06
17136,3.4272,0.08537320591146562,1.0,1.5624695380286334e-05,1.2593365604607828e-05,5.127403820655719e-06,7.465961783952107e-06,2.9203810094560193e-06,1.78668609868796e-06
17137,3.4274,0.08535726141201729,1.0,1.6385574685553756e-05,1.656972665376053e-05,6.494379933906988e-06,1.0075346719853538e-05,2.9290827123580218e-06,1.7936657550166989e-06
17138,3.4276,0.08530416857023868,1.0,1.6990192545824355e-05,1.4501427663086499e-05,5.80698899823991e-06,8.694438664846587e-06,2.9373522329701835e-06,1.800354139509566e-06
17139,3.4278,0.08525109746055094,1.0,1.5937339001929444e-05,8.985501359737039e-06,2.4341464543265137e-06,6.551354905410523e-06,2.9438266890301474e-06,1.8057300582441089e-06
17140,3.428,0.08519808723555544,1.0,1.532878723526129e-05,1.6690941151932952e-05,7.77005098907441e-06,8.920890162858539e-06,2.9526530540457744e-06,1.812526656421456e-06
17141,3.4282,0.08514510061539039,1.0,1.5899889296142637e-05,1.2201568928572736e-05,4.449970496165697e-06,7.751598432407038e-06,2.959996630560366e-06,1.8185409715674438e-06
17142,3.4284,0.08509214540423439,1.0,1.6388060492114007e-05,9.846575501414023e-06,3.347706539858658e-06,6.498868961555364e-06,2.966592641116077e-06,1.8241831678791642e-06
17143,3.4286,0.0850392232364558,1.0,1.5471176444828784e-05,1.0206199037887827e-05,2.5535699234998513e-06,7.652629114387974e-06,2.9726089945842066e-06,1.8297151052484041e-06
17144,3.4288,0.08505808579186289,1.0,1.4639630556835036e-05,1.5495908560647002e-05,4.40821808311708e-06,1.1087690477529916e-05,2.9803354161285654e-06,1.8361399796168036e-06
17145,3.429,0.0850063097919991,1.0,1.3807273223189318e-05,1.328850466701275e-05,1.910430152944852e-06,1.1378074514067895e-05,2.987519092177969e-06,1.8419582111465139e-06
17146,3.4292,0.08495456812711083,1.0,1.3178957502669447e-05,1.2141595958863696e-05,2.348663245381682e-06,9.792932713482013e-06,2.9943835775206645e-06,1.847422602874153e-06
17147,3.4294,0.08490286233071472,1.0,1.342733698768074e-05,1.2436870725852164e-05,2.6071441557187165e-06,9.829726570133446e-06,3.0011380350208044e-06,1.852996903966469e-06
17148,3.4296,0.08485120319439995,1.0,1.3196155218953093e-05,1.5229778291903562e-05,4.208473243775115e-06,1.1021305048128445e-05,3.0089214666837464e-06,1.859084796274644e-06
17149,3.4298,0.08482611860347898,1.0,1.2844604442502043e-05,1.5819785335849637e-05,3.6830557662560604e-06,1.2136729569593573e-05,3.0170192461941563e-06,1.865221696701967e-06
17150,3.43,0.08477342946787772,1.0,1.2781349662351909e-05,1.39600128296047e-05,2.9418326262264982e-06,1.10181802033782e-05,3.02444180441644e-06,1.8709752618965851e-06
17151,3.4302,0.08472078218982132,1.0,1.25710185108945e-05,1.6453663780155437e-05,5.440848549119686e-06,1.101281523103575e-05,3.032249003771055e-06,1.8771867692554539e-06
17152,3.4304,0.0846681750722993,1.0,1.195487397504735e-05,1.7835580638849807e-05,5.352502258914309e-06,1.2483078379935496e-05,3.040393510361858e-06,1.8835527756031723e-06
