step,time,radius,rate,gate_rate,gate_forcing,eta,eta_smooth,eta_gate,attempts
954,0.1908,1.49700322646594e-08,4.579710024594634,0.0,3.570555368255949e-08,4.6810340562620184e-08,2.2266162231311462e-09,4.458372433948904e-08,1
955,0.191,1.5000466224751175e-08,4.579707704564415,0.0,3.606460150545845e-08,4.7472150385695544e-08,2.1151891152560015e-09,4.535696127043954e-08,1
956,0.1912,1.5030765706781518e-08,4.579705380381944,0.0,3.545309098514745e-08,4.727223474431369e-08,2.2157483942166475e-09,4.505648635009704e-08,1
957,0.19140000000000001,1.5061228294000505e-08,4.582068007936727,0.0,3.646824317180516e-08,4.6897924295079124e-08,2.1492171448209722e-09,4.4748707150258154e-08,1
958,0.19160000000000002,1.509150437427062e-08,4.582065674193364,0.0,3.5350774394537396e-08,4.6943739094342774e-08,2.1738378722076704e-09,4.4769901222135107e-08,1
959,0.1918,1.5121183337422916e-08,4.579799746239142,0.0,3.41045984566783e-08,4.51012001362016e-08,2.1045466560632677e-09,4.299665348013833e-08,1
960,0.192,1.5150983369425485e-08,4.579797405240967,0.0,3.413616167196371e-08,4.5538815704533894e-08,2.2354736649809e-09,4.3303342039552995e-08,1
961,0.1922,1.518067875649345e-08,4.579226705721996,0.0,3.3860025951294046e-08,4.516414336214867e-08,2.251499346980772e-09,4.291264401516789e-08,1
962,0.19240000000000002,1.521057306883765e-08,4.579224362849641,0.0,3.4551090274742884e-08,4.53313037191594e-08,2.1581660367068823e-09,4.317313768245252e-08,1
963,0.19260000000000002,1.5240783281417887e-08,4.5792220157856525,0.0,3.5004281995240175e-08,4.6320032972306974e-08,2.141334589946386e-09,4.417869838236059e-08,1
964,0.1928,1.5271373017068327e-08,4.579219664522517,0.0,3.544373943299834e-08,4.763901865836239e-08,2.2397710097161887e-09,4.53992476486462e-08,1
965,0.193,1.5301624044090255e-08,4.579217309052461,0.0,3.530835124493941e-08,4.5941597983797814e-08,2.222984220252804e-09,4.371861376354501e-08,1
966,0.1932,1.5332072103485222e-08,4.577867551461189,0.0,3.543314878755281e-08,4.668365924651375e-08,2.1824279518739033e-09,4.450123129463985e-08,1
967,0.19340000000000002,1.536308704989789e-08,4.5778651876723915,0.0,3.6275934053143786e-08,4.8534660795734675e-08,2.326578213068501e-09,4.6208082582666175e-08,1
968,0.19360000000000002,1.539480772014116e-08,4.577862819652907,0.0,3.842779314858025e-08,4.976785991952918e-08,2.298032286094815e-09,4.746982763343436e-08,1
969,0.1938,1.5426417099531436e-08,4.5798189979608575,0.0,3.8683950996952897e-08,4.878014373208685e-08,2.262848355184078e-09,4.651729537690277e-08,1
970,0.194,1.545779043795181e-08,4.579816621286335,0.0,3.7096302881018424e-08,4.9043398892877665e-08,2.1132780521887966e-09,4.6930120840688865e-08,1
971,0.1942,1.548939757947745e-08,4.579814240359699,0.0,3.7124838427854094e-08,5.0039696271004194e-08,2.2950698603092413e-09,4.774462641069495e-08,1
972,0.19440000000000002,1.5520747235687423e-08,4.580884934272273,0.0,3.731975324215406e-08,4.839658838781006e-08,2.2945399756575765e-09,4.610204841215248e-08,1
973,0.19460000000000002,1.555221436103354e-08,4.58088254472318,0.0,3.6781201898172156e-08,4.937864435448102e-08,2.165565508328376e-09,4.721307884615264e-08,1
974,0.1948,1.5583451418455044e-08,4.580880150899155,0.0,3.629616780437047e-08,4.8569755763090906e-08,2.212931508274557e-09,4.635682425481635e-08,1
975,0.195,1.5615635189475578e-08,4.58087775279277,0.0,3.887679570794402e-08,5.057747198788365e-08,2.39600246336222e-09,4.8181469524521434e-08,1
976,0.1952,1.5647599279120464e-08,4.580875350395835,0.0,3.796069359340286e-08,5.024827794661696e-08,2.1953987935673122e-09,4.8052879153049653e-08,1
977,0.19540000000000002,1.5679197845991362e-08,4.580872943701094,0.0,3.7677852627941246e-08,4.855795630792261e-08,2.276663495745297e-09,4.628129281217731e-08,1
978,0.1956,1.5710593557270335e-08,4.579492932975966,0.0,3.6576287544319537e-08,4.852261808569249e-08,2.226942257369844e-09,4.629567582832265e-08,1
979,0.1958,1.5742797117585884e-08,4.580657203160478,0.0,3.942219453909832e-08,4.9552020232465366e-08,2.186510350388521e-09,4.7365509882076845e-08,1
980,0.196,1.5775291082954593e-08,4.580654783545692,0.0,3.964430173229872e-08,5.0633797943713936e-08,2.164682753542448e-09,4.8469115190171485e-08,1
981,0.1962,1.580872776430181e-08,4.580652359602291,0.0,4.112965767124635e-08,5.3711057739602626e-08,2.1697351913507788e-09,5.1541322548251844e-08,1
982,0.19640000000000002,1.5841569929036846e-08,4.580649931322782,0.0,3.8920675508717924e-08,5.279569488469616e-08,2.223216520717459e-09,5.0572478363978704e-08,1
983,0.1966,1.587469189475615e-08,4.581621040911213,0.0,3.976522167509596e-08,5.31836744649332e-08,2.2390351713520854e-09,5.0944639293581115e-08,1
984,0.1968,1.5907536458916042e-08,4.581618603847696,0.0,3.909655918481084e-08,5.231425096793856e-08,2.3302865784764937e-09,4.9983964389462064e-08,1
985,0.197,1.5940245347666643e-08,4.581626845487286,0.0,3.817666658926907e-08,5.240546477078266e-08,2.2660941405817874e-09,5.013937063020087e-08,1
986,0.19720000000000001,1.5972658469362096e-08,4.582085337856772,0.0,3.7372921383264917e-08,5.157387631281776e-08,2.2979472554534883e-09,4.927592905736427e-08,1
987,0.19740000000000002,1.6005013241739717e-08,4.582082879852544,0.0,3.693450575369852e-08,5.157219862435294e-08,2.2478032670423834e-09,4.9324395357310554e-08,1
988,0.1976,1.603747755815625e-08,4.5820804174490215,0.0,3.720142656548289e-08,5.1704534277538533e-08,2.228261107255793e-09,4.947627317028274e-08,1
989,0.1978,1.6069681076573746e-08,4.581606352972155,0.0,3.652108230589646e-08,5.094034226980137e-08,2.1850961629363626e-09,4.8755246106865006e-08,1
990,0.198,1.610269173863115e-08,4.581603889631335,0.0,3.839383521238288e-08,5.295395461904629e-08,2.244355726357874e-09,5.070959889268842e-08,1
991,0.19820000000000002,1.613567764641786e-08,4.581601421883989,0.0,3.843252852445921e-08,5.264034465219367e-08,2.2558309806621662e-09,5.0384513671531504e-08,1
992,0.19840000000000002,1.6168515511570963e-08,4.5825866835769045,0.0,3.82685444942269e-08,5.189741227995945e-08,2.2863721671771905e-09,4.961104011278226e-08,1
993,0.1986,1.6201819811587315e-08,4.582584206903363,0.0,3.837189557205822e-08,5.397472466418634e-08,2.4143357253466123e-09,5.156038893883972e-08,1
994,0.1988,1.623484966793683e-08,4.58258172579901,0.0,3.7768024127738927e-08,5.3054426988785966e-08,2.187849257235292e-09,5.0866577731550674e-08,1
995,0.199,1.6267818580434702e-08,4.5825792402566305,0.0,3.785574844566982e-08,5.2510801408472876e-08,2.207789080334895e-09,5.0303012328137984e-08,1
996,0.19920000000000002,1.6300866676297246e-08,4.582576750267932,0.0,3.855008486058218e-08,5.2061158306280684e-08,2.3313133835107047e-09,4.972984492276998e-08,1
997,0.19940000000000002,1.6334000789419215e-08,4.582574255824604,0.0,3.853388525899932e-08,5.235584241173671e-08,2.2535978741025313e-09,5.010224453763418e-08,1
998,0.1996,1.6367936486154005e-08,4.582571756919168,0.0,3.995524341009673e-08,5.478876727267442e-08,2.382842841575858e-09,5.2405924431098565e-08,1
999,0.1998,1.640145213303763e-08,4.582569253543208,0.0,3.9794044620909746e-08,5.26952073647595e-08,2.635907290015103e-09,5.005930007474439e-08,1
1000,0.2,1.643400205404853e-08,4.5812824106350165,0.0,3.684782976096083e-08,5.068254453149879e-08,2.174432680900922e-09,4.850811185059787e-08,1
1001,0.20020000000000002,1.6466149659209795e-08,4.5812798984106315,0.0,3.672347638293456e-08,4.8647161027383993e-08,2.281908027576162e-09,4.636525299980783e-08,1
1002,0.20040000000000002,1.6498771764697792e-08,4.583255451152766,0.0,3.796072903048673e-08,4.960148413296747e-08,2.208480203394631e-09,4.739300392957284e-08,1
1003,0.2006,1.6531510821868933e-08,4.5857183607811995,0.0,3.849071747716708e-08,4.94657954033083e-08,2.340760718780821e-09,4.712503468452748e-08,1
1004,0.2008,1.656449607012754e-08,4.585715824970891,0.0,3.9983706326004394e-08,4.9053107463413625e-08,2.1413651820829306e-09,4.691174228133069e-08,1
1005,0.201,1.6597429882925294e-08,4.583770349328448,0.0,3.894334766292612e-08,4.971740361214543e-08,2.269058374606305e-09,4.7448345237539124e-08,1
1006,0.20120000000000002,1.663051907415883e-08,4.58221506229855,0.0,3.875306766974647e-08,5.0559098184744756e-08,2.3106736502788436e-09,4.824842453446591e-08,1
1007,0.20140000000000002,1.666340753650507e-08,4.582212522903703,0.0,3.805217039712517e-08,5.010523132465716e-08,2.345593995825975e-09,4.7759637328831186e-08,1
1008,0.2016,1.6696454074826092e-08,4.582209978966383,0.0,3.860260888814737e-08,5.019415110252129e-08,2.1271804874619324e-09,4.806697061505936e-08,1
1009,0.2018,1.6729349775864074e-08,4.582207430478522,0.0,3.758740258567396e-08,5.0304132935819405e-08,2.314854474556171e-09,4.7989278461263236e-08,1
1010,0.202,1.6762323451464285e-08,4.58220487743155,0.0,3.790150843153069e-08,5.022902910760825e-08,2.1494037173192223e-09,4.8079625390289026e-08,1
1011,0.20220000000000002,1.6795154418881697e-08,4.5822023198182835,0.0,3.839973331668547e-08,4.8866540993767584e-08,2.265471698702472e-09,4.660106929506511e-08,1
1012,0.2024,1.6827610956747545e-08,4.581154505500207,0.0,3.650352816456134e-08,4.8758633179576794e-08,2.148095342874015e-09,4.661053783670278e-08,1
1013,0.2026,1.685993419792203e-08,4.581151938824989,0.0,3.621372262691111e-08,4.823361535778444e-08,2.2376743139738494e-09,4.599594104381059e-08,1
1014,0.2028,1.689301825941045e-08,4.581928094184288,0.0,3.852378294341543e-08,4.9564737718056e-08,2.1377643729734075e-09,4.742697334508259e-08,1
1015,0.203,1.6926332458342434e-08,4.581925510041736,0.0,3.7885516764292364e-08,5.1201618864936075e-08,2.443997460827028e-09,4.875762140410905e-08,1
1016,0.20320000000000002,1.6959511948765142e-08,4.580074438054856,0.0,3.760443199903844e-08,5.0688189029126844e-08,2.613358771743705e-09,4.807483025738314e-08,1
1017,0.2034,1.6992277282444698e-08,4.580071853062918,0.0,3.638872852121701e-08,4.968213642716149e-08,2.324040584572067e-09,4.7358095842589426e-08,1
1018,0.2036,1.7025189041781498e-08,4.5800692634465126,0.0,3.836698095927276e-08,4.8285653469868543e-08,2.091706582570802e-09,4.619394688729774e-08,1
1019,0.2038,1.7057852956312475e-08,4.57870146103646,0.0,3.586126186604431e-08,4.9425287309005245e-08,2.2704263769385227e-09,4.715486093206672e-08,1
1020,0.20400000000000001,1.709110379854591e-08,4.578696820682854,0.0,3.737334940767495e-08,5.069701571962804e-08,2.324603702953322e-09,4.8372412016674714e-08,1
1021,0.20420000000000002,1.7124088427318722e-08,4.5792765497166465,0.0,3.663446846783722e-08,4.994327542595157e-08,2.0702913896767482e-09,4.7872984036274824e-08,1
1022,0.2044,1.7157078691315387e-08,4.5792739343653475,0.0,3.6476166505515134e-08,4.9978739698322853e-08,2.2696797602540103e-09,4.770905993806884e-08,1
1023,0.2046,1.7189427486814968e-08,4.579271314334203,0.0,3.500386833178109e-08,4.809413743069534e-08,2.334721821154469e-09,4.5759415609540866e-08,1
1024,0.2048,1.7221889625091126e-08,4.583879472451704,0.0,3.5236494873854726e-08,4.820054501601963e-08,2.289484059063093e-09,4.5911060956956535e-08,1
1025,0.20500000000000002,1.7254695885530482e-08,4.584202645158488,0.0,3.617196289697778e-08,4.883052574874531e-08,2.198143025552164e-09,4.6632382723193143e-08,1
1026,0.20520000000000002,1.7288017223899747e-08,4.588866361133077,0.0,3.741268184113386e-08,4.9933076802324344e-08,2.231772771540514e-09,4.7701304030783827e-08,1
1027,0.2054,1.732156879673107e-08,4.590952754997694,0.0,3.765185643704793e-08,5.0655534568772656e-08,2.3178863383190685e-09,4.833764823045359e-08,1
1028,0.2056,1.735567060847543e-08,4.590950104984342,0.0,3.820292716128114e-08,5.270040780421996e-08,2.2247757873882487e-09,5.047563201683171e-08,1
1029,0.2058,1.7390086693940077e-08,4.590947450229667,0.0,3.9030135192727385e-08,5.3287333481489575e-08,2.154265470550997e-09,5.113306801093858e-08,1
1030,0.20600000000000002,1.7424428085632846e-08,4.586327983884818,0.0,3.9685900907430026e-08,5.218068011184757e-08,2.2377790448791848e-09,4.994290106696839e-08,1
1031,0.20620000000000002,1.7459006540843785e-08,4.58392433192471,0.0,3.951073506368111e-08,5.342504292224739e-08,2.4559557160671427e-09,5.096908720618025e-08,1
1032,0.2064,1.74942893614343e-08,4.583920389329995,0.0,4.108790163032118e-08,5.520965300229771e-08,2.1912807086769738e-09,5.3018372293620733e-08,1
1033,0.2066,1.752970652521999e-08,4.5818579262770776,0.0,4.0843276770396085e-08,5.600007017156701e-08,2.3012527088667815e-09,5.3698817462700226e-08,1
1034,0.2068,1.7566380363175298e-08,4.581855252712861,0.0,4.4249037027321825e-08,5.8712572754166776e-08,2.2023367553502363e-09,5.651023599881654e-08,1
1035,0.20700000000000002,1.7603261820721992e-08,4.584322934690817,0.0,4.4323731414621586e-08,5.946407280677421e-08,2.31110017124786e-09,5.715297263552635e-08,1
1036,0.20720000000000002,1.7639470658217396e-08,4.584320250166582,0.0,4.2488588073555916e-08,5.776862820263957e-08,2.3421246799227727e-09,5.54265035227168e-08,1
1037,0.2074,1.767519090203484e-08,4.586627549077229,0.0,4.147588201358287e-08,5.613275200314587e-08,2.32772945787406e-09,5.380502254527181e-08,1
1038,0.2076,1.7710959680099498e-08,4.586624853638303,0.0,4.177394838611738e-08,5.5913457815528e-08,2.2576239232817597e-09,5.365583389224624e-08,1
1039,0.2078,1.7746950223966666e-08,4.5889666403111065,0.0,4.2470556208553714e-08,5.611959512211536e-08,2.3664309387732516e-09,5.3753164183342106e-08,1
1040,0.20800000000000002,1.7782657026054725e-08,4.586309156429945,0.0,4.1886423023037755e-08,5.5167720611347166e-08,2.4751806440094595e-09,5.269253996733771e-08,1
1041,0.2082,1.7818742876119343e-08,4.586306446670597,0.0,4.281967707727036e-08,5.59651231592668e-08,2.337159714052332e-09,5.362796344521447e-08,1
1042,0.2084,1.7854948616883584e-08,4.586201467427898,0.0,4.212211807707202e-08,5.7098232502802365e-08,2.2841206689243877e-09,5.481411183387798e-08,1
1043,0.2086,1.789214245709109e-08,4.586198747992323,0.0,4.452798958633022e-08,5.9464594529045575e-08,2.199540650799675e-09,5.72650538782459e-08,1
1044,0.2088,1.7929033518775005e-08,4.586196023691793,0.0,4.4741007921186674e-08,5.756784822155352e-08,2.380466844802515e-09,5.5187381376751006e-08,1
1045,0.20900000000000002,1.7965725967628577e-08,4.583864820679341,0.0,4.509108476328415e-08,5.6097811927715065e-08,2.344024589262601e-09,5.375378733845246e-08,1
1046,0.2092,1.800191998073922e-08,4.5793737882738785,0.0,4.303933069864484e-08,5.5571102163205734e-08,2.4336352948601636e-09,5.313746686834557e-08,1
1047,0.2094,1.8037741349423996e-08,4.579989903213577,0.0,4.316701352282117e-08,5.34042021201796e-08,2.3471662470001347e-09,5.1057035873179464e-08,1
1048,0.2096,1.8073357703235036e-08,4.579987170685331,0.0,4.196169245232118e-08,5.342090606357297e-08,2.2756201658737172e-09,5.114528589769925e-08,1
1049,0.20980000000000001,1.810878433258508e-08,4.579984433269279,0.0,4.0610138090200044e-08,5.3661199601245275e-08,2.503761929090334e-09,5.115743767215494e-08,1
1050,0.21000000000000002,1.814439416695372e-08,4.579981690956483,0.0,4.123436578946202e-08,5.379037381860685e-08,2.2720392884095446e-09,5.151833453019731e-08,1
1051,0.2102,1.8179927586603745e-08,4.581312169696794,0.0,4.052338218656061e-08,5.393220204006317e-08,2.3989901804070454e-09,5.153321185965613e-08,1
1052,0.2104,1.821519506103711e-08,4.579976191608823,0.0,4.013992999766875e-08,5.284805908890874e-08,2.4423143826974377e-09,5.0405744706211304e-08,1
1053,0.2106,1.825067240648684e-08,4.5799734345560665,0.0,4.047472299171295e-08,5.340066672368594e-08,2.1908025990663525e-09,5.1209864124619586e-08,1
1054,0.21080000000000002,1.8286524918319684e-08,4.579970672573017,0.0,4.1322890659389074e-08,5.426503713436821e-08,2.2554545857344956e-09,5.2009582548633715e-08,1
1055,0.21100000000000002,1.8322361056706155e-08,4.579967905650815,0.0,4.137002372676323e-08,5.3971921518403116e-08,2.25142308297315e-09,5.172049843542997e-08,1
1056,0.2112,1.8358341199349413e-08,4.579965133779914,0.0,4.155495058703068e-08,5.4342608698190286e-08,2.2144846881756544e-09,5.212812401001463e-08,1
1057,0.2114,1.839422378374684e-08,4.579962356952195,0.0,4.138076056479103e-08,5.3864494092611244e-08,2.037039440286827e-09,5.1827454652324416e-08,1
1058,0.2116,1.843029338781608e-08,4.579959575158988,0.0,4.164475106821676e-08,5.437088407518112e-08,2.1660648531538806e-09,5.220481922202724e-08,1
1059,0.21180000000000002,1.8466632567275264e-08,4.579955319768902,0.0,4.2530348841847414e-08,5.466742719997787e-08,2.706014837460588e-09,5.196141236251728e-08,1
1060,0.21200000000000002,1.8501897307223826e-08,4.579952527976497,0.0,4.0533911820542097e-08,5.112774652081699e-08,2.554253917327053e-09,4.857349260348994e-08,1
1061,0.2122,1.8536426792182907e-08,4.579949731190814,0.0,3.780269089177155e-08,5.002291692066222e-08,2.3544016126059142e-09,4.766851530805631e-08,1
1062,0.2124,1.8571405050560917e-08,4.579946929403403,0.0,3.833467345092664e-08,5.157568261177911e-08,2.1932303301284995e-09,4.9382452281650615e-08,1
1063,0.2126,1.8605340293517135e-08,4.579944122605864,0.0,3.693062943246723e-08,4.760689124084505e-08,2.189381886485831e-09,4.541750935435922e-08,1
1064,0.21280000000000002,1.8639113644623845e-08,4.578893444220112,0.0,3.5994676697984757e-08,4.7597899847731284e-08,2.1349584142153153e-09,4.546294143351597e-08,1
1065,0.21300000000000002,1.867321609605147e-08,4.578890627474535,0.0,3.6529719678552975e-08,4.85530131026064e-08,2.304446502771034e-09,4.624856659983537e-08,1
1066,0.2132,1.8708139428354106e-08,4.579721476548059,0.0,3.796268913746355e-08,5.105088842086808e-08,2.247047972067362e-09,4.880384044880072e-08,1
1067,0.2134,1.8743334442791554e-08,4.579717362836843,0.0,3.7421178707954775e-08,5.279032540224933e-08,2.4848970811975613e-09,5.030542832105177e-08,1
1068,0.2136,1.877913014250979e-08,4.580457593517368,0.0,3.944889872933007e-08,5.358958565615918e-08,2.2994779390045067e-09,5.129010771715467e-08,1
1069,0.21380000000000002,1.8815286457395027e-08,4.580454756346317,0.0,3.989979568385585e-08,5.47770314176133e-08,2.402499862583639e-09,5.237453155502966e-08,1
1070,0.21400000000000002,1.885188827852046e-08,4.580451914100766,0.0,4.11844919855593e-08,5.5553287327070255e-08,2.4293520488190114e-09,5.3123935278251245e-08,1
1071,0.2142,1.8888767569821424e-08,4.580449066772043,0.0,4.1684897155808405e-08,5.627199851029212e-08,2.2558401073580006e-09,5.401615840293412e-08,1
1072,0.2144,1.8925413614991446e-08,4.580446214351299,0.0,4.190569216250102e-08,5.471663716870476e-08,2.1474171450491606e-09,5.25692200236556e-08,1
1073,0.2146,1.8961953346470538e-08,4.5804433568294,0.0,4.073916748450758e-08,5.5184035729876585e-08,2.4250272548782706e-09,5.2759008474998314e-08,1
1074,0.21480000000000002,1.8998482171816415e-08,4.5804404941966075,0.0,4.1644255726302546e-08,5.4057127958527546e-08,2.3032646515792363e-09,5.175386330694831e-08,1
1075,0.215,1.903492445076187e-08,4.580597586032938,0.0,4.15426065418423e-08,5.355593784203911e-08,2.22288574042485e-09,5.133305210161426e-08,1
1076,0.2152,1.9072755941171063e-08,4.58364970579041,0.0,4.3185415483864834e-08,5.863092299705552e-08,2.3826540303115516e-09,5.624826896674397e-08,1
1077,0.2154,1.9110523939371465e-08,4.583646817213525,0.0,4.361038097416251e-08,5.7715290801164867e-08,2.461059631364128e-09,5.525423116980074e-08,1
1078,0.2156,1.914902804529639e-08,4.583643923468766,0.0,4.4880847801350823e-08,5.995061601717459e-08,2.530399974147136e-09,5.742021604302746e-08,1
1079,0.21580000000000002,1.9187780294529266e-08,4.581690745155418,0.0,4.620266188851827e-08,5.9729900043811e-08,2.3786556240337496e-09,5.7351244419777253e-08,1
1080,0.216,1.9227324256786897e-08,4.581687851547478,0.0,4.664375192796717e-08,6.306806647025637e-08,2.2490125301362525e-09,6.081905394012011e-08,1
1081,0.2162,1.926668192725217e-08,4.585913817134667,0.0,4.6421716514102286e-08,6.20965543857003e-08,2.3678156084579537e-09,5.972873877724235e-08,1
1082,0.2164,1.9306136306376586e-08,4.586452947743271,0.0,4.6168431555692645e-08,6.264227214998589e-08,2.4530114693599844e-09,6.01892606806259e-08,1
1083,0.21660000000000001,1.934605984537481e-08,4.58869582029928,0.0,4.7173058138426426e-08,6.375806759711941e-08,2.3831038838941112e-09,6.13749637132253e-08,1
1084,0.21680000000000002,1.93866999794351e-08,4.590781861026497,0.0,4.789311673126312e-08,6.639574442774189e-08,2.3192278339974997e-09,6.407651659374438e-08,1
1085,0.217,1.9427267871123247e-08,4.590778926427287,0.0,4.87136181891354e-08,6.502768386949353e-08,2.486055439233937e-09,6.254162843025959e-08,1
1086,0.2172,1.9467869271716616e-08,4.5884567827175164,0.0,4.821315750716512e-08,6.555453398435085e-08,2.268125682490062e-09,6.328640830186078e-08,1
1087,0.2174,1.95081909107613e-08,4.586156388360789,0.0,4.764996549466286e-08,6.45780923591001e-08,2.301102056371345e-09,6.227699030272875e-08,1
1088,0.21760000000000002,1.9547943013874802e-08,4.583752530656674,0.0,4.619304959816045e-08,6.305065572618086e-08,2.415273612068305e-09,6.063538211411255e-08,1
1089,0.21780000000000002,1.9587983141979697e-08,4.583749579327495,0.0,4.642641717773613e-08,6.407459703481776e-08,2.4483335667406908e-09,6.162626346807706e-08,1
1090,0.218,1.9627444314534902e-08,4.58216043421072,0.0,4.646708493871076e-08,6.098810378790386e-08,2.312898283295699e-09,5.8675205504608156e-08,1
1091,0.2182,1.9667333754054002e-08,4.584154216795933,0.0,4.699384334692832e-08,6.238170912233867e-08,2.317688950433891e-09,6.006402017190479e-08,1
1092,0.2184,1.9707149273462857e-08,4.584151249345732,0.0,4.5684763895114087e-08,6.313855650593704e-08,2.4070172825888906e-09,6.073153922334815e-08,1
1093,0.21860000000000002,1.9746646444568036e-08,4.58414827658741,0.0,4.5056940841672226e-08,6.19929058879278e-08,2.1690054398020053e-09,5.982390044812579e-08,1
1094,0.21880000000000002,1.9786686717762054e-08,4.586455208861896,0.0,4.581269852673389e-08,6.372475277215787e-08,2.3808760594072825e-09,6.134387671275059e-08,1
1095,0.219,1.9826701925033766e-08,4.588796633081526,0.0,4.5705926164392335e-08,6.347623421797922e-08,2.417631716738645e-09,6.105860250124058e-08,1
1096,0.2192,1.9866786143076054e-08,4.586138952316086,0.0,4.659857082198942e-08,6.279760974293621e-08,2.5705405641042697e-09,6.022706917883195e-08,1
1097,0.2194,1.9907731578700717e-08,4.5861359569789135,0.0,4.829394473687262e-08,6.522257698517903e-08,2.2706068893696225e-09,6.295197009580941e-08,1
1098,0.21960000000000002,1.9949103214584943e-08,4.588103013182754,0.0,4.936691654865819e-08,6.605264767597464e-08,2.255149311217908e-09,6.379749836475673e-08,1
1099,0.21980000000000002,1.9990601986067303e-08,4.586028627602777,0.0,4.9651514994331624e-08,6.62550434425824e-08,2.2086257286324077e-09,6.404641771394998e-08,1
1100,0.22,2.003171930968446e-08,4.5860256162259,0.0,4.924910797013968e-08,6.456083137934764e-08,2.453650190729652e-09,6.210718118861798e-08,1
1101,0.2202,2.0073016617686494e-08,4.586020901484426,0.0,4.9861583374634675e-08,6.465939469792909e-08,2.341138563138612e-09,6.231825613479048e-08,1
1102,0.2204,2.011427398000287e-08,4.583209929852957,0.0,4.887406719484567e-08,6.531436636120546e-08,2.2881164949555237e-09,6.302624986624994e-08,1
1103,0.22060000000000002,2.015644287284539e-08,4.58320691463048,0.0,5.0692967303332175e-08,6.786199989440332e-08,2.3706991292406215e-09,6.549130076516269e-08,1
1104,0.22080000000000002,2.01993162856046e-08,4.58320389401671,0.0,5.129911342868645e-08,7.058363130695712e-08,2.471235226619241e-09,6.811239608033787e-08,1
1105,0.221,2.0242263768912777e-08,4.583200868001513,0.0,5.136364650592342e-08,7.069284485616444e-08,2.5951128039971384e-09,6.80977320521673e-08,1
1106,0.2212,2.028507722485203e-08,4.5831978365750725,0.0,5.137176916310411e-08,6.981811692941525e-08,2.398087424489954e-09,6.742002950492529e-08,1
1107,0.2214,2.032897765043943e-08,4.583192861350979,0.0,5.360357423615298e-08,7.282254807229694e-08,2.26675321612369e-09,7.055579485617325e-08,1
1108,0.22160000000000002,2.0372514503758595e-08,4.5831898190360105,0.0,5.3766831725111227e-08,7.064112007177043e-08,2.359254284423653e-09,6.828186578734677e-08,1
1109,0.2218,2.041569442073176e-08,4.5831867712814365,0.0,5.159231446090383e-08,7.083229792760775e-08,2.3350996094725417e-09,6.849719831813521e-08,1
1110,0.222,2.0459484402281245e-08,4.583183718077788,0.0,5.2785355871426646e-08,7.249034236797478e-08,2.372726336412947e-09,7.011761603156184e-08,1
1111,0.2222,2.0503819228316147e-08,4.586335500539323,0.0,5.3949571335634346e-08,7.378384974170105e-08,2.2150659663538477e-09,7.15687837753472e-08,1
1112,0.22240000000000001,2.054817719991274e-08,4.588497530090588,0.0,5.463766221590305e-08,7.296372141557423e-08,2.262381588947314e-09,7.070133982662691e-08,1
1113,0.22260000000000002,2.059261060877563e-08,4.588400504661619,0.0,5.4709013601782887e-08,7.306784272308377e-08,2.304520774730543e-09,7.076332194835322e-08,1
1114,0.2228,2.0637179382171428e-08,4.5888001346788965,0.0,5.470487656695567e-08,7.353637531278162e-08,2.3432971708866296e-09,7.119307814189499e-08,1
1115,0.223,2.0682280572528792e-08,4.590811739050142,0.0,5.599991240988157e-08,7.465612650519039e-08,2.4278528056461083e-09,7.222827369954429e-08,1
1116,0.2232,2.0726864020579215e-08,4.5912283196514965,0.0,5.4625176600020065e-08,7.32276628327356e-08,2.3962970272915715e-09,7.083136580544403e-08,1
1117,0.22340000000000002,2.07709269986462e-08,4.593640336708948,0.0,5.392337471005384e-08,7.10735699590196e-08,2.395679271489528e-09,6.867789068753008e-08,1
1118,0.22360000000000002,2.0814916464191344e-08,4.59363502985134,0.0,5.2633161965475696e-08,7.179408978499684e-08,2.3155766956829177e-09,6.947851308931392e-08,1
1119,0.2238,2.085931237493952e-08,4.5913828930717235,0.0,5.328085183577699e-08,7.302254900756996e-08,2.5034083495813304e-09,7.051914065798863e-08,1
1120,0.224,2.0903585789787082e-08,4.591379768586491,0.0,5.365848289298912e-08,7.182894623544744e-08,2.419556164750491e-09,6.940939007069694e-08,1
1121,0.2242,2.094761686198869e-08,4.593661929848734,0.0,5.3031528540088116e-08,7.099371197533511e-08,2.5548169880425678e-09,6.843889498729254e-08,1
1122,0.22440000000000002,2.0992431015203903e-08,4.595873412326569,0.0,5.415505449801403e-08,7.353515407158641e-08,2.2391178942264607e-09,7.129603617735995e-08,1
1123,0.22460000000000002,2.103776942423076e-08,4.595870267995631,0.0,5.513478930901673e-08,7.496959969959398e-08,2.4070744399296214e-09,7.256252525966435e-08,1
1124,0.2248,2.108365102879938e-08,4.593269677085584,0.0,5.6941678906274264e-08,7.572384059999277e-08,2.3572105295265107e-09,7.336663007046626e-08,1
1125,0.225,2.112875720252909e-08,4.593618234503553,0.0,5.484886563694455e-08,7.372317697892516e-08,2.508965423371489e-09,7.121421155555367e-08,1
1126,0.2252,2.117424676411006e-08,4.598329689504405,0.0,5.529336627694408e-08,7.488788030437313e-08,2.3216603749082786e-09,7.256621992946485e-08,1
