step,time,radius,rate,gate_rate,gate_forcing,eta,eta_smooth,eta_gate,attempts
39,0.0078000000000000005,2.2076171094798937e-10,4.596293789005101,0.0,1.3571224061027782e-08,1.965495273133648e-08,2.1108073727202837e-09,1.7544145358616195e-08,1
40,0.008,2.274584519436084e-10,4.596293338891136,0.0,1.3320294478562136e-08,1.912833947957564e-08,2.1352269383832162e-09,1.6993112541192423e-08,1
41,0.0082,2.3427326697965334e-10,4.598757071437923,0.0,1.3610106961976044e-08,1.93972769144104e-08,2.0207847080405822e-09,1.7376492206369818e-08,1
42,0.008400000000000001,2.412830356600914e-10,4.601162978422432,0.0,1.392174504315702e-08,2.002804710448714e-08,2.145160307398415e-09,1.7882886797088724e-08,1
43,0.0086,2.479105914122588e-10,4.596600035945316,0.0,1.3105175591164806e-08,1.8903294078352535e-08,2.063487651654536e-09,1.6839806426697997e-08,1
44,0.0088,2.5445977728007016e-10,4.596599582536867,0.0,1.2943674380029012e-08,1.8642661848464517e-08,2.0585933499315945e-09,1.6584068498532924e-08,1
45,0.009000000000000001,2.6057688694527757e-10,4.594334236128335,0.0,1.2077739309275625e-08,1.7319688174607993e-08,2.0719857493393353e-09,1.5247702425268657e-08,1
46,0.0092,2.667644704048227e-10,4.592097937814165,0.0,1.2132964058160889e-08,1.758915612878674e-08,2.0276516261250974e-09,1.5561504502661642e-08,1
47,0.0094,2.729407436726931e-10,4.592097482362428,0.0,1.2301221255486322e-08,1.7335960071495547e-08,2.0704355980628708e-09,1.5265524473432677e-08,1
48,0.009600000000000001,2.790951188985574e-10,4.592097026086802,0.0,1.2313555866581396e-08,1.7185823598630218e-08,2.001566206891052e-09,1.5184257391739167e-08,1
49,0.0098,2.856411146518016e-10,4.594233193166292,0.0,1.3153635069031232e-08,1.827408332051622e-08,2.122698582734577e-09,1.6151384737781642e-08,1
50,0.01,2.9205714608301576e-10,4.594232735037391,0.0,1.2990510565128118e-08,1.7757611013076727e-08,2.0046625565634544e-09,1.5752948456513273e-08,1
51,0.0102,2.9822554848887874e-10,4.589727962944508,0.0,1.2328250786108405e-08,1.7154147207254744e-08,2.2263941513225575e-09,1.4927753055932187e-08,1
52,0.010400000000000001,3.0468607878020687e-10,4.589902675779728,0.0,1.3079085251115449e-08,1.7834917921394215e-08,2.078234094814111e-09,1.5756683826580104e-08,1
53,0.0106,3.11050614336764e-10,4.587185254513402,0.0,1.2997876990296644e-08,1.7407556176582623e-08,2.0314416635060825e-09,1.537611451307654e-08,1
54,0.0108,3.175251917753228e-10,4.587184793729366,0.0,1.3263617620604882e-08,1.7662577444755105e-08,2.1800785276877118e-09,1.5482498917067394e-08,1
55,0.011000000000000001,3.236528203120261e-10,4.584936728403052,0.0,1.2458561859236551e-08,1.6704704953128954e-08,2.0849495273577784e-09,1.4619755425771175e-08,1
56,0.0112,3.299345704810848e-10,4.582927955364939,0.0,1.2714577060724772e-08,1.7191506310714278e-08,2.029442795595381e-09,1.5162063515118895e-08,1
57,0.0114,3.3636162726510813e-10,4.5848191420463165,0.0,1.28592813112567e-08,1.774358337006106e-08,2.016350905246924e-09,1.5727232464814138e-08,1
58,0.011600000000000001,3.430354228041347e-10,4.589796699768057,0.0,1.332081482807331e-08,1.8484020333967576e-08,2.066022829480716e-09,1.6417997504486862e-08,1
59,0.0118,3.495714149305614e-10,4.589796183315485,0.0,1.3059904183404489e-08,1.8025598926153997e-08,2.1153949778647113e-09,1.5910203948289284e-08,1
60,0.012,3.559405736832008e-10,4.592202142064904,0.0,1.2212248967599559e-08,1.800862249546662e-08,2.0764127682619298e-09,1.593220972720469e-08,1
61,0.0122,3.6220223625581514e-10,4.589737496101311,0.0,1.2140832477151978e-08,1.751444138589824e-08,2.0444574548282237e-09,1.5469983931070018e-08,1
62,0.012400000000000001,3.6850331953042417e-10,4.592015102773394,0.0,1.2259172346818179e-08,1.7563543060589677e-08,2.079432299021128e-09,1.5484110761568547e-08,1
63,0.0126,3.7460079631438447e-10,4.589608279785407,0.0,1.2157935175089583e-08,1.6619174776552868e-08,2.047107159167196e-09,1.4572067617385674e-08,1
64,0.0128,3.806808193530102e-10,4.58960781035343,0.0,1.2067768428850026e-08,1.6594127990230955e-08,2.12656019210292e-09,1.4467567798128034e-08,1
65,0.013000000000000001,3.867301104290039e-10,4.591864524641288,0.0,1.1996880236003883e-08,1.648265605131227e-08,2.037443782312413e-09,1.4445212268999856e-08,1
66,0.0132,3.925742937409166e-10,4.591864053291383,0.0,1.1296490914181125e-08,1.6130200052725353e-08,2.0937910506654734e-09,1.4036409002059879e-08,1
67,0.0134,3.9852734634927533e-10,4.591863581089171,0.0,1.1409440728824688e-08,1.653451129354502e-08,2.1876951745409544e-09,1.4346816119004066e-08,1
68,0.013600000000000001,4.045510205646042e-10,4.5918631080332135,0.0,1.1584770295116453e-08,1.668479222898063e-08,2.0560245967702492e-09,1.462876763221038e-08,1
69,0.013800000000000002,4.106178801015894e-10,4.591447443675258,0.0,1.167008627694848e-08,1.678781325036466e-08,2.004284207659727e-09,1.4783529042704932e-08,1
70,0.014,4.1693101357862546e-10,4.591446968947651,0.0,1.2320684642486425e-08,1.7340163824370065e-08,2.0642887656328754e-09,1.527587505873719e-08,1
71,0.0142,4.2321667596602793e-10,4.591446493361622,0.0,1.222959372742885e-08,1.7264976129814203e-08,2.030713943691405e-09,1.5234262186122798e-08,1
72,0.014400000000000001,4.2923784335586663e-10,4.591446016915682,0.0,1.1679676391753235e-08,1.646416551257036e-08,2.0560087777323375e-09,1.4408156734838023e-08,1
73,0.0146,4.3509425457842427e-10,4.588942111315986,0.0,1.1194600206150831e-08,1.6099275272839654e-08,2.0301429332844073e-09,1.4069132339555247e-08,1
74,0.0148,4.4102182669040165e-10,4.588941633391722,0.0,1.138818243512928e-08,1.6234459716582047e-08,2.0298429560640993e-09,1.4204616760517947e-08,1
75,0.015000000000000001,4.472252324626747e-10,4.588941154603435,0.0,1.1998506841658128e-08,1.697546974621779e-08,2.106472165152323e-09,1.4868997581065467e-08,1
76,0.0152,4.5321350463439106e-10,4.58894067494957,0.0,1.1680019041450939e-08,1.619031623772399e-08,2.062724875706631e-09,1.4127591362017361e-08,1
77,0.0154,4.5952224680314264e-10,4.588801274316191,0.0,1.2282694415340842e-08,1.716183944457798e-08,2.103534980601805e-09,1.5058304463976176e-08,1
78,0.015600000000000001,4.6555679364790167e-10,4.584249170998141,0.0,1.1665419968063775e-08,1.638192224666515e-08,2.0735063176123088e-09,1.430841592905284e-08,1
79,0.0158,4.711998379048669e-10,4.5819306537381825,0.0,1.080435520128797e-08,1.525979338370527e-08,2.0203998606101185e-09,1.323939352309515e-08,1
80,0.016,4.77014651196002e-10,4.581930171303678,0.0,1.1142313456686041e-08,1.5754431033592296e-08,2.007450379685522e-09,1.3746980653906774e-08,1
81,0.0162,4.819647546500831e-10,4.577757013290529,0.0,8.587152860980623e-09,1.3963381074083453e-08,2.0739988612103513e-09,1.1889382212873102e-08,1
82,0.0164,4.871727944627695e-10,4.577756529514071,0.0,9.275010988776202e-09,1.4541954308007544e-08,2.094887146884119e-09,1.2447067161123425e-08,1
83,0.0166,4.923623422535145e-10,4.577756044863076,0.0,9.437831203435374e-09,1.4262875402251844e-08,2.0537506392768248e-09,1.2209124762975019e-08,1
84,0.016800000000000002,4.976618650212829e-10,4.577755559335988,0.0,9.776371862562049e-09,1.4450201703888702e-08,2.0465608117118735e-09,1.2403640892176828e-08,1
85,0.017,5.030041672225554e-10,4.575423546207594,0.0,9.876085097195035e-09,1.4541194595080252e-08,2.0521351941939883e-09,1.2489059400886264e-08,1
86,0.0172,5.083545873585526e-10,4.575423059160443,0.0,9.82208793194862e-09,1.461131981626754e-08,2.0787363267155733e-09,1.2532583489551966e-08,1
87,0.017400000000000002,5.136835685237354e-10,4.573525053201347,0.0,1.00510379201009e-08,1.4251713491815932e-08,2.0697579141244393e-09,1.2181955577691492e-08,1
88,0.0176,5.191122181803355e-10,4.573524565089437,0.0,1.029617114173455e-08,1.4480322867008154e-08,2.0114390961777725e-09,1.2468883770830382e-08,1
89,0.0178,5.243433621853196e-10,4.5727660572747855,0.0,9.745206247417283e-09,1.4019778753901886e-08,2.098696919278841e-09,1.1921081834623045e-08,1
90,0.018000000000000002,5.291117782278023e-10,4.572672466127911,0.0,8.594047223879216e-09,1.2834484276183076e-08,2.0944469388933944e-09,1.0740037337289682e-08,1
91,0.0182,5.337786937361877e-10,4.573827254301084,0.0,8.160000460131011e-09,1.2738842288379825e-08,2.142590656655461e-09,1.0596251631724364e-08,1
92,0.0184,5.383811921365909e-10,4.573826762121093,0.0,8.03997894832271e-09,1.2515580152657776e-08,2.0356097090072297e-09,1.0479970443650547e-08,1
93,0.018600000000000002,5.434119248961156e-10,4.573826269051713,0.0,9.061696789212028e-09,1.3613004158117793e-08,2.114464710370059e-09,1.1498539447747733e-08,1
94,0.0188,5.483183075353228e-10,4.573825775091515,0.0,8.714398681392115e-09,1.3315826570879409e-08,2.041476668161723e-09,1.1274349902717685e-08,1
95,0.019,5.533162273650587e-10,4.576380277118969,0.0,8.76416183359595e-09,1.3699692065648992e-08,2.110941014959611e-09,1.1588751050689382e-08,1
96,0.019200000000000002,5.585279650852976e-10,4.576379781110601,0.0,9.347756114558962e-09,1.4161825949825797e-08,2.0799362004054357e-09,1.2081889749420362e-08,1
97,0.0194,5.634436931252585e-10,4.578866264959502,0.0,8.708142528064902e-09,1.3296822587717117e-08,2.07920492975039e-09,1.1217617657966727e-08,1
98,0.0196,5.685792434173912e-10,4.578711610221168,0.0,9.014425245538598e-09,1.4066727014409842e-08,2.1404272436567723e-09,1.1926299770753069e-08,1
99,0.0198,5.739570465678828e-10,4.578711111279329,0.0,9.519730153251916e-09,1.4748617961404081e-08,2.0905263518266723e-09,1.2658091609577409e-08,1
100,0.02,5.795980305252775e-10,4.578710611435909,0.0,1.0178190622838134e-08,1.5380835985079076e-08,2.0349916863418815e-09,1.3345844298737194e-08,1
101,0.020200000000000003,5.856185543763142e-10,4.578710110689192,0.0,1.0859248745130785e-08,1.6570780420544486e-08,2.1609894514027815e-09,1.4409790969141704e-08,1
102,0.0204,5.917978356683111e-10,4.581249878252149,0.0,1.1390581972256192e-08,1.680380958977081e-08,2.0411183273655707e-09,1.476269126240524e-08,1
103,0.0206,5.981151249425413e-10,4.583801170770781,0.0,1.1582231925030826e-08,1.7272056735933686e-08,2.0980163414678233e-09,1.5174040394465864e-08,1
104,0.020800000000000003,6.043577127477823e-10,4.583755381200166,0.0,1.1364489372972708e-08,1.7087533457514848e-08,2.0974590931569917e-09,1.4990074364357857e-08,1
105,0.021,6.10840261099425e-10,4.585970992102657,0.0,1.1951300864039204e-08,1.767001412714903e-08,2.1459572450724973e-09,1.5524056882076532e-08,1
106,0.0212,6.17932515619108e-10,4.585970486059316,0.0,1.3309666428984037e-08,1.9329053100892878e-08,2.0987701824195506e-09,1.7230282918473327e-08,1
107,0.021400000000000002,6.24656636586007e-10,4.588260209274823,0.0,1.2488299947349212e-08,1.827664835531805e-08,2.074913623013242e-09,1.6201734732304806e-08,1
108,0.0216,6.31260766903659e-10,4.585769015008679,0.0,1.224216437860437e-08,1.789381825653569e-08,2.174026257482581e-09,1.5719791999053108e-08,1
109,0.0218,6.379667644797034e-10,4.585768506238607,0.0,1.2752895377708571e-08,1.78619053218943e-08,2.092775319105724e-09,1.5769130002788574e-08,1
110,0.022000000000000002,6.448578468076523e-10,4.585767996549495,0.0,1.3280221204226444e-08,1.8228827116255327e-08,2.1152933435256837e-09,1.6113533772729643e-08,1
111,0.0222,6.517162568095086e-10,4.583355647791071,0.0,1.3102826852588816e-08,1.821289772572753e-08,2.0602768904584084e-09,1.615262083526912e-08,1
112,0.0224,6.583905754844086e-10,4.583355136512531,0.0,1.2739824052457962e-08,1.7624431507297748e-08,2.0521598256698794e-09,1.557227168162787e-08,1
113,0.022600000000000002,6.649376309835364e-10,4.587666231517931,0.0,1.229177873936961e-08,1.7403009279978138e-08,2.081282245868295e-09,1.5321727034109844e-08,1
114,0.0228,6.718507430106526e-10,4.59200228468943,0.0,1.298500181528504e-08,1.8506295408377565e-08,2.068042481004528e-09,1.643825292737304e-08,1
115,0.023,6.786370256542802e-10,4.5894467781576145,0.0,1.2484589708503556e-08,1.8342832313521573e-08,2.1852994691631466e-09,1.6157532844358425e-08,1
116,0.023200000000000002,6.852949622269269e-10,4.589446262528451,0.0,1.2198134624413135e-08,1.7956706584975643e-08,2.044070813855129e-09,1.5912635771120512e-08,1
117,0.0234,6.920584443043893e-10,4.58695877040977,0.0,1.2507534924334177e-08,1.8145948480374575e-08,2.0796022289329498e-09,1.6066346251441625e-08,1
118,0.0236,6.986495298008503e-10,4.586958253180822,0.0,1.19515355844936e-08,1.7809336788948816e-08,2.1596174799797837e-09,1.5649719308969033e-08,1
119,0.0238,7.053793011758896e-10,4.584919995839189,0.0,1.234024251963802e-08,1.8084939071033103e-08,2.0514459276402918e-09,1.6033493143392812e-08,1
120,0.024,7.128536559596588e-10,4.587238646001164,0.0,1.3942909828844149e-08,2.0170982486055507e-08,2.043796853192979e-09,1.812718563286253e-08,1
121,0.024200000000000003,7.203742115927261e-10,4.587238125934528,0.0,1.4133301557887681e-08,2.0177202776076042e-08,2.1033940409161864e-09,1.8073808735159855e-08,1
122,0.0244,7.272722602369175e-10,4.5846973410686935,0.0,1.254756442311047e-08,1.8619173037660996e-08,2.1191848476965717e-09,1.6499988189964425e-08,1
123,0.0246,7.345057908951327e-10,4.586876362969469,0.0,1.31375120929377e-08,1.9672648428722815e-08,2.0757092246355395e-09,1.7596939204087277e-08,1
124,0.024800000000000003,7.417367294169271e-10,4.582414640457026,0.0,1.3122139522041741e-08,1.9645180235759196e-08,2.1129278945998955e-09,1.75322523411593e-08,1
125,0.025,7.489854635897407e-10,4.58241411714251,0.0,1.3039789384152057e-08,1.9783333092922548e-08,2.1357708545454685e-09,1.764756223837708e-08,1
126,0.0252,7.561375501345651e-10,4.580197482016147,0.0,1.2987572410432261e-08,1.9320984781499616e-08,2.0976448520144413e-09,1.7223339929485173e-08,1
127,0.025400000000000002,7.63349207434898e-10,4.584700870844156,0.0,1.3044123531122797e-08,1.952597165481588e-08,2.1473571339118957e-09,1.7378614520903983e-08,1
128,0.0256,7.702699306620828e-10,4.584700344441141,0.0,1.2394616743697083e-08,1.8688412009539722e-08,2.0650100534917028e-09,1.6623401956048018e-08,1
129,0.0258,7.77450544871954e-10,4.584699817087374,0.0,1.3058442831581796e-08,1.9291716130891578e-08,2.0309370396993638e-09,1.7260779091192216e-08,1
130,0.026000000000000002,7.849496218902969e-10,4.587139762239107,0.0,1.3830148496564542e-08,2.007676754961207e-08,2.0801989762342097e-09,1.7996568573377857e-08,1
131,0.0262,7.927607596970206e-10,4.589298485596982,0.0,1.437725468433805e-08,2.1053147449076636e-08,2.1012736188666126e-09,1.8951873830210025e-08,1
132,0.0264,8.005938694907451e-10,4.58929594904677,0.0,1.4500446024244779e-08,2.1003920011745252e-08,2.1516172509765806e-09,1.8852302760768673e-08,1
133,0.026600000000000002,8.087361205893576e-10,4.591449234237015,0.0,1.5384760132542245e-08,2.1626922037392045e-08,2.0300812797795936e-09,1.9596840757612452e-08,1
134,0.0268,8.163652737515992e-10,4.58280054646046,0.0,1.4283119034102474e-08,2.0133893955520324e-08,2.0149685037366466e-09,1.8118925451783678e-08,1
135,0.027,8.242790172268477e-10,4.5828000135502105,0.0,1.5004518603535873e-08,2.079983149025409e-08,2.0668098755006686e-09,1.873302161475342e-08,1
136,0.027200000000000002,8.317969348905227e-10,4.5853909968863285,0.0,1.3811276279739327e-08,1.997643908082891e-08,2.0809271525693327e-09,1.789551192825958e-08,1
137,0.0274,8.395126146541861e-10,4.585390461764135,0.0,1.4563071345776383e-08,2.017852903092643e-08,2.050765399636383e-09,1.8127763631290048e-08,1
138,0.027600000000000003,8.476126887478892e-10,4.58538992567576,0.0,1.5344097027273008e-08,2.1283214883073625e-08,2.0276101280778483e-09,1.9255604754995777e-08,1
139,0.027800000000000002,8.55516674466747e-10,4.585389388619529,0.0,1.4756519396881562e-08,2.0853658600503283e-08,2.174229364768159e-09,1.8679429235735125e-08,1
140,0.028,8.628444782066782e-10,4.587369021310804,0.0,1.3329779620210191e-08,1.936286557896773e-08,2.053585805923918e-09,1.7309279773043815e-08,1
141,0.028200000000000003,8.701607372041697e-10,4.585049318356992,0.0,1.3264021644086684e-08,1.9339321003837375e-08,2.0696471173203535e-09,1.726967388651702e-08,1
142,0.0284,8.778106776828964e-10,4.585048778424039,0.0,1.39571009026105e-08,2.0280339358905944e-08,2.057516460040802e-09,1.8222822898865143e-08,1
143,0.0286,8.857303284611404e-10,4.585043072586955,0.0,1.4373756463084816e-08,2.117654675402099e-08,2.161973888622373e-09,1.9014572865398618e-08,1
144,0.028800000000000003,8.938201026206228e-10,4.585041273131731,0.0,1.4758179613893158e-08,2.160604021862573e-08,2.0948682404596778e-09,1.9511171978166052e-08,1
145,0.029,9.025429321623481e-10,4.585040730260028,0.0,1.6136909310507242e-08,2.3354044901647067e-08,2.1472746485657226e-09,2.1206770253081343e-08,1
146,0.0292,9.116672369211985e-10,4.585040186408472,0.0,1.7128796913907494e-08,2.43286190989802e-08,2.0340689203901434e-09,2.2294550178590055e-08,1
147,0.029400000000000003,9.205471848965547e-10,4.580008905717835,0.0,1.6464683088710406e-08,2.373428299307043e-08,2.1195726640144632e-09,2.1614710329055967e-08,1
148,0.0296,9.29633069018157e-10,4.580296608303879,0.0,1.707116206307493e-08,2.411607683610834e-08,2.1998902464183018e-09,2.1916186589690036e-08,1
149,0.0298,9.386711930500134e-10,4.580296062035455,0.0,1.7266299138620237e-08,2.3640633138847588e-08,2.092225387172637e-09,2.154840775167495e-08,1
150,0.030000000000000002,9.472205446575408e-10,4.580295514780988,0.0,1.624298479165648e-08,2.2179807786548464e-08,2.117011630633783e-09,2.006279615591468e-08,1
151,0.0302,9.556563421871e-10,4.57775949048293,0.0,1.6220467305356763e-08,2.159806920853302e-08,2.140132803207969e-09,1.9457936405325052e-08,1
152,0.0304,9.640684308266589e-10,4.577758942374847,0.0,1.6339569339080935e-08,2.13218604571897e-08,2.0590217274712103e-09,1.926283872971849e-08,1
153,0.030600000000000002,9.726487690300528e-10,4.578528906152544,0.0,1.68000674270496e-08,2.1662971030497584e-08,2.1207859918837233e-09,1.954218503861386e-08,1
154,0.0308,9.81790326362354e-10,4.578447893746619,0.0,1.7904848258465677e-08,2.3323795100913902e-08,2.0811471442066775e-09,2.1242647956707224e-08,1
155,0.031,9.909556555916391e-10,4.578446416523131,0.0,1.8030471851258323e-08,2.327512389528256e-08,2.0546754515133215e-09,2.1220448443769238e-08,1
156,0.031200000000000002,1.0003483598674692e-09,4.578734518842028,0.0,1.8631561465590082e-08,2.3768139262970047e-08,2.0720597990279068e-09,2.169607946394214e-08,1
157,0.031400000000000004,1.008847185749869e-09,4.577646164048657,0.0,1.6295211829026637e-08,2.1595229693487052e-08,2.100110397582153e-09,1.94951192959049e-08,1
158,0.0316,1.0169570223875687e-09,4.576842533411334,0.0,1.53013670938303e-08,2.060692777691868e-08,2.056247006819938e-09,1.8550680770098744e-08,1
159,0.0318,1.0245576209442577e-09,4.576841978391461,0.0,1.3941907505544438e-08,1.9384245254858958e-08,2.0374550336507684e-09,1.734679022120819e-08,1
160,0.032,1.0321449941376662e-09,4.576841422370364,0.0,1.3920568620353056e-08,1.930470141743795e-08,2.0657019790215063e-09,1.7238999438416444e-08,1
161,0.0322,1.0395137764370297e-09,4.5784025888029865,0.0,1.3350955449542031e-08,1.8745516966153115e-08,2.0657745939856337e-09,1.6679742372167482e-08,1
162,0.0324,1.0468750379986099e-09,4.58077349303346,0.0,1.3153837492260262e-08,1.886883788619624e-08,2.1044845474660256e-09,1.6764353338730213e-08,1
163,0.032600000000000004,1.0540973513327138e-09,4.578598563767821,0.0,1.2812527775811716e-08,1.8484289119659525e-08,2.0318875706588314e-09,1.6452401549000695e-08,1
164,0.0328,1.0616583016638282e-09,4.5785980026829805,0.0,1.364252206187826e-08,1.9313637215590545e-08,2.0925049397496505e-09,1.7221132275840893e-08,1
165,0.033,1.0694945076358883e-09,4.5785974405855665,0.0,1.4369998104477898e-08,1.9927191378259677e-08,2.045638071381373e-09,1.7881553306878304e-08,1
166,0.0332,1.0775474456591165e-09,4.5785968774738155,0.0,1.4934139170685584e-08,2.0410336251074492e-08,2.1022922892143954e-09,1.8308043961860097e-08,1
167,0.0334,1.0857632921564178e-09,4.580415357852686,0.0,1.531453824133006e-08,2.0805268538794868e-08,2.1524172015145047e-09,1.8652851337280364e-08,1
168,0.033600000000000005,1.0939672279958454e-09,4.582652843536963,0.0,1.5278000988968117e-08,2.074220923199278e-08,2.0557078315350576e-09,1.8686501400457722e-08,1
169,0.033800000000000004,1.1023614778750184e-09,4.582593389667106,0.0,1.578996918825451e-08,2.114384472652794e-08,2.0327012013018667e-09,1.9111143525226073e-08,1
170,0.034,1.1103530102656945e-09,4.584980651406595,0.0,1.4807979674292148e-08,2.0072060808046484e-08,2.057284997136284e-09,1.80147758109102e-08,1
171,0.0342,1.1185405892123231e-09,4.584980082448313,0.0,1.5163352249967e-08,2.0659831258635267e-08,2.0509071537324422e-09,1.8608924104902824e-08,1
172,0.0344,1.126469571805059e-09,4.584978062290626,0.0,1.4517204347397816e-08,1.9976052511902178e-08,2.0542001446986456e-09,1.7921852367203532e-08,1
