t,residual_norm,smooth_log_norm,loss_bound_log_norm,parameter_speed,gate_defect_0.0002,count_0.0002,gate_defect_0.0001,count_0.0001,gate_defect_1e-05,count_1e-05
2.8800000000000003,0.2999655590199368,0.41703081814514265,0.6370072325427418,0.5112728358404218,3.3539653317564027e-06,2,1.7847010537536725e-07,1,0.0,0
2.9000000000000004,0.28298466660182053,0.39189491784436714,0.6009465883784184,0.48353883178100154,2.0453016624361555e-06,4,4.8988801635564e-08,2,0.0,0
2.92,0.2669046723693433,0.36797349018018655,0.5667990927165822,0.4566800276942689,1.581934281226894e-05,5,1.5808623801723562e-05,4,1.0429454053561655e-07,1
2.94,0.251716012812889,0.34525039093697163,0.5345444364763712,0.43075580818552434,2.00852372122082e-06,5,3.483232998597742e-07,1,0.0,0
2.96,0.2374050914252258,0.3237041018490128,0.5041537460981929,0.40580664828115576,2.2854976995383141e-07,1,2.2854976995383141e-07,1,0.0,0
2.98,0.22395466303069764,0.30330807853214925,0.4755903997056717,0.3818714086869315,8.783365730841288e-06,4,7.535992598975999e-07,3,6.019946127169204e-08,1
3.0,0.21134430198252946,0.2840316115980963,0.4488110213700258,0.3589644909997301,1.5966331967613042e-05,4,1.8943761782228491e-07,2,0.0,0
3.02,0.19955110428189052,0.2658409651677629,0.4237669721309792,0.3371018095819214,9.920185847153831e-07,6,9.920146960744702e-07,5,8.613654923991419e-08,1
3.04,0.18854960461634598,0.24869906839205233,0.4004041738195149,0.3162853690658188,2.567229037063276e-07,3,2.0641573137566718e-07,2,0.0,0
3.06,0.1783126200330132,0.23256709030632008,0.3786649006832342,0.2965079927037003,9.272167365310318e-06,7,9.220811477902767e-06,5,0.0,0
3.08,0.16881131024955934,0.217404682878259,0.358487907462866,0.2777596242981857,2.3193912339255138e-05,4,2.3193433010328094e-05,3,0.0,0
3.1,0.16001570104200058,0.20317075993750544,0.3398095408592451,0.2600155693868687,1.3425237308126335e-05,8,1.3398789640788157e-05,7,0.0,0
3.12,0.15189473223125136,0.18982371790826766,0.32256384143760763,0.24326049956618853,1.7685241991440264e-05,7,1.7673624139786747e-05,5,0.0,0
3.14,0.14441634727377306,0.17732141102441215,0.3066827338824036,0.22746645997073284,2.5206277125156704e-05,7,1.1106372895480888e-05,6,3.242700710555634e-08,1
3.16,0.13754795924155797,0.16562197515587648,0.2920970165529677,0.21260055956852703,2.50141940299243e-06,8,1.0598309443515109e-06,3,0.0,0
3.18,0.13125659279800983,0.15468423471147916,0.27873666298367505,0.19863294633960396,1.7237460635838446e-06,8,9.851887391589907e-07,2,0.0,0
3.2,0.12550882353547663,0.1444672757668862,0.2665306930610508,0.18553257297303322,1.3053677904020926e-05,8,8.999833134362383e-07,3,0.0,0
3.22,0.12027126381976559,0.13493144612249305,0.25540820476378373,0.17325992171733742,4.021000303879161e-06,10,3.1825748923923103e-06,5,0.0,0
3.24,0.11551061096769816,0.12603805414423874,0.24529847647264136,0.1617781940665941,2.0141780492119687e-05,8,1.9977832401108398e-05,3,0.0,0
3.2600000000000002,0.11119408872941022,0.11775030775564872,0.23613190450282984,0.1510525882828273,3.4384443765204653e-06,6,2.3768571625645236e-06,5,1.0482989612853302e-06,1
3.2800000000000002,0.10728913515462583,0.11003222102359635,0.2278393402564259,0.14104707033347696,7.425977063055943e-06,10,3.3021620204314813e-06,5,0.0,0
3.3000000000000003,0.1037640125251731,0.10284944252709047,0.22035338547582314,0.13172538228696912,4.626234401426722e-06,11,4.297598178496381e-06,6,1.7825787639449377e-08,1
3.3200000000000003,0.10058786238230502,0.09616900020037525,0.2136085090998184,0.12305303649973418,8.524544752672238e-06,16,3.4334738422497142e-06,6,7.790238945264024e-07,1
3.3400000000000003,0.09773080267419668,0.08995956004252562,0.20754125356615727,0.11499572309293034,5.3969498417425106e-06,11,3.6631557757163147e-06,5,0.0,0
3.3600000000000003,0.09516437761966574,0.0841909766475238,0.20209119014268787,0.10751687927429214,5.192504821889295e-06,10,4.352903939447153e-06,6,0.0,0
3.3800000000000003,0.09286146565819743,0.07883504160511688,0.19720072344991996,0.10058632124265776,4.80223359132733e-06,7,4.159070592992804e-06,5,0.0,0
3.4000000000000004,0.09079647603473161,0.07386455910482219,0.19281550892872215,0.09417428881690897,6.19453768471302e-06,15,3.770014204882129e-06,8,1.3908032926218505e-08,1
3.4200000000000004,0.088945348254866,0.0692544504784421,0.18888445168339085,0.08824978180690658,1.0345176681604917e-05,14,7.423728581554333e-06,10,1.9193797327875763e-06,1
