t,residual_norm,smooth_log_norm,loss_bound_log_norm,parameter_speed,gate_defect_0.0002,count_0.0002,gate_defect_0.0001,count_0.0001,gate_defect_1e-05,count_1e-05
3.44,0.08728581790920537,0.06498035690718042,0.18536027098656718,0.08278308584910594,6.0462861139882324e-06,11,4.687383683181125e-06,7,0.0,0
3.46,0.0857973056313595,0.06101963208043174,0.1821992644703042,0.077745298116567,6.258244149324258e-06,7,1.3900886767650732e-06,2,0.0,0
3.48,0.08446092470321195,0.0573507824048891,0.17936132427662488,0.0731142243251518,4.0433314093030885e-06,8,3.4388698146850525e-06,6,0.0,0
3.5,0.0832593386509183,0.05395397046863298,0.17680963464820768,0.06886475934607375,6.664828065837087e-06,11,5.038904037472559e-06,5,3.385044963430618e-06,1
3.52,0.08217697051636491,0.05154727159969933,0.17451111633751562,0.0649687613153044,8.89666767793965e-06,14,7.391645074103582e-06,6,0.0,0
3.54,0.08119991945570582,0.05081415830887422,0.1724362494953458,0.06139563537600261,5.882596020105771e-06,7,5.737089138667508e-06,6,0.0,0
3.56,0.08031556513874559,0.05005979256826615,0.17055823357286912,0.05813823967360143,1.3653535916316417e-05,17,1.125376649166174e-05,7,9.950776576749696e-06,1
3.58,0.07951249375617452,0.04932321864506161,0.16885283019050323,0.05517089743570773,7.853491585910354e-06,12,7.245454876735066e-06,9,7.037548429175312e-07,1
3.6,0.07878082001332967,0.04863206842817488,0.1672990469242623,0.05246610652740881,7.1975401983352485e-06,11,5.90177242469908e-06,6,0.0,0
3.62,0.07811176796763683,0.04797489442286843,0.1658782471716296,0.050007372227283235,1.2514124488513569e-05,18,7.5243244413655e-06,9,1.6775281907868282e-06,1
3.64,0.07749747479352591,0.047354835723881515,0.16457373342648898,0.04777808673293939,4.431156497908903e-06,9,1.384722143551838e-06,3,0.0,0
3.66,0.07693106521636472,0.046767941053664,0.16337090534711882,0.04576583857685456,1.0197264326253779e-05,14,6.955032285766905e-06,6,0.0,0
3.68,0.07640646097105355,0.04618053879052534,0.1622568551222274,0.04394180811176431,6.495595205077048e-06,9,3.650507977683726e-06,5,2.3988167213519437e-06,2
3.7,0.0759183020980438,0.0456036403304424,0.16122020033508078,0.042303184125012626,7.665063753598284e-06,8,4.707716402478247e-06,3,4.275762309674411e-06,1
3.72,0.07546194671075795,0.045050315942308745,0.16025108346959555,0.04082412449098042,9.010702780746435e-06,13,6.6617996259944354e-06,6,6.218524462941258e-07,2
3.74,0.07503336901935988,0.044516195176405204,0.15934095535349105,0.03949834094027535,1.4821945326551534e-05,10,6.249059452920614e-06,5,6.04706032922995e-07,2
3.7600000000000002,0.07462911320012963,0.04400042212312625,0.15848247719523675,0.03829880810594305,7.58758843403894e-06,12,3.0988942467595033e-06,5,0.0,0
3.7800000000000002,0.07424606961826083,0.04349744175759274,0.15766904537050755,0.037223810316278375,6.791023080301882e-06,8,5.24096557321541e-06,4,0.0,0
3.8000000000000003,0.07388162666230028,0.04298364398051233,0.1568951138579878,0.03626278602748054,1.0121688681406978e-05,15,8.034695408593973e-06,9,0.0,0
3.8200000000000003,0.0735334065353747,0.042517130165390646,0.15615563316529335,0.03539326327532921,5.1243853232109474e-06,6,4.590216162081735e-06,4,0.0,0
3.8400000000000003,0.0731994613419725,0.042063212560246095,0.1554464667391039,0.034616070280852174,1.2823127761195497e-05,20,8.637141386645703e-06,13,1.6041545585851682e-06,1
3.8600000000000003,0.07287803239255813,0.04162583204996993,0.15476387982414425,0.033915889876483134,8.218707026128799e-06,9,3.745811659013283e-06,1,0.0,0
3.8800000000000003,0.07256762339583672,0.04121929766498557,0.15410469489436793,0.033282921249514326,6.889969673217138e-06,11,5.6380399393265416e-06,5,2.3789561642664865e-06,2
3.9000000000000004,0.0722669523876192,0.0408283253924878,0.1534661895690357,0.03271392372532962,3.916645149166307e-06,5,1.2215027754285357e-06,3,0.0,0
