step,radius
17104,2.7145631367190995e-06
17105,2.721098956600535e-06
17106,2.728606696256263e-06
17107,2.739318675765927e-06
17108,2.7536973294629145e-06
17109,2.763703599207875e-06
17110,2.7701969405580614e-06
17111,2.7756676958209945e-06
17112,2.780771231270972e-06
17113,2.7857585410726237e-06
17114,2.789907014405483e-06
17115,2.7957152515169422e-06
17116,2.800593129375791e-06
17117,2.8072040253704233e-06
17118,2.81364807491826e-06
17119,2.8219821465823246e-06
17120,2.82842017186222e-06
17121,2.8334575071883236e-06
17122,2.840105534427555e-06
17123,2.8453498220470436e-06
17124,2.8509968128914604e-06
17125,2.85729058649839e-06
17126,2.8634279471604063e-06
17127,2.867953919789976e-06
17128,2.8733454344271726e-06
17129,2.8785436461775692e-06
17130,2.8852105613399364e-06
17131,2.8920778297635347e-06
17132,2.8982610451734786e-06
17133,2.906301927797698e-06
17134,2.9130094175168303e-06
17135,2.9203810094560193e-06
17136,2.9290827123580218e-06
17137,2.9373522329701835e-06
17138,2.9438266890301474e-06
17139,2.9526530540457744e-06
17140,2.959996630560366e-06
17141,2.966592641116077e-06
17142,2.9726089945842066e-06
17143,2.9803354161285654e-06
17144,2.987519092177969e-06
17145,2.9943835775206645e-06
17146,3.0011380350208044e-06
17147,3.0089214666837464e-06
17148,3.0170192461941563e-06
17149,3.02444180441644e-06
17150,3.032249003771055e-06
17151,3.040393510361858e-06
17152,3.0474745637563896e-06
17153,3.0539775537180096e-06
17154,3.0626290206261025e-06
17155,3.068444891222872e-06
17156,3.07384676284539e-06
17157,3.0811534126040127e-06
17158,3.088426843489896e-06
17159,3.0969665254568842e-06
17160,3.1045509142940135e-06
17161,3.1120273258949707e-06
17162,3.1191172940696403e-06
17163,3.1255424605910666e-06
17164,3.132103410599547e-06
17165,3.139172032234053e-06
17166,3.145768546988333e-06
17167,3.1516723755788607e-06
17168,3.1566597270257866e-06
17169,3.161199563797842e-06
17170,3.165974561976868e-06
17171,3.1711420315181255e-06
17172,3.1827243771897234e-06
17173,3.1894002835397597e-06
17174,3.195672417796024e-06
17175,3.202648704875931e-06
17176,3.209236561241448e-06
17177,3.21710295895252e-06
17178,3.2234946276249822e-06
17179,3.2319324478523523e-06
17180,3.2390719833081596e-06
17181,3.2439703012315283e-06
17182,3.2492279873659125e-06
17183,3.255000271918585e-06
17184,3.2609792812992723e-06
17185,3.2679188422988278e-06
17186,3.2739975326400226e-06
17187,3.2803498783254106e-06
17188,3.288153721897146e-06
17189,3.294375153416688e-06
17190,3.2991324286846125e-06
17191,3.3048880095838686e-06
17192,3.3107135318908474e-06
17193,3.3157839401136573e-06
17194,3.3206086277711596e-06
17195,3.3269545546885698e-06
17196,3.333517858678417e-06
17197,3.3424597061761552e-06
17198,3.350815614839329e-06
17199,3.358730323003552e-06
17200,3.367295943008834e-06
17201,3.3737996618655103e-06
17202,3.3800675210261126e-06
17203,3.385846406459996e-06
17204,3.391016465836563e-06
17205,3.396399206742659e-06
17206,3.4004583175951404e-06
17207,3.4044014570839254e-06
17208,3.4089123876807894e-06
17209,3.415611916480195e-06
17210,3.424434973479271e-06
17211,3.431819841775805e-06
17212,3.4462597715791666e-06
17213,3.4634489350397567e-06
17214,3.4757078403117463e-06
17215,3.4823733660855745e-06
17216,3.488521315393438e-06
17217,3.4961124712490517e-06
17218,3.504514514061897e-06
17219,3.511928320024002e-06
17220,3.520324332954808e-06
17221,3.5305591463212812e-06
17222,3.538437414733388e-06
17223,3.547988198269887e-06
17224,3.5556481863556776e-06
17225,3.5632557502727887e-06
17226,3.5721941037825138e-06
17227,3.5828567958820566e-06
17228,3.5906383517584687e-06
17229,3.5974576889772877e-06
17230,3.610767775040076e-06
17231,3.6155907366928747e-06
17232,3.6206047430046583e-06
17233,3.625291930769998e-06
17234,3.630212424626101e-06
17235,3.635951001442407e-06
17236,3.6412169716535755e-06
17237,3.649423396254052e-06
17238,3.655144037110946e-06
17239,3.663110645222768e-06
17240,3.6721520836744285e-06
17241,3.6811041603074027e-06
17242,3.6898093341705327e-06
17243,3.698758516498683e-06
17244,3.705724558514388e-06
17245,3.7162208497366466e-06
17246,3.730823004102047e-06
17247,3.7405132040113054e-06
17248,3.7465452678948264e-06
17249,3.7525637221776467e-06
17250,3.7585225172793476e-06
17251,3.7647968084348115e-06
17252,3.77125904102144e-06
17253,3.7776468157907063e-06
17254,3.7832124047260327e-06
17255,3.787730102325035e-06
17256,3.7933508912070384e-06
17257,3.7979157560882935e-06
17258,3.8025028475708717e-06
17259,3.8085920897548222e-06
17260,3.816664896264935e-06
17261,3.824354479698683e-06
17262,3.833162829988585e-06
17263,3.840904285640753e-06
17264,3.8494601902301405e-06
17265,3.856158766396831e-06
17266,3.863778566033173e-06
17267,3.869107562616967e-06
17268,3.874782869650861e-06
17269,3.8803523549899375e-06
17270,3.886957610461825e-06
17271,3.894219457778129e-06
17272,3.900275044273768e-06
17273,3.907245680427668e-06
17274,3.9145959908142805e-06
17275,3.922468017103771e-06
17276,3.929489919584306e-06
17277,3.935956268286844e-06
17278,3.942682598284779e-06
17279,3.951189140924492e-06
17280,3.960221920397426e-06
17281,3.966954399126082e-06
17282,3.972761917220356e-06
17283,3.979936857454675e-06
17284,3.985597747232422e-06
17285,3.992505278759427e-06
17286,4.0007080331696695e-06
17287,4.0082701745678744e-06
17288,4.014504397154603e-06
17289,4.020463712501097e-06
17290,4.027808571736779e-06
17291,4.035342213685794e-06
17292,4.043848908487757e-06
17293,4.051293940484508e-06
17294,4.058104465677122e-06
17295,4.065024451736259e-06
17296,4.071368005165927e-06
17297,4.077175110949082e-06
17298,4.084023444388731e-06
17299,4.090237785131652e-06
17300,4.0973759333188475e-06
17301,4.104343828272681e-06
17302,4.110242375027696e-06
17303,4.116180772080193e-06
17304,4.123343780010604e-06
17305,4.13440897313404e-06
17306,4.1408055086349786e-06
17307,4.147275544656807e-06
17308,4.156564162397301e-06
17309,4.164375254121382e-06
17310,4.173202913764286e-06
17311,4.185169912141267e-06
17312,4.200714668148822e-06
17313,4.212243113467661e-06
17314,4.219676718184361e-06
17315,4.2281003740931805e-06
17316,4.235700797519057e-06
17317,4.244607557888741e-06
17318,4.253417346420061e-06
17319,4.262061656351e-06
17320,4.273817177169871e-06
17321,4.28337767138697e-06
17322,4.294845036880659e-06
17323,4.305035967231984e-06
17324,4.314698984090858e-06
17325,4.32440820238093e-06
17326,4.335562282461759e-06
17327,4.345580531759569e-06
17328,4.355055507695145e-06
17329,4.364068285502238e-06
17330,4.371327494225438e-06
17331,4.37606459173757e-06
17332,4.382921796444221e-06
17333,4.389747174293539e-06
17334,4.397120821778117e-06
17335,4.402818284750009e-06
17336,4.4103089205762874e-06
17337,4.4185494746611065e-06
17338,4.428904442729497e-06
17339,4.438516051748909e-06
17340,4.446983867751554e-06
17341,4.4553066680058365e-06
17342,4.463856388244205e-06
17343,4.470802769709825e-06
17344,4.479891083342832e-06
17345,4.487200521970863e-06
17346,4.495330116229459e-06
17347,4.504606656418401e-06
17348,4.513328391386232e-06
17349,4.523549018766876e-06
17350,4.5323630618225475e-06
17351,4.539343433061439e-06
17352,4.548508949445094e-06
17353,4.5569277876595605e-06
17354,4.562734757849435e-06
17355,4.569819439153012e-06
17356,4.586448514140339e-06
17357,4.597621481501829e-06
17358,4.606601404774966e-06
17359,4.613010714058306e-06
17360,4.619214060625331e-06
17361,4.625501039021905e-06
17362,4.632380010799184e-06
17363,4.640048296285199e-06
17364,4.647887739346946e-06
17365,4.655283050736819e-06
17366,4.663983982367125e-06
17367,4.671556149231156e-06
17368,4.678874380296559e-06
17369,4.684825699592363e-06
17370,4.692380470869286e-06
17371,4.699449588643695e-06
17372,4.7066660423323796e-06
17373,4.7150604554414475e-06
17374,4.7247404786220995e-06
17375,4.73397880484906e-06
17376,4.742814605445671e-06
17377,4.749684501427602e-06
17378,4.756753679330984e-06
17379,4.765245394972999e-06
17380,4.7739892894443585e-06
17381,4.78006220872e-06
17382,4.7862602149890915e-06
17383,4.792181258091453e-06
17384,4.79903879582635e-06
17385,4.806449592462976e-06
17386,4.8138524539113126e-06
17387,4.823374252172873e-06
17388,4.83247293534831e-06
17389,4.8397344340331255e-06
17390,4.845998360984182e-06
17391,4.851552484877993e-06
17392,4.8563770959240725e-06
17393,4.860840339786952e-06
17394,4.866935289952486e-06
17395,4.874189116788555e-06
17396,4.882941122075946e-06
17397,4.892607909991646e-06
17398,4.903226836269874e-06
17399,4.91403478770737e-06
17400,4.9254609533962655e-06
17401,4.935635848274133e-06
17402,4.945166561990414e-06
17403,4.955041537077484e-06
17404,4.965505474475628e-06
17405,4.9733163270539415e-06
17406,4.9803468729910965e-06
17407,4.987328753904355e-06
17408,4.994773981271692e-06
17409,5.00090226893558e-06
17410,5.006898706424345e-06
17411,5.013121751721175e-06
17412,5.019297623871635e-06
17413,5.027491598274459e-06
17414,5.03601062830124e-06
17415,5.0450691288225e-06
17416,5.052327029715149e-06
17417,5.061379704290509e-06
17418,5.0702468135868385e-06
17419,5.0793716170167466e-06
17420,5.087895346078256e-06
17421,5.095700460674863e-06
17422,5.104738369900094e-06
17423,5.113959034382392e-06
17424,5.1239393905812485e-06
17425,5.1328729741736104e-06
17426,5.140050446663092e-06
17427,5.149851008761804e-06
17428,5.155752014582629e-06
17429,5.162184235440549e-06
17430,5.16939056980602e-06
17431,5.175924799663039e-06
17432,5.182754485735412e-06
17433,5.195688413223154e-06
17434,5.202443487318032e-06
17435,5.210152474439966e-06
17436,5.216827873371887e-06
17437,5.2229433736981035e-06
17438,5.230127318549621e-06
17439,5.237737703169677e-06
17440,5.246406286798501e-06
17441,5.255847187160454e-06
17442,5.264727827176072e-06
17443,5.272737951936149e-06
17444,5.282345722892905e-06
17445,5.290829922606332e-06
17446,5.298616132643436e-06
17447,5.306497903385442e-06
17448,5.314320824759854e-06
17449,5.3217342296264035e-06
17450,5.330461005236919e-06
17451,5.338555265897485e-06
17452,5.3460745245195555e-06
17453,5.353270683265439e-06
17454,5.3603869816827836e-06
17455,5.3673534344624486e-06
17456,5.375717323731803e-06
17457,5.3847215951396605e-06
17458,5.392425733359199e-06
17459,5.400529419959489e-06
17460,5.409208300984844e-06
17461,5.419670986660629e-06
17462,5.427996559351443e-06
17463,5.4362377270817945e-06
17464,5.445923502535362e-06
17465,5.455003624810872e-06
17466,5.465154180590876e-06
17467,5.474387459573802e-06
17468,5.485437444238763e-06
17469,5.493840742275378e-06
17470,5.503872501634348e-06
17471,5.51333591565383e-06
17472,5.5235329659434284e-06
17473,5.534402997219578e-06
17474,5.542019375555067e-06
17475,5.549111957339344e-06
17476,5.556871954935539e-06
17477,5.565507959929441e-06
17478,5.574471290549071e-06
17479,5.583920019280268e-06
17480,5.59268145217573e-06
17481,5.602361234110433e-06
17482,5.610288337121995e-06
17483,5.620328813924341e-06
17484,5.630224317940298e-06
17485,5.640183759334179e-06
17486,5.649254136899381e-06
17487,5.660223666236265e-06
17488,5.6703260772270194e-06
17489,5.6806716279841474e-06
17490,5.688674368383576e-06
17491,5.697105201053525e-06
17492,5.705713757838212e-06
17493,5.713895886450859e-06
17494,5.723141429215899e-06
17495,5.730676320165925e-06
17496,5.737587949137148e-06
17497,5.747325887977007e-06
17498,5.756297186783666e-06
17499,5.76393839850966e-06
17500,5.772705992783889e-06
17501,5.780636543138011e-06
17502,5.791989768434333e-06
17503,5.804255194162153e-06
17504,5.813400148244956e-06
17505,5.82323696709234e-06
17506,5.830854833669516e-06
17507,5.839387874966906e-06
17508,5.84863012475039e-06
17509,5.859554005756852e-06
17510,5.869276426299859e-06
17511,5.878419670273414e-06
17512,5.8872025989845314e-06
17513,5.895222591660882e-06
17514,5.902778150182989e-06
17515,5.911889068336936e-06
17516,5.922096097085478e-06
17517,5.9295361987817445e-06
17518,5.935780572475029e-06
17519,5.942045722097866e-06
17520,5.948718682735935e-06
17521,5.9569284799691736e-06
17522,5.966958162271005e-06
17523,5.975277120389525e-06
17524,5.983552767870422e-06
17525,5.991814070594425e-06
17526,5.999334879379252e-06
17527,6.007309540207665e-06
17528,6.015246229255753e-06
17529,6.023301384707086e-06
17530,6.032447085919795e-06
17531,6.041144400162433e-06
17532,6.049506026284601e-06
17533,6.059085573627929e-06
17534,6.067407236784237e-06
17535,6.0757725556989724e-06
17536,6.083717084499565e-06
17537,6.089656468097928e-06
17538,6.098243857317912e-06
17539,6.1054998305960984e-06
17540,6.112720760056228e-06
17541,6.119911965122797e-06
17542,6.12649936177993e-06
17543,6.136195163646222e-06
17544,6.143608596088461e-06
17545,6.151678782069388e-06
17546,6.161268820792931e-06
17547,6.1710401263922575e-06
17548,6.18069273164402e-06
17549,6.189476265713831e-06
17550,6.197286579385782e-06
17551,6.206624802036671e-06
17552,6.2163710213736696e-06
17553,6.226391442356793e-06
17554,6.236191413929501e-06
17555,6.245044619784855e-06
17556,6.253829620771213e-06
17557,6.264080635468159e-06
17558,6.272967086586375e-06
17559,6.282882635127499e-06
17560,6.294980660643312e-06
17561,6.30482928135765e-06
17562,6.3143472749325934e-06
17563,6.325511000828272e-06
17564,6.335179664870947e-06
17565,6.343906585516019e-06
17566,6.352823709861759e-06
17567,6.360448532306076e-06
17568,6.368820286926533e-06
17569,6.376755116945731e-06
17570,6.384528700859919e-06
17571,6.392799758278397e-06
17572,6.401538002024839e-06
17573,6.411227653369814e-06
17574,6.4207207831324775e-06
17575,6.428131424915293e-06
17576,6.436518535820719e-06
17577,6.443536635336614e-06
17578,6.4499526017223205e-06
17579,6.456443092754833e-06
17580,6.463874475059797e-06
17581,6.472854589070565e-06
17582,6.480244962586654e-06
17583,6.490152307653313e-06
17584,6.499799464885233e-06
17585,6.50869337500554e-06
17586,6.5168760343960255e-06
17587,6.524107922665271e-06
17588,6.53196538958616e-06
17589,6.54046524424294e-06
17590,6.548116602525653e-06
17591,6.556089454175588e-06
17592,6.564492699937593e-06
17593,6.57225912886943e-06
17594,6.5796367481545585e-06
17595,6.586919395440242e-06
17596,6.59433218291474e-06
17597,6.602471954607386e-06
17598,6.610150478649143e-06
17599,6.618743206011431e-06
17600,6.628821465665549e-06
17601,6.637871432365437e-06
17602,6.649694696311082e-06
17603,6.659663211010007e-06
17604,6.669301111395753e-06
17605,6.678281890708815e-06
17606,6.686706455536736e-06
17607,6.695587939219846e-06
17608,6.704637313985621e-06
17609,6.711581612438448e-06
17610,6.719444356034093e-06
17611,6.728502262448292e-06
17612,6.739039051836757e-06
17613,6.747836624752593e-06
17614,6.756230446306307e-06
17615,6.764474197435201e-06
17616,6.77341093632688e-06
17617,6.783380474572195e-06
17618,6.792970050127932e-06
17619,6.800612241248295e-06
17620,6.809199986245236e-06
17621,6.819983792713228e-06
17622,6.830059359875799e-06
17623,6.839566740070413e-06
17624,6.84726388474927e-06
17625,6.855766080385072e-06
17626,6.864192804247474e-06
17627,6.873341225241654e-06
17628,6.889392909104101e-06
17629,6.901724406135006e-06
17630,6.912289893728471e-06
17631,6.928749758956445e-06
17632,6.95395868411916e-06
17633,6.961671878083825e-06
17634,6.9695477342817575e-06
17635,6.9799777994363055e-06
17636,6.988111965979599e-06
17637,6.995130152028752e-06
17638,7.002338673078102e-06
17639,7.00922649581442e-06
17640,7.016504678585462e-06
17641,7.0287059647326185e-06
17642,7.044760965687413e-06
17643,7.05752760558716e-06
17644,7.065591021835145e-06
17645,7.074808984577356e-06
17646,7.082205079066436e-06
17647,7.092342928901517e-06
17648,7.101304221690667e-06
17649,7.1085457476189564e-06
17650,7.118242007768082e-06
17651,7.128441762516528e-06
17652,7.138162738556597e-06
17653,7.150266938247259e-06
17654,7.1616080276804145e-06
17655,7.170712944241284e-06
17656,7.17847995523659e-06
17657,7.188301019048732e-06
17658,7.1960300083329295e-06
17659,7.203531685901908e-06
17660,7.2131731634162675e-06
17661,7.2217727958304655e-06
17662,7.231698990128957e-06
17663,7.239965304672189e-06
17664,7.2491654661118e-06
17665,7.256466687923193e-06
17666,7.265239376035691e-06
17667,7.274234033501085e-06
17668,7.28447747225224e-06
17669,7.294176043323719e-06
17670,7.302789826421165e-06
17671,7.310461922762767e-06
17672,7.318766934615091e-06
17673,7.325747560554531e-06
17674,7.333825092563131e-06
17675,7.3442566050901795e-06
17676,7.354671798218247e-06
17677,7.36493082114273e-06
17678,7.375202592030255e-06
17679,7.384045313501658e-06
17680,7.393184862697939e-06
17681,7.404580195271947e-06
17682,7.4147650395202075e-06
17683,7.424102220570516e-06
17684,7.433448203609978e-06
17685,7.443654699262851e-06
17686,7.452369649654669e-06
17687,7.461127548080489e-06
17688,7.470215030625597e-06
17689,7.47797054546235e-06
17690,7.485413341208907e-06
17691,7.493703414571403e-06
17692,7.501766757008524e-06
17693,7.508443193799854e-06
17694,7.51733027940992e-06
17695,7.5251342725055575e-06
17696,7.531967289260337e-06
17697,7.541209868645865e-06
17698,7.551962487407709e-06
17699,7.560615988313363e-06
17700,7.570463706782708e-06
17701,7.578329421969884e-06
17702,7.586156052240586e-06
17703,7.593246337748412e-06
17704,7.6010408594938065e-06
17705,7.609586380302287e-06
17706,7.617125143636959e-06
17707,7.62415261814749e-06
17708,7.630652746725854e-06
17709,7.639589781335946e-06
17710,7.649073855485893e-06
17711,7.658651731529984e-06
17712,7.666976600711147e-06
17713,7.675563622685133e-06
17714,7.685264780236506e-06
17715,7.69294180331402e-06
17716,7.700439789372748e-06
17717,7.708381159110479e-06
17718,7.715475532987572e-06
17719,7.72468460793597e-06
17720,7.732791750475256e-06
17721,7.741193141236488e-06
17722,7.748958098069829e-06
17723,7.759215598596112e-06
17724,7.767044927928874e-06
17725,7.773853069098747e-06
17726,7.784582090737607e-06
17727,7.796939068098337e-06
17728,7.810413948705769e-06
17729,7.821756317788911e-06
17730,7.833227479795982e-06
17731,7.84236919863281e-06
17732,7.852424294495451e-06
17733,7.861080706300361e-06
17734,7.869494536662786e-06
17735,7.877337226140654e-06
17736,7.88713295891011e-06
17737,7.896110400862818e-06
17738,7.906854683549483e-06
17739,7.916124656976554e-06
17740,7.927610831372149e-06
17741,7.937713837758037e-06
17742,7.947223634720434e-06
17743,7.955652627269618e-06
17744,7.964312563485677e-06
17745,7.97336617346527e-06
17746,7.98080156679637e-06
17747,7.989648462310605e-06
17748,7.998070262074101e-06
17749,8.005199838677079e-06
17750,8.012877728254618e-06
17751,8.020588389981888e-06
17752,8.028815552133662e-06
17753,8.041098392751877e-06
17754,8.058539817668657e-06
17755,8.07066850870262e-06
17756,8.077862347241865e-06
17757,8.08542460619973e-06
17758,8.09497381805732e-06
17759,8.104429553990147e-06
17760,8.113015019426166e-06
17761,8.121256048720764e-06
17762,8.133384914613373e-06
17763,8.147772556597596e-06
17764,8.159919717373997e-06
17765,8.16988968188755e-06
17766,8.179021965826838e-06
17767,8.18819078350366e-06
17768,8.195780870171269e-06
17769,8.20532640390921e-06
17770,8.213878394180706e-06
17771,8.222440736638561e-06
17772,8.231075829006922e-06
17773,8.240736591428354e-06
17774,8.24944587956785e-06
17775,8.25767309427438e-06
17776,8.26798552557328e-06
17777,8.276288085734265e-06
17778,8.286735650184556e-06
17779,8.295085027556801e-06
17780,8.303793820089735e-06
17781,8.313397046260868e-06
17782,8.323454287211161e-06
17783,8.332418046699475e-06
17784,8.34285495362775e-06
17785,8.353202209287595e-06
17786,8.363632105595665e-06
17787,8.37337576994963e-06
17788,8.384719620100227e-06
17789,8.395744051922647e-06
17790,8.404961593156116e-06
17791,8.416064794738252e-06
17792,8.427444795943964e-06
17793,8.439416423961218e-06
17794,8.453091903883607e-06
17795,8.46316351012422e-06
17796,8.474865105660396e-06
17797,8.485733916488329e-06
17798,8.494745337557956e-06
17799,8.502992166934854e-06
17800,8.511899350884916e-06
17801,8.521480259728257e-06
17802,8.530774349308393e-06
17803,8.540077891004164e-06
17804,8.550561571280173e-06
17805,8.560845365143717e-06
17806,8.570032115306265e-06
17807,8.581355282065946e-06
17808,8.591364372144896e-06
17809,8.60206023570261e-06
17810,8.613996705715071e-06
17811,8.624254841264914e-06
17812,8.634067956486262e-06
17813,8.642866620346075e-06
17814,8.652260069208518e-06
17815,8.662311610121708e-06
17816,8.672737233590237e-06
17817,8.68043875243588e-06
17818,8.687525362025168e-06
17819,8.69617741617405e-06
17820,8.706444661210211e-06
17821,8.715676268810822e-06
17822,8.727021691058901e-06
17823,8.737401324882917e-06
17824,8.74655066796443e-06
17825,8.757673657489054e-06
17826,8.768010571680702e-06
17827,8.780662426195618e-06
17828,8.79263720146019e-06
17829,8.803883244801225e-06
17830,8.813320322625333e-06
17831,8.824751788482748e-06
17832,8.837823956170838e-06
17833,8.851114111101684e-06
17834,8.865771250043497e-06
17835,8.878208090894566e-06
17836,8.889412395543393e-06
17837,8.897894189872203e-06
17838,8.90778479539812e-06
17839,8.918115126614413e-06
17840,8.925419437328733e-06
17841,8.933334789124541e-06
17842,8.940982998762308e-06
17843,8.949765304004432e-06
17844,8.958511520553441e-06
17845,8.966279278163231e-06
17846,8.97385959010092e-06
17847,8.981646760731564e-06
17848,8.990839955426695e-06
17849,8.998778070999336e-06
17850,9.008216161994724e-06
17851,9.01997487350555e-06
17852,9.030497061771173e-06
17853,9.042867181575621e-06
17854,9.054338745813499e-06
17855,9.066812776970726e-06
17856,9.078367147495186e-06
17857,9.089349283045689e-06
17858,9.099376736862835e-06
17859,9.110361306067636e-06
17860,9.122023126333339e-06
17861,9.132987709311895e-06
17862,9.143165512170832e-06
17863,9.153469083879475e-06
17864,9.163095971115305e-06
17865,9.174420450045267e-06
17866,9.184523177223412e-06
17867,9.193450641233756e-06
17868,9.203262094807164e-06
17869,9.213963723826752e-06
17870,9.226329038051659e-06
17871,9.23526881450967e-06
17872,9.244397283743819e-06
17873,9.252507810566274e-06
17874,9.264449697492534e-06
17875,9.273463485215216e-06
17876,9.282559724103682e-06
17877,9.293793074123445e-06
17878,9.304726421886606e-06
17879,9.313239919057537e-06
17880,9.32401479199939e-06
17881,9.33057846006698e-06
17882,9.340530885164438e-06
17883,9.348944195363848e-06
17884,9.357933383948277e-06
17885,9.367226263032972e-06
17886,9.376491106548443e-06
17887,9.38461964348789e-06
17888,9.392455163899297e-06
17889,9.399417249845144e-06
17890,9.408513869045767e-06
17891,9.415512012342675e-06
17892,9.423061422370302e-06
17893,9.430934265184025e-06
17894,9.439313208916892e-06
17895,9.447282017077334e-06
17896,9.455163727635499e-06
17897,9.463951647223942e-06
17898,9.47258956004186e-06
17899,9.480664665931718e-06
17900,9.489113536068352e-06
17901,9.497210370960175e-06
17902,9.506769352939829e-06
17903,9.51727585688682e-06
17904,9.52459513824627e-06
17905,9.534423925031816e-06
17906,9.542820702668757e-06
17907,9.553663172511592e-06
17908,9.5620204487684e-06
17909,9.570548696486853e-06
17910,9.580151385148086e-06
17911,9.589614171193247e-06
17912,9.598788088911633e-06
17913,9.607729397992544e-06
17914,9.62005591507798e-06
17915,9.630705754141318e-06
17916,9.64122924923791e-06
17917,9.650020335986583e-06
17918,9.65687290298192e-06
17919,9.664274418085104e-06
17920,9.673070671031913e-06
17921,9.682801934856704e-06
17922,9.690619492087159e-06
17923,9.698377860179885e-06
17924,9.708975316430341e-06
17925,9.719460287612127e-06
17926,9.728771874808157e-06
17927,9.738654309516652e-06
17928,9.74832714091462e-06
17929,9.756001815846353e-06
17930,9.764575925097016e-06
17931,9.77289069043236e-06
17932,9.780415776604868e-06
17933,9.787849555530452e-06
17934,9.796873173369215e-06
17935,9.803598460032472e-06
17936,9.813731359232196e-06
17937,9.82050156927004e-06
17938,9.828937713747606e-06
17939,9.837906910852181e-06
17940,9.846300642147067e-06
17941,9.855498644671552e-06
17942,9.863748165617486e-06
17943,9.872796359061453e-06
17944,9.882599212063926e-06
17945,9.89139563521848e-06
17946,9.900996623395913e-06
17947,9.912801980905258e-06
17948,9.923602666282233e-06
17949,9.93325132100143e-06
17950,9.943532349825803e-06
17951,9.953171633666966e-06
17952,9.962197222749558e-06
17953,9.96987382460328e-06
17954,9.984147499403761e-06
17955,9.992015372369254e-06
17956,1.0000370438784845e-05
17957,1.000902305919256e-05
17958,1.0016855616092124e-05
17959,1.0028626391092939e-05
17960,1.0037710218782022e-05
17961,1.0046452989983455e-05
17962,1.0054572866754522e-05
17963,1.006140237368132e-05
17964,1.0069981502524674e-05
17965,1.0078887938268996e-05
17966,1.0090383347272808e-05
17967,1.0099554885688033e-05
17968,1.0108620335094513e-05
17969,1.0119487920681267e-05
17970,1.0129964736940002e-05
17971,1.0139922707562094e-05
17972,1.0151223067945112e-05
17973,1.0160564663818197e-05
17974,1.0170680370816123e-05
17975,1.0181376183471724e-05
17976,1.0192390074524715e-05
17977,1.0202248845724503e-05
17978,1.0210144493413911e-05
17979,1.0217231816236016e-05
17980,1.0224113406206291e-05
17981,1.0231683481868691e-05
