step,radius
17982,1.0237855566489134e-05
17983,1.0246274161008066e-05
17984,1.0257188447802776e-05
17985,1.0265368585694847e-05
17986,1.0273018615380574e-05
17987,1.0282266719917434e-05
17988,1.0292800777377365e-05
17989,1.030173333891084e-05
17990,1.031017345462862e-05
17991,1.0319689896333597e-05
17992,1.0329213401479038e-05
17993,1.03383481910629e-05
17994,1.0349396062586624e-05
17995,1.036189251854808e-05
17996,1.0375397261899976e-05
17997,1.0386602619406114e-05
17998,1.0396376113725686e-05
17999,1.0406021953043875e-05
18000,1.0416587719672918e-05
18001,1.0428110195948765e-05
18002,1.0439677817797202e-05
18003,1.0451430346103327e-05
18004,1.0464531085069319e-05
18005,1.0476256502654097e-05
18006,1.0486108222368488e-05
18007,1.049525685978268e-05
18008,1.0503208685499465e-05
18009,1.0513817764431635e-05
18010,1.052526889634713e-05
18011,1.0535585920773284e-05
18012,1.0548779463986912e-05
18013,1.0561663850648519e-05
18014,1.0572440605416093e-05
18015,1.058413048896355e-05
18016,1.0594241701028057e-05
18017,1.0606619942419748e-05
18018,1.0616521435339119e-05
18019,1.0627808996481411e-05
18020,1.0637529194206598e-05
18021,1.0648434581063602e-05
18022,1.0659795105810452e-05
18023,1.0671095378536695e-05
18024,1.0681795943208967e-05
18025,1.0694879337716667e-05
18026,1.0705359529915406e-05
18027,1.0716790170823257e-05
18028,1.07280492656266e-05
18029,1.0739263999967278e-05
18030,1.0752166922923227e-05
18031,1.0762461404037632e-05
18032,1.0774627725658861e-05
18033,1.078636599104398e-05
18034,1.0804174754028172e-05
18035,1.082910899910996e-05
18036,1.0841686588506096e-05
18037,1.0857642458464574e-05
18038,1.0871197604267487e-05
18039,1.0881621012054758e-05
18040,1.0894239106306412e-05
18041,1.0906519052596047e-05
18042,1.0919827960305713e-05
18043,1.0931763438340126e-05
18044,1.0945829646092077e-05
18045,1.0958179201940792e-05
18046,1.0970036038366256e-05
18047,1.098239717814651e-05
18048,1.0993857069930619e-05
18049,1.1005204414659794e-05
18050,1.1017134610246425e-05
18051,1.1027527022734342e-05
18052,1.1039236713472663e-05
18053,1.1050248045333082e-05
18054,1.1060642119562575e-05
18055,1.1071564840410472e-05
18056,1.1080940234356214e-05
18057,1.1092148627735261e-05
18058,1.110204688193303e-05
18059,1.111300482321775e-05
18060,1.1129757206864813e-05
18061,1.1144014567036788e-05
18062,1.115559318123378e-05
18063,1.1167124848474442e-05
18064,1.1181136229045717e-05
18065,1.1195577981674901e-05
18066,1.1208443402430207e-05
18067,1.122026423825136e-05
18068,1.1232411517105006e-05
18069,1.1244922676914145e-05
18070,1.1259324778378609e-05
18071,1.1272517492403623e-05
18072,1.1285373682330948e-05
18073,1.1296990195987794e-05
18074,1.1308254971819365e-05
18075,1.1321158096560886e-05
18076,1.1331722187868801e-05
18077,1.1342816402971654e-05
18078,1.1353741099066134e-05
18079,1.1362821253832879e-05
18080,1.1373953124626871e-05
18081,1.138192448381834e-05
18082,1.1392406048558877e-05
18083,1.1401123528207462e-05
18084,1.1410911212182066e-05
18085,1.141993534799285e-05
18086,1.1430230939473364e-05
18087,1.1439835707385928e-05
18088,1.1450695163486742e-05
18089,1.146328497642849e-05
18090,1.1470131236370131e-05
18091,1.148016198293151e-05
18092,1.1491835533004589e-05
18093,1.1502934658293128e-05
18094,1.1514328416968571e-05
18095,1.1526369896266809e-05
18096,1.153996255298147e-05
18097,1.155077902179553e-05
18098,1.156006666395576e-05
18099,1.1570520868023057e-05
18100,1.1580726458019348e-05
18101,1.1590725617185308e-05
18102,1.1600201889860426e-05
18103,1.1611333656953913e-05
18104,1.1624986862201879e-05
18105,1.1637525555093266e-05
18106,1.1646909567704991e-05
18107,1.1657127790941805e-05
18108,1.166835126806411e-05
18109,1.1679406607564573e-05
18110,1.1691646374969813e-05
18111,1.1709280230936813e-05
18112,1.1722749839396025e-05
18113,1.1735952683297146e-05
18114,1.1747712763115754e-05
18115,1.1758619224867784e-05
18116,1.1769079967719977e-05
18117,1.1780701246040869e-05
18118,1.1791452687337683e-05
18119,1.1802187073794755e-05
18120,1.1814076078799253e-05
18121,1.1826115069208302e-05
18122,1.1838105433471462e-05
18123,1.1848836826846488e-05
18124,1.1863298555637813e-05
18125,1.1876146066261958e-05
18126,1.1887550497444462e-05
18127,1.1898354953527054e-05
18128,1.1911892192281255e-05
18129,1.192451384355561e-05
18130,1.1934960198506953e-05
18131,1.1949678340974853e-05
18132,1.1961149220977368e-05
18133,1.1971755701452757e-05
18134,1.198192981272439e-05
18135,1.1993758026120553e-05
18136,1.2009890591278334e-05
18137,1.2031567517096308e-05
18138,1.2043091079461611e-05
18139,1.2055458537386411e-05
18140,1.2067422513973274e-05
18141,1.2079493752786953e-05
18142,1.2091502839526512e-05
18143,1.2101773814658246e-05
18144,1.2114121219344598e-05
18145,1.2127728550808648e-05
18146,1.213803924890343e-05
18147,1.2149344123040015e-05
18148,1.2159123422045675e-05
18149,1.2169100863350156e-05
18150,1.2180174291404282e-05
18151,1.2189619446453375e-05
18152,1.2204305012379915e-05
18153,1.2218659725317337e-05
18154,1.223659013952708e-05
18155,1.2250017996517945e-05
18156,1.2261597548755653e-05
18157,1.2271882364323019e-05
18158,1.2281535677312388e-05
18159,1.2291474798455892e-05
18160,1.2299785819444428e-05
18161,1.2308618950774927e-05
18162,1.2317362033915653e-05
18163,1.2324677813690496e-05
18164,1.233415588069382e-05
18165,1.234420533370922e-05
18166,1.2352494129861981e-05
18167,1.2360679934994985e-05
18168,1.2367111751892139e-05
18169,1.2375008981349163e-05
18170,1.2383052221532125e-05
18171,1.239219618109741e-05
18172,1.240341879062024e-05
18173,1.2414628203934003e-05
18174,1.2426957816190803e-05
18175,1.2438297621686502e-05
18176,1.2450103263704173e-05
18177,1.2461586163851122e-05
18178,1.2474556576577725e-05
18179,1.248504510876146e-05
18180,1.2494524015889116e-05
18181,1.250269832092423e-05
18182,1.25117838180249e-05
18183,1.2521995666251248e-05
18184,1.2534232851584928e-05
18185,1.2544370407496012e-05
18186,1.2554362621799332e-05
18187,1.2561368054075314e-05
18188,1.2568845372277759e-05
18189,1.257988366293684e-05
18190,1.2588421459836645e-05
18191,1.2596425542554981e-05
18192,1.2605180353609282e-05
18193,1.2615385826841415e-05
18194,1.2627000265859154e-05
18195,1.263820361334339e-05
18196,1.2651682734339617e-05
18197,1.2664016251857564e-05
18198,1.2674336446330959e-05
18199,1.2686176827182808e-05
18200,1.2696019878775155e-05
18201,1.270785401872826e-05
18202,1.2718259645264721e-05
18203,1.2728587465016287e-05
18204,1.2739769342523671e-05
18205,1.2752167898277281e-05
18206,1.2762926158997404e-05
18207,1.2773853462422728e-05
18208,1.2786028103497739e-05
18209,1.2797174923485766e-05
18210,1.280832769377678e-05
18211,1.281627662906332e-05
18212,1.2826881550390783e-05
18213,1.283870336513182e-05
18214,1.285039205826218e-05
18215,1.2860166227541945e-05
18216,1.2871583521084738e-05
18217,1.2883234525224414e-05
18218,1.2895278955273448e-05
18219,1.290666659608315e-05
18220,1.2917913316616682e-05
18221,1.292925876163729e-05
18222,1.2940826629298997e-05
18223,1.2952208462077948e-05
18224,1.296359073551996e-05
18225,1.297511993860693e-05
18226,1.2987276171397997e-05
18227,1.2997007121550118e-05
18228,1.300757043019851e-05
18229,1.3019308024280983e-05
18230,1.3031622593092926e-05
18231,1.3041752831603888e-05
18232,1.3051603214638654e-05
18233,1.3061119431783303e-05
18234,1.3072632134503638e-05
18235,1.3084264650391188e-05
18236,1.3094972212186994e-05
18237,1.3108117636926254e-05
18238,1.3120134168193247e-05
18239,1.3133095053612079e-05
18240,1.3143925628970373e-05
18241,1.315417366298465e-05
18242,1.3165363668537745e-05
18243,1.3180268009839842e-05
18244,1.3199635857365015e-05
18245,1.3223418443672514e-05
18246,1.3239599423897054e-05
18247,1.325157664212898e-05
18248,1.3264686849154172e-05
18249,1.3278119315494453e-05
18250,1.3289182916609928e-05
18251,1.3301709888068239e-05
18252,1.3314951421201458e-05
18253,1.3327129131934818e-05
18254,1.334036227368983e-05
18255,1.3351581022753232e-05
18256,1.3363985989759087e-05
18257,1.3375046892652957e-05
18258,1.3386802822253033e-05
18259,1.3397829169647221e-05
18260,1.3409754391126966e-05
18261,1.342099650374556e-05
18262,1.34351296533827e-05
18263,1.3446976938268206e-05
18264,1.3461808701233092e-05
18265,1.3474744390311254e-05
18266,1.3485938219866678e-05
18267,1.3497162717339965e-05
18268,1.3509202059496295e-05
18269,1.3520334834809345e-05
18270,1.3533081745034613e-05
18271,1.3546322951429915e-05
18272,1.3557962710484081e-05
18273,1.3571176235859633e-05
18274,1.358510319292342e-05
18275,1.3600317779018501e-05
18276,1.3613268177764438e-05
18277,1.3626840820017293e-05
18278,1.364074139615712e-05
18279,1.3654948772669353e-05
18280,1.3670522775499259e-05
18281,1.3683140687033993e-05
18282,1.3697416821091354e-05
18283,1.3713619010817394e-05
18284,1.3726965303667053e-05
18285,1.374235777625237e-05
18286,1.3757217044770959e-05
18287,1.3772924855253621e-05
18288,1.3785904840057999e-05
18289,1.3798342624565937e-05
18290,1.3813078433476163e-05
18291,1.382634727995148e-05
18292,1.3839545874373877e-05
18293,1.385353912912416e-05
18294,1.3864574070621663e-05
18295,1.3877427388856366e-05
18296,1.388788553297312e-05
18297,1.3897824286660786e-05
18298,1.3907105108730151e-05
18299,1.391854739540656e-05
18300,1.393098344794577e-05
18301,1.3940353369340354e-05
18302,1.3949377570997225e-05
18303,1.395891758886431e-05
18304,1.3970889406861807e-05
18305,1.3983772610044062e-05
18306,1.3996164169522955e-05
18307,1.400742224992677e-05
18308,1.4017984035674176e-05
18309,1.4028316023193315e-05
18310,1.4041496207006687e-05
18311,1.4055243225350974e-05
18312,1.4068446689100268e-05
18313,1.4080758625156593e-05
18314,1.41024098788409e-05
18315,1.4118651889276759e-05
18316,1.4132473333113801e-05
18317,1.415006892265019e-05
18318,1.4164781407653691e-05
18319,1.4174711324309722e-05
18320,1.4187383886444968e-05
18321,1.4198270380192004e-05
18322,1.4210093865506543e-05
18323,1.422402024031039e-05
18324,1.4240069793880887e-05
18325,1.425640211121017e-05
18326,1.4267514426221258e-05
18327,1.4282061962892399e-05
18328,1.4294279964021235e-05
18329,1.4306991409932383e-05
18330,1.4321388974925476e-05
18331,1.43341993082128e-05
18332,1.4346069877043226e-05
18333,1.4360020430867982e-05
18334,1.4374375640823887e-05
18335,1.4387841941639953e-05
18336,1.4400718999641481e-05
18337,1.4414892154548708e-05
18338,1.44302353678085e-05
18339,1.4442969746626735e-05
18340,1.4456212503108738e-05
18341,1.4470268075006455e-05
18342,1.4479760535411442e-05
18343,1.4491236890580593e-05
18344,1.4504208163426845e-05
18345,1.4515483751887273e-05
18346,1.4528648533378124e-05
18347,1.4542124283228182e-05
18348,1.4554355117566363e-05
18349,1.456644682957025e-05
18350,1.4577312748923538e-05
18351,1.4589279345321728e-05
18352,1.4602922737359356e-05
18353,1.4614452881798892e-05
18354,1.4624994632813153e-05
18355,1.4635820585878703e-05
18356,1.4645542079762132e-05
18357,1.4654474224155493e-05
18358,1.4663309425565138e-05
18359,1.46729277911796e-05
18360,1.4682336266586844e-05
18361,1.4691712317965314e-05
18362,1.4701099810754454e-05
18363,1.4714318734690039e-05
18364,1.472743167080084e-05
18365,1.4738032537401477e-05
18366,1.4746582574897488e-05
18367,1.475618950695244e-05
18368,1.4766302079352254e-05
18369,1.4773492709735242e-05
18370,1.4783353105072953e-05
18371,1.4792979411649398e-05
18372,1.4802902177647076e-05
18373,1.4810040214763992e-05
18374,1.4820512782447018e-05
18375,1.4832654899440224e-05
18376,1.4845375741672339e-05
18377,1.4862094091911487e-05
18378,1.4876680907445847e-05
18379,1.4888805866370456e-05
18380,1.489939053311592e-05
18381,1.4912270731100989e-05
18382,1.4924487549095466e-05
18383,1.4936536382029988e-05
18384,1.4948016139741427e-05
18385,1.4961608188784694e-05
18386,1.4971535410290963e-05
18387,1.498362868401191e-05
18388,1.4994590934142801e-05
18389,1.5006503287878858e-05
18390,1.5017627386689476e-05
18391,1.5029684978985272e-05
18392,1.5040477272687299e-05
18393,1.505199263711676e-05
18394,1.5063577058516754e-05
18395,1.5074345233685118e-05
18396,1.5085635646582635e-05
18397,1.5097997053827633e-05
18398,1.5107760632897243e-05
18399,1.5118423375123078e-05
18400,1.5127515255492479e-05
18401,1.5139531536536435e-05
18402,1.5153040487568282e-05
18403,1.5164677888049003e-05
18404,1.5174357268220525e-05
18405,1.5185348752691944e-05
18406,1.5200488473704772e-05
18407,1.5215054190325652e-05
18408,1.5233809775845713e-05
18409,1.5247796627460412e-05
18410,1.5258092300505475e-05
18411,1.526873429597001e-05
18412,1.5281215035656902e-05
18413,1.5293691285502048e-05
18414,1.530696498300611e-05
18415,1.5319612993638044e-05
18416,1.5331383600523904e-05
18417,1.534352494341457e-05
18418,1.5356214689552384e-05
18419,1.5370113878045506e-05
18420,1.5384852996402828e-05
18421,1.539984716645312e-05
18422,1.5411429058351363e-05
18423,1.542393763939521e-05
18424,1.5436317881193528e-05
18425,1.544839701383465e-05
18426,1.5460604138538198e-05
18427,1.5472244876329053e-05
18428,1.5483456553973186e-05
18429,1.5493814948857087e-05
18430,1.5504390902399808e-05
18431,1.5515137999139066e-05
18432,1.5528918475297684e-05
18433,1.5543931341339272e-05
18434,1.555639950084924e-05
18435,1.556840337720953e-05
18436,1.557980817712052e-05
18437,1.5592344954016847e-05
18438,1.5605274474162586e-05
18439,1.5619759827223178e-05
18440,1.563243311928749e-05
18441,1.564498809095991e-05
18442,1.5658337420955822e-05
18443,1.5672297799571175e-05
18444,1.568565599086981e-05
18445,1.570181757593207e-05
18446,1.571373980554697e-05
18447,1.5726411548200952e-05
18448,1.5738944311839184e-05
18449,1.575258097561683e-05
18450,1.576458754120948e-05
18451,1.5775848786033782e-05
18452,1.5788753644545945e-05
18453,1.5801390427430352e-05
18454,1.5813911207281317e-05
18455,1.5826649522700396e-05
18456,1.58397063830019e-05
18457,1.585118395444039e-05
18458,1.5861629934714417e-05
18459,1.5872086183101098e-05
18460,1.5884660142462706e-05
18461,1.5896813292833034e-05
18462,1.5907475348613758e-05
18463,1.592006648114475e-05
18464,1.593403950095581e-05
18465,1.594682962300267e-05
18466,1.5957387826083893e-05
18467,1.5968234792099354e-05
18468,1.5978611689197468e-05
18469,1.5989204136354856e-05
18470,1.5999459822395252e-05
18471,1.600854455915405e-05
18472,1.6019428334063436e-05
18473,1.603127064201687e-05
18474,1.6042849470327643e-05
18475,1.605433994491327e-05
18476,1.606306548611087e-05
18477,1.6074578559286853e-05
18478,1.6084139780587604e-05
18479,1.6094759478844264e-05
18480,1.6107154378536115e-05
18481,1.6117933045334895e-05
18482,1.6128109441866426e-05
18483,1.613848371577885e-05
18484,1.615016640220381e-05
18485,1.6161225172048216e-05
18486,1.6171171419535818e-05
18487,1.6181839244477363e-05
18488,1.619242730760816e-05
18489,1.620208559556811e-05
18490,1.6210253581635364e-05
18491,1.622119618557007e-05
18492,1.6233131402405313e-05
18493,1.6244021351254e-05
18494,1.6255896231917726e-05
18495,1.6269017850921655e-05
18496,1.6280698461064807e-05
18497,1.6295929777076297e-05
18498,1.630957265149451e-05
18499,1.6320863714197155e-05
18500,1.633575784020867e-05
18501,1.635014067430213e-05
18502,1.6361232687692683e-05
18503,1.6375167004752622e-05
18504,1.6387376924025277e-05
18505,1.639976444413371e-05
18506,1.6413404508784748e-05
18507,1.64336017465634e-05
18508,1.644602258829986e-05
18509,1.645751283362276e-05
18510,1.6471837186284515e-05
18511,1.6484285466428914e-05
18512,1.6497518946837882e-05
18513,1.6509538383949558e-05
18514,1.6520728732542993e-05
18515,1.6530924588472152e-05
18516,1.654295461374372e-05
18517,1.6554679448244295e-05
18518,1.656635421796501e-05
18519,1.6578716079149366e-05
18520,1.6592121153227394e-05
18521,1.660496611994037e-05
18522,1.6616371007576936e-05
18523,1.662933405486891e-05
18524,1.6641506650661673e-05
18525,1.665395465011686e-05
18526,1.6666306660474198e-05
18527,1.667833935891427e-05
18528,1.669018652933615e-05
18529,1.6700679944809423e-05
18530,1.6711628620285637e-05
18531,1.6723887028451378e-05
18532,1.673771291897001e-05
18533,1.6749598465958056e-05
18534,1.676327629057516e-05
18535,1.6774328079316924e-05
18536,1.6788055646002186e-05
18537,1.6798997632106988e-05
18538,1.6812738042038672e-05
18539,1.6826264199267177e-05
18540,1.6837418474836924e-05
18541,1.6850173042451695e-05
18542,1.6863130992835032e-05
18543,1.6874763114429877e-05
18544,1.6885665552510546e-05
18545,1.6897935474611038e-05
18546,1.6909658530293766e-05
18547,1.692444708666367e-05
18548,1.69384331995597e-05
18549,1.6949947940976372e-05
18550,1.6960894315062218e-05
18551,1.697493591526535e-05
18552,1.6986555498437718e-05
18553,1.7000236561496537e-05
18554,1.7015145157017407e-05
18555,1.7025084823163332e-05
18556,1.7037123300515817e-05
18557,1.7047857844814336e-05
18558,1.705872559917409e-05
18559,1.706953761661896e-05
18560,1.7083413144412614e-05
18561,1.709586254548909e-05
18562,1.710916473236485e-05
18563,1.7123806149326562e-05
18564,1.7138086891352838e-05
18565,1.7157167940527043e-05
18566,1.7168198718586483e-05
18567,1.717963477983478e-05
18568,1.7192521436867637e-05
18569,1.7205677815391256e-05
18570,1.7219415162377508e-05
18571,1.723189046717704e-05
18572,1.7243361764787053e-05
18573,1.7256896266317723e-05
18574,1.726912466033443e-05
18575,1.7283201797272777e-05
18576,1.7295521492032387e-05
18577,1.7307330456955943e-05
18578,1.73201742143399e-05
18579,1.7336322589540914e-05
18580,1.7350215212393528e-05
18581,1.736298348527124e-05
18582,1.7375027501710462e-05
18583,1.7386461671143436e-05
18584,1.739701192458985e-05
18585,1.7411731855935243e-05
18586,1.7425774685403625e-05
18587,1.7437304633300454e-05
18588,1.744987789712327e-05
18589,1.7465422568342354e-05
18590,1.7482720241470014e-05
18591,1.7497572707092537e-05
18592,1.7519914752275707e-05
18593,1.7535343115278323e-05
18594,1.754868542722068e-05
18595,1.756342269247118e-05
18596,1.7577214444411787e-05
18597,1.758968399069199e-05
18598,1.7602565012886357e-05
18599,1.7616168622707677e-05
18600,1.7627026596631963e-05
18601,1.7643196947297636e-05
18602,1.7657230729655912e-05
18603,1.7670324187796378e-05
18604,1.7681993436355215e-05
18605,1.7694294885157864e-05
18606,1.7707359266671942e-05
18607,1.7718662215074337e-05
18608,1.773152318182189e-05
18609,1.7743622987219195e-05
18610,1.775652274217438e-05
18611,1.776698474795811e-05
18612,1.777855770702278e-05
18613,1.778851919002973e-05
18614,1.7798191792120757e-05
18615,1.7812674680112354e-05
18616,1.7822332790437094e-05
18617,1.7833396194066446e-05
18618,1.784748209001911e-05
18619,1.786092909923652e-05
18620,1.7872599083543367e-05
18621,1.788625360052385e-05
18622,1.7898201974196455e-05
18623,1.79110392277212e-05
18624,1.7922700869277476e-05
18625,1.793450112335772e-05
18626,1.7947221949533306e-05
18627,1.7959250375120646e-05
18628,1.796985128871254e-05
18629,1.798257081757766e-05
18630,1.7995189532699078e-05
18631,1.8008892724026465e-05
18632,1.802216071717101e-05
18633,1.8036348633732623e-05
18634,1.8050192863154332e-05
18635,1.806322192450593e-05
18636,1.807579211083239e-05
18637,1.808979590747989e-05
18638,1.8105232000617146e-05
18639,1.8118541920609802e-05
18640,1.8139448469162966e-05
18641,1.8154815452312452e-05
18642,1.8168848037293044e-05
18643,1.8182979120304172e-05
18644,1.8195321046469226e-05
18645,1.8207629194702674e-05
18646,1.8227757251392183e-05
18647,1.824384289351009e-05
18648,1.8259950315940055e-05
18649,1.8273689661780324e-05
18650,1.828585827655974e-05
18651,1.8300209357688708e-05
18652,1.8316705661151473e-05
18653,1.8331404649292207e-05
18654,1.8346216923360263e-05
18655,1.835863670524259e-05
18656,1.8371123755273272e-05
18657,1.8382693998847716e-05
18658,1.839563130518928e-05
18659,1.840840626753143e-05
18660,1.8421506850290276e-05
18661,1.8433786588346837e-05
18662,1.844582111565608e-05
18663,1.8457421061880935e-05
18664,1.8470683660228267e-05
18665,1.8485005628071804e-05
18666,1.8501811461073867e-05
18667,1.8513142749180376e-05
18668,1.8525070399857533e-05
18669,1.8538131993915236e-05
18670,1.8549079285778438e-05
18671,1.8560491010674907e-05
18672,1.8571597382808018e-05
18673,1.8585255444979574e-05
18674,1.8597452796660875e-05
18675,1.860749810242014e-05
18676,1.8618906007439455e-05
18677,1.8628666238346442e-05
18678,1.8639215293111547e-05
18679,1.865035158424086e-05
18680,1.8662247556187333e-05
18681,1.867386798526202e-05
18682,1.868579009696197e-05
18683,1.8697146912905995e-05
18684,1.8709569700812102e-05
18685,1.8722586593513754e-05
18686,1.8734133911547145e-05
18687,1.8747060879747433e-05
18688,1.8763326808990748e-05
18689,1.8775940035648968e-05
18690,1.8788601321786588e-05
18691,1.8799097814826088e-05
18692,1.881252303711295e-05
18693,1.8823998058238085e-05
18694,1.8837377128178617e-05
18695,1.8849196420752186e-05
18696,1.886141680281303e-05
18697,1.8871074936884114e-05
18698,1.8880950134929158e-05
18699,1.88924814036732e-05
18700,1.8903827855562695e-05
18701,1.891480618546165e-05
18702,1.892594305898658e-05
18703,1.8938024410359734e-05
18704,1.8950533276825893e-05
18705,1.896225013696237e-05
18706,1.8972996808702747e-05
18707,1.898359019669968e-05
18708,1.899702627775627e-05
18709,1.901086045792483e-05
18710,1.902382964287183e-05
18711,1.903904145578983e-05
18712,1.9053151495754843e-05
18713,1.9066648488326857e-05
18714,1.908284147069272e-05
18715,1.909442946427258e-05
18716,1.910884137183944e-05
18717,1.9120552729886847e-05
18718,1.9132634262895974e-05
18719,1.9145330308156068e-05
18720,1.9158818087996057e-05
18721,1.9171739983345663e-05
18722,1.9185970639843017e-05
18723,1.9198683667417093e-05
18724,1.9211156066503263e-05
18725,1.922341756088389e-05
18726,1.9238063593253155e-05
18727,1.9253105463505466e-05
18728,1.9267521259834698e-05
18729,1.9281101618738635e-05
18730,1.9296254604899968e-05
18731,1.930918214162806e-05
18732,1.9322405043081624e-05
18733,1.9334142946796803e-05
18734,1.934567632123871e-05
18735,1.935768612166394e-05
18736,1.9369132010316554e-05
18737,1.938175158029941e-05
18738,1.9395189776546454e-05
18739,1.940807521575082e-05
18740,1.942199045667389e-05
18741,1.94374104581757e-05
18742,1.9452426977556802e-05
18743,1.9464233508220395e-05
18744,1.947784672583984e-05
18745,1.9491266991180165e-05
18746,1.9504364214841254e-05
18747,1.9515984780224847e-05
18748,1.9527274750091487e-05
18749,1.9540655717904236e-05
18750,1.9553747484463368e-05
18751,1.9567075373496192e-05
18752,1.9580239303172122e-05
18753,1.95936747720087e-05
18754,1.9606590728504902e-05
18755,1.9619727383583178e-05
18756,1.963464495015213e-05
18757,1.964803183310781e-05
18758,1.9661594287299663e-05
18759,1.967763288927459e-05
18760,1.969019329397766e-05
18761,1.9705359748912e-05
18762,1.971948351945861e-05
18763,1.9732645462074434e-05
18764,1.9744327254391e-05
18765,1.9758409883524406e-05
18766,1.9767929115726653e-05
18767,1.9779333565056413e-05
18768,1.9792118335778455e-05
18769,1.9803617526086168e-05
18770,1.981475298810005e-05
18771,1.9827981211685404e-05
18772,1.983928984046935e-05
18773,1.9852060999062127e-05
18774,1.9864328025979878e-05
18775,1.9878300515046507e-05
18776,1.9896012117853684e-05
18777,1.99120121252217e-05
18778,1.9924144594679144e-05
18779,1.99365927755458e-05
18780,1.9949293042151002e-05
18781,1.9963808184651938e-05
18782,1.9982865567068967e-05
18783,2.0004865586282108e-05
18784,2.002418079122123e-05
18785,2.003552921762472e-05
18786,2.004950276458877e-05
18787,2.0065104394387075e-05
18788,2.0078803339354673e-05
18789,2.009091202402887e-05
18790,2.010405176939407e-05
18791,2.0115265596475964e-05
18792,2.0129769024075902e-05
18793,2.0144259183312056e-05
18794,2.0157732972906467e-05
18795,2.0171791173113112e-05
18796,2.0185136584628567e-05
18797,2.0197861860251552e-05
18798,2.0211325018255016e-05
18799,2.0224331145423462e-05
18800,2.023787057103958e-05
18801,2.0251702337387385e-05
18802,2.026450612096901e-05
18803,2.0276284632568586e-05
18804,2.028968454770929e-05
18805,2.0302546241310332e-05
18806,2.0313914508012117e-05
18807,2.0326964435557256e-05
18808,2.034162482438004e-05
18809,2.035634085514321e-05
18810,2.037099807776035e-05
18811,2.0385040761902536e-05
18812,2.039845392561184e-05
18813,2.0412006171666202e-05
18814,2.0425374180851036e-05
18815,2.0436992061029397e-05
18816,2.0450935712558647e-05
18817,2.0464322119755314e-05
18818,2.0476540415423886e-05
18819,2.0489297429043105e-05
18820,2.0503544925000058e-05
18821,2.051490720522085e-05
18822,2.052829442764986e-05
18823,2.0542973027115513e-05
18824,2.05547129899681e-05
18825,2.056868533558747e-05
18826,2.0581428407535675e-05
18827,2.0595353006853277e-05
18828,2.0608071952671123e-05
18829,2.0623221883260208e-05
18830,2.064064411131986e-05
18831,2.0654284086078618e-05
18832,2.0667413246973808e-05
18833,2.0678659604732146e-05
18834,2.0692597218183775e-05
18835,2.0708301429458104e-05
18836,2.0723315029056974e-05
18837,2.073846649743623e-05
18838,2.0753266117778204e-05
18839,2.0765106459157284e-05
18840,2.0780927371670573e-05
18841,2.079442675445638e-05
18842,2.08080884457478e-05
18843,2.0819546813364392e-05
18844,2.083116323658205e-05
18845,2.0840432906547216e-05
18846,2.0851949169334975e-05
18847,2.0861849681024672e-05
18848,2.087457234852735e-05
18849,2.0886881747402865e-05
18850,2.0898171851552217e-05
18851,2.0910474119552322e-05
18852,2.092288373217319e-05
18853,2.0934534589605466e-05
18854,2.0946107628420616e-05
18855,2.0955983983780952e-05
18856,2.0966813034980763e-05
18857,2.0979177750343026e-05
18858,2.098994816157796e-05
18859,2.100208551836746e-05
18860,2.1012149884057254e-05
18861,2.1022528320929197e-05
18862,2.1032989029400317e-05
18863,2.1046454534445897e-05
18864,2.105997737018973e-05
18865,2.1073825923259966e-05
18866,2.1087978319689918e-05
18867,2.109884328085163e-05
18868,2.110844680794866e-05
18869,2.1120858643404724e-05
18870,2.113134853162218e-05
18871,2.114549392317034e-05
18872,2.115923731017728e-05
18873,2.1173220360845204e-05
18874,2.1186920274758518e-05
18875,2.119933215360859e-05
18876,2.1214078838024573e-05
18877,2.1226247030370162e-05
18878,2.12412095091198e-05
18879,2.1260528827029994e-05
18880,2.127891951889335e-05
18881,2.1290592167138012e-05
18882,2.1302306818356404e-05
18883,2.131303544977961e-05
18884,2.1324475747870086e-05
18885,2.1337768924032504e-05
18886,2.1348394294174387e-05
18887,2.135893792971816e-05
18888,2.136919353769409e-05
18889,2.139041582060846e-05
18890,2.14032919174168e-05
18891,2.1416453014953315e-05
18892,2.1427951496611935e-05
18893,2.1440620167031974e-05
18894,2.145376817435062e-05
18895,2.146554789533136e-05
18896,2.147750326865803e-05
18897,2.1490335777574354e-05
18898,2.1503166408473746e-05
18899,2.151691411421066e-05
18900,2.1528144296342996e-05
18901,2.1541598690217992e-05
18902,2.1554782083634973e-05
18903,2.1569383589019682e-05
18904,2.1583546964064982e-05
18905,2.1597549183226364e-05
18906,2.1611212460225645e-05
18907,2.162298396422897e-05
18908,2.1634934062446967e-05
18909,2.1646609278183484e-05
18910,2.1659650583912417e-05
18911,2.1674376577178487e-05
18912,2.1687208003455427e-05
18913,2.17013990278416e-05
18914,2.1716179685859142e-05
18915,2.1729198597005887e-05
18916,2.174326966249965e-05
18917,2.175749602380204e-05
18918,2.1770949453791816e-05
18919,2.17854128980817e-05
18920,2.179968647351646e-05
18921,2.181434536090184e-05
18922,2.1826450579283446e-05
18923,2.1841904627362206e-05
18924,2.1856640257151094e-05
18925,2.186933653193569e-05
18926,2.188451544988327e-05
18927,2.1901474465535436e-05
18928,2.19159395824945e-05
18929,2.1931051157173984e-05
18930,2.1945207281747967e-05
