t,Q,S2,O,positive_square,complement,target,lag,noise,output_feature_norm,wrong_residual_norm,alignment,feature_projection,weak_diagonal_opposition,weak_e2_norm,active_cd_mean,d_min,d_max
2.9000000000000004,-0.007246183039441726,0.0011148468323189688,0.008361029871760694,0.0033135009861465967,0.0009712212789530033,-0.003953539010094971,0.00012752104276278852,0.0006561425345515521,0.06406543113879198,0.11893916261886354,0.29261498991952123,0.5432474464326427,0.0026618685475161574,0.3723575897430226,-0.00814343461633802,-0.016904288606483138,0.0265586900073525
3.0,-0.005553500817055723,0.0012421697033260406,0.006795670520381764,0.003284249853358,0.0006402871889695192,-0.003936439604534293,0.00032051775859310173,0.0009335545069397122,0.0679661136590899,0.11177072586604646,0.3270321273192515,0.5378065080391934,0.0019458452963242903,0.2659636757698729,-0.009522995524904014,-0.01769349843850531,0.02678681247255772
3.4000000000000004,-0.0010511663418587593,0.0017168677792903917,0.002768034121149151,0.003463408971689952,-0.0003161995572279823,-0.004075224969410798,0.001019484933135474,0.0016253984011037467,0.08000253800540755,0.09550333628715944,0.4494118687408643,0.5364871403067043,0.00043903044578854104,0.06053958639030755,-0.014590439487634464,-0.019601724756511854,0.02682781198631858
3.6,-7.119853065503095e-06,0.00188222687840826,0.0018893467314737632,0.0036797850118858886,-0.0006266230248027783,-0.004221483807371461,0.0012836053853339231,0.0017669433133626878,0.0847474487076583,0.09166653594930378,0.4845789158733237,0.5241416855556933,0.0001812714526302418,0.02888994918199414,-0.01707301095043634,-0.020110734573646757,0.026668541462236676
3.7,0.00034351502585103894,0.0019488828315925321,0.0016053678057414932,0.0038103892864169075,-0.0007581788630296586,-0.0043054033752860125,0.0013965929741710141,0.0018054828093202807,0.08713583744231929,0.09014221656018813,0.4962387600483711,0.5133600948455964,0.00010837186805783535,0.02078284679416871,-0.018381386367905327,-0.0203130082356458,0.026579531790973547
4.0,0.001007178742663731,0.002077514768817351,0.00107033602615362,0.004271004167123992,-0.0011021868325266214,-0.004582452360600008,0.0016624134900184307,0.001828736304801559,0.09378888346321379,0.08620291142777253,0.5139262676515343,0.4723581185199543,-6.029657483998778e-07,0.011661095240110584,-0.022265878171213897,-0.020806238648149965,0.026307456302174397
4.5,0.0015342985052536012,0.0021412827590626604,0.0006069842538090591,0.005195407798767209,-0.0016252039275163489,-0.005074178801980749,0.001927149242567395,0.001718108447225151,0.10452048529642893,0.08034154429421568,0.5099908955170178,0.3920136421642419,-4.598884608496913e-05,0.01039707286223539,-0.02888848423783737,-0.021438986727120617,0.02588301356581854
