step,time,radius,rate,gate_rate,gate_forcing,eta,eta_smooth,eta_gate,attempts
17090,3.418,4.046836602022566e-07,0.08509166768284414,1.0,1.1162220089490235e-05,1.889672805626188e-05,4.681230004959944e-06,1.4215498051301939e-05,1
17091,3.4182,4.11077415827651e-07,0.08503790666601081,3.0,1.2097122647186113e-05,1.8613324572311166e-05,5.1367367924063945e-06,1.3476587779904773e-05,1
17092,3.4184,4.173820541042877e-07,0.08498418745011721,3.0,1.1708652955062512e-05,1.8536642245268737e-05,7.228322209395295e-06,1.1308320035873442e-05,1
17093,3.4186,4.230651813881151e-07,0.08498689850201795,0.0,1.0539772737953452e-05,1.7840145177845262e-05,7.802824001714511e-06,1.0037321176130749e-05,1
17094,3.4188,4.2782734734932e-07,0.08493321959834545,0.3,8.671038386018018e-06,1.4976018029510407e-05,4.675445110120108e-06,1.0300572919390299e-05,1
17095,3.419,4.331070345971886e-07,0.08487958002499414,3.0,8.027168137521092e-06,1.70433244912957e-05,3.113494599270542e-06,1.3929829892025158e-05,1
17096,3.4192,4.3794706932909844e-07,0.08486996969784018,3.0,7.57614951641506e-06,1.5280475586559056e-05,2.1626935680323122e-06,1.3117782018526742e-05,1
17097,3.4194,4.427270368530564e-07,0.08486827380966058,0.3,7.234329715021165e-06,1.6496031153030198e-05,5.026802970978925e-06,1.1469228182051272e-05,1
17098,3.4196,4.469681227893402e-07,0.08486648553782711,1.0,7.159055653409118e-06,1.3563768878988303e-05,2.665354515402859e-06,1.0898414363585444e-05,1
17099,3.4198,4.5135813329166557e-07,0.08481292927466227,1.0,7.424404109707195e-06,1.4038385517657528e-05,2.762814125467927e-06,1.12755713921896e-05,1
17100,3.4200000000000004,4.559611555175964e-07,0.08484974774412422,1.0,6.93253469132242e-06,1.5590418976088634e-05,4.0565146300698454e-06,1.1533904346018787e-05,1
17101,3.4202000000000004,4.599254568517032e-07,0.08479622892319642,1.0,5.64369737701092e-06,1.3681029197908156e-05,3.0745886907358485e-06,1.0606440507172307e-05,1
17102,3.4204000000000003,4.634343501151145e-07,0.0847427413985456,1.0,5.728815098165205e-06,1.1314842361776568e-05,8.112842909330246e-07,1.0503558070843543e-05,1
17103,3.4206000000000003,4.6875799406970875e-07,0.08468931067271203,1.0,5.528069346591978e-06,2.0584575993356294e-05,9.841258399717345e-06,1.0743317593638949e-05,1
17104,3.4208000000000003,4.7256740648777686e-07,0.08463590032588195,1.0,5.527445621594051e-06,1.3009113879951795e-05,2.3656373780805762e-06,1.0643476501871217e-05,1
17105,3.4210000000000003,4.7637542447939974e-07,0.08458252930656114,0.0,5.949374216484719e-06,1.3050578747339205e-05,2.096151196226351e-06,1.0954427551112855e-05,1
17106,3.4212000000000002,4.807326377336901e-07,0.0845291989238748,1.0,6.85079834168805e-06,1.4416257193320737e-05,3.2709924849813096e-06,1.1145264708339427e-05,1
17107,3.4214,4.857377975041757e-07,0.08447591017105498,3.0,8.512191941210568e-06,1.5023075316290458e-05,4.163041723512303e-06,1.0860033592778156e-05,1
17108,3.4216,4.928791171772846e-07,0.08442268297973657,0.0,1.0548116277270535e-05,2.5117168353925717e-05,4.414173754176689e-06,2.070299459974903e-05,1
17109,3.4218,5.024648863086097e-07,0.08445722282342769,1.0,8.752782782784356e-06,3.8636354062872825e-05,1.772168103156388e-05,2.091467303130894e-05,1
17110,3.422,5.091357328052499e-07,0.08440403028411672,3.0,7.878539141124777e-06,2.3915596885479926e-05,3.381152210370725e-06,2.05344446751092e-05,1
17111,3.4222,5.134646270387078e-07,0.08435085698871468,0.0,9.56191749661243e-06,1.2039420060309766e-05,4.483686974005076e-06,7.555733086304689e-06,1
17112,3.4224,5.171117972139964e-07,0.08429771490950169,3.0,8.223407564835104e-06,8.423136633636402e-06,2.3069748761124737e-06,6.116161757523928e-06,1
17113,3.4226,5.205141541806481e-07,0.08424461207279602,0.3,8.104030524438816e-06,8.708398224195903e-06,3.194360246710997e-06,5.514037977484907e-06,1
17114,3.4228,5.23839027381749e-07,0.08419154404869308,3.0,6.4094223546348635e-06,8.604446551122119e-06,3.580130696955856e-06,5.024315854166263e-06,1
17115,3.423,5.266046762703221e-07,0.08413850899552133,1.0,6.79450954773591e-06,6.464316711884865e-06,2.023524103069215e-06,4.4407926088156506e-06,1
17116,3.4232,5.30476834344628e-07,0.08408551804086975,3.0,7.559504663554353e-06,1.0171216431566653e-05,4.407260825305655e-06,5.7639556062609974e-06,1
17117,3.4234,5.337287529171941e-07,0.08403256051120361,1.0,9.074330184929464e-06,6.6084409856299935e-06,1.2060294957044426e-08,6.596380690672949e-06,1
17118,3.4236,5.381360169136156e-07,0.0840249609568692,0.0,8.94385206027434e-06,1.3047431221984978e-05,4.69067447137792e-06,8.356756750607058e-06,1
17119,3.4238,5.42432049945507e-07,0.08397206969308278,1.0,9.230764516097278e-06,1.1663742923380102e-05,3.168408735356466e-06,8.495334188023636e-06,1
17120,3.4240000000000004,5.479880977215497e-07,0.08395902710170021,3.0,8.176470888242635e-06,1.792235834261574e-05,8.302707564780375e-06,9.619650777835363e-06,1
17121,3.4242000000000004,5.522801145748136e-07,0.08390619839804175,1.0,7.730901413137805e-06,1.3132884167399103e-05,5.234656397045524e-06,7.89822777035358e-06,1
17122,3.4244000000000003,5.55638338125549e-07,0.08385339657564925,3.0,6.335750565687797e-06,8.747033677296076e-06,2.6787694249034624e-06,6.068264252392614e-06,1
17123,3.4246000000000003,5.600703562850366e-07,0.0838006416844216,1.0,7.992710156130884e-06,1.3562772826347002e-05,6.3857110090204306e-06,7.177061817326571e-06,1
17124,3.4248000000000003,5.635665480313625e-07,0.08378382915331342,3.0,7.561334578027114e-06,8.187093048772195e-06,3.7537823599323724e-06,4.433310688839823e-06,1
17125,3.4250000000000003,5.67331208594307e-07,0.08373112642592716,3.0,8.591792540137956e-06,8.487813563494798e-06,3.3619852117744985e-06,5.1258283517203e-06,1
17126,3.4252000000000002,5.715270576655933e-07,0.08367846788107407,0.3,9.849005671783667e-06,1.0911756994910533e-05,4.827680040172785e-06,6.084076954737748e-06,1
17127,3.4254000000000002,5.756186314402709e-07,0.08368796716993127,1.0,9.02137302515946e-06,1.0814916936039641e-05,4.612506351205054e-06,6.202410584834586e-06,1
17128,3.4256,5.786359465266508e-07,0.0836353476934987,3.0,6.961627059716902e-06,6.3452937405881956e-06,1.8522432426265128e-06,4.493050497961683e-06,1
17129,3.4258,5.82230289618115e-07,0.0835827685493858,3.0,7.76157553547961e-06,8.420321928901716e-06,3.2496221846515998e-06,5.170699744250117e-06,1
17130,3.426,5.856957641183795e-07,0.08353022708146032,1.0,8.640053019191048e-06,8.054572956445007e-06,1.500354547281282e-06,6.554218409163725e-06,1
17131,3.4262,5.901403742266243e-07,0.08343246402626617,1.0,9.507513153483883e-06,1.2078562949955564e-05,4.590163437321616e-06,7.488399512633948e-06,1
17132,3.4264,5.947185531756899e-07,0.08341829282528733,0.0,1.0459084427758822e-05,1.2382385860687333e-05,3.1596205248443086e-06,9.222765335843024e-06,1
17133,3.4266,5.988406967823191e-07,0.08336587087407839,3.0,9.60952695978233e-06,9.161096796982363e-06,3.1649629840454308e-06,5.996133812936933e-06,1
17134,3.4268,6.042012851984654e-07,0.08331350226543714,3.0,8.559944587914926e-06,1.638831554728995e-05,7.3180383469944625e-06,9.070277200295488e-06,1
17135,3.427,6.086729450112202e-07,0.08326104796294195,1.0,1.035539263433622e-05,1.1345971809559234e-05,3.906094400022703e-06,7.43987740953653e-06,1
17136,3.4272,6.135873396373462e-07,0.08325369006116848,3.0,1.0092358613687519e-05,1.2595341027628195e-05,5.12939919658536e-06,7.465941831042835e-06,1
17137,3.4274,6.193884749053478e-07,0.08320141570822556,3.0,1.053320952641566e-05,1.6571706342678e-05,6.496375001840087e-06,1.0075331340837914e-05,1
17138,3.4276,6.24901488646789e-07,0.08318748695888663,3.0,1.1143469921513818e-05,1.4503405034672268e-05,5.80898421593812e-06,8.694420818734148e-06,1
17139,3.4278,6.29217792686765e-07,0.08313525874616078,3.0,1.0660728238631696e-05,8.987477955994697e-06,2.4361424576972305e-06,6.551335498297466e-06,1
17140,3.4280000000000004,6.351020360305163e-07,0.0830830829420347,3.0,1.0779296263171752e-05,1.669291484847982e-05,7.772045807910565e-06,8.920869040569256e-06,1
17141,3.4282000000000004,6.399977537069107e-07,0.08303093530042399,3.0,1.0309448428766871e-05,1.2203549678439675e-05,4.451966025263211e-06,7.751583653176464e-06,1
17142,3.4284000000000003,6.443950940773846e-07,0.08297881987427126,3.0,1.0158266559524824e-05,9.848553014699946e-06,3.3497023386184773e-06,6.498850676081469e-06,1
17143,3.4286000000000003,6.484059963894713e-07,0.08292674240377648,1.0,9.146326015618698e-06,1.0208176183771322e-05,2.5555659152759534e-06,7.65261026849537e-06,1
17144,3.4288000000000003,6.535569440857104e-07,0.08287470838237326,0.3,1.0007604847243945e-05,1.549788430287984e-05,4.410213632624159e-06,1.1087670670255682e-05,1
17145,3.4290000000000003,6.583460614519792e-07,0.08282270761931788,3.0,8.632912758765209e-06,1.3290487641576361e-05,1.9124262832085436e-06,1.1378061358367817e-05,1
17146,3.4292000000000002,6.629223850137764e-07,0.08277074296300989,3.0,8.701451691729987e-06,1.2143577985149776e-05,2.3506592749069915e-06,9.792918710242784e-06,1
17147,3.4294000000000002,6.674253566805364e-07,0.08271881615272302,3.0,8.025462502599265e-06,1.2438847534939642e-05,2.609140126183527e-06,9.829707408756114e-06,1
17148,3.4296,6.726143111224978e-07,0.08271578066132261,3.0,8.647532443645514e-06,1.5231754870872078e-05,4.210468836971416e-06,1.1021286033900661e-05,1
17149,3.4298,6.780128307961042e-07,0.0826639141136409,3.0,9.089064212527362e-06,1.5821765232768695e-05,3.685051493037636e-06,1.2136713739731058e-05,1
17150,3.43,6.829612029442934e-07,0.08264578044829571,1.0,1.0043135821195027e-05,1.3961993616081818e-05,2.943828519365234e-06,1.1018165096716583e-05,1
17151,3.4302,6.881660025140366e-07,0.08265124804023682,3.0,7.454998147294806e-06,1.6455642028288814e-05,5.4428438561551405e-06,1.1012798172133673e-05,1
17152,3.4304,6.935956735745722e-07,0.08259945665701877,1.0,8.562845116768061e-06,1.783755806916347e-05,5.354497586684757e-06,1.2483060482478713e-05,1
17153,3.4306,6.983163758375931e-07,0.08254769482831473,3.0,7.241573988947876e-06,1.4216615432157534e-05,3.143840867959498e-06,1.1072774564198037e-05,1
17154,3.4308,7.026517024786732e-07,0.08249596718324421,1.0,8.61248441140742e-06,1.230587272822472e-05,2.8156472867655937e-06,9.490225441459126e-06,1
17155,3.431,7.084193470840685e-07,0.08244429130345453,3.0,6.948716511104591e-06,1.9714728476549087e-05,9.388967978935851e-06,1.0325760497613236e-05,1
17156,3.4312,7.122965941485815e-07,0.08239263347761498,3.0,5.959671695632112e-06,1.1236957063124536e-05,2.3249192628117165e-06,8.912037800312819e-06,1
17157,3.4314,7.158978418969268e-07,0.08234100820726367,3.0,6.311288783523831e-06,9.49385438745426e-06,5.432484383575239e-07,8.950605949096735e-06,1
17158,3.4316,7.207689417360085e-07,0.08228943045335699,3.0,7.7005219741258e-06,1.4440861569381594e-05,4.6353846190803164e-06,9.805476950301277e-06,1
17159,3.4318,7.256178956599307e-07,0.08223789022916818,3.0,8.238621761350408e-06,1.377708946686577e-05,3.9267979741308716e-06,9.8502914927349e-06,1
17160,3.4320000000000004,7.313110169712561e-07,0.08218639531948894,1.0,1.0185812860125914e-05,1.7491454480409608e-05,5.870733214239468e-06,1.1620721266170139e-05,1
17161,3.4322000000000004,7.363672761960091e-07,0.08213493083241427,3.0,9.006260407333453e-06,1.4013240247530315e-05,3.278635644570814e-06,1.07346046029595e-05,1
17162,3.4324000000000003,7.413515505966474e-07,0.08213417295593803,3.0,8.73363164431068e-06,1.3910472298816361e-05,2.5747635874487793e-06,1.1335708711367582e-05,1
17163,3.4326000000000003,7.460781960464269e-07,0.08208276078967125,3.0,7.890473870201632e-06,1.3450558334824788e-05,3.6450341917953227e-06,9.805524143029465e-06,1
17164,3.4328000000000003,7.503616403940443e-07,0.08203138079085497,3.0,7.205811402100875e-06,1.190536874422348e-05,1.8034800548633055e-06,1.0101888689360174e-05,1
17165,3.4330000000000003,7.547356070663649e-07,0.08194287818311546,3.0,7.638054513930701e-06,1.1912462666474516e-05,2.6983071065799086e-06,9.214155559894608e-06,1
17166,3.4332000000000003,7.594480214893687e-07,0.08189158881684298,1.0,9.627825551828617e-06,1.311515038603576e-05,3.5277244408140087e-06,9.587425945221751e-06,1
17167,3.4334000000000002,7.638456979922222e-07,0.0818403341287549,0.3,9.996430204063781e-06,1.1701119825849962e-05,3.6965660633963082e-06,8.004553762453654e-06,1
17168,3.4336,7.677815837192405e-07,0.08178911238897477,1.0,9.055994182946985e-06,9.794980666817618e-06,4.153614450434109e-06,5.6413662163835096e-06,1
17169,3.4338,7.711064846838577e-07,0.08173792135732383,1.0,8.628122687306384e-06,7.164040407150724e-06,2.1859332805853257e-06,4.9781071265653975e-06,1
17170,3.434,7.741330425318949e-07,0.08168676365628168,3.0,6.9880953445004695e-06,5.763717273549499e-06,2.395595122558743e-06,3.3681221509907563e-06,1
