psi_deg,x1,x2,slope_x2_over_x1,selector_switch_count,first_switch_time,first_switch_transition,actual_persistent_swing,actual_S_normalized,t_reversal_actual,t_rebound_actual,predicted_persistent_swing,predicted_S_normalized,t_reversal_predicted,t_rebound_predicted,selector_model_relative_rms_over_time
-72.527554,0.30024711461703546,-0.9538614522896629,-3.176921295334715,1,1.1523832531459917,on_to_off,0.004455750890953236,0.004455750890953236,4.46,9.8,0.00434817736473514,0.00434817736473514,4.48,9.8,0.011997537216870848
-72.5,0.30070579950427306,-0.9537169507482269,-3.171594802363213,1,1.1523863744543763,on_to_off,0.004444963427687465,0.004444963427687465,4.45,9.8,0.004337515032025729,0.004337515032025729,4.48,9.8,0.012021167127390216
-72.477554,0.3010794013332798,-0.9535990740834399,-3.1672677368846416,1,1.1523889160078549,on_to_off,0.004435696875575046,0.004435696875575046,4.45,9.8,0.004328830867078304,0.004328830867078304,4.48,9.8,0.012040433994570244
-72.427554,0.30191145876446296,-0.9533359696700392,-3.157667395505471,1,1.1523945738771382,on_to_off,0.00441471830567397,0.004414718305673971,4.46,9.8,0.004309515576911227,0.004309515576911228,4.49,9.8,0.01208336341615401
-72.377554,0.3027432862769366,-0.9530721392498266,-3.148119817851211,1,1.1524002267690476,on_to_off,0.004393802534408964,0.004393802534408964,4.46,9.8,0.00429023909374332,0.00429023909374332,4.49,9.8,0.012126312762496955
-72.327554,0.30357488323722803,-0.9528075830237202,-3.138624555705257,1,1.152405874698747,on_to_off,0.00437290770548221,0.00437290770548221,4.470000000000001,9.8,0.004270993901030917,0.004270993901030917,4.5,9.8,0.012169325425545885
-72.277554,0.3044062490120402,-0.9525423011931909,-3.129181165908046,1,1.1524115176813579,on_to_off,0.0043520683296217055,0.004352068329621706,4.470000000000001,9.8,0.0042517873698759145,0.004251787369875915,4.5,9.8,0.012212446641665944
-72.227554,0.3052373829682516,-0.9522762939602628,-3.1197892102859206,1,1.152417155731961,on_to_off,0.004331258124564252,0.004331258124564252,4.48,9.8,0.004232614137044732,0.004232614137044732,4.51,9.8,0.012255618454520507
-72.177554,0.3060682844729176,-0.9520095615275117,-3.1104482555811823,1,1.1524227888655951,on_to_off,0.00431049508136766,0.004310495081367661,4.48,9.8,0.004213477496017248,0.004213477496017249,4.51,9.8,0.012298836147732653
-72.127554,0.30689895289327074,-0.951742104098066,-3.1011578733833294,1,1.1524284170972587,on_to_off,0.004289769782538311,0.004289769782538311,4.49,9.8,0.004194377781933711,0.004194377781933711,4.5200000000000005,9.8,0.012342097203767466
-72.077554,0.3077293875967208,-0.9514739218756062,-3.0919176400614434,1,1.1524340404419082,on_to_off,0.004269083010231489,0.004269083010231489,4.49,9.8,0.004175310969811552,0.004175310969811552,4.5200000000000005,9.8,0.012385364942644979
-72.027554,0.3085595879508558,-0.9512050150643646,-3.0827271366977023,1,1.1524396589144599,on_to_off,0.004248443119374001,0.004248443119374001,4.5,9.8,0.004156285223727851,0.004156285223727851,4.53,9.8,0.012428709580042517
-72.0,0.30901699437494745,-0.9510565162951535,-3.077683537175253,1,1.152442753065462,on_to_off,0.004237084035330907,0.004237084035330908,4.5,9.8,0.004145815421838006,0.004145815421838007,4.53,9.8,0.012452613740681982
-71.977554,0.30938955332344165,-0.9509353838691256,-3.073585949022008,1,1.152445272529789,on_to_off,0.004227832556985611,0.004227832556985611,4.5,9.8,0.004137288180117993,0.004137288180117993,4.53,9.8,0.012472117860331053
-71.927554,0.31021928308242386,-0.950665028495225,-3.0644936673476795,1,1.1524508813027305,on_to_off,0.004207279884596626,0.004207279884596626,4.51,9.8,0.004118336614124862,0.004118336614124862,4.54,9.8,0.012515655034573818
-71.877554,0.31104877659592717,-0.9503939491485502,-3.0554498865082325,1,1.1524564852480792,on_to_off,0.004186748184635103,0.004186748184635102,4.5200000000000005,9.8,0.004099409279245625,0.004099409279245624,4.54,9.8,0.012559238460745673
-71.827554,0.31187803323225605,-0.9501221460355399,-3.0464542057951944,1,1.1524620843805893,on_to_off,0.004166281523610871,0.004166281523610871,4.5200000000000005,9.8,0.0040805321301977115,0.0040805321301977115,4.55,9.8,0.0126027610504353
-71.777554,0.3127070523598958,-0.9498496193631839,-3.037506228896936,1,1.1524676787149752,on_to_off,0.0041458390875432904,0.0041458390875432904,4.53,9.8,0.0040616744449854525,0.0040616744449854525,4.55,9.8,0.012646289972857574
-71.727554,0.3135358333475119,-0.9495763693390233,-3.028605563838526,1,1.1524732682659118,on_to_off,0.004125448375691065,0.004125448375691065,4.53,9.8,0.0040428724814247086,0.0040428724814247086,4.5600000000000005,9.8,0.012689897021274413
-71.677554,0.3143643755639517,-0.9493023961711499,-3.0197518229225424,1,1.1524788530480339,on_to_off,0.004105095367155476,0.004105095367155476,4.54,9.8,0.004024084798821881,0.004024084798821881,4.57,9.8,0.012733559937086454
-71.627554,0.31519267837824433,-0.9490277000682059,-3.010944622670877,1,1.1524844330759372,on_to_off,0.004084780545484057,0.004084780545484057,4.54,9.8,0.004005358610239096,0.004005358610239096,4.57,9.8,0.012777177209996314
-71.577554,0.3160207411596011,-0.9487522812393846,-3.0021835837674744,1,1.1524900083641776,on_to_off,0.0040645171517190715,0.004064517151719072,4.55,9.8,0.0039866475746323515,0.003986647574632352,4.58,9.8,0.012820721236725768
-71.527554,0.31684856327741645,-0.9484761398944292,-2.9934683310019996,1,1.1524955789272724,on_to_off,0.004044278161735748,0.004044278161735749,4.55,9.8,0.003967990788497855,0.003967990788497856,4.58,9.8,0.01286421417874502
-71.5,0.3173046564050921,-0.9483236552061993,-2.9886849627428935,1,1.1524986467389917,on_to_off,0.004033159566451172,0.004033159566451172,4.5600000000000005,9.8,0.0039577126933819096,0.0039577126933819096,4.58,9.8,0.012888227467225363
-71.477554,0.3176761441012674,-0.9481992762436338,-2.9847984932144325,1,1.1525011447796998,on_to_off,0.004024105097970798,0.004024105097970798,4.5600000000000005,9.8,0.00394935628242904,0.00394935628242904,4.59,9.8,0.012907802889945221
-71.427554,0.3185034830009153,-0.9479216904978416,-2.976173703240531,1,1.1525067059358989,on_to_off,0.004003956260018482,0.004003956260018481,4.57,9.8,0.003930768840885668,0.003930768840885667,4.59,9.8,0.012951416410250771
-71.377554,0.31933057934630565,-0.9476433828684464,-2.9675935978581993,1,1.1525122624102702,on_to_off,0.003983860090912117,0.003983860090912117,4.57,9.8,0.003912211698649137,0.003912211698649137,4.6000000000000005,9.8,0.012994979641340706
-71.327554,0.32015743250756856,-0.9473643535673916,-2.959057817734704,1,1.1525178142171761,on_to_off,0.003963802938594996,0.003963802938594996,4.58,9.8,0.003893693543615573,0.003893693543615573,4.6000000000000005,9.8,0.013038467697786141
-71.277554,0.32098404185501983,-0.94708460280717,-2.9505660073747326,1,1.1525233613709405,on_to_off,0.003943782348560965,0.003943782348560965,4.58,9.8,0.0038752138835216887,0.0038752138835216887,4.61,9.8,0.013081901276323136
-71.227554,0.3218104067591597,-0.9468041308008242,-2.942117815069308,1,1.1525289038858488,on_to_off,0.003923816750668885,0.003923816750668886,4.59,9.8,0.0038567649570145357,0.003856764957014536,4.61,9.8,0.013125346124117384
-71.177554,0.3226365265906756,-0.9465229377619457,-2.933712892845471,1,1.1525344417761487,on_to_off,0.003903876822506369,0.0039038768225063696,4.6000000000000005,9.8,0.003838362503510384,0.0038383625035103845,4.62,9.8,0.01316882239536508
-71.127554,0.3234624007204415,-0.9462410239046755,-2.925350896416805,1,1.15253997505605,on_to_off,0.003883998422440804,0.003883998422440804,4.6000000000000005,9.8,0.003819982747605477,0.003819982747605477,4.62,9.8,0.013212274636454652
-71.077554,0.32428802851951827,-0.9459583894437028,-2.9170314851347263,1,1.1525455037397252,on_to_off,0.003864150981536585,0.003864150981536585,4.61,9.8,0.003801657593182295,0.003801657593182295,4.63,9.8,0.013255636472392036
-71.027554,0.32511340935915467,-0.9456750345942663,-2.9087543219405436,1,1.1525510278413085,on_to_off,0.003844347908964596,0.003844347908964596,4.61,9.8,0.003783348907519468,0.003783348907519468,4.640000000000001,9.8,0.013298957954959334
-71.0,0.32556815445715676,-0.9455185755993167,-2.9042108776758218,1,1.1525540701100183,on_to_off,0.0038334517373088683,0.0038334517373088688,4.62,9.8,0.0037732908952329836,0.003773290895232984,4.640000000000001,9.8,0.013322804580910617
-70.977554,0.32593854261078675,-0.945390959572153,-2.9005190733182897,1,1.152556547374897,on_to_off,0.0038245926250159434,0.003824592625015944,4.62,9.8,0.0037650992552680784,0.003765099255268079,4.640000000000001,9.8,0.013342229053762934
-70.927554,0.32676342764604,-0.9451061645936986,-2.8923254092482655,1,1.1525620623545512,on_to_off,0.003804864821452536,0.003804864821452536,4.62,9.8,0.003746868413766369,0.003746868413766369,4.65,9.8,0.013385483732379239
-70.877554,0.3275880638367285,-0.9448206498757865,-2.8841730031613415,1,1.152567572794294,on_to_off,0.0037852017318696363,0.0037852017318696363,4.63,9.8,0.0037286876876513886,0.0037286876876513886,4.65,9.8,0.013428734751750654
-70.827554,0.3284124505548559,-0.9445344156358487,-2.8760615318939613,1,1.152573078708111,on_to_off,0.003765564868857152,0.0037655648688571523,4.640000000000001,9.8,0.0037105342314570078,0.003710534231457008,4.66,9.8,0.013471936162661347
-70.777554,0.32923658717261617,-0.9442474620918652,-2.867990675643845,1,1.1525785801099522,on_to_off,0.0037459783501470056,0.0037459783501470056,4.640000000000001,9.8,0.0036924223730072647,0.0036924223730072647,4.66,9.8,0.013515072510822438
-70.727554,0.33006047306239283,-0.9439597894623634,-2.8599601179263967,1,1.15258407701373,on_to_off,0.0037264341196813766,0.003726434119681377,4.65,9.8,0.0036743467175120448,0.003674346717512045,4.67,9.8,0.013558144810236789
-70.677554,0.33088410759676135,-0.9436713979664186,-2.8519695455317637,1,1.1525895694333206,on_to_off,0.0037069226175462378,0.0037069226175462378,4.65,9.8,0.0036563036678576855,0.0036563036678576855,4.67,9.8,0.013601135056974214
-70.627554,0.33170749014848805,-0.9433822878236535,-2.8440186484825856,1,1.1525950573825643,on_to_off,0.003687470506195334,0.003687470506195334,4.66,9.8,0.003638305691407051,0.003638305691407051,4.680000000000001,9.8,0.013644110553437611
-70.577554,0.33253062009053136,-0.9430924592542381,-2.836107119992383,1,1.152600540875265,on_to_off,0.0036680452074666636,0.0036680452074666636,4.67,9.8,0.003620331391384235,0.003620331391384235,4.680000000000001,9.8,0.013687090420632096
-70.527554,0.3333534967960422,-0.9428019124788892,-2.8282346564245873,1,1.1526060199251906,on_to_off,0.0036486743230608187,0.0036486743230608187,4.67,9.8,0.0036024110804567244,0.0036024110804567244,4.69,9.8,0.013730001128125613
-70.5,0.3338068592337709,-0.9426414910921784,-2.823912885600801,1,1.1526090374262423,on_to_off,0.0036380068803106846,0.0036380068803106846,4.680000000000001,9.8,0.00359254262131653,0.00359254262131653,4.69,9.8,0.013753623152882073
-70.477554,0.3341761196383638,-0.9425106477188712,-2.8204009572522124,1,1.1526114945460733,on_to_off,0.0036293414541572755,0.0036293414541572755,4.680000000000001,9.8,0.003584508744687298,0.003584508744687298,4.7,9.8,0.013772839885821318
-70.427554,0.3349984879910332,-0.9422186651959945,-2.8126057250181216,1,1.1526169647516094,on_to_off,0.003610045333182932,0.003610045333182932,4.680000000000001,9.8,0.0035666633544375603,0.0035666633544375603,4.7,9.8,0.013815561437814056
-70.377554,0.33582060122778123,-0.9419259651326167,-2.8048486652959235,1,1.15262243055546,on_to_off,0.0035908048255459124,0.0035908048255459124,4.69,9.8,0.0035488393408499297,0.0035488393408499297,4.71,9.8,0.01385824815211431
-70.327554,0.3366424587225328,-0.9416325477516417,-2.797129486651455,1,1.1526278919712505,on_to_off,0.003571591900706106,0.003571591900706106,4.7,9.8,0.0035310624552382652,0.0035310624552382652,4.71,9.8,0.013900927905567238
-70.277554,0.33746405984940797,-0.9413384132765193,-2.7894479006048467,1,1.1526333490125713,on_to_off,0.0035524357313791444,0.003552435731379145,4.7,9.8,0.0035133167510635332,0.0035133167510635337,4.720000000000001,9.8,0.013943627867704313
-70.227554,0.3382854039827213,-0.9410435619312462,-2.7818036215931805,1,1.1526388016929776,on_to_off,0.0035333157146603678,0.0035333157146603678,4.71,9.8,0.003495608310399023,0.003495608310399023,4.720000000000001,9.8,0.013986250589314408
-70.177554,0.3391064904969839,-0.9407479939403639,-2.774196366933682,1,1.1526442500259897,on_to_off,0.003514234054070531,0.003514234054070531,4.71,9.8,0.003477940722681039,0.003477940722681039,4.73,9.8,0.014028771144213293
-70.127554,0.3399273187669022,-0.9404517095289608,-2.766625856787507,1,1.1526496940250932,on_to_off,0.00349520687881949,0.00349520687881949,4.720000000000001,9.8,0.003460300667209204,0.003460300667209204,4.73,9.8,0.014071198094090761
-70.077554,0.34074788816738005,-0.9401547089226702,-2.759091814124034,1,1.1526551337037392,on_to_off,0.003476207462275449,0.003476207462275449,4.73,9.8,0.0034427109659111443,0.0034427109659111443,4.74,9.8,0.014113562757603925
-70.027554,0.3415681980735184,-0.9398569923476708,-2.751593964685723,1,1.1526605690753438,on_to_off,0.0034572650890101753,0.0034572650890101753,4.73,9.8,0.0034251405619262765,0.0034251405619262765,4.75,9.8,0.01415594128974191
-70.0,0.3420201433256688,-0.9396926207859083,-2.747477419454621,1,1.1526635625640294,on_to_off,0.0034468315085569023,0.0034468315085569028,4.74,9.8,0.0034154888987584786,0.003415488898758479,4.75,9.8,0.014179296070595896
-69.977554,0.34238824786061506,-0.9395585600306869,-2.7441320369534927,1,1.1526660001532891,on_to_off,0.0034383581209960212,0.0034383581209960217,4.74,9.8,0.0034076284174682225,0.003407628417468223,4.75,9.8,0.014198295454985093
-69.927554,0.34320803690416674,-0.9392594121989878,-2.7367057621126025,1,1.1526714269509233,on_to_off,0.0034194900023283292,0.0034194900023283297,4.74,9.8,0.0033901370877336134,0.003390137087733614,4.76,9.8,0.014240551125946365
-69.877554,0.34402756457986833,-0.9389595490803875,-2.7293148740190603,1,1.1526768494815596,on_to_off,0.0034006764180907756,0.0034006764180907756,4.75,9.8,0.003372693086552747,0.003372693086552747,4.76,9.8,0.014282692667035017
-69.827554,0.3448468302636139,-0.9386589709032447,-2.7219591091665203,1,1.1526822677584785,on_to_off,0.003381891795101899,0.003381891795101899,4.76,9.8,0.0033552811921278014,0.0033552811921278014,4.7700000000000005,9.8,0.014324724188261737
-69.777554,0.34566583333149725,-0.9383576778964626,-2.7146382066536714,1,1.1526876817949256,on_to_off,0.0033631623064792615,0.0033631623064792615,4.76,9.8,0.0033379052754460292,0.0033379052754460292,4.7700000000000005,9.8,0.014366725895176378
-69.727554,0.3464845731598114,-0.9380556702894894,-2.7073519081521233,1,1.1526930916041138,on_to_off,0.0033444715171028205,0.0033444715171028205,4.7700000000000005,9.8,0.0033205726099629906,0.0033205726099629906,4.78,9.8,0.014408732202964474
-69.677554,0.34730304912505067,-0.9377529483123168,-2.7000999578747362,1,1.1526984971992218,on_to_off,0.0033258160309166396,0.0033258160309166396,4.7700000000000005,9.8,0.0033032647194263243,0.0033032647194263243,4.78,9.8,0.014450679166843018
-69.627554,0.3481212606039099,-0.9374495121954807,-2.692882102544448,1,1.1527038985933955,on_to_off,0.0033072188188837948,0.0033072188188837948,4.78,9.8,0.0032860115427106873,0.0032860115427106873,4.79,9.8,0.014492510787925015
-69.577554,0.34893920697328557,-0.9371453621700608,-2.6856980913635415,1,1.152709295799747,on_to_off,0.0032886513502113357,0.003288651350211336,4.79,9.8,0.0032687791440647596,0.00326877914406476,4.8,9.8,0.014534221271815482
-69.527554,0.349756887610276,-0.9368404984676808,-2.678547675983368,1,1.1527146888313557,on_to_off,0.0032701338462142737,0.003270133846214274,4.79,9.8,0.0032515981910608005,0.003251598191060801,4.8,9.8,0.014575850514350444
-69.5,0.35020738125946743,-0.9366721892483976,-2.674621493926824,1,1.152717659043737,on_to_off,0.0032599434662552995,0.0032599434662553,4.8,9.8,0.0032421339294369522,0.0032421339294369527,4.8,9.8,0.014598785908113343
-69.477554,0.3505743018921816,-0.9365349213205076,-2.6714306104745154,1,1.1527200777012683,on_to_off,0.0032516604909666458,0.003251660490966646,4.8,9.8,0.003234445819500109,0.0032344458195001096,4.8100000000000005,9.8,0.014617455930209603
-69.427554,0.35139144919650583,-0.9362286309612516,-2.6643466512974023,1,1.1527254624224983,on_to_off,0.003233217577545855,0.003233217577545855,4.8100000000000005,9.8,0.0032173326586525386,0.0032173326586525386,4.8100000000000005,9.8,0.014659010879447359
-69.377554,0.3522083289009556,-0.935921627623166,-2.6572955572733097,1,1.1527308430080265,on_to_off,0.003214837605646781,0.0032148376056467813,4.8100000000000005,9.8,0.0032002607109175574,0.003200260710917558,4.82,9.8,0.014700504910193793
-69.327554,0.35302494038344145,-0.9356139115400474,-2.6502770895558294,1,1.1527362194708015,on_to_off,0.003196489384838519,0.003196489384838519,4.82,9.8,0.003183215285676333,0.003183215285676333,4.82,9.8,0.014741880939692815
-69.277554,0.3538412830220784,-0.9353054829462347,-2.643291011602722,1,1.1527415918237396,on_to_off,0.003178182983176847,0.003178182983176847,4.82,9.8,0.003166224633389836,0.003166224633389836,4.83,9.8,0.014783180710659247
-69.227554,0.3546573561951857,-0.9349963420766101,-2.6363370891481943,1,1.152746960079724,on_to_off,0.0031599302706019627,0.0031599302706019627,4.83,9.8,0.00314925693655016,0.00314925693655016,4.84,9.8,0.014824379786413594
-69.177554,0.3554731592812882,-0.9346864891665975,-2.629415090175554,1,1.152752324251607,on_to_off,0.003141709772818746,0.003141709772818746,4.84,9.8,0.003132337681161279,0.003132337681161279,4.84,9.8,0.014865510953242993
-69.127554,0.3562886916591164,-0.9343759244521634,-2.6225247848902797,1,1.1527576843522078,on_to_off,0.003123540276254444,0.003123540276254444,4.84,9.8,0.0031154517783417157,0.0031154517783417157,4.8500000000000005,9.8,0.014906590773151991
-69.077554,0.357103952707607,-0.9340646481698166,-2.6156659456934634,1,1.1527630403943148,on_to_off,0.0031054156862010407,0.0031054156862010407,4.8500000000000005,9.8,0.0030986000301096994,0.0030986000301096994,4.8500000000000005,9.8,0.014947616334545026
-69.027554,0.3579189418059035,-0.9337526605566071,-2.608838347155635,1,1.1527683923906837,on_to_off,0.0030873237991992375,0.0030873237991992375,4.86,9.8,0.0030817959060744915,0.0030817959060744915,4.86,9.8,0.014988569707338091
-69.0,0.3583679495453004,-0.9335804264972017,-2.605089064693801,1,1.1527713400443826,on_to_off,0.0030773849082951776,0.0030773849082951776,4.86,9.8,0.003072545275020766,0.003072545275020766,4.86,9.8,0.015011087342842603
-68.977554,0.3587336583333556,-0.9334399618501273,-2.6020417659909745,1,1.1527737403540395,on_to_off,0.003069290771454569,0.0030692907714545696,4.86,9.8,0.0030650159685322587,0.003065015968532259,4.87,9.8,0.01502940125677106
-68.927554,0.35954810166952156,-0.933126552288511,-2.5952759810318615,1,1.152779084297075,on_to_off,0.003051295344525695,0.0030512953445256956,4.87,9.8,0.003048289811799998,0.0030482898117999984,4.87,9.8,0.015070124772470677
-68.877554,0.3603622711941673,-0.9328124321104332,-2.588540773203816,1,1.152784424232452,on_to_off,0.0030333354961498693,0.0030333354961498693,4.87,9.8,0.003031593345000194,0.003031593345000194,4.88,9.8,0.015110776431799264
-68.827554,0.3611761662872674,-0.9324976015551097,-2.5818359255007777,1,1.1527897601728017,on_to_off,0.003015437543950339,0.003015437543950339,4.88,9.8,0.0030149344725817206,0.0030149344725817206,4.88,9.8,0.015151386748041569
-68.777554,0.36198978632900547,-0.9321820608622979,-2.575161222960738,1,1.152795092130723,on_to_off,0.002997575350915993,0.002997575350915993,4.890000000000001,9.8,0.0029983226237895177,0.0029983226237895177,4.890000000000001,9.8,0.015191942407036597
-68.727554,0.3628031306997741,-0.931865810272296,-2.5685164526417252,1,1.1528004201187851,on_to_off,0.002979751372695183,0.002979751372695183,4.890000000000001,9.8,0.002981737788484262,0.002981737788484262,4.9,9.8,0.015232422325327809
-68.677554,0.3636161987801763,-0.9315488500259421,-2.5619014035981076,1,1.1528057441495254,on_to_off,0.0029619879650862324,0.002961987965086233,4.9,9.8,0.0029652039401805164,0.002965203940180517,4.9,9.8,0.015272770816002632
-68.627554,0.36442898995102546,-0.9312311803646157,-2.5553158668572475,1,1.1528110642354517,on_to_off,0.0029442615417225038,0.0029442615417225038,4.91,9.8,0.0029487047985219395,0.0029487047985219395,4.91,9.8,0.015313001614710428
-68.577554,0.36524150359334573,-0.9309128015302357,-2.5487596353964737,1,1.1528163803890399,on_to_off,0.002926573670898769,0.002926573670898769,4.92,9.8,0.0029322380144415905,0.0029322380144415905,4.91,9.8,0.01535318355392476
-68.527554,0.36605373908837274,-0.9305937137652616,-2.5422325041203786,1,1.152821692622737,on_to_off,0.002908947561054087,0.002908947561054087,4.92,9.8,0.002915825927142901,0.002915825927142901,4.92,9.8,0.01539332400460033
-68.5,0.3665012267242973,-0.9304175679820246,-2.5386478956643073,1,1.1528246184176951,on_to_off,0.002899244720143246,0.002899244720143246,4.930000000000001,9.8,0.0029067871679612223,0.0029067871679612223,4.92,9.8,0.015415419129033355
-68.477554,0.3668656958175535,-0.9302739173126925,-2.535734269838432,1,1.1528270009489585,on_to_off,0.002891361237383594,0.0028913612373835944,4.930000000000001,9.8,0.0028994439650811277,0.002899443965081128,4.930000000000001,9.8,0.015433398780188385
-68.427554,0.3676773731625478,-0.9299534124160675,-2.5292647312429017,1,1.1528323053800906,on_to_off,0.0028738142302292546,0.0028738142302292546,4.94,9.8,0.002883101644465924,0.002883101644465924,4.930000000000001,9.8,0.015473406491978502
-68.377554,0.36848877050522805,-0.929632199319465,-2.5228236888870823,1,1.1528376059284888,on_to_off,0.0028563228892524717,0.0028563228892524717,4.94,9.8,0.0028668073705025443,0.0028668073705025443,4.94,9.8,0.015513312763375734
-68.327554,0.3692998872276799,-0.9293102782675025,-2.5164109451638317,1,1.1528429026064793,on_to_off,0.002839226507520498,0.002839226507520498,4.95,9.8,0.0028505440395780735,0.0028505440395780735,4.95,9.8,0.015553300487142485
-68.277554,0.37011072271220286,-0.928987649505337,-2.510026304284395,1,1.1528481954263579,on_to_off,0.00282416615340908,0.0028241661534090805,4.96,9.8,0.002834325790982528,0.0028343257909825286,4.95,9.8,0.015593509469354182
-68.227554,0.37092127634131006,-0.9286643132786645,-2.5036695722575293,1,1.1528534844003915,on_to_off,0.002809196848109541,0.002809196848109541,4.96,9.8,0.0028181515987472094,0.0028181515987472094,4.96,9.8,0.01563395290584883
-68.177554,0.3717315474977298,-0.9283402698337194,-2.4973405568689024,1,1.1528587695408166,on_to_off,0.0027942809994331297,0.00279428099943313,4.970000000000001,9.8,0.0028020101403695707,0.002802010140369571,4.970000000000001,9.8,0.01567458956825728
-68.127554,0.3725415355644054,-0.9280155194172751,-2.491039067660789,1,1.1528640508598411,on_to_off,0.002779404195269064,0.002779404195269064,4.98,9.8,0.0027859155734286656,0.0027859155734286656,4.970000000000001,9.8,0.015715396613198873
-68.077554,0.37335123992449565,-0.927690062276643,-2.484764915912034,1,1.152869328369643,on_to_off,0.002764566167446747,0.002764566167446747,4.99,9.8,0.0027698641707673,0.0027698641707673,4.98,9.8,0.01575639488190377
-68.027554,0.3741606599613757,-0.9273638986596727,-2.478517914618292,1,1.1528746020823717,on_to_off,0.002749780707457239,0.002749780707457239,4.99,9.8,0.0027538455954999597,0.0027538455954999597,4.99,9.8,0.015797530983506645
-68.0,0.37460659341591196,-0.9271838545667874,-2.4750868534162964,1,1.1528775067015777,on_to_off,0.002741650061805101,0.002741650061805101,5.0,9.8,0.0027450429496198026,0.0027450429496198026,4.99,9.8,0.015820262005682335
-67.977554,0.3749697950586368,-0.9270370288147524,-2.472297878472544,1,1.1528798720101472,on_to_off,0.002735039770905612,0.002735039770905612,5.0,9.8,0.0027378743189362953,0.0027378743189362953,4.99,9.8,0.015838818519554078
-67.927554,0.37577864460008714,-0.9267094529908073,-2.466104623845866,1,1.1528851381650607,on_to_off,0.002720337748166435,0.0027203377481664352,5.010000000000001,9.8,0.0027219450998142714,0.002721945099814272,5.0,9.8,0.01588032240247418
-67.877554,0.3765872079697528,-0.926381171437301,-2.4599379687684646,1,1.1528904005591742,on_to_off,0.0027056767595896036,0.0027056767595896036,5.010000000000001,9.8,0.002706048949937756,0.002706048949937756,5.010000000000001,9.8,0.015921965794756646
-67.827554,0.37739548455187766,-0.9260521844042341,-2.453797732910969,1,1.152895659204522,on_to_off,0.0026910721529129766,0.002691072152912976,5.0200000000000005,9.8,0.002690200571323964,0.0026902005713239636,5.010000000000001,9.8,0.015963743500701302
-67.777554,0.37820347373092406,-0.9257224921421442,-2.4476837375659777,1,1.1529009141131088,on_to_off,0.0026765062172502407,0.0026765062172502407,5.03,9.8,0.0026743942456925462,0.0026743942456925462,5.0200000000000005,9.8,0.01600567201584098
-67.727554,0.3790111748915727,-0.9253920949021067,-2.4415958056298535,1,1.1529061652969117,on_to_off,0.002661978784080754,0.002661978784080754,5.04,9.8,0.0026586208556278468,0.0026586208556278468,5.03,9.8,0.016047737147864297
-67.677554,0.3798185874187243,-0.9250609929357333,-2.435533761584754,1,1.152911412767879,on_to_off,0.0026474997346042084,0.002647499734604209,5.04,9.8,0.00264289497954584,0.0026428949795458405,5.03,9.8,0.016089898284148894
-67.627554,0.38062571069749906,-0.9247291864951727,-2.4294974314809172,1,1.1529166565379307,on_to_off,0.002633068819562323,0.002633068819562323,5.05,9.8,0.0026272106111158156,0.0026272106111158156,5.04,9.8,0.01613221657307627
-67.577554,0.38143254411323746,-0.9243966758331096,-2.423486642919174,1,1.1529218966189592,on_to_off,0.0026186771470239067,0.002618677147023907,5.0600000000000005,9.8,0.0026115591746254108,0.002611559174625411,5.05,9.8,0.016174676080553695
-67.527554,0.38223908705150095,-0.9240634612027656,-2.417501225033697,1,1.1529271330228286,on_to_off,0.0026043245876054,0.0026043245876054,5.07,9.8,0.00259595540504709,0.00259595540504709,5.05,9.8,0.0162172440991499
-67.5,0.38268343236508984,-0.9238795325112867,-2.4142135623730945,1,1.1529300171330146,on_to_off,0.002596444142284049,0.002596444142284049,5.07,9.8,0.0025873721109458403,0.0025873721109458403,5.0600000000000005,9.8,0.016240754272013044
-67.477554,0.3830453388980716,-0.9237295428578981,-2.4115410084749853,1,1.1529323657613753,on_to_off,0.002590026318551819,0.0025900263185518195,5.07,9.8,0.0025803936140495476,0.002580393614049548,5.0600000000000005,9.8,0.01625992546271863
-67.427554,0.38385129903895376,-0.9233949210528005,-2.4056058253930597,1,1.1529375948464078,on_to_off,0.0025757702076111277,0.0025757702076111277,5.08,9.8,0.0025648652860250087,0.0025648652860250087,5.07,9.8,0.01630272252997617
-67.377554,0.38465696686037376,-0.9230595960423018,-2.3996955094208974,1,1.1529428202897074,on_to_off,0.002561552893881658,0.002561552893881658,5.09,9.8,0.002549383223085344,0.002549383223085344,5.07,9.8,0.016345597688205277
-67.327554,0.38546234174878047,-0.9227235680817665,-2.3938098956580776,1,1.1529480421030274,on_to_off,0.0025473770815413466,0.0025473770815413466,5.09,9.8,0.002533944062950211,0.002533944062950211,5.08,9.8,0.01638856926956038
-67.277554,0.3862674230908461,-0.9223868374270945,-2.3879488206546444,1,1.152953260298094,on_to_off,0.002533255742565854,0.002533255742565854,5.1000000000000005,9.8,0.0025185381503285975,0.0025185381503285975,5.09,9.8,0.016431707104761308
-67.227554,0.3870722102734658,-0.922049404334721,-2.3821121223951853,1,1.1529584748866064,on_to_off,0.0025191729115598416,0.0025191729115598416,5.11,9.8,0.0025031773919163003,0.0025031773919163003,5.09,9.8,0.016474950527380558
-67.177554,0.38787670268375923,-0.9217112690616159,-2.37629964028311,1,1.1529636858802361,on_to_off,0.0025051281511661583,0.0025051281511661587,5.12,9.8,0.0024878603166522684,0.002487860316652269,5.1000000000000005,9.8,0.01651825578087105
