step,time,gate_rate,perturbation_rate_upper,gate_forcing_upper,eta_upper,eta_smooth_upper,eta_gate_upper,tube_radius_upper
2048,0.4096,0.0,0.008129697958547047,1.165658463524054e-07,1.9210430537412241e-07,4.0166162034635075e-09,1.8808768917065887e-07,1.3055382240557082e-07
2049,0.4098,0.01,0.007782303373135917,1.1506242268294104e-07,1.90203944800935e-07,6.078783662435759e-09,1.841251611384992e-07,1.3075266251887544e-07
2050,0.41,0.0,0.007782241188634843,1.1586955881345063e-07,1.9183021944138518e-07,6.644873375120145e-09,1.8518534606626501e-07,1.3095230650705424e-07
2051,0.4102,0.0,0.007364385098762713,1.184096975768558e-07,1.9406463723416408e-07,6.73114285743171e-09,1.8733349437673235e-07,1.3115240407150493e-07
2052,0.4104,0.03,0.008164238731168064,1.1881986696682974e-07,1.963916799543471e-07,6.27397808972441e-09,1.9011770186462265e-07,1.313552530709509e-07
2053,0.4106,0.0,0.007364473930291461,1.198923011804176e-07,1.8955941332720089e-07,5.259409665378323e-09,1.8430000366182254e-07,1.315558254376916e-07
2054,0.4108,0.0,0.007364356437854004,1.1960806898156256e-07,1.9574739881549262e-07,6.391114647201989e-09,1.893562841682906e-07,1.3175793881545407e-07
2055,0.411,0.0,0.007013638406789387,1.1954944291177035e-07,1.9127569435417486e-07,5.142727982523763e-09,1.8613296637165108e-07,1.3195938823633135e-07
2056,0.4112,0.0,0.00702822316910782,1.2122797818621183e-07,1.9037740976279863e-07,4.722260938669059e-09,1.8565514882412956e-07,1.3216117879568771e-07
2057,0.4114,0.0,0.007027973933773212,1.1890413298841474e-07,1.8889133609090077e-07,2.8850860631577473e-09,1.86006250027743e-07,1.3236229965815307e-07
2058,0.4116,0.0,0.00712978928271768,1.1852180307085533e-07,1.897295682619945e-07,6.033431070804022e-09,1.8369613719119045e-07,1.3256300979605813e-07
2059,0.4118,0.0,0.007847870855894898,1.1786993385602974e-07,1.85682356084095e-07,5.254355215290592e-09,1.8042800086880437e-07,1.3276337887186907e-07
2060,0.412,0.0,0.00994272799214399,1.2033506532282043e-07,1.8716596644920048e-07,7.140477410731497e-09,1.8002548903846895e-07,1.32964888090485e-07
2061,0.4122,0.0,0.008663169662693133,1.1761157475429615e-07,1.795238418188333e-07,5.9626406391585596e-09,1.735612011796747e-07,1.3316386104836371e-07
2062,0.4124,0.0,0.009663733449295674,1.14496041881915e-07,1.8162910115599876e-07,8.481155593255725e-09,1.73147945562743e-07,1.333628252389798e-07
2063,0.4126,0.0,0.008422705338967978,1.1039938780879961e-07,1.801404051444463e-07,6.412518085059403e-09,1.7372788705938688e-07,1.3356038008250137e-07
2064,0.4128,0.0,0.008423236816475735,1.1330098526226612e-07,1.8504058577218967e-07,4.411900979291664e-09,1.8062868479289797e-07,1.3376033003505558e-07
2065,0.413,0.0,0.011477246961915379,1.1555619896958457e-07,1.8250164905552926e-07,6.0217770811882496e-09,1.7647987197434098e-07,1.339603781037391e-07
2066,0.4132,0.0,0.013948305393129773,1.1315912720579167e-07,1.7965924265765847e-07,7.021231436361386e-09,1.7263801122129705e-07,1.3415878708753852e-07
2067,0.4134,0.0,0.0129230070796174,1.1496988748532038e-07,1.739752858837089e-07,6.1791424340620976e-09,1.6779614344964677e-07,1.3435678403637353e-07
2068,0.4136,0.0,0.01292249096909408,1.112485801706183e-07,1.7405304976532785e-07,5.259374097912984e-09,1.6879367566741485e-07,1.3455383724805317e-07
2069,0.4138,0.03,0.013980898524697097,1.1179933275759068e-07,1.7869270647156065e-07,7.184260639019345e-09,1.7150844583254127e-07,1.3475342361334899e-07
2070,0.414,0.03,0.013980721607055768,1.108321616423236e-07,1.8183346269669113e-07,6.70219257559377e-09,1.7513127012109734e-07,1.34953986928945e-07
2071,0.4142,0.0,0.015154552599281328,1.1335805429550906e-07,1.8082159191761906e-07,4.8074551432988965e-09,1.7601413677432014e-07,1.3515392116092504e-07
2072,0.4144,0.0,0.015154231125471743,1.1078118572629425e-07,1.799283260506462e-07,7.209710715118729e-09,1.7271861533552744e-07,1.353534904262343e-07
2073,0.4146,0.0,0.015154068003828054,1.1033175732372821e-07,1.7985928248509147e-07,7.137063421067578e-09,1.7272221906402386e-07,1.3555313360220554e-07
2074,0.4148,0.0,0.015154487305257208,1.1384407783821903e-07,1.8002135886248505e-07,7.24087870386194e-09,1.7278048015862308e-07,1.3575368987396896e-07
2075,0.415,0.0,0.01515439793594528,1.1282009565645579e-07,1.7616812067632556e-07,7.640644485567476e-09,1.6852747619075806e-07,1.359528664761126e-07
2076,0.4152,0.03,0.015154707714999936,1.1021545027188843e-07,1.75215489551915e-07,4.264791529813586e-09,1.709506980221014e-07,1.3615268770878422e-07
2077,0.4154,0.03,0.016307799644096507,1.1543743304653928e-07,1.7925957153670775e-07,4.709568045225193e-09,1.7455000349148253e-07,1.3635507137072356e-07
2078,0.4156,0.0,0.016024360433847452,1.2047398230452223e-07,1.898331836756679e-07,5.080912031480367e-09,1.847522716441875e-07,1.3656042837187459e-07
2079,0.4158,0.03,0.01602473218257278,1.1846839962182795e-07,1.8766130501189994e-07,5.7060965707481904e-09,1.8195520844115173e-07,1.367659380829438e-07
2080,0.416,0.01,0.01600898099583508,1.2153493299415992e-07,1.9420093607063123e-07,5.096397397550727e-09,1.8910453867308048e-07,1.3697382207813679e-07
2081,0.4162,0.0,0.01600874983465564,1.2157011116508786e-07,1.9437482301452628e-07,7.601913753994656e-09,1.867729092605316e-07,1.371812262699751e-07
2082,0.4164,0.03,0.016009050360455357,1.1862219166397553e-07,1.9463813543198014e-07,4.137485106284999e-09,1.9050065032569512e-07,1.3738944294379357e-07
2083,0.4166,0.0,0.016008904611477647,1.2141871408342473e-07,1.9765844685651224e-07,5.2051970755525025e-09,1.924532497809597e-07,1.3759824316230305e-07
2084,0.4168,0.0,0.01600926086830989,1.2442317084444514e-07,2.054707090958095e-07,7.382297805845376e-09,1.9808841128996408e-07,1.3781000867692212e-07
2085,0.417,0.0,0.01600917258017642,1.2420811800231886e-07,2.0912562052450973e-07,6.676583406092229e-09,2.0244903711841747e-07,1.3802316663441355e-07
2086,0.4172,0.0,0.017156940833116356,1.2598158990464605e-07,2.0694360949594755e-07,5.983547194629587e-09,2.0096006230131792e-07,1.3823582546677156e-07
2087,0.4174,0.0,0.01621994045531241,1.2925423549861495e-07,2.1222991929703911e-07,7.649103759241638e-09,2.0458081553779746e-07,1.3845118651350008e-07
2088,0.4176,0.0,0.01412548463667137,1.300144666386685e-07,2.0895358733948156e-07,8.025058780420808e-09,2.0092852855906072e-07,1.3866556328325002e-07
2089,0.4178,0.0,0.014125357363430735,1.302640409144327e-07,2.0559591602560355e-07,4.4932530883487985e-09,2.0110266293725473e-07,1.3888013587287846e-07
2090,0.418,0.03,0.013124737939424182,1.2898961841692474e-07,2.0180763458056686e-07,7.260741450519681e-09,1.9454689313004715e-07,1.3909416774486467e-07
2091,0.4182,0.03,0.01419520165811042,1.2603732427678153e-07,1.9580226381732586e-07,6.064502392413614e-09,1.897377614249122e-07,1.3930622434963676e-07
2092,0.4184,0.0,0.01419514171525625,1.2968100851720481e-07,1.9395846358224826e-07,6.490329399148001e-09,1.8746813418310023e-07,1.395175143808894e-07
2093,0.4186,0.0,0.012192032095103729,1.219122814301355e-07,1.8972034898004756e-07,7.907872191896046e-09,1.818124767881515e-07,1.397256391094021e-07
2094,0.4188,0.01,0.012169458759804408,1.1770243918108536e-07,1.8832763368400066e-07,5.362353476426428e-09,1.829652802075742e-07,1.399335589730784e-07
2095,0.419,0.01,0.012169507444726332,1.1783898824392584e-07,1.8788407684900317e-07,6.0932073681284244e-09,1.8179086948087473e-07,1.40141621010841e-07
2096,0.4192,0.01,0.011023466447717779,1.1756367979751889e-07,1.852728497698115e-07,6.062973194001345e-09,1.7920987657581011e-07,1.4034914426533352e-07
2097,0.4194,0.03,0.012081476831080741,1.1181982913137151e-07,1.7986613727197156e-07,4.919856081253361e-09,1.7494628119071817e-07,1.4055414699027557e-07
2098,0.4196,0.0,0.011947521330252162,1.1734249515336433e-07,1.7924590275472216e-07,4.5286989650882016e-09,1.7471720378963393e-07,1.4075963621815826e-07
2099,0.4198,0.0,0.010886033157595176,1.175609165860371e-07,1.8697822785301726e-07,7.0020383515119665e-09,1.7997618950150528e-07,1.4096775368021365e-07
2100,0.42,0.0,0.009754075653258004,1.1831036511578261e-07,1.8408924492050605e-07,6.269326558390552e-09,1.7781991836211549e-07,1.4117491055412986e-07
2101,0.4202,0.0,0.009753449985662846,1.1337890222541912e-07,1.8348272370629364e-07,7.139257233551482e-09,1.7634346647274214e-07,1.4138141560509692e-07
2102,0.4204,0.0,0.010649971689033193,1.1532739340083327e-07,1.8038309687010362e-07,4.756013277413908e-09,1.7562708359268968e-07,1.4158754104229078e-07
2103,0.4206,0.0,0.009502884012052936,1.1707750513939702e-07,1.827149702113687e-07,7.064802838757113e-09,1.7565016737261158e-07,1.4179504395832728e-07
2104,0.4208,0.0,0.010877067312572585,1.1436125386223612e-07,1.8668239071552355e-07,6.016884785565251e-09,1.8066550592995828e-07,1.4200331946419176e-07
2105,0.421,0.0,0.011802861904389894,1.1609941094927253e-07,1.8284715467222268e-07,7.25121854926656e-09,1.755959361229561e-07,1.4221076024170986e-07
2106,0.4212,0.0,0.012994042816479862,1.1358775737508841e-07,1.808483501539248e-07,5.824189473356376e-09,1.7502416068056839e-07,1.424174033524416e-07
2107,0.4214,0.0,0.012994176111117035,1.1495694403595821e-07,1.888855153940538e-07,6.258577423394874e-09,1.826269379706589e-07,1.4262703622761334e-07
2108,0.4216,0.0,0.014012234968537589,1.1571703916136266e-07,1.9105303029959745e-07,5.218279957604253e-09,1.8583475034199317e-07,1.4283740411505024e-07
2109,0.4218,0.0,0.015087399964902815,1.1620255311652609e-07,1.9667411806818817e-07,8.443502881124095e-09,1.8823061518706404e-07,1.4304949315142566e-07
2110,0.422,0.0,0.016189951071414153,1.1334969931000972e-07,1.935325447286522e-07,6.789667851842125e-09,1.8674287687681007e-07,1.4326020424209814e-07
2111,0.4222,0.0,0.015156534954771043,1.136757762583024e-07,1.8848010339222706e-07,8.784132510850251e-09,1.796959708813768e-07,1.4346970745801125e-07
2112,0.4224,0.0,0.016529385830726277,1.1327291705802271e-07,1.8561751715987073e-07,6.7936194272991735e-09,1.7882389773257152e-07,1.4367893404741478e-07
2113,0.4226,0.0,0.01652950680874815,1.1490937723392118e-07,1.8397803029692858e-07,6.058561671688162e-09,1.7791946862524038e-07,1.4388824918719942e-07
2114,0.4228,0.0,0.016529691249438525,1.1684875747060081e-07,1.841520038450389e-07,5.563077993172306e-09,1.7858892585186657e-07,1.4409844013920894e-07
2115,0.423,0.0,0.015511748652731994,1.128368635916809e-07,1.850515979839091e-07,7.134462461572275e-09,1.779171355223368e-07,1.4430795471126973e-07
2116,0.4232,0.0,0.0143150666629054,1.1155050781971685e-07,1.779764693714536e-07,5.269212180603236e-09,1.7270725719085033e-07,1.4451537693417163e-07
2117,0.4234,0.0,0.014315145169711023,1.122223594506962e-07,1.7578133158258144e-07,5.08490699282075e-09,1.7069642458976065e-07,1.4472191954960502e-07
2118,0.4236,0.0,0.01333333837565304,1.1124829206553124e-07,1.8258631768790696e-07,6.7912401527007785e-09,1.7579507753520617e-07,1.449309253758257e-07
2119,0.4238,0.0,0.013333583563677401,1.1302014618423734e-07,1.9116290789799467e-07,6.394857627162892e-09,1.8476805027083174e-07,1.451424272268691e-07
2120,0.424,0.03,0.013333669352101094,1.0833843939299515e-07,1.851801429718069e-07,5.855900060013852e-09,1.79324242911793e-07,1.4535256557699776e-07
2121,0.4242,0.03,0.013333426938509712,1.062328822402975e-07,1.841871581466995e-07,6.355958614343847e-09,1.7783119953235563e-07,1.455621791448832e-07
2122,0.4244,0.0,0.012327831658838705,1.098806139630371e-07,1.9093878206183488e-07,6.434269561868345e-09,1.8450451249996652e-07,1.4577371462267733e-07
2123,0.4246,0.0,0.012328232451909745,1.1265930503521608e-07,2.0382178779880636e-07,6.8112775730207124e-09,1.9701051022578562e-07,1.4598966620728961e-07
2124,0.4248,0.0,0.012328697279575099,1.1700332369015168e-07,2.0854971431435253e-07,7.083057485996258e-09,2.0146665682835625e-07,1.462079267254769e-07
2125,0.425,0.0,0.012328954126001719,1.1944168417608588e-07,2.0968754550172568e-07,8.264207105384e-09,2.0142333839634164e-07,1.4642722253566565e-07
2126,0.4252,0.0,0.012418109521231041,1.1862701523108154e-07,2.0899588319565836e-07,7.776372246325682e-09,2.0121951094933266e-07,1.466465356696361e-07
2127,0.4254,0.0,0.013637079960557878,1.1584596911633145e-07,2.0183801398592767e-07,8.832983993433584e-09,1.9300502999249405e-07,1.4686342233025013e-07
2128,0.4256,0.03,0.013636823602461582,1.077280207006408e-07,1.8906457185455353e-07,6.501983790504881e-09,1.8256258806404861e-07,1.4707616514102503e-07
2129,0.4258,0.03,0.013636675282419106,1.0974810507902794e-07,1.9227483319357341e-07,8.302380671617222e-09,1.8397245252195615e-07,1.472904138501134e-07
2130,0.426,0.01,0.012727516444006205,1.1570470895537725e-07,1.9467066062051066e-07,8.121756309457991e-09,1.8654890431105263e-07,1.4750639798633025e-07
2131,0.4262,0.0,0.01272801192136073,1.209752672315311e-07,1.9159762667491295e-07,7.804807214483776e-09,1.8379281946042915e-07,1.4772178432186978e-07
2132,0.4264,0.03,0.011443941333389473,1.1351687059453068e-07,1.893679203531851e-07,5.5194368427961154e-09,1.8384848351038896e-07,1.4793670620853155e-07
2133,0.4266,0.0,0.011443787180095403,1.1602425332852453e-07,1.894239510181961e-07,4.759476882286865e-09,1.846644741359092e-07,1.4815121721825708e-07
2134,0.4268,0.0,0.011443372681266238,1.1357266026937668e-07,1.897230542177471e-07,9.570862774345084e-09,1.80152191443402e-07,1.4836506762123326e-07
2135,0.427,0.0,0.010331733643725796,1.0885045488175e-07,1.895503197547436e-07,8.206839055178393e-09,1.8134348069956518e-07,1.485786142534817e-07
2136,0.4272,0.0,0.011555561030999162,1.0727623358861047e-07,1.8373077215502846e-07,6.350330122531793e-09,1.7738044203249664e-07,1.4879028676108798e-07
2137,0.4274,0.0,0.010537922312820674,1.0909718965437105e-07,1.7968869763810978e-07,6.932520778498516e-09,1.7275617685961125e-07,1.4900088331813988e-07
2138,0.4276,0.0,0.010331491605816454,1.086990071217515e-07,1.813731645096589e-07,5.744902036867604e-09,1.7562826247279128e-07,1.4921259000585305e-07
2139,0.4278,0.01,0.011364701217845698,1.0919749069041395e-07,1.8198583663684721e-07,6.3066687678927175e-09,1.7567916786895447e-07,1.494249246851479e-07
2140,0.428,0.0,0.011365033115788268,1.1363617400663794e-07,1.875824284812296e-07,6.674108399565628e-09,1.8090832008166395e-07,1.4964006216688401e-07
2141,0.4282,0.0,0.011365312773924979,1.151390022118626e-07,1.9097515861606418e-07,7.748101138079604e-09,1.8322705747798456e-07,1.498562704329715e-07
2142,0.4284,0.01,0.010222853924297375,1.1525515161297487e-07,1.880018038024501e-07,6.667019802253396e-09,1.8133478400019668e-07,1.5007259636606632e-07
2143,0.4286,0.0,0.011239332379267135,1.113936951961317e-07,1.844350871003219e-07,5.45164551984742e-09,1.7898344158047445e-07,1.5028699913805334e-07
2144,0.4288,0.03,0.01123954565656068,1.0686724855725985e-07,1.8241503661348363e-07,7.177559862803844e-09,1.7523747675067975e-07,1.5050081916279262e-07
2145,0.429,0.0,0.012435725768725878,1.1006902658527308e-07,1.862230575500261e-07,6.901177746727029e-09,1.7932187980329903e-07,1.5071571942628963e-07
2146,0.4292,0.0,0.012188774661120224,1.0814144262809476e-07,1.804806427466506e-07,6.379580766246613e-09,1.7410106198040396e-07,1.5092811139243697e-07
2147,0.4294,0.01,0.012188631982778177,1.0572257489355609e-07,1.7459403846241295e-07,6.2329235862755755e-09,1.6836111487613734e-07,1.51139016492914e-07
2148,0.4296,0.0,0.012189258833454846,1.1114525605071641e-07,1.8419279520255042e-07,5.636406418060228e-09,1.7855638878449016e-07,1.513542283626054e-07
2149,0.4298,0.0,0.012189354510446919,1.1108820914752593e-07,1.9076299560991013e-07,1.1105503210433152e-08,1.7965749239947695e-07,1.5157098135355866e-07
2150,0.43,0.0,0.01218937633387033,1.116787609383329e-07,1.9116862033418976e-07,6.8519724018592284e-09,1.843166479323305e-07,1.5178860051319774e-07
2151,0.4302,0.0,0.01216648646035186,1.0612874720424518e-07,1.8623442198862477e-07,5.087159773102147e-09,1.8114726221552258e-07,1.520037556856278e-07
2152,0.4304,0.0,0.012166688553719968,1.0828394958033379e-07,1.827528893488128e-07,7.002044939705143e-09,1.757508444091076e-07,1.522183593816983e-07
2153,0.4306,0.0,0.011537782238059837,1.112253908807103e-07,1.883776630439876e-07,7.520182036292308e-09,1.8085748100769526e-07,1.5243553612793518e-07
2154,0.4308,0.01,0.01207922561873933,1.0863683568114555e-07,1.8726022385721207e-07,7.323203229079058e-09,1.7993702062813298e-07,1.5265225890189e-07
2155,0.431,0.0,0.011945198050634438,1.1186231447933121e-07,1.87336931279232e-07,7.31324079693262e-09,1.8002369048229935e-07,1.5286910248274665e-07
2156,0.4312,0.0,0.010883787045107585,1.119132925723419e-07,1.9518959916198467e-07,7.755502485627347e-09,1.874340966763573e-07,1.5308896432687105e-07
2157,0.4314,0.0,0.009752429874953792,1.1430800810296809e-07,1.965432573887416e-07,8.163836143315093e-09,1.883794212454265e-07,1.533097746979621e-07
2158,0.4316,0.0,0.010804047277169512,1.1294121025367619e-07,1.9889123610281396e-07,8.734630236634001e-09,1.9015660586617994e-07,1.535311069819317e-07
2159,0.4318,0.0,0.010648350042361055,1.1404258464065833e-07,1.9311624996492535e-07,6.23024989756579e-09,1.8688600006735952e-07,1.5375093721937983e-07
2160,0.432,0.0,0.010875760565291664,1.1470534714541911e-07,1.9350819132937744e-07,5.408457525672899e-09,1.8809973380370452e-07,1.5397131628036656e-07
2161,0.4322,0.0,0.010875673913901856,1.1354342152676479e-07,2.0633796414444583e-07,1.1987144186742912e-08,1.943508199577029e-07,1.5419539873687353e-07
2162,0.4324,0.0,0.011800915833137584,1.1215692346484225e-07,1.949812057468026e-07,7.612726220824714e-09,1.8736847952597787e-07,1.544162297811411e-07
2163,0.4326,0.0,0.012992414345889861,1.1436968801854644e-07,1.9414574236196313e-07,5.899473489761671e-09,1.8824626887220144e-07,1.5463722765201e-07
2164,0.4328,0.0,0.012992563845370054,1.1663511717818427e-07,2.0402772941023058e-07,9.025720615085759e-09,1.9500200879514478e-07,1.5486203562324488e-07
2165,0.433,0.03,0.014011010808962667,1.1782488270300912e-07,2.060996443092063e-07,6.555992252252357e-09,1.9954365205695392e-07,1.550891251149414e-07
2166,0.4332,0.01,0.015085797145897374,1.2031805358659855e-07,2.081176950731767e-07,7.077943788093373e-09,2.0103975128508331e-07,1.5531702120655008e-07
2167,0.4334,0.01,0.0161892272863006,1.2516849710298883e-07,2.2091957708609073e-07,7.938092786686278e-09,2.1298148429940442e-07,1.5554962503445762e-07
2168,0.4336,0.0,0.016529199943407805,1.2771570362239492e-07,2.3127850689413962e-07,9.055315344886367e-09,2.2222319154925324e-07,1.5578547732953274e-07
2169,0.4338,0.0,0.016529560540651127,1.3041422171002608e-07,2.3360583206060365e-07,4.6628113829881725e-09,2.2894302067761546e-07,1.56022638532619e-07
2170,0.434,0.03,0.016530127143678613,1.2828307408512897e-07,2.3669692759984813e-07,7.602105665592358e-09,2.2909482193425575e-07,1.5626149926717948e-07
2171,0.4342,0.03,0.01653055986185721,1.330099324899927e-07,2.454509995391404e-07,1.079141241931771e-08,2.3465958711982263e-07,1.565041756577189e-07
2172,0.4344,0.0,0.015513314262184686,1.3770998928083533e-07,2.4447167736764085e-07,8.927448312715698e-09,2.3554422905492508e-07,1.5674649932426063e-07
2173,0.4346,0.01,0.014317111568169623,1.353910342100419e-07,2.41887406170122e-07,7.110185835966432e-09,2.3477722033415552e-07,1.569885365771981e-07
2174,0.4348,0.0,0.014316695225508142,1.3449559195325423e-07,2.3510947139565675e-07,8.897565047444727e-09,2.2621190634821198e-07,1.572278420074362e-07
2175,0.435,0.0,0.013334697444853863,1.31405191063263e-07,2.3052390045002933e-07,4.723491785609026e-09,2.258004086644203e-07,1.5746573393483898e-07
2176,0.4352,0.0,0.013334297732234024,1.2838752706029718e-07,2.256671822871545e-07,1.020711303309819e-08,2.154600692540563e-07,1.5770152699652308e-07
2177,0.4354,0.01,0.01333433481959001,1.2852937392010616e-07,2.2529244923847344e-07,1.0236172473803984e-08,2.1505627676466943e-07,1.5793770799818284e-07
2178,0.4356,0.03,0.0133340474225139,1.2484658528640387e-07,2.1781013489941428e-07,8.446303681506039e-09,2.0936383121790822e-07,1.5817250840839197e-07
2179,0.4358,0.0,0.012329419028085585,1.318277179523605e-07,2.2025286276125578e-07,7.215818014226786e-09,2.1303704474702896e-07,1.584078936575457e-07
2180,0.436,0.01,0.012329606197629092,1.305445273753673e-07,2.2859053012805836e-07,7.2365002587972354e-09,2.213540298692611e-07,1.58646749243851e-07
2181,0.4362,0.0,0.012329502197159146,1.3109671893296238e-07,2.2442529634248566e-07,5.836939070147459e-09,2.185883572723382e-07,1.5888414465914e-07
2182,0.4364,0.0,0.012329572786531271,1.325960801636985e-07,2.307287539001886e-07,8.935218275362626e-09,2.2179353562482596e-07,1.591238059144919e-07
2183,0.4366,0.0,0.012419146345112177,1.354057144573088e-07,2.2583307749357014e-07,6.58874394353065e-09,2.1924433355003947e-07,1.5936287786187365e-07
2184,0.4368,0.03,0.013638766969002604,1.351405904321628e-07,2.330874105029692e-07,7.674648793039348e-09,2.2541276170992983e-07,1.5960532401304657e-07
2185,0.437,0.03,0.013638330321074948,1.3395889793450063e-07,2.2763114500756637e-07,8.561915894310761e-09,2.1906922911325558e-07,1.59846602098568e-07
2186,0.4372,0.03,0.013638540626233701,1.3652653918030318e-07,2.2954122781105833e-07,7.214639381187348e-09,2.2232658842987096e-07,1.600890685490153e-07
2187,0.4374,0.0,0.012728559452741114,1.3903719893191606e-07,2.300351109147224e-07,1.1760866054335649e-08,2.1827424486038674e-07,1.603309356516699e-07
2188,0.4376,0.03,0.01272844184292358,1.322889945184041e-07,2.2192404453186218e-07,6.643067424386252e-09,2.1528097710747588e-07,1.6057078309974268e-07
2189,0.4378,0.0,0.011689270118014707,1.3455192764428351e-07,2.176554609748198e-07,8.800559024625234e-09,2.0885490195019456e-07,1.6080874240565748e-07
2190,0.438,0.03,0.011689094265848448,1.274870231175628e-07,2.2141134364865648e-07,7.84964085422896e-09,2.1356170279442748e-07,1.610477779991048e-07
2191,0.4382,0.0,0.011688874505846792,1.2983647050207702e-07,2.231721856230009e-07,8.567782750793368e-09,2.1460440287220752e-07,1.6128668893278602e-07
2192,0.4384,0.0,0.011688803124334127,1.2925927970824203e-07,2.2290094374205645e-07,4.863545946200743e-09,2.1803739779585569e-07,1.6152600302808422e-07
2193,0.4386,0.0,0.011557892617635408,1.3275194364949282e-07,2.3254608006258332e-07,8.08038803150613e-09,2.2446569203107715e-07,1.6176880684232605e-07
2194,0.4388,0.0,0.010540346933198004,1.3234562849924743e-07,2.2852667044518332e-07,5.985986402541338e-09,2.2254068404264197e-07,1.6201049679197012e-07
2195,0.439,0.01,0.009465232452792682,1.2884102588257876e-07,2.2779374839797485e-07,9.912324572255547e-09,2.1788142382571929e-07,1.6225178550572264e-07
2196,0.4392,0.0,0.0092847637321214,1.2729153897896774e-07,2.361271459206395e-07,1.074625663337086e-08,2.2538088928726862e-07,1.6249452491396175e-07
2197,0.4394,0.0,0.010400865722868566,1.309346850396026e-07,2.3211193934158785e-07,9.584400344482012e-09,2.225275389971058e-07,1.6273747981220817e-07
2198,0.4396,0.0,0.010400515940348529,1.2824628465735807e-07,2.307412936581673e-07,1.0869563308256007e-08,2.1987173034991127e-07,1.62979373463798e-07
2199,0.4398,0.0,0.009414968206783033,1.260949372807872e-07,2.276487376264241e-07,1.0464656274431213e-08,2.1718408135199285e-07,1.632202752053798e-07
2200,0.44,0.0,0.00941462997940649,1.2413963707498624e-07,2.200427151592606e-07,1.2907957051852684e-08,2.0713475810740788e-07,1.634589734742513e-07
2201,0.4402,0.0,0.008249677931038542,1.2223751307921436e-07,2.0263233785661997e-07,7.146795202138981e-09,1.9548554265448096e-07,1.6369246737072634e-07
2202,0.4404,0.0,0.010957390933209098,1.2103405725637206e-07,2.0326374928182655e-07,8.447988515413962e-09,1.9481576076641255e-07,1.639264366165302e-07
2203,0.4406,0.0,0.010957056288544903,1.1874240289169507e-07,1.9693928200574426e-07,7.72126325800719e-09,1.8921801874773705e-07,1.6415833982496225e-07
2204,0.4408,0.0,0.010956915899008126,1.1786339555615907e-07,2.0274740367771333e-07,1.1421111185154124e-08,1.9132629249255916e-07,1.6439202255797851e-07
2205,0.441,0.01,0.010957715965708017,1.216991829322618e-07,2.0478042998894647e-07,5.013332847331582e-09,1.9976709714161486e-07,1.6462775278970553e-07
2206,0.4412,0.0,0.010957548038278201,1.2207529421381996e-07,2.1411372690706902e-07,9.63269183603725e-09,2.0448103507103174e-07,1.648657494301278e-07
2207,0.4414,0.01,0.011538771090073813,1.2588675726047485e-07,2.15710711791069e-07,6.246918690867777e-09,2.094637931002012e-07,1.6510552343208825e-07
2208,0.4416,0.01,0.011538559550582635,1.2430324675596745e-07,2.1664547206225497e-07,6.088511620545401e-09,2.1055696044170953e-07,1.6534540642387783e-07
2209,0.4418,0.0,0.011538414993950459,1.255858293740858e-07,2.240162655704981e-07,1.0566214540431044e-08,2.1345005103006702e-07,1.6558753044873323e-07
2210,0.442,0.01,0.01153827062037712,1.2431773499154516e-07,2.1789071910319536e-07,9.782140786364599e-09,2.0810857831683075e-07,1.6582828277421126e-07
2211,0.4422,0.0,0.011537892378504453,1.2488138013427407e-07,2.1570536701309777e-07,7.466263167304636e-09,2.082391038457931e-07,1.6606834703942344e-07
2212,0.4424,0.01,0.010390760640503599,1.228251851112639e-07,2.13213321498784e-07,7.760173869182806e-09,2.0545314762960116e-07,1.6630809681847694e-07
2213,0.4426,0.03,0.009708588139581944,1.1924979128487025e-07,2.1305420626211385e-07,7.699190640480644e-09,2.0535501562163317e-07,1.6654778981345682e-07
2214,0.4428,0.0,0.009708977701734442,1.2555497316122933e-07,2.2328733579291162e-07,9.905318156571802e-09,2.1338201763633978e-07,1.6679058947754626e-07
2215,0.443,0.0,0.010879619059407288,1.2642622485479967e-07,2.30848920088929e-07,1.0311805954460674e-08,2.2053711413446828e-07,1.6703563859774008e-07
2216,0.4432,0.0,0.010879530050644239,1.2596671910872167e-07,2.2744174445672485e-07,8.538327193746002e-09,2.1890341726297884e-07,1.6728038076843192e-07
2217,0.4434,0.0,0.011906308257222305,1.240208590519228e-07,2.2075614979205776e-07,7.3010062872463604e-09,2.1345514350481138e-07,1.6752264774033795e-07
2218,0.4436,0.0,0.010697943528468942,1.241297353149535e-07,2.2032825669085232e-07,6.849220488842554e-09,2.1347903620200973e-07,1.6776497584064662e-07
2219,0.4438,0.0,0.01069818686732608,1.2675721628298338e-07,2.2135196098031284e-07,7.923071616562891e-09,2.1342888936374993e-07,1.680087928281305e-07
2220,0.444,0.0,0.011672732729359217,1.3013454758200422e-07,2.2514267184689326e-07,9.168674647890177e-09,2.1597399719900305e-07,1.682545600466925e-07
2221,0.4442,0.0,0.01167338847391183,1.334253339835184e-07,2.3278398879727928e-07,1.002065679361089e-08,2.2276333200366835e-07,1.6850330238424378e-07
2222,0.4444,0.0,0.012680444227510785,1.324421949283877e-07,2.2703423491608887e-07,7.169996382771439e-09,2.198642385333174e-07,1.6875084148778137e-07
2223,0.4446,0.0,0.01379716182660919,1.3540402081164712e-07,2.3015957283740687e-07,8.945970638153423e-09,2.212136021992534e-07,1.6900005400329546e-07
