step,time,gate_rate,perturbation_rate_upper,gate_forcing_upper,eta_upper,eta_smooth_upper,eta_gate_upper,tube_radius_upper
118,0.0236,0.0,0.011097514215845846,1.1931992967739528e-08,1.5809325240075833e-08,1.5967155138926572e-10,1.5649653688686563e-08,1.0078451165390432e-09
119,0.0238,0.0,0.010078646431155825,1.2320568415240281e-08,1.6084926948293828e-08,5.149945997779118e-11,1.6033427488316035e-08,1.0165865112076678e-09
120,0.024,0.0,0.011238324138184102,1.3920188984994645e-08,1.8170966888069358e-08,4.38510905178146e-11,1.812711579755154e-08,1.0262948335793375e-09
121,0.0242,0.0,0.011238313222244677,1.4110659416024886e-08,1.8177185988502015e-08,1.0344848426893797e-10,1.8073737504233075e-08,1.0360632078831442e-09
122,0.0244,0.0,0.009968129305637934,1.2526459601860526e-08,1.66191564794165e-08,1.1923875415470098e-10,1.6499917725261796e-08,1.045022933273149e-09
123,0.0246,0.0,0.011057930114220982,1.3114895662256065e-08,1.7672629862708655e-08,7.576340133922606e-11,1.7596866461369425e-08,1.0544181599024785e-09
124,0.0248,0.0,0.008827270134235902,1.3101489572892598e-08,1.7645164956223997e-08,1.1298191206452965e-10,1.7532183044159464e-08,1.0638109279132163e-09
125,0.025,0.0,0.00882727449240072,1.3018555723150841e-08,1.7783317088380923e-08,1.3582509458540987e-10,1.764749199379551e-08,1.0732266550598946e-09
126,0.0252,0.0,0.00893868699747656,1.3145060211860833e-08,1.732096817099978e-08,9.769907984830664e-11,1.722326909115147e-08,1.0825171082172838e-09
127,0.0254,0.0,0.009971187988119988,1.3022336977886187e-08,1.7525949872679048e-08,1.4741139354035822e-10,1.7378538479138687e-08,1.091884218929241e-09
128,0.0256,0.0,0.009971174376239806,1.2372951787597642e-08,1.6688388344236544e-08,6.506414066719679e-11,1.6623324203569344e-08,1.1008731158096951e-09
129,0.0258,0.0,0.009971184059910642,1.303607939154537e-08,1.7291692038319097e-08,3.0991381622139687e-11,1.7260700656696953e-08,1.1101996688443767e-09
130,0.026,0.0,0.01119147362723057,1.3805720548636936e-08,1.807674332182269e-08,8.025368236416686e-11,1.799648963945852e-08,1.1199394121516368e-09
131,0.0262,0.0,0.012271134041052905,1.43515927906359e-08,1.9053120031871293e-08,1.0132807357587784e-10,1.8951791958295413e-08,1.1300842614305556e-09
132,0.0264,0.0,0.012271132240465006,1.4474443389527138e-08,1.9003892785596997e-08,1.516717207664109e-10,1.885222106483058e-08,1.1402575522126788e-09
133,0.0266,0.0,0.013348481236967875,1.535689867551762e-08,1.9626893757179778e-08,3.0135440880945824e-11,1.959675831629883e-08,1.1508319838228015e-09
134,0.0268,0.0,0.009024275074610157,1.4260123914863203e-08,1.8133873426023884e-08,1.502284937986599e-11,1.8118850576644016e-08,1.1607415297251286e-09
135,0.027,0.0,0.009024280759796393,1.4981205600026413e-08,1.879981239766804e-08,6.68645239313425e-11,1.8732947873736696e-08,1.1710209342964594e-09
136,0.0272,0.0,0.010320036835875209,1.3787868397845939e-08,1.797641891507125e-08,8.098170718621291e-11,1.7895437207885033e-08,1.1807854351019641e-09
137,0.0274,0.0,0.010320031738968158,1.4539801769237058e-08,1.817851103949132e-08,5.082027657262883e-11,1.8127690762918687e-08,1.1908070343624235e-09
138,0.0276,0.0,0.010320047588046664,1.531973239205067e-08,1.9283197380327956e-08,2.766420599151192e-11,1.925553317433644e-08,1.2013280322708024e-09
139,0.0278,0.0,0.010320037093091554,1.4732007943283549e-08,1.8853641621048464e-08,1.7428435958298853e-10,1.867935726146547e-08,1.211594047715645e-09
140,0.028,0.0,0.01131012229163552,1.3304674410201279e-08,1.7362845670415882e-08,5.3640497942007994e-11,1.730920517247387e-08,1.2211106220604953e-09
141,0.0282,0.0,0.010150507841659006,1.324004011444108e-08,1.7339304051525327e-08,6.970211791498977e-11,1.7269601933610332e-08,1.2306127098909e-09
142,0.0284,0.0,0.010150522353411184,1.393214458362159e-08,1.828032316857878e-08,5.757131977678594e-11,1.822275184880199e-08,1.2405483038644e-09
143,0.0286,0.0,0.010147973754178141,1.4347465136771295e-08,1.9176528060987178e-08,1.6202878687217858e-10,1.9014499274114997e-08,1.2508341456256274e-09
144,0.0288,0.0,0.010147993173215233,1.4730757514003576e-08,1.9606020028911663e-08,9.492292713085996e-11,1.95110971017808e-08,1.2613408243396466e-09
145,0.029,0.0,0.010148028934268716,1.6107689086550956e-08,2.1354022199514846e-08,1.4732958032675946e-10,2.1206692619188083e-08,1.2726699764401298e-09
146,0.0292,0.0,0.010148051820949425,1.7098069734208874e-08,2.2328592082025843e-08,3.41233540368346e-11,2.2294468727989006e-08,1.2845206213330962e-09
147,0.0294,0.0,0.00763262566910588,1.6435961846386112e-08,2.1734255063810717e-08,1.1962772953166724e-10,2.1614627334279047e-08,1.2960546893397119e-09
148,0.0296,0.0,0.0077767584165734215,1.7042202043705795e-08,2.2116044743662653e-08,1.999453732139358e-10,2.1916099370448712e-08,1.3078563502789714e-09
149,0.0298,0.0,0.007776752943628339,1.7237117387682445e-08,2.1640597947109962e-08,9.228044714865022e-11,2.1548317499961307e-08,1.319595837987459e-09
150,0.03,0.0,0.007776709525300357,1.6215071870887965e-08,2.0179772022517345e-08,1.1706673420531507e-10,2.0062705288312027e-08,1.3307002243116387e-09
151,0.0302,0.0,0.006508931856993532,1.619412820554119e-08,1.9598034965822623e-08,1.401880668360766e-10,1.9457846898986542e-08,1.341657686928531e-09
152,0.0304,0.0,0.006508927260961482,1.6313139510193236e-08,1.9321829642054694e-08,5.907699080169612e-11,1.9262752651252993e-08,1.35258428167268e-09
153,0.0306,0.0,0.006894209574889942,1.6772757551195334e-08,1.966294420437177e-08,1.208415303862551e-10,1.9542102673985512e-08,1.3637292523968263e-09
154,0.0308,0.0,0.006854014479780278,1.7875925354337516e-08,2.1323771036405396e-08,8.120260610326026e-11,2.1242568430302132e-08,1.3756033744548337e-09
155,0.031,0.0,0.006854004277577637,1.8001753071778097e-08,2.1275104206092338e-08,5.473076854022816e-11,2.1220373437552108e-08,1.3875084277187611e-09
156,0.0312,0.0,0.006998324515728188,1.860262671554573e-08,2.1768123679495438e-08,7.211476500927745e-11,2.169600891448616e-08,1.39970894944466e-09
157,0.0314,0.0,0.006455506401811164,1.6268582430978858e-08,1.959521784573624e-08,1.0016566278914053e-10,1.9495052182947096e-08,1.4107481454924084e-09
158,0.0316,0.0,0.0060546265665048695,1.527481252882396e-08,1.8606916170550506e-08,5.630216670226469e-11,1.8550614003848237e-08,1.4212817587836188e-09
159,0.0318,0.0,0.006054603677741656,1.3915791324566414e-08,1.7384232708303128e-08,3.7510087870998024e-11,1.7346722620432126e-08,1.4311534558894364e-09
160,0.032,0.0,0.006054573737219294,1.389583009772205e-08,1.7304690927615528e-08,6.575779545477803e-11,1.7238933132160746e-08,1.4410082974283803e-09
161,0.0322,0.0,0.006835443946657285,1.3325890116301148e-08,1.6745504953958066e-08,6.582994502416437e-11,1.6679675008933898e-08,1.4505786558632873e-09
162,0.0324,0.0,0.008021212178082961,1.3127248662176093e-08,1.6868823911581282e-08,1.0454001605744458e-10,1.6764283895523834e-08,1.460138497836278e-09
163,0.0326,0.0,0.006933991205001374,1.2787163322582255e-08,1.6484275659927497e-08,3.1942601786431386e-11,1.6452333058141064e-08,1.4695182981831445e-09
164,0.0328,0.0,0.006934008404608628,1.3616162060320046e-08,1.731362410379184e-08,9.256051205705548e-11,1.722106359173478e-08,1.479338046310767e-09
165,0.033,0.0,0.0069340163575466835,1.4343040478037927e-08,1.792717892142379e-08,4.5693226285951433e-11,1.7881485695137836e-08,1.489515448673711e-09
166,0.0332,0.0,0.00693402233935853,1.4906669738555356e-08,1.841032552841554e-08,1.0234759716899131e-10,1.8307977931246545e-08,1.4999744437928502e-09
167,0.0334,0.0,0.007843571689125995,1.528595184287471e-08,1.8805258353102057e-08,1.5247283447852573e-10,1.865278551862353e-08,1.510644652455934e-09
168,0.0336,0.0,0.008962610340307577,1.5248424465201957e-08,1.8742200180927995e-08,5.5763938014374636e-11,1.8686436242913617e-08,1.5212987762226663e-09
169,0.0338,0.0,0.008933176559244041,1.5760082785101074e-08,1.9143836118254657e-08,3.2756819585089744e-11,1.9111079298669565e-08,1.5322002067810033e-09
170,0.034,0.0,0.010127087174317954,1.477831819593713e-08,1.807205169026399e-08,5.734090518360427e-11,1.8014710785080385e-08,1.5425777901962758e-09
171,0.0342,0.0,0.010127095136257794,1.5132914166642502e-08,1.8659822565500334e-08,5.096250111527289e-11,1.860886006438506e-08,1.5532100005315037e-09
172,0.0344,0.0,0.010127076179580186,1.4487050630919436e-08,1.797604479912022e-08,5.4255809433604186e-11,1.7921788989686612e-08,1.5635060774100932e-09
173,0.0346,0.0,0.009938889898845829,1.4221189723554624e-08,1.7930786799333704e-08,1.0353462297059992e-10,1.78272521763631e-08,1.5737305944408534e-09
174,0.0348,0.0,0.008722486037150404,1.3464535789269051e-08,1.7084385163588618e-08,2.1705115964991784e-11,1.7062680047623623e-08,1.583539830512903e-09
175,0.035,0.0,0.009821445770809166,1.311866348995327e-08,1.682275236148637e-08,2.915561868013218e-11,1.6793596742806233e-08,1.593207643104221e-09
176,0.0352,0.0,0.00982146575425316,1.4142766938184553e-08,1.7819175715863402e-08,4.647539668331337e-11,1.7772700319180087e-08,1.6034098823642654e-09
177,0.0354,0.0,0.010876567837172208,1.530288245311572e-08,1.9046047538352908e-08,1.0711274106611722e-10,1.893893479728679e-08,1.6142426806532119e-09
178,0.0356,0.0,0.010876559227837323,1.4917845004570284e-08,1.8322392752747757e-08,3.874369264888328e-11,1.828364906009887e-08,1.6247970054294935e-09
