step,radius,beta
1570,6.065623237152013e-08,0.0
1571,6.075521563492567e-08,0.0
1572,6.085622076211436e-08,0.03
1573,6.095752155953491e-08,0.0
1574,6.105854973539832e-08,0.0
1575,6.115943046360532e-08,0.0
1576,6.126048588560761e-08,0.0
1577,6.136199368704868e-08,0.0
1578,6.146345338733037e-08,0.0
1579,6.156513090968701e-08,0.0
1580,6.166737122343268e-08,0.0
1581,6.176792456534277e-08,0.0
1582,6.186851278456117e-08,0.0
1583,6.19687179293375e-08,0.0
1584,6.206763342571855e-08,0.0
1585,6.216797917274784e-08,0.0
1586,6.226926593374017e-08,0.0
1587,6.237252459852693e-08,0.0
1588,6.247580424624501e-08,0.0
1589,6.257864025411698e-08,0.0
1590,6.268106726732963e-08,0.0
1591,6.278373479422488e-08,0.0
1592,6.288709002619642e-08,0.03
1593,6.299013909894624e-08,0.0
1594,6.309379986956903e-08,0.0
1595,6.319892255997575e-08,0.01
1596,6.330392355088723e-08,0.0
1597,6.341059534159287e-08,0.0
1598,6.351721247079812e-08,0.0
1599,6.362451453855637e-08,0.0
1600,6.373107923685472e-08,0.0
1601,6.383650319400645e-08,0.0
1602,6.394250415755737e-08,0.0
1603,6.404847349777969e-08,0.0
1604,6.415421700507892e-08,0.0
1605,6.425878336900927e-08,0.0
1606,6.436254688156685e-08,0.0
1607,6.446664547496708e-08,0.0
1608,6.456975490584392e-08,0.0
1609,6.4672174576806e-08,0.0
1610,6.477422835133512e-08,0.03
1611,6.48764128076127e-08,0.0
1612,6.497930502166402e-08,0.0
1613,6.508077294233104e-08,0.0
1614,6.518207343831276e-08,0.0
1615,6.528306478614859e-08,0.0
1616,6.538494313712487e-08,0.0
1617,6.548785420806373e-08,0.0
1618,6.558974169600702e-08,0.0
1619,6.569132705656103e-08,0.0
1620,6.579389134576506e-08,0.03
1621,6.589753428400545e-08,0.01
1622,6.600230117930514e-08,0.0
1623,6.610657790489611e-08,0.0
1624,6.621153792740323e-08,0.0
1625,6.631770919152786e-08,0.0
1626,6.642478368370417e-08,0.0
1627,6.653211196851283e-08,0.0
1628,6.663940807315193e-08,0.0
1629,6.674666693317583e-08,0.0
1630,6.685433442413029e-08,0.0
1631,6.696248853197987e-08,0.03
1632,6.707062036987894e-08,0.0
1633,6.71791745184239e-08,0.0
1634,6.7287851903362e-08,0.0
1635,6.739669661641343e-08,0.0
1636,6.750647185077127e-08,0.0
1637,6.761721867456264e-08,0.0
1638,6.772802685250566e-08,0.0
1639,6.783824080705233e-08,0.0
1640,6.794917807889091e-08,0.0
1641,6.806116853370133e-08,0.0
1642,6.817356581692423e-08,0.0
1643,6.828590646603545e-08,0.0
1644,6.839733127577811e-08,0.0
1645,6.850821354486759e-08,0.0
1646,6.861847509625545e-08,0.0
1647,6.872856728008523e-08,0.0
1648,6.884005317294505e-08,0.0
1649,6.895012799168607e-08,0.0
1650,6.905989698791245e-08,0.0
1651,6.917067016636951e-08,0.03
1652,6.928245695197159e-08,0.0
1653,6.939619332576738e-08,0.0
1654,6.951005514722057e-08,0.0
1655,6.962373162891059e-08,0.0
1656,6.973602588001539e-08,0.0
1657,6.984731734213808e-08,0.0
1658,6.995859589328744e-08,0.0
1659,7.007123763503426e-08,0.0
1660,7.01839697867243e-08,0.0
1661,7.029695439949342e-08,0.0
1662,7.041035107583607e-08,0.0
1663,7.052493611711439e-08,0.0
1664,7.064128963974297e-08,0.03
1665,7.075760824203756e-08,0.0
1666,7.087257833549002e-08,0.0
1667,7.098928628146735e-08,0.0
1668,7.110645095966873e-08,0.0
1669,7.122281740079062e-08,0.0
1670,7.133880011872865e-08,0.0
1671,7.145602700527389e-08,0.0
1672,7.157424220775284e-08,0.03
1673,7.169146039424989e-08,0.0
1674,7.180945485350778e-08,0.0
1675,7.192873773640499e-08,0.0
1676,7.204862641209162e-08,0.0
1677,7.216802581292067e-08,0.0
1678,7.228751965434977e-08,0.0
1679,7.240673433327232e-08,0.0
1680,7.252544852701473e-08,0.03
1681,7.264445152517962e-08,0.0
1682,7.276556188233421e-08,0.0
1683,7.288619703429603e-08,0.0
1684,7.30071708205268e-08,0.0
1685,7.312979071961909e-08,0.0
1686,7.325215397596714e-08,0.0
1687,7.337492283409113e-08,0.0
1688,7.34979940090378e-08,0.03
1689,7.362249877269011e-08,0.0
1690,7.37460918208803e-08,0.0
1691,7.386986176332133e-08,0.0
1692,7.39932131530805e-08,0.0
1693,7.411528275396816e-08,0.0
1694,7.423688157003452e-08,0.0
1695,7.435836801884931e-08,0.0
1696,7.447851825558899e-08,0.0
1697,7.460053842237412e-08,0.01
1698,7.472378915160614e-08,0.0
1699,7.484777995827876e-08,0.0
1700,7.497011962652458e-08,0.0
1701,7.509124131733902e-08,0.0
1702,7.521190763728658e-08,0.0
1703,7.533210256012206e-08,0.0
1704,7.545373481178535e-08,0.0
1705,7.557495895646493e-08,0.0
1706,7.569527272471105e-08,0.0
1707,7.581570657547407e-08,0.0
1708,7.593695188570447e-08,0.0
1709,7.60576076110588e-08,0.0
1710,7.617829689167145e-08,0.0
1711,7.629863661914107e-08,0.0
1712,7.641918694475177e-08,0.0
1713,7.654257781493733e-08,0.0
1714,7.666711839818477e-08,0.0
1715,7.679217730663618e-08,0.0
1716,7.691633199875865e-08,0.0
1717,7.704029681194229e-08,0.0
1718,7.716443406176511e-08,0.0
1719,7.728936295057711e-08,0.0
1720,7.741524780533488e-08,0.0
1721,7.754027236065339e-08,0.0
1722,7.766423328909917e-08,0.0
1723,7.778842566970638e-08,0.0
1724,7.791239092653704e-08,0.0
1725,7.803822793004087e-08,0.0
1726,7.816226850741756e-08,0.0
1727,7.828588510439851e-08,0.0
1728,7.841185910851792e-08,0.0
1729,7.853691304949147e-08,0.0
1730,7.866167864723897e-08,0.0
1731,7.878738235525904e-08,0.0
1732,7.891205134517802e-08,0.0
1733,7.903677251175758e-08,0.0
1734,7.9162545590361e-08,0.0
1735,7.929000057567778e-08,0.0
1736,7.941831473423654e-08,0.0
1737,7.954576448466227e-08,0.0
1738,7.96736023814229e-08,0.0
1739,7.980214378865151e-08,0.0
1740,7.993110756677397e-08,0.0
1741,8.005985693675777e-08,0.0
1742,8.018984099997056e-08,0.0
1743,8.032233730240323e-08,0.0
1744,8.045601389507451e-08,0.0
1745,8.058937741753756e-08,0.0
1746,8.072303612863989e-08,0.0
1747,8.085558934102118e-08,0.0
1748,8.098599125756242e-08,0.0
1749,8.111593196721546e-08,0.03
1750,8.124725846807797e-08,0.0
1751,8.138031479327619e-08,0.0
1752,8.151412194965553e-08,0.0
1753,8.164692271533657e-08,0.0
1754,8.178117415641887e-08,0.0
1755,8.191462271954892e-08,0.0
1756,8.204692839123372e-08,0.0
1757,8.21787285462519e-08,0.01
1758,8.230941138941766e-08,0.0
1759,8.244059369702697e-08,0.0
1760,8.257077450047947e-08,0.03
1761,8.269929370112831e-08,0.0
1762,8.283037814745996e-08,0.0
1763,8.296377893268713e-08,0.0
1764,8.309816411687108e-08,0.0
1765,8.323292785564059e-08,0.0
1766,8.336856046671611e-08,0.03
1767,8.350410962181687e-08,0.0
1768,8.363929331874079e-08,0.0
1769,8.377471143689535e-08,0.0
1770,8.391053888267064e-08,0.0
1771,8.404599443082063e-08,0.0
1772,8.41815411143909e-08,0.03
1773,8.431863240718634e-08,0.0
1774,8.445527212431911e-08,0.0
1775,8.459384219937863e-08,0.0
1776,8.473207187206981e-08,0.0
1777,8.487005280705113e-08,0.0
1778,8.500904373082928e-08,0.0
1779,8.51483666008057e-08,0.0
1780,8.528610827999167e-08,0.0
1781,8.54235903144513e-08,0.03
1782,8.556020513296425e-08,0.0
1783,8.569674554721508e-08,0.0
1784,8.583398549264382e-08,0.0
1785,8.597208441249255e-08,0.0
1786,8.611141627006255e-08,0.0
1787,8.625156987638052e-08,0.0
1788,8.639311073708945e-08,0.0
1789,8.653494373720818e-08,0.0
1790,8.667823169166256e-08,0.0
1791,8.682260484976118e-08,0.0
1792,8.69688251101987e-08,0.0
1793,8.711616714950818e-08,0.0
1794,8.726309328726004e-08,0.0
1795,8.740984056383659e-08,0.0
1796,8.755627098620449e-08,0.0
1797,8.770310796071359e-08,0.0
1798,8.784844408040004e-08,0.0
1799,8.799484749295911e-08,0.0
1800,8.814201979319834e-08,0.0
1801,8.829132467824708e-08,0.0
1802,8.844116213798792e-08,0.0
1803,8.858924687284561e-08,0.0
1804,8.873592094492858e-08,0.0
1805,8.888209763234344e-08,0.0
1806,8.902791688525458e-08,0.0
1807,8.917326374761427e-08,0.0
1808,8.931824372041542e-08,0.0
1809,8.946292500922496e-08,0.0
1810,8.960828931903012e-08,0.03
1811,8.975464331867068e-08,0.0
1812,8.990084071958645e-08,0.0
1813,9.004585998826937e-08,0.0
1814,9.01912855900513e-08,0.0
1815,9.033774915361944e-08,0.0
1816,9.048611018702758e-08,0.0
1817,9.06343532592679e-08,0.01
1818,9.07824176915925e-08,0.0
1819,9.093012956787901e-08,0.0
1820,9.107819589918561e-08,0.0
1821,9.122725602934942e-08,0.0
1822,9.137508923433132e-08,0.0
1823,9.152325552041975e-08,0.0
1824,9.167210775398241e-08,0.0
1825,9.18192755905103e-08,0.0
1826,9.19680413629932e-08,0.0
1827,9.211822483907132e-08,0.0
1828,9.226959841933248e-08,0.0
1829,9.241988773150794e-08,0.0
1830,9.257345052482624e-08,0.0
1831,9.272610797470258e-08,0.0
1832,9.287804918908184e-08,0.0
1833,9.30291602329745e-08,0.0
1834,9.318070718387806e-08,0.01
1835,9.333410458084218e-08,0.0
1836,9.348585413168687e-08,0.0
1837,9.363792230976034e-08,0.0
1838,9.379018477435344e-08,0.0
1839,9.394306957973289e-08,0.0
1840,9.409669648570772e-08,0.0
1841,9.425300816562524e-08,0.0
1842,9.440979037941015e-08,0.0
1843,9.456796702281472e-08,0.0
1844,9.472721022751402e-08,0.0
1845,9.488493932053079e-08,0.0
1846,9.504094979471999e-08,0.0
1847,9.51953676018705e-08,0.0
1848,9.535020553458815e-08,0.0
1849,9.550400979451349e-08,0.0
1850,9.565737154212645e-08,0.0
1851,9.581175420494022e-08,0.0
1852,9.596743101325312e-08,0.0
1853,9.612302576064193e-08,0.0
1854,9.627909604014167e-08,0.0
1855,9.643469235519449e-08,0.01
1856,9.659146415703751e-08,0.01
1857,9.674835858398274e-08,0.03
1858,9.690924770951177e-08,0.0
1859,9.707284630654207e-08,0.03
1860,9.723476022321872e-08,0.0
1861,9.739439773381387e-08,0.0
1862,9.755403811137057e-08,0.0
1863,9.771544286043914e-08,0.0
1864,9.787693677923253e-08,0.0
1865,9.803586509633607e-08,0.01
1866,9.81935109700624e-08,0.01
1867,9.835157266041204e-08,0.0
1868,9.850815277696178e-08,0.0
1869,9.866624718402187e-08,0.0
1870,9.882653280308015e-08,0.0
1871,9.898498966849669e-08,0.0
1872,9.914283190472549e-08,0.0
1873,9.929952457493144e-08,0.0
1874,9.945619693576955e-08,0.0
1875,9.96120483129467e-08,0.0
1876,9.976943949928357e-08,0.0
1877,9.992534589252227e-08,0.0
1878,1.0008094705686179e-07,0.0
1879,1.0023743312291562e-07,0.0
1880,1.0039445468253265e-07,0.03
1881,1.0055406752973532e-07,0.03
1882,1.0071388953510419e-07,0.0
1883,1.0087502560205944e-07,0.0
1884,1.0103602538227205e-07,0.0
1885,1.0119649136748188e-07,0.0
1886,1.0135646966643154e-07,0.0
1887,1.0151664792681084e-07,0.0
1888,1.0167656183080949e-07,0.0
1889,1.0183529283622027e-07,0.0
1890,1.0199348059288608e-07,0.0
1891,1.0215236188536034e-07,0.0
1892,1.0231325301719613e-07,0.0
1893,1.0247557110722512e-07,0.0
1894,1.0263908003794814e-07,0.0
1895,1.0280213098910982e-07,0.0
1896,1.0296729830039431e-07,0.0
1897,1.031307088516291e-07,0.0
1898,1.0329426825046406e-07,0.0
1899,1.0345723025382192e-07,0.0
1900,1.0361932656551832e-07,0.0
1901,1.0378030202031414e-07,0.0
1902,1.0394008053469008e-07,0.0
1903,1.0409979383910777e-07,0.0
1904,1.042594230244572e-07,0.0
1905,1.0441863779138289e-07,0.0
1906,1.0457695473208003e-07,0.0
1907,1.0473559115832117e-07,0.03
1908,1.048956450892845e-07,0.0
1909,1.0505703456338744e-07,0.0
1910,1.0521842603474505e-07,0.0
1911,1.0538079760260994e-07,0.0
1912,1.0554535402549324e-07,0.01
1913,1.0570977547042067e-07,0.0
1914,1.0587366446919128e-07,0.03
1915,1.060381698061106e-07,0.03
1916,1.0620214534968581e-07,0.0
1917,1.0636644060476728e-07,0.03
1918,1.0653209178271595e-07,0.0
1919,1.0669927113546185e-07,0.0
1920,1.0686845106498627e-07,0.03
1921,1.070375856933353e-07,0.03
1922,1.0720847739827502e-07,0.0
1923,1.0738072409503579e-07,0.0
1924,1.0755364543474259e-07,0.0
1925,1.0772629450215496e-07,0.0
1926,1.079009919638579e-07,0.0
1927,1.0807546844021524e-07,0.0
1928,1.0824884449703108e-07,0.0
1929,1.08423660336233e-07,0.0
1930,1.0859801675774441e-07,0.0
1931,1.0877146012283107e-07,0.0
1932,1.0894420994590189e-07,0.03
1933,1.0911788345496347e-07,0.0
1934,1.0929394836224837e-07,0.03
1935,1.0947267425490838e-07,0.03
1936,1.0965169285003167e-07,0.0
1937,1.0982875696579423e-07,0.0
1938,1.1000733333965662e-07,0.0
1939,1.1018552523572703e-07,0.0
1940,1.1036145590076566e-07,0.0
1941,1.1053895131548738e-07,0.0
1942,1.1071624192029838e-07,0.0
1943,1.1089410978479181e-07,0.0
1944,1.1107143279498082e-07,0.0
1945,1.1124794835091015e-07,0.0
1946,1.1142384375626317e-07,0.0
1947,1.1160326954593339e-07,0.0
1948,1.1178132767892438e-07,0.0
1949,1.1196136922296922e-07,0.0
1950,1.1214032925847382e-07,0.0
1951,1.1231982442627894e-07,0.0
1952,1.124994759798194e-07,0.01
1953,1.1267742449622795e-07,0.0
1954,1.1285585098604381e-07,0.03
1955,1.130326343209703e-07,0.0
1956,1.1320768000480701e-07,0.0
1957,1.1338173005055438e-07,0.0
1958,1.1355679949267382e-07,0.0
1959,1.1373212463623023e-07,0.0
1960,1.1390745984619697e-07,0.0
1961,1.1408222349792429e-07,0.0
1962,1.1425741196502961e-07,0.0
1963,1.1443253009636997e-07,0.0
1964,1.1461129959559818e-07,0.03
1965,1.1479178796097736e-07,0.01
1966,1.1497152169231804e-07,0.0
1967,1.1515076329595798e-07,0.0
1968,1.1533083019034808e-07,0.03
1969,1.155120974866939e-07,0.0
1970,1.1569055155140141e-07,0.0
1971,1.1586737624814738e-07,0.0
1972,1.1604233379434619e-07,0.0
1973,1.1621838823039797e-07,0.0
1974,1.1639771330093425e-07,0.0
1975,1.165788113613059e-07,0.0
1976,1.1675855444907323e-07,0.0
1977,1.1693852421310992e-07,0.0
1978,1.1711874003748731e-07,0.0
1979,1.172990405437689e-07,0.03
1980,1.1747927079766052e-07,0.03
1981,1.1765982372978985e-07,0.0
1982,1.178385536324413e-07,0.0
1983,1.180196030374228e-07,0.0
1984,1.1820461866334636e-07,0.0
1985,1.1838962489353246e-07,0.0
1986,1.1857564907433715e-07,0.0
1987,1.1876358466580677e-07,0.0
1988,1.1895341315522008e-07,0.0
1989,1.1914284469493336e-07,0.0
1990,1.193332899141217e-07,0.01
1991,1.1952667850468577e-07,0.0
1992,1.197209068943428e-07,0.0
1993,1.1991484781578847e-07,0.03
1994,1.201077943833897e-07,0.0
1995,1.20300615151293e-07,0.0
1996,1.2049312385620368e-07,0.0
1997,1.2068673392028214e-07,0.03
1998,1.208806133895421e-07,0.0
1999,1.2107594175610612e-07,0.0
2000,1.2127115613674784e-07,0.0
2001,1.2146856816778689e-07,0.0
2002,1.216650785848691e-07,0.0
2003,1.2186049348183982e-07,0.0
2004,1.220586505068944e-07,0.0
2005,1.2225880107150472e-07,0.0
2006,1.2245761320834323e-07,0.0
2007,1.2265569403778766e-07,0.03
2008,1.2285413431138083e-07,0.0
2009,1.2304923230159815e-07,0.0
2010,1.2324590485250577e-07,0.03
2011,1.2344333586752466e-07,0.01
2012,1.2364056318873037e-07,0.0
2013,1.238383920601455e-07,0.0
2014,1.2403547499093618e-07,0.01
2015,1.2423205496163344e-07,0.0
2016,1.2443190425435982e-07,0.0
2017,1.2462925173499175e-07,0.0
2018,1.2482687198556708e-07,0.0
2019,1.250223774557711e-07,0.01
2020,1.2521786249741023e-07,0.0
2021,1.2541305615872696e-07,0.0
2022,1.256077756534094e-07,0.01
2023,1.258028013677819e-07,0.03
2024,1.259972151351576e-07,0.0
2025,1.2619205446575335e-07,0.0
2026,1.2638705214683343e-07,0.0
2027,1.2658258768556406e-07,0.0
2028,1.2677820375799686e-07,0.0
2029,1.2697412751095631e-07,0.0
2030,1.2717009171639781e-07,0.03
2031,1.2736657948191867e-07,0.0
2032,1.275654060063508e-07,0.0
2033,1.2776241696430363e-07,0.03
2034,1.279621352968898e-07,0.03
2035,1.2816064731917024e-07,0.0
2036,1.2835941457576174e-07,0.0
2037,1.285582435979867e-07,0.0
2038,1.2875649739701347e-07,0.0
2039,1.2895426943478617e-07,0.0
2040,1.291507069078829e-07,0.0
2041,1.2934699900330965e-07,0.0
2042,1.295477469948534e-07,0.0
2043,1.2974883292319016e-07,0.0
2044,1.29950807343984e-07,0.03
2045,1.3015330459178556e-07,0.0
2046,1.303547150717905e-07,0.0
2047,1.3055382240557082e-07,0.0
2048,1.3075266251887544e-07,0.01
2049,1.3095230650705424e-07,0.0
2050,1.3115240407150493e-07,0.0
2051,1.313552530709509e-07,0.03
2052,1.315558254376916e-07,0.0
2053,1.3175793881545407e-07,0.0
2054,1.3195938823633135e-07,0.0
2055,1.3216117879568771e-07,0.0
2056,1.3236229965815307e-07,0.0
2057,1.3256300979605813e-07,0.0
2058,1.3276337887186907e-07,0.0
2059,1.32964888090485e-07,0.0
2060,1.3316386104836371e-07,0.0
2061,1.333628252389798e-07,0.0
2062,1.3356038008250137e-07,0.0
2063,1.3376033003505558e-07,0.0
2064,1.339603781037391e-07,0.0
2065,1.3415878708753852e-07,0.0
2066,1.3435678403637353e-07,0.0
2067,1.3455383724805317e-07,0.0
2068,1.3475342361334899e-07,0.03
2069,1.34953986928945e-07,0.03
2070,1.3515392116092504e-07,0.0
2071,1.353534904262343e-07,0.0
2072,1.3555313360220554e-07,0.0
2073,1.3575368987396896e-07,0.0
2074,1.359528664761126e-07,0.0
2075,1.3615268770878422e-07,0.03
2076,1.3635507137072356e-07,0.03
2077,1.3656042837187459e-07,0.0
2078,1.367659380829438e-07,0.03
2079,1.3697382207813679e-07,0.01
2080,1.371812262699751e-07,0.0
2081,1.3738944294379357e-07,0.03
2082,1.3759824316230305e-07,0.0
2083,1.3781000867692212e-07,0.0
2084,1.3802316663441355e-07,0.0
2085,1.3823582546677156e-07,0.0
2086,1.3845118651350008e-07,0.0
2087,1.3866556328325002e-07,0.0
2088,1.3888013587287846e-07,0.0
2089,1.3909416774486467e-07,0.03
2090,1.3930622434963676e-07,0.03
2091,1.395175143808894e-07,0.0
2092,1.397256391094021e-07,0.0
2093,1.399335589730784e-07,0.01
2094,1.40141621010841e-07,0.01
2095,1.4034914426533352e-07,0.01
2096,1.4055414699027557e-07,0.03
2097,1.4075963621815826e-07,0.0
2098,1.4096775368021365e-07,0.0
2099,1.4117491055412986e-07,0.0
2100,1.4138141560509692e-07,0.0
2101,1.4158754104229078e-07,0.0
2102,1.4179504395832728e-07,0.0
2103,1.4200331946419176e-07,0.0
2104,1.4221076024170986e-07,0.0
2105,1.424174033524416e-07,0.0
2106,1.4262703622761334e-07,0.0
2107,1.4283740411505024e-07,0.0
2108,1.4304949315142566e-07,0.0
2109,1.4326020424209814e-07,0.0
2110,1.4346970745801125e-07,0.0
2111,1.4367893404741478e-07,0.0
2112,1.4388824918719942e-07,0.0
2113,1.4409844013920894e-07,0.0
2114,1.4430795471126973e-07,0.0
2115,1.4451537693417163e-07,0.0
2116,1.4472191954960502e-07,0.0
2117,1.449309253758257e-07,0.0
2118,1.451424272268691e-07,0.0
2119,1.4535256557699776e-07,0.03
2120,1.455621791448832e-07,0.03
2121,1.4577371462267733e-07,0.0
2122,1.4598966620728961e-07,0.0
2123,1.462079267254769e-07,0.0
2124,1.4642722253566565e-07,0.0
2125,1.466465356696361e-07,0.0
2126,1.4686342233025013e-07,0.0
2127,1.4707616514102503e-07,0.03
2128,1.472904138501134e-07,0.03
2129,1.4750639798633025e-07,0.01
2130,1.4772178432186978e-07,0.0
2131,1.4793670620853155e-07,0.03
2132,1.4815121721825708e-07,0.0
2133,1.4836506762123326e-07,0.0
2134,1.485786142534817e-07,0.0
2135,1.4879028676108798e-07,0.0
2136,1.4900088331813988e-07,0.0
2137,1.4921259000585305e-07,0.0
2138,1.494249246851479e-07,0.01
2139,1.4964006216688401e-07,0.0
2140,1.498562704329715e-07,0.0
2141,1.5007259636606632e-07,0.01
2142,1.5028699913805334e-07,0.0
2143,1.5050081916279262e-07,0.03
2144,1.5071571942628963e-07,0.0
2145,1.5092811139243697e-07,0.0
2146,1.51139016492914e-07,0.01
2147,1.513542283626054e-07,0.0
2148,1.5157098135355866e-07,0.0
2149,1.5178860051319774e-07,0.0
2150,1.520037556856278e-07,0.0
2151,1.522183593816983e-07,0.0
2152,1.5243553612793518e-07,0.0
2153,1.5265225890189e-07,0.01
2154,1.5286910248274665e-07,0.0
2155,1.5308896432687105e-07,0.0
2156,1.533097746979621e-07,0.0
2157,1.535311069819317e-07,0.0
2158,1.5375093721937983e-07,0.0
2159,1.5397131628036656e-07,0.0
2160,1.5419539873687353e-07,0.0
2161,1.544162297811411e-07,0.0
2162,1.5463722765201e-07,0.0
2163,1.5486203562324488e-07,0.0
2164,1.550891251149414e-07,0.03
2165,1.5531702120655008e-07,0.01
2166,1.5554962503445762e-07,0.01
2167,1.5578547732953274e-07,0.0
2168,1.56022638532619e-07,0.0
2169,1.5626149926717948e-07,0.03
2170,1.565041756577189e-07,0.03
2171,1.5674649932426063e-07,0.0
2172,1.569885365771981e-07,0.01
2173,1.572278420074362e-07,0.0
2174,1.5746573393483898e-07,0.0
2175,1.5770152699652308e-07,0.0
2176,1.5793770799818284e-07,0.01
2177,1.5817250840839197e-07,0.03
2178,1.584078936575457e-07,0.0
2179,1.58646749243851e-07,0.01
2180,1.5888414465914e-07,0.0
2181,1.591238059144919e-07,0.0
2182,1.5936287786187365e-07,0.0
2183,1.5960532401304657e-07,0.03
2184,1.59846602098568e-07,0.03
2185,1.600890685490153e-07,0.03
2186,1.603309356516699e-07,0.0
2187,1.6057078309974268e-07,0.03
2188,1.6080874240565748e-07,0.0
2189,1.610477779991048e-07,0.03
2190,1.6128668893278602e-07,0.0
2191,1.6152600302808422e-07,0.0
2192,1.6176880684232605e-07,0.0
2193,1.6201049679197012e-07,0.0
2194,1.6225178550572264e-07,0.01
2195,1.6249452491396175e-07,0.0
2196,1.6273747981220817e-07,0.0
2197,1.62979373463798e-07,0.0
2198,1.632202752053798e-07,0.0
2199,1.634589734742513e-07,0.0
2200,1.6369246737072634e-07,0.0
2201,1.639264366165302e-07,0.0
2202,1.6415833982496225e-07,0.0
2203,1.6439202255797851e-07,0.0
2204,1.6462775278970553e-07,0.01
2205,1.648657494301278e-07,0.0
2206,1.6510552343208825e-07,0.01
2207,1.6534540642387783e-07,0.01
2208,1.6558753044873323e-07,0.0
2209,1.6582828277421126e-07,0.01
2210,1.6606834703942344e-07,0.0
2211,1.6630809681847694e-07,0.01
2212,1.6654778981345682e-07,0.03
2213,1.6679058947754626e-07,0.0
2214,1.6703563859774008e-07,0.0
2215,1.6728038076843192e-07,0.0
2216,1.6752264774033795e-07,0.0
2217,1.6776497584064662e-07,0.0
2218,1.680087928281305e-07,0.0
2219,1.682545600466925e-07,0.0
2220,1.6850330238424378e-07,0.0
2221,1.6875084148778137e-07,0.0
2222,1.6900005400329546e-07,0.0
2223,1.6925606891343824e-07,0.01
2224,1.6950968934382044e-07,0.03
2225,1.6976426204065193e-07,0.0
2226,1.700166658445497e-07,0.03
2227,1.7027064450366062e-07,0.03
2228,1.705269880783115e-07,0.03
2229,1.7078210754296476e-07,0.0
2230,1.710356747847691e-07,0.03
2231,1.7128635157534723e-07,0.03
2232,1.7153862852323185e-07,0.01
2233,1.7179315736518012e-07,0.0
2234,1.7204715589248983e-07,0.01
2235,1.723006697164077e-07,0.0
2236,1.7255561424920202e-07,0.0
2237,1.7281249618411712e-07,0.01
2238,1.730705376039905e-07,0.0
2239,1.7332801461501604e-07,0.0
2240,1.7358719794088976e-07,0.01
2241,1.738510522907043e-07,0.01
2242,1.7411580483541787e-07,0.0
2243,1.7438192847567542e-07,0.0
2244,1.7464878370617213e-07,0.0
2245,1.749166649438974e-07,0.0
2246,1.7518542361420423e-07,0.0
2247,1.754561510682936e-07,0.0
2248,1.7572526933035967e-07,0.0
2249,1.7599435946186823e-07,0.0
2250,1.7626329445385931e-07,0.0
2251,1.7653286648851116e-07,0.01
2252,1.7680179574538322e-07,0.0
2253,1.7706954253873123e-07,0.0
2254,1.7734031741515142e-07,0.01
2255,1.7761276921701508e-07,0.01
2256,1.7788562453879172e-07,0.0
2257,1.781577061227771e-07,0.01
2258,1.7843086270091502e-07,0.0
2259,1.7870533679353894e-07,0.0
2260,1.789790350335877e-07,0.0
2261,1.7925067299133168e-07,0.0
2262,1.7952025729345675e-07,0.01
2263,1.797920120587042e-07,0.0
2264,1.8005780740009715e-07,0.0
2265,1.803242166065823e-07,0.01
2266,1.8059149849084692e-07,0.0
2267,1.8086139099017382e-07,0.03
2268,1.8113345417000313e-07,0.01
2269,1.8140680127680788e-07,0.0
2270,1.8167973604180636e-07,0.0
2271,1.8195302152691634e-07,0.0
2272,1.822264627581157e-07,0.0
2273,1.8249951999243698e-07,0.0
2274,1.8277306447189588e-07,0.03
2275,1.8304489563124611e-07,0.0
2276,1.8331665279285728e-07,0.0
2277,1.8358627244382242e-07,0.01
2278,1.838572028260615e-07,0.0
2279,1.8412979654044527e-07,0.0
2280,1.8440277011775042e-07,0.0
2281,1.8467554859132575e-07,0.01
2282,1.8495452355966531e-07,0.0
2283,1.8523131536877245e-07,0.01
2284,1.8551012602374393e-07,0.03
2285,1.8579139263927767e-07,0.03
2286,1.8607352699373315e-07,0.01
2287,1.863561504037491e-07,0.01
2288,1.866387385998065e-07,0.0
2289,1.8692050757304367e-07,0.01
2290,1.8720201425316066e-07,0.03
2291,1.8748561719307124e-07,0.03
2292,1.8777025940876564e-07,0.0
2293,1.880567269717108e-07,0.03
2294,1.8834345730835467e-07,0.01
2295,1.886303912963837e-07,0.03
2296,1.8892242316397372e-07,0.03
2297,1.89214402255391e-07,0.03
2298,1.8950983567112394e-07,0.03
2299,1.898065468521381e-07,0.0
2300,1.9010474196451825e-07,0.0
2301,1.9040168720124655e-07,0.0
2302,1.9069960709783523e-07,0.0
2303,1.909942590788374e-07,0.03
2304,1.9129143403533724e-07,0.01
2305,1.915913938091151e-07,0.03
2306,1.9189121960482682e-07,0.01
2307,1.9219075737213955e-07,0.03
2308,1.9249182933330367e-07,0.0
2309,1.9279167643726171e-07,0.0
2310,1.9309219830345974e-07,0.01
2311,1.9339401976781057e-07,0.01
2312,1.9369790363325526e-07,0.0
2313,1.940039065088737e-07,0.03
2314,1.9431030766687754e-07,0.0
2315,1.9461282545985466e-07,0.01
2316,1.9491511701323174e-07,0.03
2317,1.9522051348016615e-07,0.0
2318,1.955276211585225e-07,0.0
2319,1.958367004992798e-07,0.0
2320,1.9614634979638825e-07,0.0
2321,1.9646008961882396e-07,0.01
2322,1.9677442183317697e-07,0.03
2323,1.9708924194585639e-07,0.03
2324,1.9740171168965205e-07,0.03
2325,1.9771210676314953e-07,0.01
2326,1.980232629362419e-07,0.0
2327,1.9833712554462327e-07,0.0
