step,time,radius,rate,smooth_rate,perturb_rate,gate_rate,gate_forcing,eta,eta_smooth,eta_gate,attempts
1203,0.2406,2.469567193099778e-08,4.572650225575673,4.56299242385288,0.009657801622792892,0.1,5.36643176756333e-08,7.195707955771182e-08,2.5115923272880162e-09,6.94454872304238e-08,1
1204,0.24080000000000001,2.4743036619083405e-08,4.573895513127244,4.562986426631901,0.010909086395343463,0.0,5.4356443596645455e-08,6.939827190328816e-08,2.3270241489351755e-09,6.707124775435299e-08,1
1205,0.24100000000000002,2.4790826644983813e-08,4.573889669527471,4.562980630387629,0.010909039039841889,0.0,5.286081843221328e-08,7.280311715803153e-08,2.5284172698462717e-09,7.027469988818525e-08,1
1206,0.2412,2.483849806160601e-08,4.573884050884266,4.562975049489923,0.010909001294343352,0.0,5.21539438182598e-08,7.2698769711112e-08,2.498983590339117e-09,7.019978612077288e-08,1
1207,0.2414,2.488690419102658e-08,4.57388051185195,4.562971420140166,0.010909091611783942,0.0,5.4417206502830266e-08,7.388943548650749e-08,2.8196374569577276e-09,7.106979802954976e-08,1
1208,0.2416,2.493630412894069e-08,4.5761598380666495,4.562965551098806,0.01319428686784343,0.0,5.633147334088375e-08,7.666375317562804e-08,2.7836017620657295e-09,7.388015141356232e-08,1
1209,0.24180000000000001,2.498547821397262e-08,4.5773807655054535,4.562961908717892,0.014418856687561467,0.0,5.565731470449163e-08,7.595262665246365e-08,2.657830257781404e-09,7.329479639468225e-08,1
1210,0.24200000000000002,2.5034468930927684e-08,4.5761459934133075,4.562955574179138,0.013190419134169627,0.0,5.5387146618128075e-08,7.511216705950293e-08,2.727928289135183e-09,7.238423877036774e-08,1
1211,0.2422,2.5082727411560616e-08,4.576142223237724,4.5629519187131,0.013190304424623874,0.0,5.411097042792238e-08,7.250474259560771e-08,2.6907298927897187e-09,6.981401270281799e-08,1
1212,0.2424,2.5130232113629356e-08,4.574987360605143,4.562948256711051,0.012039103794092343,0.0,5.212109510041896e-08,7.053560639329956e-08,2.896617307513943e-09,6.763898908578562e-08,1
1213,0.2426,2.5177163115650266e-08,4.574983590047765,4.5629445881606285,0.012039001787136072,0.0,5.1082100325499766e-08,6.849017449583445e-08,2.3392446266239323e-09,6.615092986921052e-08,1
1214,0.24280000000000002,2.5224211812328246e-08,4.573711790782785,4.562940913051946,0.010770877630839459,0.0,5.159755522615292e-08,6.838026533770035e-08,2.420222439867643e-09,6.596004289783271e-08,1
1215,0.24300000000000002,2.5272157314258723e-08,4.572540709362476,4.562937231372731,0.009603477889745023,0.0,5.202295570872242e-08,7.2251221057619e-08,2.5982258237152023e-09,6.96529952339038e-08,1
1216,0.2432,2.5320294685102686e-08,4.572537040712584,4.562933543110393,0.009603497502191008,0.0,5.311446704075947e-08,7.189947573897855e-08,2.4873908314889328e-09,6.94120849074896e-08,1
1217,0.2434,2.5368041991967986e-08,4.572533330615164,4.562929857807503,0.009603472707661246,0.0,5.268302356633414e-08,7.016147509301165e-08,2.7613472829066954e-09,6.740012781010495e-08,1
1218,0.2436,2.5414916530726005e-08,4.5725295980146905,4.562926174258746,0.009603423655943992,0.0,5.095282988826351e-08,6.73115919350598e-08,2.5127147156981633e-09,6.479887721936164e-08,1
1219,0.24380000000000002,2.5460923408417192e-08,4.571440062587682,4.562920003306512,0.00852005918116963,0.0,4.817975737223815e-08,6.556172280826311e-08,2.499629619044625e-09,6.306209318921848e-08,1
1220,0.24400000000000002,2.5506765789831372e-08,4.572566784959624,4.562916288552955,0.009650496306668676,0.0,4.759461266159562e-08,6.508573117552399e-08,2.4711060415625164e-09,6.261462513396147e-08,1
1221,0.2442,2.555277055731413e-08,4.573664733932281,4.562912567157106,0.010752166675174745,0.0,4.808624574966865e-08,6.51680095010286e-08,2.512850930771456e-09,6.265515857025714e-08,1
1222,0.2444,2.5598915047971482e-08,4.57366097125082,4.562908839107087,0.010752132043732198,0.0,4.818231439400181e-08,6.555992310580558e-08,2.530425365511253e-09,6.302949774029433e-08,1
1223,0.2446,2.564494583361377e-08,4.573657202100078,4.562905104391073,0.010752097609004536,0.0,4.8029774155061506e-08,6.493324557057754e-08,2.622231113172025e-09,6.231101445740551e-08,1
1224,0.24480000000000002,2.569055684467461e-08,4.571039956840344,4.562901362997173,0.00813859374317065,0.0,4.844272404599521e-08,6.227903232508829e-08,2.6504632386743574e-09,5.962856908641393e-08,1
1225,0.24500000000000002,2.5736452631375283e-08,4.570489316284081,4.562897614913892,0.007591701270189326,0.0,4.929791616426831e-08,6.265273678489888e-08,2.304384420479015e-09,6.034835236441987e-08,1
1226,0.2452,2.5783997929793698e-08,4.570485726907051,4.562893860129528,0.007591866677522539,0.0,5.199594193872881e-08,6.79888268957114e-08,2.474801837418387e-09,6.551402505829302e-08,1
1227,0.2454,2.5833010019841688e-08,4.570791501818045,4.562890106724063,0.007901394993981738,0.0,5.484919075983114e-08,7.224098805944243e-08,2.5762993362099038e-09,6.966468872323253e-08,1
1228,0.2456,2.5881742639671328e-08,4.570787699500776,4.562886338501402,0.007901360899374116,0.0,5.359198107427477e-08,7.18775595289741e-08,2.4979056460124873e-09,6.937965388296162e-08,1
1229,0.24580000000000002,2.5930850415706768e-08,4.57129265873147,4.562882576977058,0.008410081654411712,0.0,5.53369392622526e-08,7.177169704187059e-08,2.5915865827060893e-09,6.91801104591645e-08,1
1230,0.24600000000000002,2.5980065879389072e-08,4.571288818478003,4.562878795268144,0.008410023109858212,0.0,5.457839204842989e-08,7.284405005084173e-08,2.599653230755666e-09,7.024439682008607e-08,1
1231,0.2462,2.6029636998520808e-08,4.57128501824213,4.562875006797331,0.008410011344799347,0.0,5.601646715257921e-08,7.29585601412928e-08,2.556456501474279e-09,7.040210363981853e-08,1
1232,0.2464,2.607967958603959e-08,4.570880649487683,4.5628690217540315,0.008011627633651553,0.0,5.7217756806174055e-08,7.38974669508862e-08,2.7182038071014865e-09,7.117926314378471e-08,1
1233,0.2466,2.612950632930006e-08,4.5708767817990195,4.562865219687957,0.008011562011062652,0.0,5.660386292288786e-08,7.320399503587505e-08,2.3744171708647972e-09,7.082957786501026e-08,1
1234,0.24680000000000002,2.6179013271462552e-08,4.5708730091495235,4.562861410825177,0.008011598224346276,0.0,5.743952913308501e-08,7.054240087680553e-08,2.455672914936782e-09,6.808672796186875e-08,1
1235,0.24700000000000003,2.6228987427447357e-08,4.570869256422157,4.562857595153538,0.008011661168618999,0.0,5.9111673997743334e-08,7.097906588937656e-08,2.7548986011457205e-09,6.822416728823085e-08,1
1236,0.2472,2.6279154782682444e-08,4.571314830629112,4.562853785008715,0.008461045520397179,0.0,5.77176274932011e-08,7.309854370159928e-08,2.2930196547280328e-09,7.080552404687124e-08,1
1237,0.2474,2.632949866159438e-08,4.5713110220735,4.562849955681465,0.008461066292035867,0.0,5.8362013969516655e-08,7.310714160458233e-08,2.6059967444110695e-09,7.050114486017126e-08,1
1238,0.24760000000000001,2.637970520159904e-08,4.571307131908992,4.562846119507509,0.00846101230148286,0.0,5.750383462785042e-08,7.30489052663632e-08,2.7762716703663804e-09,7.027263359599683e-08,1
1239,0.24780000000000002,2.6429288729551175e-08,4.57178575146121,4.562842289960586,0.008943461400624134,0.0,5.743574021966363e-08,6.976121596534329e-08,2.3132804524678345e-09,6.744793551287546e-08,1
1240,0.248,2.6478621122188797e-08,4.571191571814899,4.562835127495537,0.00835644421936156,0.0,5.4369616251821036e-08,7.136127047153165e-08,2.7165248029353285e-09,6.864474566859632e-08,1
1241,0.2482,2.65277344700732e-08,4.5711876791417865,4.5628312706559555,0.008356408385831368,0.0,5.390432477285556e-08,7.050643410638536e-08,2.5154263026636894e-09,6.799100780372167e-08,1
1242,0.2484,2.6577169772689965e-08,4.571183853698796,4.562827406921758,0.008356446677037901,0.0,5.487786620516751e-08,7.091752583414151e-08,2.4964782597949495e-09,6.842104757434656e-08,1
1243,0.24860000000000002,2.6626916365009083e-08,4.571180014020654,4.5628235362802245,0.008356477640429098,0.0,5.5497122516028224e-08,7.162813094808789e-08,2.554367671961723e-09,6.907376327612616e-08,1
1244,0.24880000000000002,2.6675554236926478e-08,4.571175952629485,4.562819658717292,0.008356293812193025,0.0,5.26797613123294e-08,6.867713144957118e-08,2.5021080554791538e-09,6.617502339409203e-08,1
1245,0.249,2.6723643102786535e-08,4.571172021859484,4.5628157742214235,0.008356247538059986,0.0,5.0983804879311353e-08,6.740708488555404e-08,2.6324354973456794e-09,6.477464938820836e-08,1
1246,0.2492,2.6772311037281192e-08,4.571168216523423,4.562811882780349,0.00835633364307398,0.0,5.2060767493004516e-08,6.900442144193477e-08,2.6318113082582853e-09,6.637261013367649e-08,1
1247,0.2494,2.682085194806761e-08,4.57116430951916,4.56280798438163,0.008356325037530329,0.0,5.111871536335219e-08,6.908928068827974e-08,2.7886325220129483e-09,6.63006481662668e-08,1
1248,0.24960000000000002,2.6869484071448995e-08,4.571649434278252,4.5628040933088565,0.008845340869396026,0.0,5.2878121303431925e-08,6.755081754991202e-08,2.535560549669996e-09,6.501525700024202e-08,1
1249,0.24980000000000002,2.691867645384208e-08,4.570952742590344,4.562796167434642,0.008156575055701798,0.0,5.2045664635344426e-08,7.097969667478636e-08,2.392419636929461e-09,6.85872770378569e-08,1
1250,0.25,2.6967829993782407e-08,4.570948851456799,4.562792248026563,0.0081566033302362,0.0,5.3552378837848486e-08,6.905410775278491e-08,2.2850395541282236e-09,6.676906819865669e-08,1
1251,0.25020000000000003,2.7017564147714083e-08,4.570944927621053,4.562788321612592,0.008156605908461172,0.0,5.305183034050609e-08,7.223182702830412e-08,2.5221069259032042e-09,6.970972010240092e-08,1
1252,0.2504,2.7066655084136192e-08,4.570941000455408,4.562784388179211,0.008156612176196123,0.0,5.270712372594437e-08,6.91346900468971e-08,2.3166373069859716e-09,6.681805273991113e-08,1
1253,0.2506,2.7114725908301798e-08,4.5710506383934995,4.562777642949083,0.008272995344416889,0.0,4.972322398276728e-08,6.679299764791756e-08,2.8569776665867103e-09,6.393601998133086e-08,1
1254,0.2508,2.716337381494969e-08,4.571938262916651,4.5627736953916544,0.009164567424996672,0.0,5.0154297626761525e-08,6.90021942288182e-08,2.736924485948327e-09,6.626526974286987e-08,1
1255,0.251,2.7211972970634645e-08,4.571934352749008,4.562769740774606,0.009164611874401688,0.0,5.04750285852074e-08,6.821551096416415e-08,2.5026237432582453e-09,6.57128872209059e-08,1
1256,0.25120000000000003,2.7260494224507895e-08,4.57193038083922,4.562765779087921,0.009164601651298442,0.0,5.1199734294942e-08,6.687939027994054e-08,2.2677556798630783e-09,6.461163460007745e-08,1
1257,0.2514,2.7309556447582055e-08,4.570862895957798,4.562758357786564,0.00810453807123399,0.0,5.1307945859757855e-08,6.928207881993999e-08,2.550842961467943e-09,6.673123585847204e-08,1
1258,0.2516,2.7357997938985327e-08,4.571000048562719,4.56275438186858,0.008245666594138393,0.0,5.1320672772593496e-08,6.593910638325262e-08,2.72554286132435e-09,6.321356352192827e-08,1
1259,0.2518,2.740567087116263e-08,4.571261428697579,4.562746498570653,0.008514930026925428,0.0,4.8422241979711774e-08,6.476791419543056e-08,2.3571063451252638e-09,6.241080785030529e-08,1
1260,0.252,2.7454428734417253e-08,4.573651059131512,4.562742508363121,0.010908550668391671,0.0,5.0397477549078084e-08,6.79313815395759e-08,2.3551589297649446e-09,6.557622260981096e-08,1
1261,0.25220000000000004,2.750278306154287e-08,4.5736470754549865,4.562738511023222,0.010908564331764277,0.0,4.998547866279513e-08,6.610373046954198e-08,2.362445933924397e-09,6.374128453561758e-08,1
1262,0.2524,2.7551338998578204e-08,4.573639515049258,4.562730995192233,0.010908519757025262,0.0,4.959182376887953e-08,6.728402642463629e-08,2.5869569007027443e-09,6.469706952393354e-08,1
1263,0.2526,2.7600564205487874e-08,4.57363556250006,4.562726983493329,0.010908578906730908,0.0,5.009764669157595e-08,6.990105425011402e-08,2.522067330864294e-09,6.737898691924972e-08,1
1264,0.2528,2.7649967564604395e-08,4.573631548379057,4.562722964622226,0.01090858365683122,0.0,5.0781954916172114e-08,6.988207245424667e-08,2.547022113561229e-09,6.733505034068544e-08,1
1265,0.253,2.7699197309534342e-08,4.577134534277671,4.562716426269132,0.014418107908538917,0.0,5.067405799213791e-08,6.879939900247257e-08,2.473796285590824e-09,6.632560271688174e-08,1
1266,0.25320000000000004,2.774738284335391e-08,4.577130358039196,4.5627123929779225,0.014417964961273726,0.0,4.798566639236648e-08,6.604390904625427e-08,2.671114845773913e-09,6.337279420048035e-08,1
1267,0.2534,2.779615249772853e-08,4.57589807519889,4.562708352476041,0.013189722622849674,0.0,4.8893623362834064e-08,6.786888945010744e-08,3.343177129200852e-09,6.452571232090659e-08,1
1268,0.2536,2.784498757479507e-08,4.575893994602859,4.562704304748944,0.013189689753915204,0.0,4.943206395477616e-08,6.743436121344541e-08,2.5948461728471967e-09,6.483951504059821e-08,1
1269,0.2538,2.7894053840700475e-08,4.574738893673275,4.56270024978575,0.012038643787525236,0.0,4.987279784742364e-08,6.795777061195775e-08,2.765988701082987e-09,6.519178191087477e-08,1
1270,0.254,2.7941975765541828e-08,4.574734700800174,4.562696187572887,0.01203851312728726,0.0,4.776759955616237e-08,6.411953241600463e-08,2.4303642984355992e-09,6.168916811756904e-08,1
1271,0.25420000000000004,2.7988699083529863e-08,4.572294960929194,4.562692118099006,0.009602842730188202,0.0,4.497558665031608e-08,6.077025032876095e-08,2.4206282721679747e-09,5.834962205659297e-08,1
1272,0.2544,2.8035316451908612e-08,4.57229086429807,4.562688041351575,0.00960282284649476,0.0,4.415403123214262e-08,6.084878184321012e-08,2.4890090791950882e-09,5.835977276401503e-08,1
1273,0.2546,2.808224351617853e-08,4.5722867829811875,4.562683957317442,0.009602825563745893,0.0,4.4706013760096944e-08,6.16315372180911e-08,2.2981952804333118e-09,5.933334193765778e-08,1
1274,0.2548,2.8128879739995972e-08,4.572282674125308,4.562679865983086,0.009602808042221758,0.0,4.4054096367933824e-08,6.061546863525259e-08,2.511102550888927e-09,5.810436608436366e-08,1
1275,0.255,2.8174974163231293e-08,4.57227860694383,4.562675767335731,0.009602839508098926,0.0,4.385350919057096e-08,5.789517184653876e-08,2.5836327644530296e-09,5.5311539082085726e-08,1
1276,0.25520000000000004,2.8221571359666718e-08,4.571187035260425,4.562667353241504,0.008519681918921346,0.0,4.3534361330827224e-08,6.054706035469059e-08,2.760183006982978e-09,5.7786877347707604e-08,1
1277,0.2554,2.8268527693083675e-08,4.5723133242108664,4.562663239861102,0.009650084249764278,0.0,4.3546505710129716e-08,6.208496358792605e-08,2.558911365144474e-09,5.9526052222781566e-08,1
1278,0.2556,2.8316666671138483e-08,4.573410979157308,4.562659119126964,0.010751859930344151,0.0,4.561696356765772e-08,6.567927105098298e-08,2.802805209684308e-09,6.287646584129867e-08,1
1279,0.2558,2.8364935888244596e-08,4.573406883024085,4.562654991026007,0.010751891898078184,0.0,4.636363175491447e-08,6.536345710393152e-08,2.554883255259353e-09,6.280857384867216e-08,1
1280,0.256,2.841303312532905e-08,4.573402691996966,4.562650855544827,0.010751836352139152,0.0,4.603213692863555e-08,6.46148092382631e-08,2.7008185628880324e-09,6.191399067537506e-08,1
1281,0.25620000000000004,2.8461812126483092e-08,4.575199725208046,4.562646712669617,0.012553012438429816,0.0,4.790243406067075e-08,6.588070268857423e-08,2.4041122465950675e-09,6.347659044197916e-08,1
1282,0.2564,2.851117287240827e-08,4.575195554039585,4.562642562389009,0.012552991550576438,0.0,4.865123390271129e-08,6.781624125492248e-08,2.7770360975492443e-09,6.503920515737324e-08,1
1283,0.2566,2.8559934723707476e-08,4.5751913589795326,4.562638421801967,0.012552937077565003,0.0,4.8234203249345134e-08,6.501445324231117e-08,2.4354736276541012e-09,6.257897961465707e-08,1
1284,0.25680000000000003,2.860908601461898e-08,4.573990936938491,4.562631580259097,0.011359356579393574,0.0,4.811665868855817e-08,6.688952378581323e-08,2.60192153240749e-09,6.428760225340575e-08,1
1285,0.257,2.8657396863686542e-08,4.573986682044421,4.5626274076423226,0.011359274302097776,0.0,4.6233808063977054e-08,6.434739125626291e-08,2.39611676649816e-09,6.195127448976476e-08,1
1286,0.25720000000000004,2.870577139189571e-08,4.5739824637506405,4.562623227566841,0.011359236083798982,0.0,4.550490076973193e-08,6.517369645382032e-08,2.5062368465084744e-09,6.266745960731184e-08,1
1287,0.2574,2.8754095929069598e-08,4.573978240320558,4.562619040018656,0.0113592002019025,0.0,4.5832422057536836e-08,6.437519139611016e-08,2.557111738577024e-09,6.181807965753313e-08,1
1288,0.2576,2.8803293392776712e-08,4.573974112437077,4.562614844985361,0.011359267351716296,0.0,4.7522198420606324e-08,6.682713504339413e-08,2.31516874178227e-09,6.451196630161186e-08,1
1289,0.25780000000000003,2.885273806953478e-08,4.5727360589775214,4.562610642454445,0.010125416423076999,0.0,4.841286375564914e-08,6.698263236527399e-08,2.882129721774468e-09,6.410050264349951e-08,1
1290,0.258,2.890118469354325e-08,4.57273171112782,4.562606432410376,0.010125278617444451,0.0,4.60775984098715e-08,6.410394362721463e-08,2.538736384668275e-09,6.156520724254635e-08,1
1291,0.2582,2.8949740762485015e-08,4.57272748677544,4.562602214840648,0.010125271834791736,0.0,4.624888465340853e-08,6.425822063431972e-08,2.5679877162590063e-09,6.169023291806071e-08,1
1292,0.2584,2.8997632584499798e-08,4.5737719969043615,4.5625979897316595,0.01117400707270195,0.0,4.513059893215874e-08,6.180449322685546e-08,2.717103346648406e-09,5.908738988020705e-08,1
1293,0.2586,2.9046400867872703e-08,4.575047660635534,4.562593774154498,0.01245388638103578,0.0,4.709552582105626e-08,6.396380046825569e-08,2.8415363794114028e-09,6.112226408884428e-08,1
1294,0.25880000000000003,2.909532233316674e-08,4.575043470349307,4.562589533926271,0.012453936323035873,0.0,4.748637783588006e-08,6.41155122994203e-08,2.6305236611090576e-09,6.148498863831125e-08,1
1295,0.259,2.9143890967510487e-08,4.576225275102578,4.562585286118584,0.01363998888399405,0.0,4.696221095125177e-08,6.261809990720233e-08,2.395683614069525e-09,6.02224162931328e-08,1
1296,0.2592,2.9193276194411006e-08,4.57622106442534,4.562581030719444,0.013640033605896036,0.0,4.8444064128647815e-08,6.499520315006504e-08,2.502854767855328e-09,6.249234838220971e-08,1
1297,0.2594,2.924206097366579e-08,4.573904509595348,4.562576767713422,0.011327741781926338,0.0,4.812824638864815e-08,6.215184293943934e-08,2.3371914555282188e-09,5.981465148391113e-08,1
1298,0.2596,2.9290674979683355e-08,4.572696209928961,4.562565559494054,0.010130650334907287,0.0,4.6392181042311504e-08,6.284665820140214e-08,2.434908362530283e-09,6.041174983887187e-08,1
1299,0.25980000000000003,2.9339035371865894e-08,4.57269185386059,4.562561281132791,0.010130572627798692,0.0,4.559064962899394e-08,6.215853081688499e-08,2.651718600537258e-09,5.950681221634774e-08,1
1300,0.26,2.9386916764269838e-08,4.571639867217075,4.562556995123654,0.009082871993421192,0.0,4.374186007113585e-08,6.14231687528509e-08,2.7894053471239265e-09,5.8633763405726977e-08,1
1301,0.2602,2.9434952346171844e-08,4.571635636762797,4.5625527237819945,0.009082912880802435,0.0,4.493642194479072e-08,6.078042991269424e-08,3.0228755772559193e-09,5.775755433543832e-08,1
1302,0.2604,2.948388054174066e-08,4.570429571958405,4.562548442246018,0.007881129612387272,0.0,4.6868081003645943e-08,6.312572792404708e-08,2.7443336251958756e-09,6.038139429885121e-08,1
1303,0.2606,2.9534215528662764e-08,4.570270618859312,4.562544133211579,0.0077264855477335425,0.0,5.0052450497902386e-08,6.675316854675319e-08,2.6795325625751696e-09,6.407363598417802e-08,1
1304,0.26080000000000003,2.9583966610950754e-08,4.571288199215826,4.562539816475006,0.008748382640820477,0.0,4.951156811564758e-08,6.411573860198489e-08,2.5509077616044274e-09,6.156483084038047e-08,1
1305,0.261,2.9633298099916907e-08,4.5701360077112385,4.562535492022624,0.007600515588614396,0.0,4.8142554481796284e-08,6.31944327913044e-08,2.5953967354737185e-09,6.059903605583068e-08,1
1306,0.2612,2.968259805810953e-08,4.570131654190744,4.562531159840502,0.0076004942502424355,0.0,4.7889991747670974e-08,6.306409119895782e-08,2.4864574949243012e-09,6.057763370403352e-08,1
1307,0.2614,2.973265641807594e-08,4.570127418467851,4.56252681991614,0.007600598451710456,0.0,5.015862353560603e-08,6.436055407948998e-08,2.5269598227342147e-09,6.183359425675577e-08,1
1308,0.2616,2.9783331396514998e-08,4.570123084922242,4.56252247223606,0.00760061258618297,0.0,5.067854274850685e-08,6.669367430591648e-08,2.5409252459913177e-09,6.415274905992517e-08,1
1309,0.26180000000000003,2.983299448938059e-08,4.570118673460142,4.5625181167855065,0.007600556574635184,0.0,4.8725913187453716e-08,6.335772847671399e-08,2.4614794792723e-09,6.089624899744169e-08,1
1310,0.262,2.988311028780021e-08,4.570262246401274,4.562513753549712,0.007748492751562185,0.0,5.0156222016377396e-08,6.395866008090408e-08,2.3912782699559514e-09,6.156738181094813e-08,1
1311,0.2622,2.993274844690272e-08,4.570257824441038,4.562509382516062,0.007748441824976374,0.0,4.8739623018437704e-08,6.275924370542318e-08,2.433399396735635e-09,6.032584430868755e-08,1
1312,0.2624,2.9982513769096504e-08,4.57133177196262,4.562502285125749,0.00882948673687077,0.0,4.8840916615504445e-08,6.303444292466065e-08,2.2992894604073764e-09,6.073515346425327e-08,1
1313,0.2626,3.0033052482484265e-08,4.5702412735882385,4.562492807962846,0.007748465525392683,0.0,4.9471377577066406e-08,6.607440011948696e-08,2.5228831238849184e-09,6.355151699560204e-08,1
1314,0.26280000000000003,3.0083517304207054e-08,4.570236882758796,4.562488413338464,0.0077484693203324784,0.0,4.916423858322812e-08,6.57814074808088e-08,2.6015984145714674e-09,6.317980906623732e-08,1
1315,0.263,3.013381898255251e-08,4.569076414377336,4.562484010859304,0.006592403418031826,0.0,4.8655160063444613e-08,6.527944581720754e-08,3.0229978170808463e-09,6.225644800012669e-08,1
1316,0.2632,3.018460052985997e-08,4.571358996759106,4.562479600509946,0.008879396149160152,0.0,4.98798002444057e-08,6.615438125983792e-08,3.2127573651788155e-09,6.29416238946591e-08,1
1317,0.2634,3.023578284628723e-08,4.571354658406609,4.5624751822762475,0.008879476030361079,0.0,5.03703518337301e-08,6.743474975834883e-08,2.566678505995188e-09,6.486807125235364e-08,1
1318,0.2636,3.0287937040121604e-08,4.571350322856765,4.5624707561447435,0.00887956661202183,0.0,5.2089626948279886e-08,7.03387993006124e-08,2.4465565546186465e-09,6.789224274599375e-08,1
1319,0.26380000000000003,3.0340022546906145e-08,4.572457417131008,4.562466322102844,0.009991094928164608,0.0,5.113648794178758e-08,7.067668451507771e-08,2.6590142956983387e-09,6.801767021937938e-08,1
1320,0.264,3.03924549045166e-08,4.571296613768242,4.5624618801356815,0.008834733532559928,0.0,5.129157616108609e-08,7.205214802597476e-08,2.965584967630558e-09,6.90865630583442e-08,1
1321,0.2642,3.0444653551285555e-08,4.571292145038175,4.5624574302298395,0.00883471470833527,0.0,5.1229077346746407e-08,7.070707880540992e-08,2.4102392168063748e-09,6.829683958860354e-08,1
1322,0.2644,3.0495394274781627e-08,4.572605067737632,4.562452972371246,0.010152095266385866,0.03,4.815501750933326e-08,6.530213355816377e-08,2.9647952319704302e-09,6.233733832619335e-08,1
1323,0.2646,3.05456724001045e-08,4.5725982245792105,4.562446266092146,0.01015195838706481,0.0,4.69007393824724e-08,6.492677033397699e-08,2.7631770155399326e-09,6.216359331843705e-08,1
1324,0.26480000000000004,3.059595793412952e-08,4.572799530218459,4.562441817278601,0.010357712839857924,0.0,4.8091012231548924e-08,6.353746831704133e-08,2.918861158327856e-09,6.061860715871347e-08,1
1325,0.265,3.0647554352229196e-08,4.572791499859472,4.56243365740385,0.01035784235562204,0.0,5.053768351834903e-08,6.741252089229985e-08,2.813639203858677e-09,6.459888168844117e-08,1
1326,0.2652,3.069892853621306e-08,4.572786858306272,4.562429167499972,0.010357690706299827,0.0,4.932442657451709e-08,6.727931800384985e-08,2.6776870111166498e-09,6.46016309927332e-08,1
1327,0.2654,3.074935508630629e-08,4.573941812619496,4.5624246695704365,0.01151714294905913,0.0,4.805839402535716e-08,6.353893926918891e-08,2.8011934728314503e-09,6.073774579635747e-08,1
1328,0.2656,3.0800362276003225e-08,4.573937438023962,4.562420163601462,0.011517274322499847,0.0,5.018388912195307e-08,6.408480100906471e-08,2.9067415719172144e-09,6.117805943714749e-08,1
1329,0.26580000000000004,3.085023103176144e-08,4.574805708832667,4.562415649578414,0.012390059154252578,0.0,4.643041980856853e-08,6.188863540171447e-08,2.491965320114307e-09,5.939667008160017e-08,1
1330,0.266,3.0899211217188924e-08,4.573695992067933,4.562411127488198,0.01128486447973522,0.0,4.416118520031976e-08,5.952317288265506e-08,2.458082403382262e-09,5.70650904792728e-08,1
1331,0.2662,3.094778518221091e-08,4.5736914629195615,4.5624065973169445,0.011284865502617081,0.0,4.3924364244981814e-08,5.750594021220499e-08,2.5030485778784842e-09,5.5002891634326505e-08,1
1332,0.2664,3.099633745776949e-08,4.572572783650297,4.562402059049584,0.010170724500711902,0.03,4.280348156506755e-08,5.7401749030868676e-08,2.509911363578467e-09,5.489183766729021e-08,1
1333,0.2666,3.1044837566790186e-08,4.570629904964033,4.562394176815353,0.008235728048680306,0.0,4.2186553163872055e-08,5.852538600289548e-08,2.6632101487910263e-09,5.5862175854104455e-08,1
1334,0.26680000000000004,3.1094448957082754e-08,4.570110634291546,4.562389622263616,0.007721011927930005,0.0,4.476655846661535e-08,6.129370532016449e-08,2.8712365849049657e-09,5.8422468735259514e-08,1
1335,0.267,3.114501164681058e-08,4.570439627836728,4.562385059571213,0.008054568165515464,0.0,4.790197098043343e-08,6.267564881161412e-08,2.5369145728504602e-09,6.013873423876367e-08,1
1336,0.2672,3.1196087991297456e-08,4.571633283730879,4.5623768769457556,0.009256406685123217,0.0,4.755109669630763e-08,6.53253226341288e-08,2.8057365999408525e-09,6.251958603418794e-08,1
1337,0.2674,3.124748063411166e-08,4.572781371008201,4.562372317376432,0.010409053531769455,0.0,4.948999461820941e-08,6.469784581854908e-08,2.487079532555793e-09,6.221076628599329e-08,1
1338,0.2676,3.1299017711865994e-08,4.574920177055347,4.562367730126962,0.012552446828384928,0.0,4.9197923713913104e-08,6.540986652262799e-08,2.8363629464424062e-09,6.257350357618558e-08,1
1339,0.26780000000000004,3.135151417943658e-08,4.57491562624214,4.5623631346793285,0.012552491462810894,0.0,5.0909568497489587e-08,6.825734112732323e-08,2.8259625718080953e-09,6.543137855551514e-08,1
1340,0.268,3.1404125673839596e-08,4.5749111023658955,4.56235853101878,0.012552571247115564,0.03,5.0891377416812254e-08,6.766904398916663e-08,3.0502750443958174e-09,6.461876894477082e-08,1
1341,0.2682,3.145722788620867e-08,4.573712974521607,4.56235391912934,0.011359055292266947,0.0,5.148861082021367e-08,7.026257748161426e-08,2.2834041874414415e-09,6.797917329417282e-08,1
1342,0.2684,3.1510718999213335e-08,4.573708367701624,4.562349298997897,0.0113590686037267,0.0,5.199683628206223e-08,7.14552367363822e-08,3.2935755429877136e-09,6.816166119339448e-08,1
1343,0.2686,3.1564828037909545e-08,4.573703803562018,4.562344670608064,0.011359132853954302,0.0,5.329481697887343e-08,7.300096279811685e-08,2.7506460735340616e-09,7.025031672458279e-08,1
1344,0.26880000000000004,3.16190605417067e-08,4.573699189433727,4.562340033944905,0.011359155388821441,0.0,5.3887635641516594e-08,7.277785438970593e-08,2.7963729131877926e-09,6.998148147651814e-08,1
1345,0.269,3.1672906126695415e-08,4.573690752827371,4.562331645558679,0.011359107168692479,0.0,5.272786541826473e-08,7.175613908670264e-08,2.9429029797093646e-09,6.881323610699328e-08,1
