step,smooth_rate_upper
315,4.564594573907887
316,4.56459170038827
317,4.5645890222583185
318,4.564588283738879
319,4.564587543889889
320,4.564584588892818
321,4.564581183942173
322,4.564580440068241
323,4.5645796948553885
324,4.5645789483012145
325,4.564578200403369
326,4.564577451159409
327,4.564576700566585
328,4.564575948622823
329,4.56457519532572
330,4.564572008063988
331,4.564571269733931
332,4.564570512351761
333,4.564569753606526
334,4.564568993495657
335,4.564568232016764
336,4.56456746916759
337,4.564566704945535
338,4.564565939348208
339,4.56456517237309
340,4.5645644120104105
341,4.564563642272537
342,4.564562884420301
343,4.5645621119096855
344,4.564559166168304
345,4.564558390865539
346,4.56455761416782
347,4.564556836072742
348,4.564556056577719
349,4.564555287879059
350,4.56455450557652
351,4.564550436082357
352,4.56454966427058
353,4.564548877723952
354,4.564548089762099
355,4.564547300382724
356,4.564546509583157
357,4.564545717360814
358,4.564544923713001
359,4.564544128637413
360,4.564539350446423
361,4.564538566615299
362,4.564537767224596
363,4.564536966395904
364,4.564533363765342
365,4.564532560041133
366,4.564531772497981
367,4.564530965879481
368,4.564530157809761
369,4.5645259227051636
370,4.564521224080851
371,4.564520411612468
372,4.5645196153294325
373,4.564518799935835
374,4.564514498881363
375,4.564513680537363
376,4.564512860721553
377,4.564509546465319
378,4.564508723687294
379,4.564507899429449
380,4.564507073689239
381,4.564506246464055
382,4.564505417751217
383,4.564504587547914
384,4.564503755851689
385,4.56450292265965
386,4.564502087969082
387,4.564501251777478
388,4.564496138433455
389,4.564495299214654
390,4.5644944584867755
391,4.564493616246989
392,4.564492772492537
393,4.564491927220651
394,4.564491080428716
395,4.564490232114027
396,4.564486742753949
397,4.564485891375075
398,4.564485038465078
399,4.564484184021503
400,4.564483328041687
401,4.564482470522801
402,4.564481611462074
403,4.564480750856828
404,4.56447988870431
405,4.5644790250015825
406,4.564478176634027
407,4.564477309823009
408,4.564476441453513
409,4.564468684775753
410,4.564467813254384
411,4.564466940166074
412,4.564466065508316
413,4.564465189278248
414,4.564464333548068
415,4.564463473749608
416,4.564462592785898
417,4.564461710237927
418,4.564460826103258
419,4.564459940379051
420,4.564459053062582
421,4.564458164151007
422,4.564457273641462
423,4.564456381531093
424,4.564447734915869
425,4.564446839565704
426,4.564445942606231
427,4.564445044034557
428,4.564444143847832
429,4.564443242043216
430,4.564442338617618
431,4.564441433568025
432,4.564440526891803
433,4.564439618585988
434,4.564436484109324
435,4.5644355725273975
436,4.564431008547906
437,4.564430117114463
438,4.564429200595197
439,4.564428282428877
440,4.564427362612423
441,4.564426441142874
442,4.564425518017321
443,4.564424593232836
444,4.564420354381341
445,4.564419426257722
446,4.564418496466287
447,4.564413978506736
448,4.564413045357142
449,4.564412110530816
450,4.564411193304438
451,4.5644102551156935
452,4.564409315241308
453,4.564408373678276
454,4.5644074304232545
455,4.564406485473497
456,4.564405538825824
457,4.564400872982815
458,4.564399922916618
459,4.564398971143352
460,4.564398017660001
461,4.56439708472205
462,4.564391546640524
463,4.5643906123757
464,4.5643896520048495
465,4.56438868990844
466,4.564387726083534
467,4.5643867605269755
468,4.564381276845879
469,4.564380307800463
470,4.564379337014247
471,4.564378364484072
472,4.564377390206559
473,4.564376414178933
474,4.564375436398057
475,4.564374456860863
476,4.5643734755640235
477,4.564372492504585
478,4.564371507679409
479,4.564370521085287
480,4.564369532718981
481,4.564368542577039
482,4.564367550656155
483,4.564366556953653
484,4.5643655614664445
485,4.564364564191295
486,4.564359065811377
487,4.564358064934282
488,4.5643570622596945
489,4.5643560577841225
490,4.564355051504348
491,4.5643540434169125
492,4.564353033518874
493,4.564352021807051
494,4.564346947070995
495,4.564345931707318
496,4.564344914520089
497,4.564343895505739
498,4.564342874661185
499,4.56434185198326
500,4.564340827468811
501,4.56433982288646
502,4.564338794689186
503,4.56433776464559
504,4.564336732752262
505,4.564331709878802
506,4.5643306742617975
507,4.5643296367848984
508,4.564328597445098
509,4.5643275562390775
510,4.5643265341847155
511,4.564325489236289
512,4.564324442411417
513,4.564318270234073
514,4.564312684806479
515,4.564311632297864
516,4.5643106438205026
517,4.564309587529353
518,4.5643085293414485
519,4.56430746925381
520,4.564306407262837
521,4.564305343365133
522,4.564304277557361
523,4.564303209836047
524,4.56430214019785
525,4.564301068639152
526,4.56429999515665
527,4.564298919746851
528,4.5642978424062
529,4.5642967631311455
530,4.5642956819185345
531,4.564294628582771
532,4.564297669197678
533,4.564302648632357
534,4.564301561486084
535,4.564305346613086
536,4.564308807886416
537,4.564307714842465
538,4.564306619836039
539,4.564305522863301
540,4.564304423920683
541,4.564303323004643
542,4.564302220111603
543,4.564301115238248
544,4.564300008381235
545,4.5642988995369205
546,4.564303058984241
547,4.564301946137048
548,4.564300831291737
549,4.564299714445052
550,4.564298595593425
551,4.564297474733318
552,4.564296351860985
553,4.564295226973134
554,4.5642941000660375
555,4.564292971136048
556,4.5642918401795125
557,4.564295135078621
558,4.56429400004201
559,4.56429286296788
560,4.56429172385264
561,4.56429058269265
562,4.564294995691321
563,4.564293850410818
564,4.5642927030742895
565,4.564291553678042
566,4.564290402218398
567,4.5642892486920195
568,4.564288093094827
569,4.564286935423367
570,4.5642857756740005
571,4.5642846138428155
572,4.564283449926371
573,4.564282283920697
574,4.564281115821828
575,4.5642799456262
576,4.564282056975056
577,4.564280882561999
578,4.564279706041036
579,4.564278527408608
580,4.564277346660871
581,4.564276163793929
582,4.564274978804202
583,4.564278564138104
584,4.56427737487192
585,4.564282552873106
586,4.564285648137122
587,4.56428445241322
588,4.564283254543273
589,4.564282054523496
590,4.564280852350109
591,4.564279648019481
592,4.564278441527301
593,4.564277232869796
594,4.56427602204328
595,4.5642800677465685
596,4.5642788525483144
597,4.5642776351692635
598,4.564276415605753
599,4.564275193853959
600,4.564273969909728
601,4.564272743769175
602,4.564271515428628
603,4.56427028488404
604,4.564269052131585
605,4.564267817166978
606,4.5642665799865645
607,4.564265340586239
608,4.564264098962253
609,4.564262855110374
610,4.5642616090268895
611,4.564260360707018
612,4.564259110147146
613,4.5642578573434
614,4.564256602292007
615,4.564255344988848
616,4.56425408542978
617,4.564256308994826
618,4.5642550448954795
619,4.564253778528313
620,4.564252509889283
621,4.564251238973999
622,4.564249965778634
623,4.564248690298857
624,4.564247412530596
625,4.564246132469934
626,4.5642448501128
627,4.56424733059753
628,4.564246043616277
629,4.564244754326281
630,4.564243462723476
631,4.564242168803684
632,4.564240872562799
633,4.56423957399659
634,4.5642382731009
635,4.564236969871681
636,4.564239299764593
637,4.564237991835982
638,4.564240684735307
639,4.564239372088331
640,4.564242408618974
641,4.564241091235207
642,4.564239771488584
643,4.564238449374931
644,4.564237124889849
645,4.564235798028864
646,4.564238643953123
647,4.564237312304575
648,4.5642359782678215
649,4.564237523886615
650,4.564236185043453
651,4.564234843799126
652,4.564233500148771
653,4.564232154088316
654,4.564230805613414
655,4.564229454719958
656,4.5642313506968755
657,4.5642299949338305
658,4.564228636739122
659,4.564231282639356
660,4.564229919544925
661,4.5642285540057665
662,4.564227186017552
663,4.564225815576063
664,4.564224442677131
665,4.564223067316127
666,4.5642216894886944
667,4.564223459926212
668,4.564222077133018
669,4.564220691860133
670,4.564219304103243
671,4.564217913857838
672,4.564219307904009
673,4.564221432731169
674,4.564220034951309
675,4.564221828504737
676,4.564220425685231
677,4.564219020350153
678,4.564217612495124
679,4.564216202115714
680,4.564217810853753
681,4.564216395390924
682,4.564214977390317
683,4.564213556847259
684,4.564212133757072
685,4.564210708115154
686,4.564209279917091
687,4.5642078491581035
688,4.564206415833927
689,4.5642049799400315
690,4.564206655414727
691,4.564205214344568
692,4.564203770690699
693,4.564202324448694
694,4.564200875613604
695,4.564199424180962
696,4.56419797014623
697,4.564196513504668
698,4.564195054251687
699,4.564195991651984
700,4.56419742358426
701,4.564202115335647
702,4.5642035147738715
703,4.564202042279924
704,4.564200567146193
705,4.564199089367946
706,4.564197608940431
707,4.564196125858908
708,4.564194640118456
709,4.564195800944325
710,4.564194309849745
711,4.564192816082351
712,4.564191319637377
713,4.5641898205096245
714,4.564188318694358
715,4.564186814186755
716,4.564185306982515
717,4.564183797076563
718,4.564182284463984
719,4.564180769140178
720,4.564179251100165
721,4.564177730338652
722,4.564176206851009
723,4.564174680632699
724,4.564173151678668
725,4.5641716199841165
726,4.5641700855438785
727,4.564168548353303
728,4.564169512132329
729,4.5641679694020505
730,4.564166423906463
731,4.564164875640591
732,4.564163324599356
733,4.564161770777796
734,4.564160214171084
735,4.564158654774557
736,4.564157092583223
737,4.564155527592076
738,4.564156670701461
739,4.564155100067379
740,4.5641535266180115
741,4.564151950348844
742,4.5641503712545575
743,4.56414878932999
744,4.564147204570408
745,4.564145616970203
746,4.564144026524571
747,4.564142433228689
748,4.564140837077072
749,4.564139238064966
750,4.564137636187157
751,4.564137825346566
752,4.5641384872401485
753,4.564136876687787
754,4.564135263249256
755,4.564133646919401
756,4.564133828197431
757,4.564132206047874
758,4.564130580991403
759,4.564128953023049
760,4.56412732213719
761,4.564125688328884
762,4.564124051592954
763,4.5641224119241395
764,4.564120769317346
765,4.564121122573175
766,4.564119474048149
767,4.564120332913106
768,4.564118678441511
769,4.564117021005344
770,4.5641153605994
771,4.564113697217899
772,4.564112030855567
773,4.564110361507171
774,4.564108689167456
775,4.564107013831214
776,4.564105335492628
777,4.564103654146917
778,4.564101969788791
779,4.564100282412363
780,4.564098592012682
781,4.564096898584388
782,4.564095202121733
783,4.564093502619213
784,4.564091800072001
785,4.564090094474384
786,4.564088385820734
787,4.564086674105401
788,4.564084959323222
789,4.564083241468218
790,4.5640815205349
791,4.564079796518159
792,4.564079426159875
793,4.564077695936474
794,4.564075962613279
795,4.564074226183459
796,4.564074249566976
797,4.5640725068764345
798,4.564070761063716
799,4.564069012123544
800,4.564067260050086
801,4.564065504837603
802,4.564063746480859
803,4.564061984974166
804,4.564060220311389
805,4.564058452486974
806,4.564056681495418
807,4.56405490733149
808,4.56405312998937
809,4.564051349463139
810,4.5640495657475135
811,4.564047778836832
812,4.564045988725288
813,4.5640441954070985
814,4.5640423988761265
815,4.564040599127347
816,4.5640387961547075
817,4.564036989952698
818,4.564035180515582
819,4.564033367837467
820,4.564031551911983
821,4.564030776350249
822,4.564028953887357
823,4.564027128159755
824,4.56402529916156
825,4.564023466887035
826,4.564021631330489
827,4.564020908100792
828,4.564019065933407
829,4.564017220465738
830,4.564015371692771
831,4.5640135196083484
832,4.564011664206186
833,4.564009805480393
834,4.5640087492019905
835,4.5640068837882755
836,4.564005015033562
837,4.564004151611416
838,4.564002276125715
839,4.56400039728078
840,4.563999204168148
841,4.563998300684063
842,4.563996411670485
843,4.563994519273944
844,4.563992623488079
845,4.56399072430662
846,4.563988821723748
847,4.56398691573352
848,4.5639850063298875
849,4.563983093506
850,4.56398117725628
851,4.5639792575748706
852,4.5639773344554975
853,4.56397540789206
854,4.563973477878738
855,4.563971544409295
856,4.563969607477304
857,4.563967667076694
858,4.563965723201112
859,4.563964253719807
860,4.56396230285346
861,4.563960348493611
862,4.563958390634345
863,4.563956429269001
864,4.563954464391085
865,4.563952495994541
866,4.5639505240730625
867,4.563948548620282
868,4.563946569630332
869,4.563944587096264
870,4.563942601012098
871,4.563940611371486
872,4.563938618168052
873,4.563936621395395
874,4.563934621046764
875,4.563932974563697
876,4.563930967016356
877,4.563928955872988
878,4.563926941127962
879,4.563924922775145
880,4.563922900808533
881,4.563920875221356
882,4.563919090780756
883,4.563917057908449
884,4.5639152231953135
885,4.5639131830129225
886,4.563911139177439
887,4.563909091682803
888,4.563907040522403
889,4.563904985689417
890,4.563903119703316
891,4.563901057474153
892,4.563898991552343
893,4.56389692193156
894,4.563894848604972
895,4.563892771565995
896,4.563890690808296
897,4.563888606325373
898,4.563886518110623
899,4.563884426156912
900,4.563882330457492
901,4.56388023100562
902,4.563878127795159
903,4.563876020819604
904,4.563873910072207
905,4.563871795545665
906,4.56386967723448
907,4.563867555129208
908,4.563865429224273
909,4.563863299513083
910,4.563861165994183
911,4.56385902865126
912,4.563856887481401
913,4.56385474247806
914,4.563852593634534
915,4.563850440944397
916,4.563848284399823
917,4.563846123994561
918,4.563843959721728
919,4.563841791574089
920,4.563839619544888
921,4.563837443627399
922,4.5638352638147115
923,4.56383308009982
924,4.56383089247591
925,4.563828700935616
926,4.563826505472299
927,4.563824306078649
928,4.56382210274775
929,4.563819895472142
930,4.563817684244501
931,4.5638154690578565
932,4.563813249905258
933,4.5638110267800895
934,4.563808799675337
935,4.5638065685837885
936,4.563804333498449
937,4.56380209441244
938,4.563799851318484
939,4.563797604209509
940,4.563795353078488
941,4.563793097917609
942,4.563790838719616
943,4.563788575477618
944,4.563786308184639
945,4.563784036833557
946,4.563781761416948
947,4.563779481927564
948,4.563777198358565
949,4.563774910702339
950,4.563772618950978
951,4.563770323097732
952,4.563768023135011
953,4.563765719056015
954,4.563763410853561
955,4.563761098519896
956,4.563758782047814
957,4.563756461429845
958,4.563754136658364
959,4.5637518077261365
960,4.563749474626032
961,4.563747137349691
962,4.5637447958898525
963,4.563742450239559
964,4.563740100391302
965,4.5637377463372655
966,4.563735388069456
967,4.563733025580485
968,4.5637306588619735
969,4.563728287906632
970,4.563725912707705
971,4.563723533257944
972,4.563721149549272
973,4.563718761574259
974,4.563716369325604
975,4.563713972796018
976,4.563711571977073
977,4.56370916686163
978,4.563706757442056
979,4.563704343710911
980,4.563701926547093
981,4.563699505950419
982,4.563697046323542
983,4.563694615239433
984,4.563692179803811
985,4.563689740009007
986,4.563687231696181
987,4.563684783134555
988,4.5636823301906695
989,4.563679872856595
990,4.5636774111252745
991,4.563674944988665
992,4.563672475807978
993,4.563670000836492
994,4.563667521435528
995,4.563665037597924
996,4.563662549315389
997,4.563660056579578
998,4.563657559383099
999,4.563655057717407
1000,4.563652551574235
1001,4.563650040946677
1002,4.563647526943961
1003,4.563645007322357
1004,4.5636424831920195
1005,4.563639957371466
1006,4.563637425860749
1007,4.563634888156746
1008,4.563632345911672
1009,4.5636297991173596
1010,4.563627247765339
1011,4.563624691848385
1012,4.56362213135809
1013,4.563619566286446
1014,4.563616996625355
1015,4.563614422366469
1016,4.5636118435002615
1017,4.563609260019071
1018,4.563606671914729
1019,4.563604081211645
1020,4.563601483837509
1021,4.563598881815058
1022,4.56359627513707
1023,4.563593663794767
1024,4.563591047779276
1025,4.563588427082909
1026,4.563585803583259
1027,4.563583175793957
1028,4.563580541004475
1029,4.5635779015010876
1030,4.5635752572753585
1031,4.563572608318635
1032,4.563569954622362
1033,4.563567296177781
1034,4.5635646329765684
1035,4.563561965010703
1036,4.563559292270483
1037,4.563556614747668
1038,4.563553932433939
1039,4.5635512453206495
1040,4.563548553398955
1041,4.5635458596465845
1042,4.563543158082535
1043,4.563540451684743
1044,4.563537740445353
1045,4.563535024355065
1046,4.563532303404685
1047,4.563529577585177
1048,4.563526846888546
1049,4.5635241113057585
1050,4.563521370827955
1051,4.563518625447488
1052,4.563515875155183
1053,4.563513119942399
1054,4.563510359801019
1055,4.563507594722134
1056,4.563504824696229
1057,4.563502049715163
1058,4.563499269770306
1059,4.5634964879764475
1060,4.563493698073831
1061,4.563488053080657
1062,4.563485253077193
1063,4.5634824480650735
1064,4.5634796380352585
1065,4.563476826676433
1066,4.563474006584365
1067,4.563471181447016
1068,4.563468351255444
1069,4.563465516000207
1070,4.5634626789455
1071,4.563459833536206
1072,4.563456983036606
1073,4.563452846856293
1074,4.563449986104357
1075,4.563447129048883
1076,4.563444258053833
1077,4.563441381922635
1078,4.5634385006459555
1079,4.563435628331879
1080,4.563432736737243
1081,4.563429839970102
1082,4.56342694265984
1083,4.5634240400755886
1084,4.563420186851069
1085,4.563417269271152
1086,4.563412022629628
1087,4.563407744244513
1088,4.563404810866863
1089,4.56340187224194
1090,4.563398928360031
1091,4.563395979212224
1092,4.563393024789173
1093,4.563390065081423
1094,4.5633871000799795
1095,4.563384129774873
1096,4.5633811541560405
1097,4.563378173213827
1098,4.563375186938721
1099,4.563372195321753
1100,4.563369198353794
1101,4.56336473005755
1102,4.563361722317571
1103,4.563358715141883
1104,4.563355696632769
1105,4.563352672724004
1106,4.563349643405779
1107,4.563346614054791
1108,4.563343581025199
1109,4.563339245349116
1110,4.56333463457858
1111,4.563331577997885
1112,4.563328515950765
1113,4.563325448427156
1114,4.563322375417181
1115,4.563319302825348
1116,4.5633162241850815
1117,4.563313139505366
1118,4.563310044449723
1119,4.563306949440703
1120,4.563303843303054
1121,4.563300738372749
1122,4.563297621113954
1123,4.563294498280041
1124,4.563291369861191
1125,4.563286411759155
1126,4.563283272094193
1127,4.563280126813957
1128,4.563276975908885
1129,4.563273819368328
1130,4.56327066360677
1131,4.563267495764523
1132,4.563264322256662
1133,4.5632611430727525
1134,4.563257958202308
1135,4.563254767634594
1136,4.563251571361032
1137,4.563248369371014
1138,4.563245161655124
1139,4.563241948202666
1140,4.563238729002043
1141,4.5632355040444965
1142,4.563232279320638
1143,4.563229042818999
1144,4.563224097858973
1145,4.5632208497336455
1146,4.563217595799268
1147,4.563214336045358
1148,4.56321107046173
1149,4.563207808360225
1150,4.563202587269138
1151,4.563199304092648
1152,4.563196015044102
1153,4.563192720112542
1154,4.563189419287827
1155,4.563186112558815
1156,4.563181131162831
1157,4.563177812560874
1158,4.563174499684302
1159,4.563171169201674
1160,4.563167832762319
1161,4.563160127816058
1162,4.56315677934378
1163,4.563153424882851
1164,4.563150064423253
1165,4.563141906580152
1166,4.563136482631343
1167,4.563133115742345
1168,4.563127511758721
1169,4.563124120960696
1170,4.563118570490722
1171,4.563115167512069
1172,4.563111758447827
1173,4.563108350984986
1174,4.563104929717272
1175,4.563101502332198
1176,4.563098068818596
1177,4.563094629165785
1178,4.563091183363198
1179,4.563087731398274
1180,4.563084273259954
1181,4.56308080893815
1182,4.563077338422044
1183,4.563073875420776
1184,4.56307039248362
1185,4.563066903319172
1186,4.563063407916466
1187,4.56305990626393
1188,4.563056398350458
1189,4.563050125659333
1190,4.563046605136966
1191,4.563040528510444
1192,4.563036995339732
1193,4.563033455851573
1194,4.563029910034299
1195,4.563024076407066
1196,4.563017515682708
1197,4.5630139507143594
1198,4.563010379371258
1199,4.5630068016425245
1200,4.563003217517427
1201,4.5629996269845545
1202,4.562996030030625
1203,4.5629924386077425
1204,4.562986429429241
1205,4.562980633190344
1206,4.562975052298044
1207,4.562971422953835
1208,4.562965553918062
1209,4.562961911542646
1210,4.562955577009403
1211,4.562951921548816
1212,4.562948259552169
1213,4.562944591007163
1214,4.562940915903964
1215,4.562937234230276
1216,4.562933545973506
1217,4.56292986067612
1218,4.562926177132795
1219,4.562920006185925
1220,4.56291629143781
1221,4.562912570047453
1222,4.562908842002926
1223,4.5629051072924005
1224,4.562901365903993
1225,4.562897617826244
1226,4.562893863047556
1227,4.562890109647847
1228,4.562886341430796
1229,4.562882579912193
1230,4.562878798208946
1231,4.562875009743899
1232,4.562869024706387
1233,4.562865222646037
1234,4.562861413789025
1235,4.562857598123213
1236,4.562853787984127
1237,4.562849958662702
1238,4.562846122494522
1239,4.562842292953383
1240,4.562835130494009
1241,4.5628312736601915
1242,4.562827409931832
1243,4.562823539296147
1244,4.5628196617389
1245,4.562815777248741
1246,4.562811885813508
1247,4.562807987420561
1248,4.562804096353667
1249,4.562796170485277
1250,4.562792251083108
1251,4.562788324675013
1252,4.562784391247495
1253,4.5627776460231
1254,4.562773698471557
1255,4.5627697438603985
1256,4.562765782179618
1257,4.56275836088418
1258,4.562754384972092
1259,4.562746501679933
1260,4.562742511478399
1261,4.562738514144405
1262,4.56273450966511
1263,4.562726986626425
1264,4.562722967761339
1265,4.562716429414237
1266,4.562712396128888
1267,4.562708355633026
1268,4.56270430791195
1269,4.562700252954789
1270,4.562696190747829
1271,4.562692121279777
1272,4.562688044538251
1273,4.562683960510094
1274,4.562679869181669
1275,4.562675789054505
1276,4.562671683086915
1277,4.562663243077563
1278,4.562659122349558
1279,4.562654994254698
1280,4.56265085877958
1281,4.562646715910551
1282,4.562642565636121
1283,4.562638425055196
1284,4.562634259930352
1285,4.562627410907766
1286,4.562623230838399
1287,4.562619043296371
1288,4.562614848269333
1289,4.562610645744665
1290,4.562606435706693
1291,4.562602218143167
1292,4.5625979930403116
1293,4.562593777469443
1294,4.5625895372474705
1295,4.562585289445995
1296,4.562581034053188
1297,4.56257677105341
1298,4.562565562840241
1299,4.562561284485209
1300,4.56255699848225
1301,4.562552727146894
1302,4.5625484456173
1303,4.562544136589363
1304,4.5625398198591425
1305,4.562535495413071
1306,4.562531163237307
1307,4.562526823319442
1308,4.562522475645833
1309,4.562518120201624
1310,4.562513756972324
1311,4.562509385945055
1312,4.562505007106191
1313,4.562492811404806
1314,4.562488416786913
1315,4.562484014314235
1316,4.562479603971458
1317,4.562475185744339
1318,4.562470759619518
1319,4.562466325584209
1320,4.562461883623705
1321,4.56245743372451
1322,4.5624529758724295
1323,4.562446294628478
1324,4.562441820792914
1325,4.562433660924913
1326,4.562429171027651
1327,4.562424673104695
1328,4.562420167142459
1329,4.562415653125893
1330,4.562411131042176
1331,4.562406600877488
1332,4.562402062616703
1333,4.562394180389003
1334,4.562389625844014
1335,4.562385063158437
1336,4.562376880539712
1337,4.562372320977229
1338,4.562367733734536
1339,4.56236313829381
1340,4.562358534640156
1341,4.562353922757592
1342,4.56234930263309
1343,4.562344674250268
1344,4.562340037594111
1345,4.562335392648704
1346,4.5623269959136685
