t,tau,S,m1,m2,L1,L2,L,Sdot_labels,Sdot_data,Ldot_labels,strong_mass,strong_theta_mean_deg,strong_theta_std_deg,strong_theta_q05_deg,strong_theta_q25_deg,strong_theta_q50_deg,strong_theta_q75_deg,strong_theta_q95_deg,strong_psi_mean_deg,strong_inactive_frac@-85.0,weak_mass,weak_theta_mean_deg,weak_theta_std_deg,weak_theta_q05_deg,weak_theta_q25_deg,weak_theta_q50_deg,weak_theta_q75_deg,weak_theta_q95_deg,weak_psi_mean_deg,weak_inactive_frac@-85.0,strip0.01@-85.0,strip0.03@-85.0,strip0.1@-85.0,E@-85.0,D1@-85.0,D2@-85.0,D1_strong_radial@-85.0,D1_strong_inrot@-85.0,D1_strong_outrot@-85.0,D1_strong@-85.0,D1_weak_radial@-85.0,D1_weak_inrot@-85.0,D1_weak_outrot@-85.0,D1_weak@-85.0,D1_other_radial@-85.0,D1_other_inrot@-85.0,D1_other_outrot@-85.0,D1_other@-85.0,D2_strong_radial@-85.0,D2_strong_inrot@-85.0,D2_strong_outrot@-85.0,D2_strong@-85.0,D2_weak_radial@-85.0,D2_weak_inrot@-85.0,D2_weak_outrot@-85.0,D2_weak@-85.0,D2_other_radial@-85.0,D2_other_inrot@-85.0,D2_other_outrot@-85.0,D2_other@-85.0
0.0,0.0,2.000000000000001e-06,5.000000000000004e-07,4.999999999999986e-07,0.5024994975001246,0.22472199750005492,0.36361074750008976,6.544996727499986e-06,6.5449967274999965e-06,-2.7191238539452904e-06,5.000000000000003e-07,-8.470329472542999e-15,25.980759016384784,-40.52197265625013,-22.521972656250846,-0.02197265625176767,22.47802734374958,40.478027343750625,-8.470329472542999e-15,0.4443359375,5.000000000000003e-07,0.0,25.98075901638478,-40.52197265625011,-22.521972656250842,-0.021972656251740913,22.478027343749577,40.478027343750625,0.0,1.0,0.006347656249999998,0.01904296875,0.063720703125,0.49999950000012505,-1.4896476946231976e-07,4.570814037055305e-10,-3.862324017315511e-07,1.538760593289824e-07,1.538760593289824e-07,-7.84802830735863e-08,-0.0,-0.0,-0.0,0.0,-3.1605969087344166e-07,1.2278760224235409e-07,1.2278760224235409e-07,-7.048448638873349e-08,-3.5622413264876984e-12,2.276057790226556e-10,2.276057790226556e-10,4.516493167188235e-10,-0.0,-0.0,-0.0,0.0,-1.4724488419409694e-14,2.723405739828456e-12,2.723405739828457e-12,5.4320869912375025e-12
0.01,0.09,2.0679655580349182e-06,5.47272545368292e-07,5.205821657015189e-07,0.5024994500814604,0.22472198824027692,0.3636107191608686,7.055102441893089e-06,7.055102441893114e-06,-2.952072503985975e-06,5.521464488251719e-07,0.029939734112960824,25.71813235408862,-40.28372401746518,-22.02465929494802,-0.09273740038470496,22.11880184582549,40.326619760053184,0.02993973195137376,0.44217903697758787,5.202201435539968e-07,-0.048508675723221414,25.99955646158434,-40.63023282144572,-22.688650625421666,0.1926690078666205,22.370027297778364,40.40102687776313,-0.04850867351082186,1.0,0.0065574842277754605,0.019672307089607925,0.06531072452043542,0.49999949847813036,-1.5647705061588155e-07,5.173490507370921e-10,-4.2070585964152086e-07,1.6733017679926734e-07,1.6733017885175708e-07,-8.604550399049644e-08,-0.0,-0.0,-0.0,0.0,-3.1828366195436616e-07,1.2392605646241425e-07,1.2392605886656695e-07,-7.0431546625385e-08,-4.043539898052572e-12,2.5798240448334726e-10,2.579824855686637e-10,5.119213501539583e-10,-0.0,-0.0,-0.0,0.0,-1.4716568607352154e-14,2.721209350409045e-12,2.7212078071944864e-12,5.42770058899618e-12
0.02,0.18,2.141247997308243e-06,5.990145076754591e-07,5.420116873915829e-07,0.5024993981810946,0.2247219785960051,0.3636106883885498,7.609003865993464e-06,7.609003865993462e-06,-3.2060536697453077e-06,6.098220276470669e-07,0.07506782693389158,25.470865368323064,-40.063297678522055,-21.520906790405988,-0.14152567785892342,21.784537473852684,40.209450336676525,0.07506781801524018,0.44073933187908704,5.408308161794615e-07,-0.07121558409297482,26.000352310547164,-40.690377993397504,-22.809933576578636,0.4332816962000355,22.26910643241303,40.32348398477765,-0.07121557506743054,1.0,0.006650427865014646,0.020223985194220206,0.06733280158765964,0.4999994968795186,-1.6442112173311263e-07,5.856927034600795e-10,-4.58006905906919e-07,1.818533491867846e-07,1.8185335369456132e-07,-9.43002030255731e-08,-0.0,-0.0,-0.0,0.0,-3.1900469596897506e-07,1.244418862044923e-07,1.24441891056943e-07,-7.012091870753977e-08,-4.5901246424812825e-12,2.924296802950793e-10,2.924298703010758e-10,5.802694259536738e-10,-0.0,-0.0,-0.0,0.0,-1.4708662210947082e-14,2.7189946783685276e-12,2.718991496648908e-12,5.423277512806489e-12
0.03,0.27,2.2203047754513155e-06,6.556484613438602e-07,5.643234542079516e-07,0.5024993413753467,0.22472196855108192,0.3636106549632143,8.210659534082334e-06,8.210659534082341e-06,-3.483015202579108e-06,6.724224017154163e-07,0.13260053368991698,25.19095805221166,-39.783646683091625,-20.974934562769153,-0.1722390778673842,21.432756988880158,40.04824836334869,0.13260051299056125,0.43891684964787364,5.623832705741049e-07,-0.11333604038189503,26.009255225085262,-40.78667509154205,-22.954559777484896,0.6533379313568161,22.153097037680922,40.240884113430106,-0.1133360196692389,1.0,0.006892541075563349,0.020821015780623463,0.06925974663842697,0.49999949519991943,-1.7282508018960971e-07,6.631818023260345e-10,-4.96815608635416e-07,1.9688275667693213e-07,1.9688276406619731e-07,-1.0305008789228662e-07,-0.0,-0.0,-0.0,0.0,-3.1955898648647173e-07,1.2489199342383017e-07,1.2489200076531815e-07,-6.97749922973234e-08,-5.210862648731732e-12,3.314867558221586e-10,3.3148709165330535e-10,6.577629848267323e-10,-0.0,-0.0,-0.0,0.0,-1.4700769741723822e-14,2.7167615982079757e-12,2.716756677017655e-12,5.418817505483907e-12
0.04,0.36,2.3056347420215862e-06,7.176369359889412e-07,5.875537917415538e-07,0.5024992792004791,0.22472195808865203,0.36361061864456556,8.864394771702981e-06,8.864394771703003e-06,-3.785087467050086e-06,7.409590100885421e-07,0.20150441546397982,24.90394269921543,-39.48380047377338,-20.41040100346133,-0.18686471334927476,21.0846893867992,39.882332512716644,0.2015043775036416,0.43723957771732097,5.846303423719256e-07,-0.15196500201197966,26.0131915138006,-40.87679598864764,-23.087641913752424,0.874509540012539,22.033517058331274,40.15564874657969,-0.15196496443265467,1.0,0.007154971408824139,0.021510133415138955,0.07150423193606095,0.4999994934346818,-1.8171913172004295e-07,7.510405494911702e-10,-5.378706201555196e-07,2.1271390427634127e-07,2.1271391501433057e-07,-1.1244280086484766e-07,-0.0,-0.0,-0.0,0.0,-3.1922431868982937e-07,1.2497398899105507e-07,1.2497399884357902e-07,-6.927633085519531e-08,-5.915820383412132e-12,3.7577076096774803e-10,3.757712886096585e-10,7.456262291939944e-10,-0.0,-0.0,-0.0,0.0,-1.4692891724816916e-14,2.714509980278376e-12,2.714503212620136e-12,5.414320301173695e-12
0.05,0.45,2.397781975716992e-06,7.854861944901334e-07,6.117405211461409e-07,0.5024992111489096,0.22472194719113014,0.3636105791700199,9.574936071683172e-06,9.574936071683155e-06,-4.114600532683119e-06,8.156738537130037e-07,0.297001265045916,24.599809862697708,-39.12454081642484,-19.80723563867792,-0.1732975952880826,20.748241417400767,39.71359021110817,0.2970012038768537,0.4358538070538728,6.075851154887751e-07,-0.18671619483560709,26.012040003695382,-40.96047364354932,-23.20839697121152,1.0959319669912724,21.91070176270277,40.06791068895424,-0.18671613487510155,1.0,0.007336427451130636,0.022211782943199247,0.07393043996502248,0.49999949157885526,-1.911357421762869e-07,8.506572612027639e-10,-5.80438667900411e-07,2.2902671005540592e-07,2.2902672462354567e-07,-1.2238523322145943e-07,-0.0,-0.0,-0.0,0.0,-3.187508766784486e-07,1.2500017766669066e-07,1.250001900569302e-07,-6.875050895482772e-08,-6.716422978286941e-12,4.259815606439737e-10,4.259823379055279e-10,8.452474755712147e-10,-0.0,-0.0,-0.0,0.0,-1.4685028701785082e-14,2.7122396930176275e-12,2.7122309654844234e-12,5.409785629800267e-12
0.06,0.54,2.497339981298808e-06,8.597503683266062e-07,6.369230206713846e-07,0.5024991366650658,0.2247219358401677,0.36361053625261675,1.0347448708498845e-05,1.0347448708498826e-05,-4.474102988975898e-06,8.977429373402574e-07,0.383736733593759,24.301097778264143,-38.78408123118733,-19.216785615257947,-0.1634483192843244,20.406531027867956,39.53819616934764,0.3837366427115273,0.43441844571733373,6.312603024875613e-07,-0.2171999627363429,26.00566738751687,-41.03742063510507,-23.31600051423204,1.3167886843297425,21.78497423544172,39.97779863605836,-0.21719987451177836,1.0,0.007644587056071912,0.022960324422530674,0.07670819733024818,0.49999948962716667,-2.0110982008457366e-07,9.636033612675304e-10,-6.261327638491513e-07,2.4647939408735614e-07,2.4647941303785926e-07,-1.3317395672393595e-07,-0.0,-0.0,-0.0,0.0,-3.1654336514393316e-07,1.243037434419836e-07,1.2430375834131184e-07,-6.793586336063774e-08,-7.625634553448066e-12,4.829113416447397e-10,4.829124409639803e-10,9.58198148055272e-10,-0.0,-0.0,-0.0,0.0,-1.4677181215337955e-14,2.7099506045567447e-12,2.7099397969276492e-12,5.405213220269056e-12
0.07,0.6300000000000001,2.604956280112261e-06,9.410359839783964e-07,6.631422897133431e-07,0.5024990551408475,0.2247219240166169,0.3636104895787322,1.1187577896751489e-05,1.1187577896751538e-05,-4.866382537099963e-06,9.875822685924412e-07,0.5099412040903452,23.99855400760552,-38.381915109362645,-18.589253450007405,-0.11740064926257349,20.100275433259863,39.39939222043102,0.5099410765247369,0.4329861704650858,6.552880082867056e-07,-0.21705621301172656,25.979095528210564,-41.062909372590966,-23.367712230059723,1.5607553470560727,21.668877632702042,39.8883180758822,-0.21705609015623462,1.0,0.007797940116498561,0.02393118330340635,0.07968601744663574,0.499999487573998,-2.1167895521690888e-07,1.0916738012079143e-09,-6.733953138575343e-07,2.6440528014645433e-07,2.644053039987754e-07,-1.4458472971230449e-07,-0.0,-0.0,-0.0,0.0,-3.141782638009622e-07,1.2354201044342984e-07,1.2354202785292732e-07,-6.709422550460506e-08,-8.658161715759414e-12,5.474647526602327e-10,5.474662711047546e-10,1.086272862049228e-09,-0.0,-0.0,-0.0,0.0,-1.4669348170332156e-14,2.7078106777717117e-12,2.7077978381182604e-12,5.40093916771964e-12
0.08,0.72,2.721337431294225e-06,1.030006917369805e-06,6.904410155564416e-07,0.5024989659106589,0.22472191170049374,0.3636104388055763,1.2101493828437167e-05,1.210149382843719e-05,-5.294488526237327e-06,1.0854557446724866e-06,0.6231913304958098,23.68078631349179,-37.96101719142924,-17.96670936663858,-0.08011686252623267,19.769875002190716,39.21579354744086,0.623191158580055,0.4318755573707503,6.804165809384986e-07,-0.23722647116092135,25.9614817709045,-41.12499021402364,-23.44496341081404,1.7782768685038188,21.53840731915672,39.79394110435806,-0.23722630698942218,1.0,0.008229552588044508,0.02469144117897653,0.08286320362892526,0.49999948541336003,-2.2288357596303993e-07,1.236882699983741e-09,-7.230710511503568e-07,2.8313924344194795e-07,2.8313927278525596e-07,-1.5679253492315302e-07,-0.0,-0.0,-0.0,0.0,-3.108312900322087e-07,1.2237011455614957e-07,1.2237013443617206e-07,-6.609104103988707e-08,-9.830683458480424e-12,6.206573213970656e-10,6.20659367128261e-10,1.2314860050668463e-09,-0.0,-0.0,-0.0,0.0,-1.4661527083889987e-14,2.7056857989286524e-12,2.7056706481866833e-12,5.396694920031446e-12
0.09,0.8099999999999999,2.8472545242598985e-06,1.127389816859799e-06,7.188636427422101e-07,0.5024988682459735,0.2247218988709387,0.3636103835584561,1.3095940955314045e-05,1.3095940955314101e-05,-5.761756618374587e-06,1.1917190109522705e-06,0.7374093195429916,23.339492190599938,-37.48386096216922,-17.33373430997575,-0.04034568160774185,19.424436800240954,38.98986411064193,0.7374090949841005,0.4307542391333003,7.067288357740215e-07,-0.27910438160520956,25.953698089958735,-41.22468217761447,-23.55105519314022,1.9685467188062777,21.393353491054892,39.694446086155466,-0.2791041690339297,1.0,0.008588242406949055,0.025783300268265853,0.08632373999622818,0.4999994831388658,-2.347672020016648e-07,1.4014995172779359e-09,-7.743112889859493e-07,3.0230779100841235e-07,3.0230782639302785e-07,-1.6969567158450907e-07,-0.0,-0.0,-0.0,0.0,-3.073735738428543e-07,1.2115101054471845e-07,1.2115103288098037e-07,-6.507153041715542e-08,-1.1162107885074678e-11,7.036332481691705e-10,7.036359619018319e-10,1.396107102185928e-09,-0.0,-0.0,-0.0,0.0,-1.4653718396410934e-14,2.7035432103807534e-12,2.7035256071577087e-12,5.392415099142051e-12
