S0,t_cross,t,main_mass,main_share_of_strong,main_theta,main_psi,main_f2_at_e1,main_f1_at_e2,main_f1_at_probe,main_f2_at_probe,bridge_mass,bridge_share_of_strong,bridge_theta,bridge_psi,bridge_f2_at_e1,bridge_f1_at_e2,bridge_f1_at_probe,bridge_f2_at_probe,weak_mass,weak_theta,weak_psi,weak_f2_at_e1,weak_f1_at_e2,weak_f1_at_probe,weak_f2_at_probe,probe_e1,probe_e2,main_thetadot_c1,main_psidot_c1,main_thetadot_c2,main_psidot_c2,main_a_dot_probe,main_b_dot_probe_residual
2e-08,6.046570034610728,6.0,0.9504748460502052,0.9464790759466963,1.1003117915555116,-2.542011031453983,-0.042143635842434045,0.01845078647903602,0.06454578499926401,-0.0031967251033687624,0.05374687443475338,0.05352092405330363,11.592367129641598,9.438908916836755,0.008016749230152925,0.01003201177506024,0.0,0.0,0.9906297785356323,88.3076231971491,92.50887413977883,0.028622892116026113,-0.043831224448405454,0.0,0.0,0.022609959104092636,-0.992997970761871,-0.00014017891226218517,-0.018192077945981325,0.016690741304761385,0.0009612224706793586,0.06799885091940568,0.06661651274772742
2e-07,5.461203053220092,5.5,0.9296464653691326,0.9249521784111727,0.6365175447451629,-3.2732900687941293,-0.053062366030833426,0.012611468065665188,0.07055750381097636,-0.00453395265588021,0.07542870183142847,0.0750478215888273,13.261214479767773,11.46383405941626,0.013409278396196368,0.015769391371639272,0.0,0.0,0.9945513240292629,87.95800259946357,92.4924765845346,0.034060141322659956,-0.04430583799927207,0.0,0.0,0.016598252464804772,-0.9916607229746179,-0.00016578986768124752,-0.016273893517696026,0.017763714024548568,0.0005960764470301967,0.0760655033203298,0.07317130072180147
2e-06,4.864071159454033,4.75,0.9146191573582982,0.909788943080513,-0.2619081926358371,-4.062058260514368,-0.06474361415581543,0.007656624345756306,0.08356117670007869,-0.006688909339204347,0.09069000177638012,0.09021105691948704,15.71222172710575,14.682524979822364,0.020171765972057644,0.021798231998842114,0.0,0.0,0.9879830343617719,87.60645496977588,92.24474237010166,0.038635245320488044,-0.040802793238319035,0.0,0.0,0.0035947011761987696,-0.989505562047194,-0.00020914473723569662,-0.018543961744797718,0.018139249070648174,0.0008905450683623365,0.09167785955132257,0.07364158380273217
2e-05,4.26403471320733,4.25,0.9012965490053126,0.8959261608481186,-1.026859522221339,-5.413098140339619,-0.08490557099277733,0.005816655729310635,0.09401840455246935,-0.010004344564770189,0.10469768176043501,0.10407383915188133,18.008493627918547,17.76599894563884,0.02755921824276676,0.02800222080504752,0.0,0.0,0.9957875134869015,86.81215687681222,92.14757731198388,0.05090943111935095,-0.04094598823303414,0.0,0.0,-0.006861316555860711,-0.9861880527687578,-0.00025571015033624224,-0.015599806648961398,0.01912372021566296,0.00046776898557252753,0.10494819796064118,0.08613009082473407
0.0002,3.6752345191252322,3.75,0.8863836237562921,0.879438207485972,-1.7706856846826429,-6.996279830406221,-0.1076921111098125,0.004713636351919085,0.10338843119699476,-0.01425342727576738,0.12151393653981435,0.12056179251402817,20.041840016631305,20.648978661365735,0.036495725063194255,0.035212191151684204,0.0,0.0,1.0026595774263822,85.95910340396878,92.17854643581785,0.06405763877001694,-0.043596644934298066,0.0,0.0,-0.016219307614493514,-0.9819178167665084,-0.00032866742284248893,-0.013191302128840385,0.019438478192942123,0.00021906484949899525,0.11782913308794357,0.10336128871434296
0.002,3.1083998665848194,3.0,0.8642489562726234,0.8543038769590741,-2.6353588601232962,-8.512628537619968,-0.127345344273591,0.003726329304415873,0.11296564182523991,-0.019183597829408337,0.14739219341868917,0.14569612304092583,21.669099146292044,22.876125058220538,0.04848766886330406,0.045389064900075826,0.0,0.0,0.9973284769582709,85.52371743421686,92.18875664892643,0.0714104618335037,-0.04552585682247472,0.0,0.0,-0.025677740931321247,-0.9767689999826732,-0.0005007443246505864,-0.016183177860937828,0.01584354646205672,0.0003550458159290554,0.13277064699483573,0.11891178960166834
