time,phi_true_root_deg,spread_q05_deg,spread_q50_deg,spread_q95_deg,spread_90_width_deg
5.24,84.57308115000842,-2.028717979538385,3.187714954121361,3.754866837741787,5.783584817280172
5.25,84.57308084483253,-2.0254117721623857,3.181599153976606,3.749307022472891,5.774718794635277
5.260000000000001,84.57308115000819,-2.0221158845514537,3.175503900160521,3.743766214332652,5.765882098884106
5.2700000000000005,84.5730808448323,-2.018829062446571,3.1694269245319333,3.7382375498370095,5.75706661228358
5.28,84.57308115000797,-2.0155525475949787,3.163372860622303,3.7327254133005,5.748277960895479
5.29,84.57308084483208,-2.0122850739563773,3.1573430673019516,3.727237445196238,5.739522519152615
5.3,84.57308115000774,-2.00902780344623,3.1513350361056496,3.721766684610202,5.730794488056432
5.3100000000000005,84.57308084483185,-2.0057794798426585,3.14534952694396,3.7163069909718445,5.722086470814503
5.32,84.56117746348409,-1.9906375816056538,3.1512862860689097,3.7227682165603255,5.713405798165979
5.33,84.56117776865975,-1.9874088542856043,3.1453413226731755,3.7173377492944724,5.704746603580077
5.34,84.56117746348386,-1.984188985631846,3.1394186493674283,3.7119272090460242,5.69611619467787
5.3500000000000005,84.56117776865952,-1.9809791022501315,3.133508093114642,3.7065341505961555,5.687513252846287
5.36,84.56117746348363,-1.9777779185823192,3.1276164894244403,3.701152075957509,5.678929994539828
5.37,84.56117776865929,-1.9745865677447227,3.1217421630252318,3.695783577110433,5.670370144855156
5.38,84.5611774634834,-1.9714037795727108,3.1158880618432363,3.690431785617534,5.661835565190245
5.390000000000001,84.56117776865906,-1.9682307193591555,3.1100555686871303,3.6850922337116288,5.653322953070784
5.4,84.56117746348318,-1.9650661181903502,3.104246772499067,3.6797723108263654,5.6448384290167155
5.41,84.56117776865884,-1.961911153629103,3.0984603550004124,3.6744691069380053,5.636380260567108
5.42,84.53451303477198,-1.932100172025713,3.119356435047166,3.695850037530363,5.627950209556076
5.430000000000001,84.53451272959609,-1.9289626206926016,3.113607719014425,3.690588831373219,5.619551452065821
5.44,84.53451303477175,-1.9258346786247387,3.107878613804729,3.6853426558675437,5.611177334492282
5.45,84.53451272959586,-1.9227150770958303,3.102172300919392,3.6801116538173915,5.602826730913222
5.46,84.53451303477152,-1.9196050159701485,3.096485616757377,3.6748957620308147,5.594500778000963
5.470000000000001,84.53451272959563,-1.9165032440568552,3.090816723857756,3.669693723529406,5.586196967586261
5.48,84.5345130347713,-1.9134109531183583,3.085165249041154,3.664512307696242,5.5779232608146
5.49,84.5345127295954,-1.9103268908004907,3.079532101266352,3.65934968760007,5.569676578400561
5.5,84.53451303477107,-1.9072521855101456,3.073919980467764,3.654207229524559,5.5614594150347045
5.510000000000001,84.51701211924362,-1.8866849369183,3.085828344829281,3.6665848977527844,5.5532698346710845
5.5200000000000005,84.51701181406773,-1.8836269298179786,3.080254780801056,3.661479572112114,5.545106501930093
5.53,84.51701211924339,-1.8805781277109759,3.0746989955497384,3.656386799875861,5.536964927586837
5.54,84.5170118140675,-1.8775372604730478,3.0691615110745545,3.651305532424942,5.52884279289799
5.55,84.51701211924316,-1.8745055264478196,3.063641964053403,3.6462432517575394,5.520748778205359
5.5600000000000005,84.51701181406727,-1.8714816701773884,3.05813729366713,3.641200558076548,5.5126822282539365
5.57,84.51701211924293,-1.8684668522136008,3.0526528328469738,3.6361750371245876,5.504641889338188
5.58,84.51701181406705,-1.8654598076788034,3.0471897312898477,3.6311688461562994,5.496628653835103
5.59,84.51701211924271,-1.8624617577344509,3.041745420661556,3.6261748316501894,5.48863658938464
5.6000000000000005,84.51701181406682,-1.8594714580747222,3.0363213993488216,3.6211993252836123,5.480670783358335
5.61,84.51701211924248,-1.8564901038049584,3.0309151441240374,3.616238001010146,5.472728104815104
5.62,84.50219919199628,-1.8387038392446584,3.040342171004852,3.626105924413366,5.464809763658025
5.63,84.5021988868204,-1.8358050679369455,3.034975615525582,3.6211761432288085,5.456981211165754
5.640000000000001,84.50219919199606,-1.8329338283841707,3.0296264563788498,3.616263863933767,5.449197692317938
5.65,84.50219888682017,-1.8300700546911344,3.024293756290888,3.611371852455278,5.441441907146412
5.66,84.50219919199583,-1.8272148712145508,3.018977420850746,3.6064962994860252,5.433711170700576
5.67,84.50219888681994,-1.8243670232710087,3.0136814423411806,3.601635187424506,5.426002210695515
5.680000000000001,84.5021991919956,-1.8215277146843505,3.0084038496360677,3.5967858276051174,5.418313542289468
5.69,84.50219888681971,-1.8186956923145203,3.0031428293125373,3.591953127100595,5.410648819415115
5.7,84.50219919199537,-1.815872168860352,2.997898664573711,3.5871338102024026,5.403005979062755
5.71,84.50219888681949,-1.8130558798385437,2.992673263320569,3.5823267403492594,5.395382620187803
5.720000000000001,84.50219919199515,-1.8102479760288759,2.9874621973527837,3.5775339534814634,5.387781929510339
5.73,84.48326517099895,-1.788513463612162,3.0012006110587777,3.5916930782660756,5.380206541878238
5.74,84.48326486582306,-1.7857203612076091,2.996021636604297,3.586932871757085,5.372653232964694
5.75,84.48326517099872,-1.7829355100222983,2.990857025720061,3.582187846185519,5.3651233562078176
5.760000000000001,84.48326486582283,-1.7801576190440187,2.9857096198505246,3.5774619202440476,5.357619539288066
5.7700000000000005,84.4832651709985,-1.7773878635411222,2.980579566319875,3.5727460470948245,5.350133910635947
5.78,84.4832648658226,-1.7746249900961288,2.9754626434040006,3.568045353938942,5.342670344035071
5.79,84.48326517099827,-1.7718702085901157,2.9703605710860757,3.5633560945283875,5.335226303118503
5.800000000000001,84.48326486582238,-1.769122293433611,2.965273616804808,3.5586802669151325,5.3278025603487436
5.8100000000000005,84.48326517099804,-1.7663824136041057,2.9602021991624383,3.5540185387305314,5.320400952334637
5.82,84.48326486582215,-1.7636493057455596,2.9551471547624715,3.5493749301759294,5.313024235921489
5.83,84.48326517099781,-1.760924188789403,2.9501077500174233,3.5447423233172515,5.305666512106654
5.84,84.48326486582192,-1.7582058906811255,2.945084494816115,3.5401222924216427,5.298328183102768
5.8500000000000005,84.47021341318509,-1.7424438507892432,2.953126548428372,3.5485693577221014,5.291013208511345
5.86,84.47021371836075,-1.7397409121598457,2.9481324779628153,3.5439780049556475,5.283718917115493
5.87,84.47021341318487,-1.7370446444728316,2.9431546040058834,3.5393994184069584,5.27644406287979
5.88,84.47021371836053,-1.7343562312124163,2.938191722780317,3.5348329972537726,5.269189228466189
5.890000000000001,84.47021341318464,-1.731674486508382,2.9332457471814735,3.5302815095581934,5.261955996066575
5.9,84.4702137183603,-1.72900061008977,2.928316164915998,3.525742521637426,5.254743131727196
