time,psi_deg,phi_W_true_root_deg,d1,d2,loss_full,loss_reduced,edot_full,edot_reduced_continuous,M1_11,M2_11,dM1_11,dM2_11,M1_12,M2_12,dM1_12,dM2_12,M1_21,M2_21,dM1_21,dM2_21,M1_22,M2_22,dM1_22,dM2_22,p1_m11,p1_m12,p1_m21,p1_m22,p2_m11,p2_m12,p2_m21,p2_m22,term_sum,term_sum_minus_edot_reduced
1.08,176.0,86.4310181617737,0.0,1.0,0.49990732814859457,0.49700549948183675,-9.234558562885323e-05,-0.014668192451802217,0.40854709399217287,0.0031804271669876134,2.0386022338848866,0.015580268224811154,0.00895753319473717,0.0012828145037878293,0.03944719573434379,0.0059919682582693975,0.008047664854430661,0.001289088137809862,0.03072473038152227,0.006064273866485084,0.000429182330337819,0.0028489915832903023,0.0012037874598846967,0.011311240610633044,-0.0,0.0,0.0,-0.0,-0.015456535182822834,0.00041567169214227936,0.0004285689925511842,-5.589795367284846e-05,-0.014668192451802219,-1.734723475976807e-18
1.09,176.0,86.99375894546498,0.0,1.0,0.49990638874904936,0.49685830288236116,-9.560164255755408e-05,-0.01475549534072757,0.42902196018896976,0.0033368282797837955,2.0543305758267465,0.01568384512044252,0.009351479499390093,0.0013432612645851816,0.03929100394892397,0.006094912186098493,0.008351605917229285,0.0013503027953420453,0.030008822193426238,0.0061765347573581805,0.00044118289367583324,0.002964311090225356,0.0011952518987008824,0.011759914207740377,-0.0,0.0,0.0,-0.0,-0.015556914442879514,0.0004227485237871345,0.00043682928472875415,-5.815870636394169e-05,-0.014755495340727568,1.734723475976807e-18
1.1,176.0,87.37359933853125,0.0,1.0,0.4999054161238681,0.4967105388645554,-9.899868677092654e-05,-0.014780505639148206,0.44961376719003554,0.0034939496294361465,2.0618304170191903,0.01572308980483078,0.009742936871562425,0.0014046834555606375,0.03894663662312707,0.006186803123542212,0.008647499760412982,0.0014125913863256196,0.029113467130318864,0.006278794535869511,0.0004530812039857537,0.0030842033753879445,0.0011833088877876842,0.01222608458196724,-0.0,0.0,0.0,-0.0,-0.015593450307664484,0.0004290563663282936,0.000444398316878777,-6.0510014690792645e-05,-0.014780505639148208,-1.734723475976807e-18
1.11,176.0,87.65736856460535,0.0,1.0,0.49990440892004434,0.49656283519945515,-0.00010251579940722663,-0.014742428858258131,0.4702395029919013,0.0036511426722338784,2.0609805401493326,0.015697143669901152,0.010130029653911892,0.0014669693934896788,0.03841573233804256,0.006267443079109423,0.008933577585605819,0.0014758534390427337,0.028044431517459868,0.006371073544171333,0.0004648440663016097,0.00320884704586041,0.001168149084877971,0.012710496927114932,-0.0,0.0,0.0,-0.0,-0.015565330663406382,0.00043458211068961425,0.00045127543447753496,-6.295574001890021e-05,-0.014742428858258133,-1.734723475976807e-18
1.12,176.0,87.89064645767164,0.0,1.0,0.49990336585890377,0.49641582245340216,-0.00010617572774854564,-0.014641534401631188,0.4908156060524538,0.0038077555666500467,2.0517946154345905,0.015606229366775588,0.010510890463219163,0.0015300062390599428,0.03769779291606567,0.006336800999430053,0.009208142385444715,0.0015399892658069948,0.026810323490597348,0.0064533530174940784,0.00047644028597058284,0.0033384282173311163,0.0011499830439412734,0.013213903187379417,-0.0,0.0,0.0,-0.0,-0.015472816004697004,0.00043932424671402323,0.0004574571349399108,-6.5499778588117e-05,-0.014641534401631186,1.734723475976807e-18
1.1300000000000001,176.0,88.0331125831598,0.0,1.0,0.49990228545683996,0.49627012350877253,-0.00010998418029080061,-0.014479087571699896,0.5112593153381084,0.0039631437954736545,2.0344206042276385,0.01545159793800258,0.01088367378628203,0.0015936816230695035,0.036799128037249225,0.006395006007491584,0.009469596560795658,0.0016048991178178992,0.025422409572211566,0.006525785137494241,0.0004878415649824072,0.003473140771943949,0.0011291618172256128,0.013737106955054097,-0.0,0.0,0.0,-0.0,-0.015317185629467319,0.00044329237596678556,0.00046295196423168573,-6.814628243104496e-05,-0.014479087571699894,1.734723475976807e-18
1.1400000000000001,176.0,88.1809168434136,0.0,1.0,0.4999011662662737,0.4961263438544371,-0.00011393955831885195,-0.01425731721601829,0.5314899932004262,0.00411668034103414,2.009135824905022,0.015235505423485946,0.011246642680044636,0.0016578852470471085,0.03573382245498492,0.0064423428588503955,0.009716467349314856,0.001670486792464137,0.023894379199984994,0.006588805868258044,0.0004990230368240653,0.003613186803415013,0.0011060608458774803,0.014280945517772155,-0.0,0.0,0.0,-0.0,-0.01510071313119257,0.00044650687879502817,0.0004677886097936575,-7.089957341440428e-05,-0.01425731721601829,0.0
1.1500000000000001,176.0,88.2974192237846,0.0,1.0,0.4999000067607308,0.49598506209520477,-0.00011804354047289823,-0.01397935271213756,0.5514303768433562,0.004267765415545782,1.9763376952482092,0.014961135787581034,0.011598162940135649,0.001722510392531345,0.03451050121890699,0.006479245082254668,0.009947429119299456,0.0017366600022516681,0.022241909261682773,0.00664293537314487,0.0005099636672846361,0.0037587769503825987,0.001081059923399407,0.014846293199587034,-0.0,0.0,0.0,-0.0,-0.014826588787028206,0.0004489984217225206,0.0004720018132132142,-7.376416004508522e-05,-0.013979352712137558,1.734723475976807e-18
1.1600000000000001,176.0,88.39309335708526,0.0,1.0,0.4998988054550281,0.49584682158266485,-0.00012230624108242164,-0.013649127197350848,0.571007717721259,0.0044158352255485485,1.9365306663409227,0.014632498215245662,0.011936714647391182,0.0017874553486013451,0.033138858796490714,0.006506277076774698,0.010161320940947967,0.001803332972961827,0.02048219117215149,0.006688709695702434,0.0005206463415927648,0.003910130780478464,0.0010545040540772387,0.015434060855133661,-0.0,0.0,0.0,-0.0,-0.014498816725576201,0.00045080670120927873,0.0004756275646626423,-7.674473764656951e-05,-0.01364912719735085,-1.734723475976807e-18
1.1700000000000002,176.0,88.4749479103078,0.0,1.0,0.4998975608391259,0.4957121229877123,-0.00012670981115581395,-0.013271216464917798,0.5901547745942769,0.004560369586040528,1.8903099192192205,0.014254289987369967,0.01226088335788115,0.0018526245885834424,0.031635458136204435,0.006524113273511746,0.010357159123109867,0.0018704263573609166,0.018633432817567797,0.006727044376083477,0.0005310579731725288,0.00406747719524904,0.0010268890378325617,0.016045204549333912,-0.0,0.0,0.0,-0.0,-0.014122078214021153,0.00045197898663019103,0.0004787289943155146,-7.984623184234932e-05,-0.013271216464917796,1.734723475976807e-18
1.1800000000000002,176.0,88.55191659927254,0.0,1.0,0.4998962714154163,0.4955814183094109,-0.00013127087829393225,-0.0128507619000038,0.6088106333318681,0.004700898230209279,1.838343269730248,0.013831780342966686,0.012569429930258386,0.0019179298341978823,0.03001735213314016,0.006533524002179612,0.010534145565741775,0.0019378691735662864,0.01671446141935705,0.0067587028880776645,0.0005411900461111793,0.004231054764899197,0.0009986901636063288,0.01668070052166912,-0.0,0.0,0.0,-0.0,-0.01370161599604068,0.00045256913068402886,0.0004813586420248179,-8.307367667196589e-05,-0.0128507619000038,0.0
