time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error,frozen_gate_relative_rms_error_cluster1,frozen_gate_relative_rms_error_cluster2
1.4400000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1.4500000000000002,0.605,0.00080125,0.0007017286238706225,6.930206792642967e-07,6.569220242887805e-08,1.3849218482793656e-05
1.46,0.65,0.0015975,0.0013706546557013949,2.1256865199567666e-06,2.0778139065024293e-07,4.23942143814452e-05
1.47,0.665,0.0024324999999999998,0.002035692889349988,4.199547597600506e-06,4.246669172439733e-07,8.357135963484865e-05
1.48,0.67,0.00324375,0.0027639301030863593,6.953043867082077e-06,7.150387969918524e-07,0.00013806590424396404
1.49,0.67,0.004127500000000001,0.003465823746497058,1.048040139679493e-05,1.0798097803151487e-06,0.000207658364536704
1.5,0.675,0.005,0.00413497710656176,1.4740275603341001e-05,1.5245686404886276e-06,0.0002913802543167634
1.51,0.68,0.0058575,0.004797601725887997,1.9800527298585604e-05,2.0514005427055387e-06,0.00039043892228397516
1.52,0.685,0.006781250000000001,0.005534462854896641,2.5614420198511117e-05,2.6667921260720783e-06,0.0005037238400893337
1.53,0.695,0.007668750000000002,0.006309892822155706,3.218972413842429e-05,3.3809294862070095e-06,0.0006311880640835776
1.54,0.7,0.008545,0.007093431396267052,3.958669851909754e-05,4.196908919286344e-06,0.0007738149435632826
1.55,0.705,0.009433750000000001,0.007869282590589206,4.7789036303675357e-05,5.125604388205562e-06,0.0009310262085496328
1.56,0.705,0.010326249999999999,0.0086594754130402,5.681990006088167e-05,6.167965503877421e-06,0.0011030194647004333
1.57,0.705,0.011291250000000001,0.009463119864668832,6.66600647533314e-05,7.339745931581656e-06,0.0012890997452315762
1.58,0.705,0.0121825,0.010218993570956937,7.735547599778944e-05,8.649716682863747e-06,0.0014898356979344684
1.59,0.705,0.01311,0.011057129526587673,8.891617657673418e-05,1.0106250473454595e-05,0.0017050539820356058
1.6,0.71,0.01397875,0.011842003694990699,0.0001013259773811142,1.1716585307163091e-05,0.0019340433758805223
1.61,0.715,0.014905,0.012673857513626437,0.00011456175262086026,1.3491350634705178e-05,0.0021759224997705373
1.62,0.715,0.0158025,0.0135217238806541,0.00012876902584722943,1.5447313117027572e-05,0.002432998549384039
1.6300000000000001,0.715,0.016725,0.014297238421952175,0.0001438896384275196,1.7590850622518653e-05,0.0027036305886664067
1.6400000000000001,0.715,0.01762375,0.015112311467187386,0.00015992809784977696,1.993562616122227e-05,0.002987332977804332
1.6500000000000001,0.72,0.0185425,0.015966411264319736,0.00017691463164054815,2.2487706798504622e-05,0.0032840740199750326
1.6600000000000001,0.72,0.019446249999999998,0.01680422413306141,0.00019484291587861774,2.5256998790633526e-05,0.0035930754704418103
1.6700000000000002,0.72,0.02035,0.017641555873313914,0.0002138012812335017,2.8249734612414316e-05,0.003915290919376614
1.6800000000000002,0.725,0.021305,0.018503729184064885,0.00023383482680046423,3.147409799117607e-05,0.004250781237223501
1.6900000000000002,0.725,0.02219375,0.01939083886733919,0.0002548697226461241,3.493662597844274e-05,0.004597360709902101
1.7000000000000002,0.725,0.02318625,0.02034284800612091,0.0002769944244494435,3.865158458397255e-05,0.004955766102670908
1.7100000000000002,0.725,0.024139999999999998,0.02128132611546862,0.0003002648481356548,4.262900023351616e-05,0.005326066516622885
1.72,0.725,0.0250875,0.022198265923329765,0.00032461566520978363,4.688420884162389e-05,0.005706068183590309
1.73,0.725,0.025982500000000002,0.023187667484582536,0.0003501784980358243,5.142504963213338e-05,0.006097079414843118
1.74,0.725,0.02690125,0.024126346971445757,0.00037693440297440525,5.626723523236282e-05,0.006497617029502481
1.75,0.725,0.027746250000000004,0.02501960875071226,0.0004047796170334138,6.142068084650268e-05,0.006904714157845673
1.76,0.73,0.028632499999999998,0.025861570145721928,0.00043381233195420246,6.690630974896512e-05,0.007318893317261583
1.77,0.73,0.02956625,0.026806292696673006,0.0004640105803638753,7.273748522493897e-05,0.00773853398867297
1.78,0.73,0.030441250000000003,0.0276282782329494,0.0004953878882472971,7.893633434825582e-05,0.008162589261445866
1.79,0.73,0.03138375,0.028513620492508333,0.0005278891549155792,8.551849983962252e-05,0.008588856735737912
1.8,0.73,0.032257499999999995,0.029372938979814207,0.0005615600668017199,9.249352748496167e-05,0.009016839382333467
1.81,0.73,0.03317375,0.03033685221373678,0.0005964955920840455,9.987960323397289e-05,0.009446772792453057
1.82,0.73,0.03408,0.03125202299154193,0.00063262586006574,0.00010768489003400955,0.009876205288485294
1.83,0.73,0.034993750000000004,0.0322381637357805,0.0006699785737525376,0.00011592415750990746,0.010304267688904557
1.84,0.735,0.03588875,0.03322056300688233,0.0007085945217096365,0.00012461170505418306,0.010730303149015663
1.85,0.735,0.03678,0.03422288074622119,0.0007485294224225481,0.0001337608733522823,0.011153863785457203
1.86,0.735,0.03765125,0.03515402232842383,0.0007896301899785976,0.00014339372424646617,0.011571324387047947
1.87,0.735,0.038581250000000004,0.03612457740680525,0.0008319791891889149,0.00015352404636839617,0.011982760379708914
1.8800000000000001,0.74,0.039517500000000004,0.03722266282535625,0.0008756160421522486,0.00016417543083106038,0.012387568803041064
1.8900000000000001,0.74,0.0404275,0.038237573694287395,0.0009205747472601084,0.0001753659673752917,0.012785096585596616
1.9000000000000001,0.74,0.041297499999999994,0.03922684508324462,0.000966767025149352,0.0001871059750772753,0.013173032113758358
1.9100000000000001,0.74,0.04217,0.04016455784926046,0.0010142231453915435,0.0001994163829034024,0.013550842353412416
1.9200000000000002,0.74,0.042984999999999995,0.041097920457506217,0.001062883637626307,0.00021231539009742404,0.013916834540734589
1.9300000000000002,0.74,0.04389250000000001,0.042162541516513094,0.0011127900786825735,0.00022581849300842637,0.014270798311436888
1.9400000000000002,0.74,0.04477125,0.04311598541548866,0.0011639264735597756,0.00023995177134751572,0.014611797677488669
1.9500000000000002,0.745,0.045566249999999996,0.04404597094151747,0.0012162874558368515,0.00025473002634779254,0.014939177434959835
1.9600000000000002,0.75,0.04638875,0.04492013042641601,0.001269840170657863,0.00027016519728101916,0.015252038587970264
1.9700000000000002,0.745,0.04719875,0.04590686964551752,0.0013245739200564391,0.000286270678678894,0.01554987999180294
1.9800000000000002,0.75,0.04803500000000001,0.046923073000376944,0.0013805981571191504,0.00030306375683816246,0.015833710493081445
1.99,0.755,0.04885874999999999,0.04787459277186166,0.0014379215313040582,0.00032055811798993876,0.016103369791825507
2.0,0.755,0.04973625,0.04892056524648086,0.0014965117317186894,0.00033876641154902744,0.016358298084046315
2.0100000000000002,0.755,0.050554999999999996,0.04989601456509847,0.0015563456134639459,0.0003577056095779738,0.016598141618286436
2.02,0.755,0.0513525,0.050889868885969615,0.0016174170364783582,0.00037738732456918617,0.016822865194138358
2.0300000000000002,0.755,0.052186249999999997,0.05185763784548851,0.0016796856794627276,0.00039782293199796046,0.017032136151392
2.04,0.75,0.05298624999999999,0.052892817174354574,0.0017431738546504812,0.0004190260638171597,0.017226385534022136
2.0500000000000003,0.75,0.053715,0.05380386645842438,0.001807861143018525,0.00044101299079181026,0.01740564559632377
2.06,0.75,0.05449,0.05480114969056744,0.0018737264659396868,0.0004637999774560162,0.017570024094043676
2.0700000000000003,0.75,0.05526624999999999,0.05576608322079976,0.0019407462854698389,0.00048739523207941895,0.017719691267210652
2.08,0.75,0.055987499999999996,0.05678379877915601,0.002008837577141817,0.0005118089079662193,0.017854318861757573
2.0900000000000003,0.75,0.05673125,0.05774821370479827,0.00207803302532642,0.0005370493344682713,0.01797477167479817
2.1,0.745,0.05749875,0.05875950815252767,0.002148317434082008,0.0005631236107829622,0.018081487666315992
2.1100000000000003,0.75,0.0582325,0.059781588300537265,0.002219671881408777,0.0005900420487373895,0.018174895101140957
2.12,0.755,0.05892,0.06068482714825296,0.0022920868207081772,0.0006178054165395733,0.018255587509250798
2.13,0.755,0.059673750000000005,0.06172499369467033,0.002365551675490933,0.0006464197355888967,0.018324131201193822
2.14,0.755,0.060387500000000004,0.0626117120742657,0.0024399323758451997,0.0006758911021908402,0.018380124926930128
2.15,0.755,0.06105750000000001,0.0635077735944362,0.0025152881547923856,0.0007062214512132116,0.018424823050659667
2.16,0.755,0.061751249999999994,0.064477792130576,0.002591625598974998,0.0007374140460447501,0.018459004958931297
2.17,0.755,0.062360000000000006,0.06527786498150885,0.002668827915621956,0.0007694772083584187,0.01848250785606741
2.18,0.755,0.06306875,0.0662263937204016,0.0027468565843546838,0.0008024033387934263,0.01849586176009025
2.19,0.755,0.06372875,0.06716801482960935,0.002825691865975087,0.0008361911511893172,0.018499715114052417
2.2,0.755,0.06438875,0.0680161911592918,0.002905321101766023,0.0008708324457521168,0.018494794576036307
2.21,0.76,0.06508125,0.06897023499622534,0.0029856980306477896,0.0009063263548580212,0.018481559216264626
2.22,0.76,0.0657025,0.06991148877582533,0.0030667558068989743,0.000942658097857077,0.018460365610202475
2.23,0.76,0.0662875,0.07070776981330193,0.0031485176999067437,0.000979829670655626,0.01843214553569218
2.24,0.76,0.066905,0.07156822161834081,0.003230811742514178,0.001017835304572604,0.01839656571772235
2.25,0.76,0.06754625,0.07240117777580361,0.0033136399794500156,0.0010566613041585137,0.01835445189674161
2.2600000000000002,0.76,0.0681425,0.07315664699424797,0.003396916163758065,0.0010962924323597817,0.018306070563987725
2.27,0.76,0.0686875,0.07392918899006802,0.003480584053983465,0.0011367232690890018,0.018251856640179937
2.2800000000000002,0.76,0.06925749999999999,0.07467938230251994,0.003564550867325201,0.0011779424017890664,0.018192040429496726
2.29,0.76,0.06979,0.07542576569444107,0.0036487880506880085,0.00121992261469956,0.01812724843282122
2.3000000000000003,0.765,0.07038125,0.07621286548124129,0.003733261707288373,0.0012626525936040018,0.0180580214114435
2.31,0.765,0.070885,0.07693044943583617,0.0038178678120297455,0.0013061119823390285,0.01798452399998013
2.3200000000000003,0.765,0.07142624999999998,0.07762230219549561,0.003902578354387974,0.001350281487947022,0.017907321110738738
2.33,0.765,0.07199,0.07840364263654344,0.003987375851495405,0.0013951389999518108,0.017827002789111143
2.3400000000000003,0.765,0.0725225,0.07914452391036522,0.004072180018717477,0.0014406747065757754,0.01774379418910995
2.35,0.765,0.07304875000000001,0.07979348102327491,0.00415690072095913,0.001486868452424645,0.017657887078168656
2.3600000000000003,0.76,0.0735475,0.0804409873460535,0.004241446740924252,0.0015337093317334418,0.01756944852406191
2.37,0.765,0.0740625,0.08107535374709786,0.004325765165884566,0.0015811449681346198,0.017478880911373604
2.38,0.765,0.07453875,0.0816814760352416,0.004409786314313636,0.0016291640878016507,0.017386425410160573
2.39,0.77,0.07500875,0.08229772742719109,0.004493420587089895,0.0016777229244910367,0.017292271203834614
2.4,0.775,0.07546749999999999,0.0829340633540232,0.00457660928503342,0.0017268108906015177,0.017196678629327274
2.41,0.775,0.075895,0.08352811216403028,0.004659294961777177,0.0017764170869557505,0.017099894937121433
2.42,0.78,0.07637624999999999,0.08411069426221827,0.004741386407250375,0.0018265246393120178,0.017002016092962056
2.43,0.785,0.07682375,0.0846826568759682,0.004822820123740362,0.0018770937233860308,0.016903274726480136
2.44,0.78,0.07728625,0.08527879061858326,0.004903568278685579,0.0019280792861186417,0.016804032236047397
2.45,0.785,0.07771,0.08577043992296579,0.004983520579711027,0.001979452532499082,0.01670427383998683
2.46,0.785,0.07812375,0.08627780787486233,0.005062628189297204,0.0020312228249135286,0.016604163543143546
2.47,0.785,0.07852624999999999,0.08679100200832963,0.005140834699799423,0.0020833676852243946,0.016503859479324385
2.48,0.785,0.0789825,0.08733631037862552,0.005218110897554926,0.002135833793576711,0.01640364236675282
2.49,0.785,0.07936875,0.0878272601581517,0.005294391096477107,0.0021885819796558684,0.016303613268745888
2.5,0.785,0.07975499999999999,0.08830724327419161,0.005369610916326416,0.0022416250449819337,0.016203792264128897
2.5100000000000002,0.785,0.08017250000000001,0.088788791223066,0.005443723195521172,0.0022949065106715833,0.016104337217553406
2.52,0.785,0.08060500000000001,0.08930189004409057,0.005516668164210592,0.0023484084233406856,0.016005291021389156
2.5300000000000002,0.785,0.080965,0.08974470151265192,0.005588445757500899,0.0024021187113374884,0.015906877314526134
2.54,0.785,0.08130124999999999,0.09017618635361008,0.005658996402114589,0.0024559852979893736,0.015809144259970848
2.5500000000000003,0.79,0.081705,0.09070285787696317,0.005728274108412718,0.0025099896692579145,0.015712126752428147
