time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error,frozen_gate_relative_rms_error_cluster1,frozen_gate_relative_rms_error_cluster2
3.5,0.0,0.0,0.0,0.0,0.0,0.0
3.5100000000000002,0.465,0.00031875,0.000460178763564278,6.013104780479212e-07,6.786205815735765e-07,3.6304912631258567e-07
3.52,0.565,0.00064,0.0009373782021368333,2.143204394318661e-06,2.473058629291469e-06,1.0309659575854313e-06
3.5300000000000002,0.635,0.00094,0.0013785375287425575,4.444346402804765e-06,5.167485107114046e-06,1.913127352430974e-06
3.54,0.66,0.001245,0.0018056975611897936,7.42448799036584e-06,8.662012326169132e-06,3.0162321836630057e-06
3.5500000000000003,0.66,0.0015650000000000002,0.0022760527841408705,1.1066244536789639e-05,1.2941782573542264e-05,4.300901001378675e-06
3.56,0.67,0.0018837500000000002,0.002736446345378412,1.541470950053106e-05,1.805706557673547e-05,5.802475034283173e-06
3.5700000000000003,0.675,0.0022250000000000004,0.003206166789659511,2.0514905609666654e-05,2.406287466841081e-05,7.52384493850573e-06
3.58,0.675,0.0025387499999999998,0.0036505221658144843,2.6289207932491038e-05,3.0866974224885875e-05,9.447134315727416e-06
3.5900000000000003,0.685,0.0028525,0.004078684349008191,3.268859064458227e-05,3.8409315973694533e-05,1.1575754542875413e-05
3.6,0.685,0.00314875,0.004486953322497036,3.970462227665598e-05,4.667612345050696e-05,1.3938954596674285e-05
3.6100000000000003,0.685,0.0034762500000000006,0.004938589013159246,4.726005834887459e-05,5.5571631305973223e-05,1.65502725116879e-05
3.62,0.685,0.0037825,0.005370344918495703,5.5297625402604395e-05,6.502672424325659e-05,1.9404648964426007e-05
3.6300000000000003,0.695,0.00411,0.005819992829409546,6.384598133569934e-05,7.50798294983861e-05,2.2476246103814847e-05
3.64,0.705,0.004423750000000001,0.006225864433490718,7.293594810473794e-05,8.576577502002249e-05,2.578711609212679e-05
3.6500000000000004,0.71,0.0047475,0.0066807153609250245,8.253114683257401e-05,9.704140561468577e-05,2.9327410763976227e-05
3.66,0.71,0.00509125,0.007171578477054068,9.258640638663308e-05,0.00010884556456094069,3.314130764781449e-05
3.6700000000000004,0.71,0.005398749999999999,0.007641373987174284,0.00010305107761006475,0.00012112162979728487,3.7187205470647815e-05
