time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error,frozen_gate_relative_rms_error_cluster1,frozen_gate_relative_rms_error_cluster2
4.0,0.0,0.0,0.0,0.0,0.0,0.0
4.01,0.51,0.00030125,0.00044974334823476406,5.520474427568189e-07,5.58853332276014e-07,5.36447281014971e-07
4.0200000000000005,0.64,0.00059625,0.0008871498834030128,1.7465838557192014e-06,1.8165791063922302e-06,1.5781397544935684e-06
4.03,0.66,0.00089,0.0013156744212217684,3.5042624566526395e-06,3.714168276204217e-06,2.979631635716983e-06
4.04,0.665,0.0011875,0.0017452751284603876,5.818836678429839e-06,6.2874411763017364e-06,4.5961999535389445e-06
4.05,0.665,0.0014937499999999999,0.0021914224443181037,8.671818661491237e-06,9.495422401644283e-06,6.451452240224596e-06
4.0600000000000005,0.67,0.00178875,0.00262154927225504,1.2003631479129258e-05,1.3250529139926142e-05,8.569171840459692e-06
4.07,0.675,0.00208625,0.003064915388821879,1.584619005245726e-05,1.7593165244702456e-05,1.0956484962975407e-05
4.08,0.68,0.00237125,0.003493598774651926,2.0217018694536604e-05,2.2546387225171375e-05,1.3612111380447479e-05
4.09,0.68,0.0027075000000000003,0.004014646873416312,2.5210364083565502e-05,2.823710019274043e-05,1.651514022645271e-05
4.1000000000000005,0.68,0.0030525,0.004534528269847127,3.084511945680159e-05,3.4683831440634955e-05,1.968115503953046e-05
4.11,0.68,0.00337375,0.005003243802672636,3.713031678473569e-05,4.190156832487125e-05,2.309124363136272e-05
4.12,0.685,0.00370375,0.0055027408143721104,4.401840487258226e-05,4.982231306661772e-05,2.677011438898979e-05
4.13,0.69,0.004027500000000001,0.006012170944796097,5.144715918553077e-05,5.837422300901596e-05,3.0685578925616716e-05
4.140000000000001,0.69,0.0043412500000000005,0.006478644571464523,5.940036346167341e-05,6.754158946281875e-05,3.481629665577226e-05
4.15,0.69,0.00460875,0.006900178964323157,6.777624415346215e-05,7.719594098728785e-05,3.915833663710748e-05
4.16,0.695,0.00489625,0.007361933414913772,7.656841090596172e-05,8.733367593064281e-05,4.3693393051115455e-05
4.17,0.695,0.0052387499999999995,0.00785133551638143,8.581341620134157e-05,9.800183190893871e-05,4.841885867375322e-05
4.180000000000001,0.695,0.00554875,0.008290573980815374,9.549885838240528e-05,0.00010917480681700147,5.337995547535978e-05
4.19,0.695,0.0058625000000000005,0.008741136954022559,0.00010559205057480627,0.00012081248974348956,5.8572377777621666e-05
4.2,0.695,0.006216250000000001,0.009286426117934865,0.00011610169258712135,0.0001329266794371073,6.399360677227114e-05
