rank,angle_bin,representative_angle_deg,count,mass_fraction,cumulative_mass_fraction,boundary_tau,max_pairwise_gate_disagreement_off_boundary,mean_pairwise_gate_disagreement_off_boundary
1,53,88.93596702348552,53,0.4127916168691468,0.4127916168691468,0.018991582301065905,0.15078947368421053,0.028212894354900396
2,35,-2.509801940233679,49,0.35858329402133066,0.7713749108904775,0.022558338703520905,0.1376315789473684,0.03064178302900116
3,36,1.5083815131184561,10,0.08200071842315274,0.8533756293136302,0.019538141149040917,0.10684210526315789,0.04324561403508772
4,52,83.37983801371364,3,0.02857520118820538,0.8819508305018355,0.15776013510152329,0.0,0.0
5,46,51.99051038558148,4,0.020846890848505203,0.9027977213503408,1.3827212444467645,0.0,0.0
6,37,8.39390224502064,3,0.018542485655007487,0.9213402070053482,0.10975404509154485,0.0,0.0
7,51,77.73304613575557,2,0.016256136427733672,0.937596343433082,0.44685655044657924,0.0,0.0
8,38,13.200822977247693,2,0.01128459620857182,0.9488809396416538,0.2702257753131643,0.0,0.0
9,39,17.093662492820336,2,0.01070629844821588,0.9595872380898697,0.4032703395668377,0.0,0.0
10,42,33.524107932830304,2,0.009655484086036293,0.969242722175906,0.9164333639658924,0.0,0.0
11,54,90.57327637095793,12,0.006401929445640335,0.9756446516215463,0.0201641045508369,0.10105263157894737,0.04555023923444976
12,49,66.13093082065835,1,0.00632468638983625,0.9819693380113826,1.0205219402139913,0.0,0.0
13,48,64.06134087402455,1,0.006100887826631128,0.9880702258380137,1.1181434812572313,0.0,0.0
14,40,23.765908797846578,1,0.005023628167400988,0.9930938540054147,0.6214864179565421,0.0,0.0
15,43,36.799467673736395,1,0.0048213131344091295,0.9979151671398239,1.009636561722071,0.0,0.0
16,34,-5.425837983642655,7,0.0020045259089956666,0.9999196930488196,0.03993586151763233,0.018947368421052633,0.005513784461152882
17,55,98.87677356295093,2,4.3717094643003275e-05,0.9999634101434626,0.26573818457920806,0.0,0.0
18,56,101.8413167042133,1,1.238397121334091e-05,0.999975794114676,0.41802667343586736,0.0,0.0
19,60,120.48285952013063,1,2.025226680217611e-06,0.9999778193413562,1.316250755318769,0.0,0.0
20,16,-97.14312763704727,4,2.00492225903269e-06,0.9999798242636152,0.1851321593800149,0.0,0.0
21,10,-127.28123570286807,4,2.004523360308164e-06,0.9999818287869755,1.396053878590654,0.0,0.0
22,4,-157.4275763085656,4,2.0045233603081638e-06,0.9999838333103358,0.5811352217400435,0.0,0.0
23,0,-178.25883554625617,3,1.515294876155176e-06,0.9999853486052119,0.020178628165643413,0.04394736842105263,0.029298245614035087
24,2,-166.21221550202537,3,1.5034120274395078e-06,0.9999868520172394,0.289583395061125,0.0,0.0
25,6,-148.35548931342157,3,1.5033925202311234e-06,0.9999883554097596,0.8602481450247995,0.0,0.0
26,8,-136.34737657016385,3,1.5033925202311234e-06,0.9999898588022799,1.1889917346261778,0.0,0.0
27,20,-78.59872165414464,2,1.0772842973695668e-06,0.9999909360865772,0.39379711693118263,0.0,0.0
28,1,-170.09575667866304,2,1.0025451614580396e-06,0.9999919386317386,0.15712195636627532,0.0,0.0
29,3,-162.88412586612952,2,1.002261680154082e-06,0.9999929408934188,0.4040527646477061,0.0,0.0
30,9,-132.8555506889414,2,1.002261680154082e-06,0.999993943155099,1.2756954373080782,0.0,0.0
31,12,-118.31246111073041,2,1.002261680154082e-06,0.9999949454167792,1.2299538363340463,0.0,0.0
32,13,-112.16841267287592,2,1.002261680154082e-06,0.9999959476784595,0.9375536970319838,0.0,0.0
33,14,-108.35487207405565,2,1.002261680154082e-06,0.9999969499401397,0.7492556035700986,0.0,0.0
34,25,-53.11950065076346,1,8.315204602016141e-07,0.9999977814605998,1.405310139513367,0.0,0.0
35,66,150.2459393272202,1,6.900618355748073e-07,0.9999984715224354,0.7997486097092713,0.0,0.0
36,70,172.01684059372047,1,5.262158848506583e-07,0.9999989977383202,0.08952506505426779,0.0,0.0
37,7,-142.02169935471736,1,5.01130840077041e-07,0.9999994988691603,1.040296105094805,0.0,0.0
38,5,-151.69318662036963,1,5.011308400770409e-07,1.0000000000000004,0.761290462429991,0.0,0.0
