time,fraction_neurons_with_any_gate_flip,mean_neuron_gate_flip_fraction,mass_weighted_gate_flip_fraction,frozen_gate_relative_rms_error,frozen_gate_relative_rms_error_cluster1,frozen_gate_relative_rms_error_cluster2
3.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0100000000000002,0.325,0.00015875,0.00017339043816133669,3.2172815096001065e-07,3.7110900115151733e-07,5.791213222318493e-08
3.02,0.38,0.00033125,0.00035489894029109784,9.55537327407233e-07,1.104721763082575e-06,1.4893293349227434e-07
3.0300000000000002,0.435,0.0004575,0.000514407767659067,1.7965509964804777e-06,2.081074191983709e-06,2.4559030846011753e-07
3.04,0.465,0.00061,0.000687134395773915,2.88020516433984e-06,3.342148061276752e-06,3.4627210299329726e-07
3.0500000000000003,0.485,0.00075375,0.0008547337905784178,4.1392457007280565e-06,4.8102080855385644e-06,4.5371306095706654e-07
3.06,0.49,0.0009,0.0010280091901652823,5.553072873261371e-06,6.4617551239073574e-06,5.691538987374079e-07
3.0700000000000003,0.505,0.0010512499999999999,0.0012065323931641117,7.152222873199247e-06,8.332901292765045e-06,6.933828991730637e-07
3.08,0.54,0.00120875,0.001379400869563052,8.946055870842717e-06,1.043504186522305e-05,8.293341550561913e-07
3.0900000000000003,0.54,0.0013625,0.0015703532421385523,1.0980030655699082e-05,1.282170874399417e-05,9.843667936746668e-07
3.1,0.55,0.0015450000000000004,0.0017889176514897173,1.3321694073620518e-05,1.5572633225490065e-05,1.1605929834399983e-06
3.1100000000000003,0.545,0.0017125,0.0019919757101470935,1.594385598794887e-05,1.8656703257665785e-05,1.3608299689823725e-06
3.12,0.565,0.0018925,0.0022260142872549435,1.885780908151406e-05,2.208777040224584e-05,1.5889019353507837e-06
3.1300000000000003,0.585,0.0020675000000000003,0.002435710750497651,2.2073504523518094e-05,2.587796957449738e-05,1.8537231791103278e-06
3.14,0.59,0.0022487500000000003,0.0026787010975840384,2.560169150621874e-05,3.004031046158524e-05,2.165874962093387e-06
3.1500000000000004,0.625,0.00243,0.0028969515301656298,2.9474370881797976e-05,3.4612986225551976e-05,2.528530595947367e-06
3.16,0.635,0.00263,0.0031568936742719387,3.3680112199728894e-05,3.95832485701072e-05,2.939815610980475e-06
3.1700000000000004,0.645,0.00281625,0.0033864295341761823,3.8240773325572185e-05,4.497718945962066e-05,3.4082135782460543e-06
3.18,0.655,0.003015,0.0036413575318671766,4.310262332377503e-05,5.07318615448956e-05,3.938016202861016e-06
3.19,0.665,0.003215,0.003894418651373114,4.832472777016112e-05,5.69171654840182e-05,4.535499982204269e-06
3.2,0.665,0.0034300000000000003,0.004144210438053263,5.39315950380017e-05,6.356178473840941e-05,5.223770864505938e-06
3.21,0.665,0.00363875,0.004417208925394193,5.995387124736388e-05,7.070224320557942e-05,6.006784483475776e-06
3.22,0.66,0.00381,0.004643022202383621,6.631448199880249e-05,7.824798917590499e-05,6.877834046670606e-06
3.23,0.665,0.003991250000000001,0.004864412166887706,7.30271942407443e-05,8.621557592042217e-05,7.835927096002338e-06
3.24,0.665,0.0041825000000000005,0.00512285178644333,8.006313707560562e-05,9.457110410274129e-05,8.8784071560621e-06
3.25,0.67,0.004399999999999999,0.005431955137168967,8.747783804144047e-05,0.00010338027582033677,1.0012966604179308e-05
3.2600000000000002,0.68,0.00460625,0.005697621753425371,9.531788242614125e-05,0.00011269797998878365,1.1255375976204996e-05
3.27,0.68,0.00486,0.0060436083962985285,0.00010359394672838785,0.0001225371994619541,1.260443611976454e-05
3.2800000000000002,0.695,0.0050925,0.006361066814416119,0.0001122754464632633,0.0001328608876830489,1.4082017770569377e-05
3.29,0.695,0.0053075,0.006661673430558932,0.00012134233297953733,0.00014364493884135834,1.569524052992422e-05
3.3000000000000003,0.7,0.005526249999999999,0.006949990145612499,0.00013079049924466567,0.00015488541479092178,1.7422608265569854e-05
3.31,0.7,0.005785,0.007293062866217578,0.00014067699979277942,0.00016665001784240617,1.9270192598467994e-05
3.3200000000000003,0.7,0.00606375,0.007669938361680292,0.0001510146829781384,0.00017895408283208307,2.1240032464729347e-05
3.33,0.7,0.0063225,0.008036919649572278,0.00016182991058104047,0.00019182842354129528,2.3347017544492e-05
3.3400000000000003,0.7,0.006552500000000001,0.008354222042566896,0.00017306754984532227,0.0002052070176654483,2.5597514456044828e-05
3.35,0.695,0.006776249999999999,0.008649699266167344,0.0001847224548285498,0.00021908461019689462,2.7973665392471876e-05
3.3600000000000003,0.7,0.007030000000000001,0.009012412916639014,0.00019680539395885353,0.00023347361592046344,3.0483617094747954e-05
3.37,0.7,0.007305000000000002,0.00942761475243494,0.0002093227172545602,0.0002483811954512033,3.313457685754432e-05
3.3800000000000003,0.705,0.007530000000000001,0.009746126404598498,0.00022226319044512256,0.0002637941070476251,3.592220288127473e-05
3.39,0.715,0.007818750000000001,0.010135709272122515,0.0002355989755740012,0.00027967894884528273,3.8846868103992364e-05
3.4000000000000004,0.715,0.00812125,0.010584806402497583,0.0002493902583199895,0.0002961081712227817,4.1900006660195136e-05
3.41,0.715,0.00842875,0.01105587922207085,0.000263686933375448,0.00031314007042319446,4.51060418402487e-05
3.4200000000000004,0.715,0.008712500000000001,0.011471505703208413,0.0002784374912772875,0.0003307135618566521,4.845451535431194e-05
