time,frozen_gate_rel_rms_all,block_selector_rel_rms_all,frozen_gate_rel_rms_cluster1,block_selector_rel_rms_cluster1,frozen_gate_rel_rms_cluster2,block_selector_rel_rms_cluster2
2.92,0.0,0.10365450600479555,0.0,0.10246950496366211,0.0,0.10746159728852248
2.93,4.4891387034486716e-07,0.10350574645488138,4.99550811856302e-07,0.10237467927913363,2.1363615143658658e-07,0.10709459579905241
2.94,1.4240590046792044e-06,0.10337730455552871,1.60007140797374e-06,0.1023051896037747,5.683973173739541e-07,0.10673875370325266
2.95,2.776775366706193e-06,0.10323843527358068,3.135714032066772e-06,0.10222031633795745,9.999374865681956e-07,0.10639370466175192
2.96,4.419468683904854e-06,0.10309041416410987,5.0092607535148206e-06,0.1021216032600165,1.4712201332404636e-06,0.10605909177901053
2.97,6.154345171313112e-06,0.10294872807264484,6.992553672691004e-06,0.10202959981970136,1.9675641943250374e-06,0.10573458834728065
2.98,7.984013508816897e-06,0.10284258554097704,9.089980639516797e-06,0.10198344198734648,2.4794468412075395e-06,0.10541986213988538
2.99,9.940860801474273e-06,0.10273457667365857,1.1339514727225e-05,0.10193321167947275,3.0082334089328555e-06,0.10511458935350368
3.0,1.205192790855404e-05,0.1026073663582727,1.3771629646167913e-05,0.10185553531785044,3.5709391700678837e-06,0.10481847425359532
3.0100000000000002,1.4462474235814272e-05,0.10247875565521476,1.6559889590140052e-05,0.10177420856115389,4.1297157360274955e-06,0.1045312153099778
3.02,1.6949193550321156e-05,0.10236819114227319,1.9444263541159733e-05,0.1017154700688606,4.677304616347177e-06,0.104252506644886
3.0300000000000002,1.947722896505343e-05,0.10226151738895045,2.2384165526138126e-05,0.10166028628968005,5.21131996697095e-06,0.10398207965798151
3.04,2.2067870144050333e-05,0.10216947765075349,2.5404525166103787e-05,0.10162323958249754,5.730805590803496e-06,0.10371966028864635
3.0500000000000003,2.4732748950606902e-05,0.10206697979887906,2.85185286286144e-05,0.10157033957133972,6.2409360668344765e-06,0.10346497894153463
3.06,2.745162931289655e-05,0.101953219721287,3.1702871055237436e-05,0.10150040461752677,6.735763408992745e-06,0.10321776930613441
3.0700000000000003,3.0196959594906652e-05,0.10184696785210041,3.4925384603232286e-05,0.10143893862611354,7.21143302253833e-06,0.10297778678956633
3.08,3.298573984773592e-05,0.10175980385646854,3.820536861590138e-05,0.10140180325497361,7.674590165513049e-06,0.10274481168452027
3.0900000000000003,3.581414158918097e-05,0.10165973401177905,4.153859420620188e-05,0.10134536053938295,8.11959121556735e-06,0.10251860107981527
3.1,3.871241250714164e-05,0.10157864769143081,4.4960491300422217e-05,0.10131322480389668,8.546430341747144e-06,0.10229893003577323
3.1100000000000003,4.169057967555638e-05,0.10148886643051118,4.848268748987768e-05,0.10126753324562843,8.956342907653143e-06,0.10208558662047695
3.12,4.475789147706184e-05,0.1014080627879732,5.211593391142322e-05,0.10123252420579919,9.350428477628975e-06,0.10187836903743507
3.1300000000000003,4.7910148964993587e-05,0.10132672347392896,5.5855158763029565e-05,0.10119516511263849,9.729706615272933e-06,0.10167707457345862
3.14,5.115523393439648e-05,0.10125560450108671,5.970960506424373e-05,0.10117028936753508,1.0094020316632278e-05,0.1014815010346981
