step,t_left,t_right,flow_tube_radius,prescribed_guard_radius,reference_motion_upper,midpoint_rounding_upper,static_radius,probe_central_margin_lower,probe_sector_margin_lower,status,training_ambiguous_pairs,training_gate_assignment_status,speed_upper,parameter_norm_upper,field_lipschitz_upper,training_gate_correction_upper,G_center_lower,G_center_upper,G_budget_upper,G_lower,G_upper,E_center_lower,E_center_upper,E_budget_upper,E_lower,E_upper,Xi_center_lower,Xi_center_upper,Xi_budget_upper,Xi_lower,Xi_upper,sector_rate_cost_upper,E_sector_lower,E_sector_upper,Xi_sector_lower,Xi_sector_upper
17011,3.402,3.4022,1.2115974459654493e-05,1.6649010525765182e-05,9.349638808419288e-06,6.636946413493739e-16,2.1465613268737485e-05,2.5535027734687955e-05,2.553401277239596e-05,ENCLOSED,2441,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38379956287793526,1.9926970099199293,18.113572396878173,0.00015047959280651467,-0.0010355789820610626,-0.0010355789820433693,9.6074375193996e-05,-0.0011316533572550587,-0.0009395046068493731,-0.001283695865690874,-0.0012836958656756606,8.741302418956251e-05,-0.0013711088898804367,-0.001196282841486098,-0.0002481168836324739,-0.0002481168836296296,4.2017170136475574e-05,-0.0002901340537689495,-0.00020609971349315397,4.566477040062902e-06,-0.0013756753669204999,-0.0011917163644460348,-0.0002947005308090125,-0.00020153323645309104
17012,3.4022,3.4024,1.2127491109896535e-05,1.6663935248498505e-05,9.34362943385434e-06,6.636987426292832e-16,2.147112054441458e-05,2.5531063786034445e-05,2.5530048811785212e-05,ENCLOSED,2441,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3837203929314381,1.9927093298733938,18.113753071650248,0.00015026973704711084,-0.001034231668306291,-0.0010342316682885977,9.605500786741756e-05,-0.0011302866761737087,-0.00093817666042118,-0.0012823769862616824,-0.0012823769862464688,8.739559954321492e-05,-0.0013697725858048974,-0.0011949813867032537,-0.00024814531795805335,-0.00024814531795520916,4.200603987818052e-05,-0.00029015135783623395,-0.00020613927807702862,4.565600840540466e-06,-0.0013743381866454382,-0.001190415785862713,-0.00029471695867677446,-0.00020157367723648814
17013,3.4024,3.4026,1.2137193240616138e-05,1.6676414539107306e-05,9.337443930220472e-06,6.637028409206248e-16,2.1474637171500323e-05,2.5528913953214285e-05,2.5527898968822293e-05,ENCLOSED,2441,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38364127341639337,1.9927216388655045,18.1139335775047,0.00014988564718326156,-0.001032890327147278,-0.0010328903271295852,9.599991632831441e-05,-0.0011288902434755928,-0.0009368904108012707,-0.0012810693187267337,-0.0012810693187115206,8.734573548808843e-05,-0.0013684150542148223,-0.001193723583223432,-0.0002481789915821178,-0.0002481789915792736,4.1981914287824354e-05,-0.0002901609058699422,-0.00020619707729144923,4.564725156122434e-06,-0.001372979779370945,-0.0011891588580673093,-0.00029472563102606465,-0.00020163235213532677
17014,3.4026,3.4028,1.214724961179497e-05,1.6689349596780292e-05,9.331374782389865e-06,6.637069362268562e-16,2.147862439484855e-05,2.552640947630945e-05,2.552539448142042e-05,ENCLOSED,2442,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38356224881848894,1.9927339393638617,18.114113980906986,0.0001501503266835768,-0.001031557455229391,-0.0010315574552116982,9.605494814549236e-05,-0.0011276124033748837,-0.0009355025070662057,-0.0012797702163952849,-0.0012797702163800718,8.739580923523392e-05,-0.001367166025630519,-0.0011923744071448378,-0.00024821276116855585,-0.0002482127611657118,4.19954222742388e-05,-0.0002902081834427947,-0.00020621733889147296,4.563850529353979e-06,-0.001371729876159873,-0.0011878105566154836,-0.0002947720339721488,-0.00020165348836211896
17015,3.4028,3.403,1.2157000832086736e-05,1.670182124199846e-05,9.325272624596426e-06,6.637110285498063e-16,2.148227345734688e-05,2.5524209746729095e-05,2.5523194741648137e-05,ENCLOSED,2445,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3834833044253686,1.9927462305660522,18.11429426011431,0.00015118070087105135,-0.0010301951513562635,-0.001030195151338571,9.623700246448302e-05,-0.0011264321538207466,-0.0009339581488740879,-0.0012784428460308462,-0.001278442846015633,8.756114845107458e-05,-0.001366003994481921,-0.0011908816975645582,-0.00024824769467724395,-0.0002482476946744,4.205195189321379e-05,-0.0002902996465704578,-0.00020619574278118617,4.562976780969921e-06,-0.0013705669712628912,-0.001186318720783588,-0.0002948626233514278,-0.00020163276600021623
17016,3.403,3.4032,1.2166748416812612e-05,1.6714286239664312e-05,9.319177400953614e-06,6.63715117891172e-16,2.148592581842995e-05,2.5522013249214782e-05,2.5520998233945492e-05,ENCLOSED,2444,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.383404446281509,1.9927585128198761,18.11447442437782,0.00015105974941678605,-0.001028894721375,-0.0010288947213573075,9.622639793545864e-05,-0.0011251211193104588,-0.0009326683234218488,-0.0012771728123607054,-0.0012771728123454928,8.75516567105787e-05,-0.0013647244690712843,-0.001189621155634914,-0.00024827809098836734,-0.0002482780909855235,4.2043010376339135e-05,-0.0002903211013647065,-0.00020623508060918432,4.562103984818173e-06,-0.0013692865730561027,-0.0011850590516500955,-0.0002948832053495247,-0.0002016729766243661
17017,3.4032,3.4034,1.2176850949207483e-05,1.672727969642246e-05,9.31309782176763e-06,6.637192042534472e-16,2.148994877163884e-05,2.5519461400594375e-05,2.5518446374781768e-05,ENCLOSED,2443,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3833256810714195,1.9927707864989739,18.114654483732266,0.00015133602688799413,-0.0010275423255815025,-0.0010275423255638105,9.628348723443602e-05,-0.0011238258128159386,-0.0009312588383293744,-0.0012758526237852223,-0.0012758526237700097,8.760359892291714e-05,-0.0013634562227081398,-0.0011882490248470922,-0.0002483102982063815,-0.0002483102982035377,4.205722497343749e-05,-0.000290367523179819,-0.0002062530732301002,4.561232222502907e-06,-0.0013680174549306429,-0.0011836877926245891,-0.000294928755402322,-0.00020169184100759727
17018,3.4034,3.4036,1.2187098255838579e-05,1.6740467417455797e-05,9.307027116427548e-06,6.637232876387136e-16,2.149412537292986e-05,2.5516764374363434e-05,2.5515749337862697e-05,ENCLOSED,2443,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38324700476715495,1.992783051392729,18.114834432384004,0.000151177676001812,-0.0010262185724605247,-0.0010262185724428327,9.626835950717629e-05,-0.0011224869319677012,-0.0009299502129356563,-0.0012745621254952523,-0.0012745621254800397,8.759000839202601e-05,-0.0013621521338872786,-0.0011869721170880134,-0.0002483435530373893,-0.00024834355303454567,4.204698296845365e-05,-0.000290390536005843,-0.00020629657006609198,4.560361445045353e-06,-0.0013667124953323242,-0.0011824117556429679,-0.00029495089745088844,-0.0002017362086210466
17019,3.4036,3.4038,1.2197314257512588e-05,1.6753565657034542e-05,9.300951889691904e-06,6.637273680488187e-16,2.1498266147868226e-05,2.551409824977809e-05,2.5513083202620488e-05,ENCLOSED,2440,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38316841362403176,1.9927953073180045,18.115014265173098,0.00015051689377477116,-0.0010248816106744817,-0.0010248816106567902,9.616902914737545e-05,-0.0011210506398218573,-0.0009287125815094146,-0.0012732584609979247,-0.001273258460982712,8.75000054101258e-05,-0.0013607584664080507,-0.001185758455572586,-0.0002483768503261042,-0.00024837685032326056,4.200811327982602e-05,-0.00029038496360593027,-0.00020636873704343452,4.559491606981959e-06,-0.001365317958015033,-0.0011811989639656038,-0.0002949444552129123,-0.00020180924543645253
17020,3.4038,3.404,1.2207742559679778e-05,1.6767014226579184e-05,9.29492380697469e-06,6.637314454861811e-16,2.1502666367318206e-05,2.551121942145093e-05,2.551020436342412e-05,ENCLOSED,2437,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38308991290947625,1.9928075545764108,18.1151939901346,0.0001500989351037049,-0.001023582470697705,-0.0010235824706800135,9.611119448508368e-05,-0.001119693665182789,-0.0009274712761949297,-0.0012719901512639662,-0.001271990151248754,8.74476613359822e-05,-0.0013594378125999485,-0.0011845424899127716,-0.0002484076805689227,-0.00024840768056607915,4.198346376865679e-05,-0.0002903911443375795,-0.00020642421679742233,4.558622772671793e-06,-0.0013639964353726205,-0.0011799838671400996,-0.0002949497671102514,-0.0002018655940247505
17021,3.404,3.4042,1.2218120834271294e-05,1.678040326007083e-05,9.288862494709164e-06,6.63735519952789e-16,2.15069833296442e-05,2.550839021751375e-05,2.5507375148667724e-05,ENCLOSED,2432,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38301149625974745,1.9928197928315838,18.11537359805292,0.00015001159810422153,-0.0010221193465736456,-0.001022119346555954,9.610841789914089e-05,-0.0011182277644727868,-0.000926010928656813,-0.001270568441002991,-0.0012705684409877788,8.744528046044514e-05,-0.0013580137214634364,-0.0011831231605273333,-0.00024844909443200657,-0.00024844909442916314,4.1977491901501074e-05,-0.0002904265863335077,-0.00020647160252766205,4.557754864667891e-06,-0.0013625714763281045,-0.0011785654056626653,-0.00029498434119817565,-0.00020191384766299412
17022,3.4042,3.4044,1.2228461996768753e-05,1.6793743579895086e-05,9.282803800881554e-06,6.637395914508411e-16,2.1511265798314054e-05,2.5505597722547822e-05,2.550458264291965e-05,ENCLOSED,2428,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38293316453701953,1.9928320221386033,18.115553090341802,0.000149432896923578,-0.0010208179461949297,-0.0010208179461772386,9.602329504395374e-05,-0.0011168412412388836,-0.0009247946511332847,-0.0012692982589551942,-0.001269298258939982,8.736817122463328e-05,-0.0013566664301798276,-0.0011819300877153485,-0.0002484803127629255,-0.0002484803127600822,4.194352837665593e-05,-0.0002904238411395815,-0.00020653678438342624,4.556887893594047e-06,-0.001361223318073422,-0.0011773731998217542,-0.0002949807290331756,-0.00020197989648983216
17023,3.4044,3.4046,1.2239133756441457e-05,1.6807530366653214e-05,9.276749022796428e-06,6.637436599819725e-16,2.1515882779901638e-05,2.550247422734679e-05,2.550145913660584e-05,ENCLOSED,2428,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3828549242011875,1.9928442428728077,18.11573247695388,0.00014924457830266586,-0.0010195174040896994,-0.0010195174040720087,9.600460955251138e-05,-0.001115522013642211,-0.0009235127945194972,-0.0012680288737845636,-0.0012680288737693514,8.735135626672565e-05,-0.0013553802300512894,-0.0011806775175026256,-0.0002485114696975252,-0.000248511469694682,4.193228617705709e-05,-0.00029044375587458236,-0.00020657918351762487,4.556021938394001e-06,-0.0013599362519896836,-0.0011761214955642314,-0.0002949997778129764,-0.00020202316157923086
17024,3.4046,3.4048,1.2251573123652125e-05,1.6823703701436977e-05,9.270699827256884e-06,6.637477255487565e-16,2.1522272951572767e-05,2.5497582721610928e-05,2.549656761798955e-05,ENCLOSED,2424,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3827768013744579,1.9928564564792053,18.11591179684651,0.00014867326147752105,-0.0010182176587148078,-0.0010182176586971171,9.592767902845959e-05,-0.0011141453377432676,-0.0009222899796686575,-0.00126676022210805,-0.0012667602220928383,8.728170321244755e-05,-0.0013540419253204978,-0.0011794785188803906,-0.0002485425633959034,-0.0002485425633930602,4.1902023429014655e-05,-0.00029044458682491814,-0.00020664053996404552,4.555157317698804e-06,-0.0013585970826381969,-0.0011749233615626915,-0.000294999744142617,-0.0002020853826463467
17025,3.4048,3.405,1.226466305018949e-05,1.6840757857808452e-05,9.26472563864913e-06,6.637517881534409e-16,2.152938868950238e-05,2.5492040253614518e-05,2.5491025136462112e-05,ENCLOSED,2423,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3826987770239872,1.9928686619164913,18.116091021834464,0.00014941575059257057,-0.0010169186949495355,-0.0010169186949318453,9.607303168247674e-05,-0.0011129917266320124,-0.0009208456632493684,-0.0012654922883988439,-0.001265492288383632,8.741377839089105e-05,-0.001352906066789735,-0.001178078509992741,-0.00024857359345196935,-0.00024857359344912625,4.194761152043682e-05,-0.0002905212049724062,-0.0002066259819286894,4.5542937995452485e-06,-0.0013574603605892804,-0.0011735242161931955,-0.0002950754987719515,-0.00020207168812914412
17026,3.405,3.4052,1.228052905820176e-05,1.6861536380235146e-05,9.258997191326097e-06,6.637558477999032e-16,2.1539526250191622e-05,2.5483721301272417e-05,2.5482706167812862e-05,ENCLOSED,2427,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38262089279099876,1.992880861487237,18.116270214006136,0.0001497643124531095,-0.0010155129592891567,-0.0010155129592714664,9.616240012281162e-05,-0.0011116753594119686,-0.0009193505591486547,-0.0012641245589637253,-0.0012641245589485135,8.749507961782153e-05,-0.001351619638581547,-0.0011766294793306917,-0.0002486115996772289,-0.0002486115996743859,4.197543072018554e-05,-0.0002905870303974145,-0.00020663616895420035,4.553431891824402e-06,-0.0013561730704733717,-0.001172076047438867,-0.00029514046228923895,-0.00020208273706237592
17027,3.4052,3.4054,1.2295329534460551e-05,1.688085544251537e-05,9.252624291421964e-06,6.637599044836475e-16,2.1547953826546282e-05,2.547646747787549e-05,2.5475452329174282e-05,ENCLOSED,2423,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38254306351527284,1.9928930504659215,18.116449246076474,0.0001497957940494897,-0.0010143069231864617,-0.0010143069231687719,9.619307386536293e-05,-0.0011104999970518248,-0.0009181138493034089,-0.0012628145844616899,-0.0012628145844464785,8.75230984844809e-05,-0.001350337682946171,-0.0011752914859619974,-0.0002485076612778887,-0.0002485076612750459,4.198259565784291e-05,-0.00029049025693573166,-0.000206525065617203,4.5525705559959696e-06,-0.0013548902535021673,-0.0011707389154060012,-0.00029504282749172767,-0.00020197249506120698
17028,3.4054,3.4056,1.230498803575714e-05,1.6893237363837765e-05,9.246535856356252e-06,6.637639582117616e-16,2.1551523892777166e-05,2.5474355226697728e-05,2.54733400678968e-05,ENCLOSED,2423,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3824652314807412,1.992905225711312,18.116628032876392,0.00014803017353546449,-0.0010128918220584243,-0.0010128918220407344,9.59069373583362e-05,-0.0011087987594167606,-0.0009169848846823981,-0.0012614331619959875,-0.0012614331619807762,8.726356007567496e-05,-0.0013486967220716628,-0.001174169601905101,-0.00024854133994022383,-0.00024854133993738116,4.188002888081346e-05,-0.00029042136882103737,-0.00020666131105656768,4.551709088525e-06,-0.001353248431160188,-0.0011696178928165756,-0.0002949730779095624,-0.00020210960196804265
17029,3.4056,3.4058,1.231446937319192e-05,1.6905354968827144e-05,9.240442168695875e-06,6.637680089881091e-16,2.155491154255157e-05,2.5472419736717347e-05,2.5471404567993825e-05,ENCLOSED,2425,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3823874811176306,1.9929173919047962,18.116806700526727,0.00014878470535716564,-0.0010115285824606373,-0.0010115285824429474,9.604199539689743e-05,-0.0011075705778575348,-0.0009154865870460499,-0.0012601046482752594,-0.001260104648260048,8.738625459378314e-05,-0.0013474909028690428,-0.0011727183936662646,-0.0002485760658172827,-0.00024857606581444013,4.192049376980611e-05,-0.00029049655958708886,-0.000206655572044634,4.550848519177883e-06,-0.001352041751388221,-0.0011681675451470864,-0.0002950474081062668,-0.0002021047235254561
17030,3.4058,3.406,1.2323722631567805e-05,1.6917102049920754e-05,9.234514938384227e-06,6.637720568124208e-16,2.155823757061581e-05,2.547071192319907e-05,2.5469696744780993e-05,ENCLOSED,2435,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.382309814528775,1.9929295491734522,18.11698525235207,0.00014971546566588503,-0.0010101331435965618,-0.0010101331435788724,9.620635184484022e-05,-0.0011063394954414023,-0.0009139267917340321,-0.0012587462099264918,-0.0012587462099112805,8.753553791943353e-05,-0.0013462817478459255,-0.0011712106719918467,-0.00024861306633259037,-0.0002486130663297479,4.1970890870998024e-05,-0.00029058395720358844,-0.00020664217545874987,4.5499888737260904e-06,-0.001350831736719652,-0.0011666606831181204,-0.0002951339460773146,-0.00020209218658502376
17031,3.406,3.4062,1.2332498262956917e-05,1.6928077435002032e-05,9.22848931646771e-06,6.63776101687092e-16,2.156098758008841e-05,2.5469481334133964e-05,2.546846614649892e-05,ENCLOSED,2434,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3822322221439125,1.9929416970091618,18.117163674454503,0.00014942165595064897,-0.0010087618423597002,-0.0010087618423420108,9.616385427380356e-05,-0.001104925696633504,-0.0009125979880682071,-0.0012574109047527504,-0.001257410904737539,8.749709404395439e-05,-0.001344907998796705,-0.0011699138106935844,-0.0002486490623957101,-0.00024864906239286766,4.1950770432597774e-05,-0.00029059983282830795,-0.00020669829196026985,4.54913003563623e-06,-0.0013494571288323416,-0.0011653646806579479,-0.00029514896286394424,-0.0002021491619246336
17032,3.4062,3.4064,1.2341642022533853e-05,1.6939535442173142e-05,9.222465319575539e-06,6.637801436138767e-16,2.156410734277318e-05,2.546788221441059e-05,2.546686701719041e-05,ENCLOSED,2432,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38215472108177145,1.9929538363639827,18.1173419924542,0.00014893675687337524,-0.0010074244765300902,-0.0010074244765124008,9.609058722417572e-05,-0.0011035150637542662,-0.0009113338892882249,-0.0012561070059209632,-0.0012561070059057518,8.743072994694983e-05,-0.0013435377358679132,-0.0011686762759588018,-0.0002486825293935328,-0.0002486825293906905,4.1920348837912094e-05,-0.00029060287823144497,-0.00020676218055277836,4.5482722137786054e-06,-0.001348086008081692,-0.001164128003745023,-0.0002951511504452236,-0.00020221390833899972
17033,3.4064,3.4066,1.2351274302246216e-05,1.6951693516081647e-05,9.216502359620244e-06,6.637841825950797e-16,2.1567776662530257e-05,2.54657941721446e-05,2.5464778964850724e-05,ENCLOSED,2431,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38207731456586075,1.992965967423999,18.117520211294035,0.00014863138719429714,-0.00100608504777891,-0.001006085047761221,9.604918727847786e-05,-0.001102134235057388,-0.0009100358604827431,-0.0012548013787375164,-0.001254801378722305,8.739329141986611e-05,-0.0013421946701573828,-0.0011674080873024387,-0.0002487163309612668,-0.0002487163309584246,4.190100088776407e-05,-0.0002906173318490309,-0.00020681533007066048,4.547415447580126e-06,-0.0013467420856049632,-0.0011628606718548584,-0.0002951647472966111,-0.00020226791462308032
17034,3.4066,3.4068,1.2360590588209517e-05,1.6963421108741922e-05,9.210485160115448e-06,6.637882186328872e-16,2.157107574898876e-05,2.546402172128372e-05,2.5463006504232106e-05,ENCLOSED,2429,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.38199998570417704,1.992978089275697,18.11769830614861,0.0001485356873808686,-0.0010046855438233672,-0.0010046855438056782,9.60416625109561e-05,-0.0011007272063343235,-0.000908643881294722,-0.0012534396836287466,-0.0012534396836135352,8.738659131316593e-05,-0.0013408262749419128,-0.001166053092300369,-0.00024875413980803945,-0.0002487541398051973,4.189300897578411e-05,-0.00029064714878382364,-0.0002068611308294132,4.546559531209142e-06,-0.0013453728344731222,-0.0011615065327691596,-0.00029519370831503284,-0.00020231457129820402
