step,t_left,t_right,flow_tube_radius,prescribed_guard_radius,reference_motion_upper,midpoint_rounding_upper,static_radius,probe_central_margin_lower,probe_sector_margin_lower,status,training_ambiguous_pairs,training_gate_assignment_status,speed_upper,parameter_norm_upper,field_lipschitz_upper,training_gate_correction_upper,G_center_lower,G_center_upper,G_budget_upper,G_lower,G_upper,E_center_lower,E_center_upper,E_budget_upper,E_lower,E_upper,Xi_center_lower,Xi_center_upper,Xi_budget_upper,Xi_lower,Xi_upper,sector_rate_cost_upper,E_sector_lower,E_sector_upper,Xi_sector_lower,Xi_sector_upper
17646,3.529,3.5292,1.8285097380349246e-05,2.4449346118448975e-05,6.329020437887111e-06,6.657791345596336e-16,2.4614117818902145e-05,2.4175303472164934e-05,2.417428205299949e-05,ENCLOSED,2755,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34742510518572967,1.9989590313192174,18.207582085469543,0.00016321225240193213,-0.0003146553374697797,-0.00031465533745224535,0.0001072703063123674,-0.0004219256437821472,-0.0002073850311398779,-0.0005726090767003819,-0.0005726090766852686,9.769498259570671e-05,-0.0006703040592960887,-0.0004749140940895618,-0.00025795373923320487,-0.0002579537392304202,4.3141880453507674e-05,-0.0003010956196867126,-0.0002148118587769125,4.164040299541026e-06,-0.0006744680995956298,-0.00047075005379002075,-0.0003052596599862537,-0.00021064781847737147
17647,3.5292,3.5294,1.8293498045444427e-05,2.445996699066797e-05,6.325353736272809e-06,6.657817128665443e-16,2.4618851782383027e-05,2.4174499366945702e-05,2.41734779389138e-05,ENCLOSED,2758,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3473849367969148,1.9989667776457951,18.20770108593879,0.00016382776514148437,-0.00031368357355575425,-0.0003136835735382201,0.00010738762873130688,-0.0004210712022870612,-0.00020629594480691318,-0.0005716450190959246,-0.0005716450190808114,9.78018539249814e-05,-0.0006694468730209061,-0.00047384316515583,-0.0002579614455427733,-0.00025796144553998877,4.31774707029211e-05,-0.0003011389162456945,-0.00021478397483706764,4.163596503930305e-06,-0.0006736104695248365,-0.00046967956865189963,-0.00030530251274962485,-0.00021062037833313732
17648,3.5294,3.5296,1.8303840780788982e-05,2.447320907704932e-05,6.3219236924532045e-06,6.657842892904841e-16,2.4625764473907984e-05,2.4171759546717276e-05,2.4170738107876808e-05,ENCLOSED,2762,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34734484872323823,1.9989745204956435,18.207820064859302,0.0001642374917626753,-0.0003125927891405712,-0.00031259278912303714,0.00010747744871537466,-0.0004200702378559459,-0.00020511534040766244,-0.000570569129093355,-0.0005705691290782418,9.788373764192563e-05,-0.0006684528667352807,-0.00047268539143631617,-0.0002579763399553864,-0.00025797633995260197,4.320453639042047e-05,-0.0003011808763458069,-0.00021477180356218147,4.163153645602129e-06,-0.000672616020380883,-0.000468522237790714,-0.0003053440299914091,-0.0002106086499165793
17649,3.5296,3.5298,1.8313517013026194e-05,2.448555283260928e-05,6.318342026548736e-06,6.657868638321488e-16,2.4631859040240728e-05,2.41696871884439e-05,2.416866573946133e-05,ENCLOSED,2762,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3473047860962415,1.9989822568760973,18.207938941043885,0.0001636272266757963,-0.00031160692783782754,-0.0003116069278202937,0.0001073931842029381,-0.0004190001120407657,-0.00020421374361735556,-0.0005695912847729791,-0.000569591284757866,9.780734630465412e-05,-0.0006673986310776333,-0.0004717839384532118,-0.00025798435693775393,-0.0002579843569349696,4.317317193862965e-05,-0.00030115752887638364,-0.00021481118499633992,4.1627110524095165e-06,-0.0006715613421300429,-0.0004676212274008022,-0.00030532023992879323,-0.00021064847394393037
17650,3.5298,3.53,1.8322122290299054e-05,2.449645517605166e-05,6.314681795648775e-06,6.657894364926636e-16,2.4636804086613627e-05,2.416868539505206e-05,2.41676639369983e-05,ENCLOSED,2759,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3472647430715916,1.998989986459953,18.208057705691736,0.00016258237572473259,-0.00031070665459903134,-0.00031070665458149784,0.00010723213966411532,-0.0004179387942631467,-0.0002034745149173825,-0.0005686939258515244,-0.0005686939258364117,9.766114108353408e-05,-0.0006663550669350585,-0.0004710327847528775,-0.00025798727125509537,-0.00025798727125231113,4.3115793418601235e-05,-0.0003011030646736967,-0.00021487147783370988,4.162268652732113e-06,-0.0006705173355877908,-0.00046687051610014535,-0.00030526533332642884,-0.00021070920918097775
17651,3.53,3.5302,1.833234186563617e-05,2.4509538968553102e-05,6.311206297665683e-06,6.657920072740813e-16,2.4643548163967652e-05,2.4166068913590494e-05,2.4165047444851206e-05,ENCLOSED,2756,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34722477355330006,1.9989977121999458,18.208176438787785,0.00016210583526036942,-0.00030980689220240444,-0.0003098068921848714,0.00010717244260865563,-0.0004169793348110601,-0.00020263444957621573,-0.0005677970438970998,-0.0005677970438819873,9.760708846865475e-05,-0.0006654041323657546,-0.0004701899554133325,-0.0002579901516972978,-0.00025799015169451365,4.309281660746727e-05,-0.0003010829683047651,-0.00021489733508704635,4.161827107020381e-06,-0.0006695659594727751,-0.0004660281283063121,-0.0003052447954117855,-0.00021073550798002594
17652,3.5302,3.5304,1.8342865884858157e-05,2.452303707635597e-05,6.307657605471537e-06,6.657945761776168e-16,2.46505234909955e-05,2.416314759831598e-05,2.416212611858668e-05,ENCLOSED,2760,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34718484883227047,1.9990054325324753,18.20829509789187,0.00016104282294317803,-0.0003088136852734866,-0.0003088136852559538,0.0001070149335246385,-0.0004158286187981252,-0.00020179875173131524,-0.0005668131512103933,-0.000566813151195281,9.746411038792734e-05,-0.0006642772615983207,-0.0004693490408073536,-0.0002579994659395093,-0.00025799946593672515,4.303723430724004e-05,-0.0003010367002467494,-0.0002149622316294851,4.161386063601023e-06,-0.0006684386476619219,-0.00046518765474375253,-0.0003051980863103505,-0.00021080084556588405
17653,3.5304,3.5306,1.835311729182889e-05,2.453616957281116e-05,6.304012516953244e-06,6.657971432045334e-16,2.465712980944794e-05,2.4160498505442115e-05,2.4159477014995375e-05,ENCLOSED,2763,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3471449579832525,1.99901314686146,18.208413666833398,0.00016151152166043114,-0.00030787736404448604,-0.0003078773640269535,0.00010711364622583177,-0.0004149910102703179,-0.0002007637178011217,-0.0005658816639231578,-0.0005658816639080458,9.755407625127589e-05,-0.0006634357401744339,-0.00046832758765676986,-0.0002580042998812745,-0.00025800429987849047,4.306714222996167e-05,-0.0003010714421112362,-0.00021493715764852876,4.160945388650356e-06,-0.0006675966855630844,-0.00046416664226811945,-0.0003052323874998866,-0.00021077621225987838
17654,3.5306,3.5308,1.8364925799523638e-05,2.4551407975067448e-05,6.300567642107921e-06,6.657997083567608e-16,2.4665493442297366e-05,2.4156291922071216e-05,2.41552704193499e-05,ENCLOSED,2765,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3471051395833113,1.9990208573174022,18.208532203165845,0.000161657414998622,-0.0003068870947019004,-0.0003068870946843681,0.00010716382399823862,-0.0004140509187001391,-0.00019972327068612942,-0.0005648993336263234,-0.0005648993336112114,9.759992909174512e-05,-0.0006624992627180686,-0.00046729940451946617,-0.00025801223892702504,-0.00025801223892424113,4.3081379350226134e-05,-0.0003010936182772512,-0.00021493085957401497,4.160505554929348e-06,-0.0006666597682729981,-0.00046313889896453675,-0.00030525412383218065,-0.0002107703540190856
17655,3.5308,3.531,1.837620791040615e-05,2.4565938209320075e-05,6.29704684647329e-06,6.658022716343278e-16,2.4673254757545252e-05,2.4152611345817e-05,2.4151589831347457e-05,ENCLOSED,2767,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3470653506169531,1.9990285615448407,18.208650643072776,0.00016224077185987364,-0.0003059025963676199,-0.0003059025963500878,0.00010728556231779541,-0.00041318815868541533,-0.00019861703403229236,-0.0005639178694986203,-0.0005639178694835085,9.771083831756294e-05,-0.0006616287078161833,-0.0004662070311659455,-0.0002580152731336025,-0.0002580152731308187,4.311933076725851e-05,-0.00030113460390086106,-0.00021489594236356015,4.160066035430845e-06,-0.0006657887738516142,-0.0004620469651305146,-0.00030529466993629194,-0.00021073587632812926
17656,3.531,3.5312,1.8386140537259188e-05,2.45786498426371e-05,6.293346351170302e-06,6.658048330397825e-16,2.4679486889095307e-05,2.4150279863979445e-05,2.4149258339111122e-05,ENCLOSED,2763,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34702557426287517,1.9990362586210804,18.208768961568953,0.00016162550593801017,-0.00030500531777153306,-0.0003050053177540013,0.00010720088617048906,-0.00041220620394202215,-0.00019780443158351222,-0.0005630233112202793,-0.0005630233112051677,9.763407122683383e-05,-0.0006606573824471133,-0.00046538923997833383,-0.000258017993451348,-0.00025801799344856433,4.308785945315138e-05,-0.00030110585290449944,-0.00021493013399541294,4.159626624066232e-06,-0.0006648170090711796,-0.00046122961335426756,-0.0003052654795285657,-0.0002107705073713467
17657,3.5312,3.5314,1.8395186028647672e-05,2.4590163926975252e-05,6.289698048959633e-06,6.658073925741919e-16,2.4684884078273123e-05,2.414883512807674e-05,2.414781359369673e-05,ENCLOSED,2764,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34698582328457517,1.999043949244536,18.20888717757888,0.00016177216505130652,-0.00030411167732218925,-0.0003041116773046579,0.00010724154310249913,-0.0004113532204246884,-0.00019687013420215878,-0.000562129899977604,-0.0005621298999624926,9.767124703865298e-05,-0.0006598011470162571,-0.00046445865292383956,-0.00025801822265801615,-0.00025801822265523257,4.309799244897023e-05,-0.00030111621510698646,-0.00021492023020626232,4.159187477231934e-06,-0.0006639603344934892,-0.0004602994654466076,-0.00030527540258421844,-0.00021076104272903037
17658,3.5314,3.5316,1.8405644725481245e-05,2.4603583324201254e-05,6.2862625894227965e-06,6.658099502393674e-16,2.4691907315569862e-05,2.4145976797276768e-05,2.414495525197183e-05,ENCLOSED,2763,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34694614239151184,1.9990516358803538,18.209005357733304,0.0001614158361514249,-0.00030315937526620966,-0.00030315937524867865,0.00010720295662491025,-0.00041036233189111995,-0.0001959564186237684,-0.0005611803970835836,-0.0005611803970684724,9.763638873765957e-05,-0.0006588167858212433,-0.00046354400833081274,-0.0002580210218199757,-0.00025802102181719225,4.3082163492041776e-05,-0.00030110318531201757,-0.00021493885832515045,4.1587491428304254e-06,-0.0006629755349640738,-0.00045938525918798225,-0.00030526193445484806,-0.00021078010918232
17659,3.5316,3.5318,1.8414567008265084e-05,2.4614928095362924e-05,6.282656404450564e-06,6.658125060357669e-16,2.469722341338147e-05,2.414465449115294e-05,2.4143632936459445e-05,ENCLOSED,2758,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34690647082926757,1.999059315199503,18.209123411859053,0.00016106340641505585,-0.00030225789826203485,-0.00030225789824450417,0.00010715946925709962,-0.0004094173675191345,-0.00019509842898740454,-0.000560279429863824,-0.0005602794298487131,9.759706197139847e-05,-0.0006578764918352226,-0.00046268236787731456,-0.0002580215316043906,-0.00025802153160160723,4.306416469414925e-05,-0.0003010856962985399,-0.00021495736690745794,4.158310876482226e-06,-0.0006620348027117049,-0.0004585240570008323,-0.00030524400717502217,-0.0002107990560309757
17660,3.5318,3.532,1.8423551642663257e-05,2.462635773478356e-05,6.279146849801564e-06,6.658150599659134e-16,2.4702698493130647e-05,2.4143269444124553e-05,2.4142247879980112e-05,ENCLOSED,2758,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3468668423739849,1.9990669890722566,18.209241390435405,0.00016107694094920632,-0.0003012306218930539,-0.00030123062187552334,0.00010717804279602529,-0.00040840866468907925,-0.00019405257907949804,-0.0005592632714787583,-0.0005592632714636475,9.761416217608433e-05,-0.0006568774336548427,-0.0004616491092875631,-0.00025803264958830556,-0.0002580326495855222,4.3067006137657304e-05,-0.00030109965572596293,-0.00021496564344786485,4.157873092149469e-06,-0.0006610353067469922,-0.00045749123619541357,-0.0003052575288181125,-0.00021080777035571536
17661,3.532,3.5322,1.8433943098217106e-05,2.4639681181680126e-05,6.275629582303365e-06,6.658176120305366e-16,2.47095726811863e-05,2.4140477186728207e-05,2.4139455611725956e-05,ENCLOSED,2762,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34682727937607044,1.999074658742895,18.209359326985275,0.00016074699881006528,-0.00030033582986642844,-0.0003003358298488983,0.00010714340944021216,-0.00040747923930664067,-0.0001931924204086861,-0.0005583710420765353,-0.0005583710420614248,9.758289663179842e-05,-0.0006559539387083339,-0.0004607881454296263,-0.0002580352122127081,-0.00025803521220992486,4.305246135506382e-05,-0.000301087673567772,-0.00021498275085486102,4.157436063806855e-06,-0.0006601113747721408,-0.0004566307093658194,-0.0003052451096315789,-0.00021082531479105413
17662,3.5322,3.5324,1.8443633852119486e-05,2.4652057098622895e-05,6.272063129237314e-06,6.658201622306211e-16,2.471569698202263e-05,2.4138385241848806e-05,2.4137363656689407e-05,ENCLOSED,2758,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34678774283563374,1.9990823220665737,18.20947716348231,0.00016036159744876288,-0.0002993214608844305,-0.0002993214608669005,0.00010709702989476727,-0.00040641849077919785,-0.00019222443097213318,-0.0005573624632780413,-0.0005573624632629308,9.754094654641664e-05,-0.0006549034098244581,-0.0004598215167165141,-0.00025804100239621244,-0.0002580410023934293,4.303378540033586e-05,-0.00030107478779654834,-0.0002150072169930934,4.156999313579023e-06,-0.0006590604091380372,-0.000455664517402935,-0.00030523178711012745,-0.00021085021767951436
17663,3.5324,3.5326,1.845413487570324e-05,2.4665523421138004e-05,6.268618494059666e-06,6.658227105680268e-16,2.472275337042874e-05,2.4135482638232963e-05,2.4134461042106107e-05,ENCLOSED,2753,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34674826309262186,1.9990899807294187,18.20959494538047,0.00015977977012972573,-0.000298427737456417,-0.0002984277374388874,0.00010702065912394141,-0.00040544839658035844,-0.00019140707831494596,-0.000556471240506541,-0.0005564712404914309,9.747173493567909e-05,-0.0006539429754422202,-0.0004589995055557518,-0.00025804350305272535,-0.0002580435030499423,4.300536834469916e-05,-0.0003010488713974246,-0.00021503813470524313,4.156563213356171e-06,-0.0006580995386555765,-0.0004548429423423956,-0.0003052054346107808,-0.00021088157149188694
17664,3.5326,3.5328,1.8463433770268083e-05,2.4677365317930516e-05,6.2649566107896025e-06,6.658252570443106e-16,2.472839038172352e-05,2.4133781774658235e-05,2.413276016876601e-05,ENCLOSED,2757,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.346708797550217,1.9990976323841185,18.209712609218055,0.0001601527710456642,-0.0002975032948095389,-0.0002975032947920096,0.00010710015401758276,-0.0004046034488271217,-0.00019040314077442682,-0.0005555516140742466,-0.0005555516140591367,9.754422460878316e-05,-0.0006530958386830298,-0.0004580073894503535,-0.0002580483192673087,-0.00025804831926452577,4.302857528475052e-05,-0.0003010768945520593,-0.00021501974397977522,4.1561272411549985e-06,-0.0006572519659241849,-0.00045385126220919843,-0.00030523302179321434,-0.00021086361673862018
17665,3.5328,3.533,1.8473269463991452e-05,2.4689928430047862e-05,6.261501142175564e-06,6.658278016606847e-16,2.4734770606832856e-05,2.4131543723024798e-05,2.4130522106830366e-05,ENCLOSED,2758,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3466693855007699,1.999105279197408,18.209830213557954,0.0001599486334868965,-0.00029655536081609255,-0.0002965553607985635,0.00010708507699056577,-0.00040364043780665836,-0.0001894702838079977,-0.000554609576500761,-0.0005546095764856514,9.753073622825438e-05,-0.0006521403127290156,-0.00045707884025739695,-0.00025805421568726977,-0.00025805421568448695,4.302044504407163e-05,-0.00030107466073134146,-0.00021503377064041528,4.155691878515046e-06,-0.0006562960046075307,-0.00045292314837888187,-0.00030523035260985655,-0.0002108780787619002
17666,3.533,3.5332,1.8481795391374503e-05,2.4700738357345402e-05,6.25793777721648e-06,6.658303444184133e-16,2.4739733169256824e-05,2.4130615048908977e-05,2.4129593423722063e-05,ENCLOSED,2760,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3466299873867621,1.9991129190125563,18.209947699880967,0.00015959655503334155,-0.00029565231711124425,-0.0002956523170937155,0.00010704052001163303,-0.0004026928371228773,-0.00018861179708208248,-0.0005537092341521646,-0.0005537092341370551,9.749043430074123e-05,-0.0006511996684529059,-0.0004562187998363138,-0.0002580569170435213,-0.0002580569170407386,4.300202571370627e-05,-0.00030105894275722763,-0.0002150548913270323,4.155256640803532e-06,-0.0006553549250937095,-0.0004520635431955102,-0.00030521419939803123,-0.00021089963468622872
17667,3.5332,3.5334,1.849129803572727e-05,2.4712867635026552e-05,6.254465405485701e-06,6.658328853192663e-16,2.474576344187881e-05,2.412870926907818e-05,2.4127687633922026e-05,ENCLOSED,2760,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34659064867726797,1.9991205543190764,18.210065135636327,0.00016054779865312612,-0.00029476469839862494,-0.00029476469838109665,0.0001072184892360301,-0.0004019831876346551,-0.00018754620914506652,-0.0005528222219708445,-0.0005528222219557353,9.765246061317109e-05,-0.0006504746825840157,-0.00045516976134256414,-0.0002580575235748204,-0.0002580575235720378,4.305824906895969e-05,-0.00030111577264378014,-0.00021499927450307807,4.154822085175709e-06,-0.0006546295046691915,-0.00045101493925738835,-0.0003052705947289559,-0.00021084445241790234
17668,3.5334,3.5336,1.850093494990021e-05,2.4725182552304224e-05,6.250975506051057e-06,6.658354243640641e-16,2.4751910456617115e-05,2.412666883075926e-05,2.4125647185499558e-05,ENCLOSED,2763,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3465513515876298,1.9991281841701387,18.210182494923245,0.0001610036464078387,-0.00029362771934987196,-0.00029362771933234366,0.00010731359881834428,-0.0004009413181682163,-0.00018631412051399934,-0.0005517028176662859,-0.0005517028176511764,9.773915338032375e-05,-0.0006494419710466097,-0.0004539636642708526,-0.00025807509831901463,-0.000258075098316232,4.308687195880168e-05,-0.00030116197027781636,-0.00021498822635743033,4.15438799386832e-06,-0.0006535963590404781,-0.0004498092762769842,-0.00030531635827168476,-0.00021083383836356198
17669,3.5336,3.5338,1.8511422923930515e-05,2.473864695696667e-05,6.247482715985192e-06,6.658379615551143e-16,2.4758905640581556e-05,2.4123776943992414e-05,2.4122755287778067e-05,ENCLOSED,2765,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34651210968552615,1.999135809301295,18.21029979773605,0.00016175885242899246,-0.00029269696702487793,-0.00029269696700734996,0.00010746173550269703,-0.000400158702527575,-0.0001852352315046529,-0.0005507685600433128,-0.0005507685600282038,9.787406350396769e-05,-0.0006486426235472806,-0.0004528944965242361,-0.0002580715930210355,-0.000258071593018253,4.313338668434718e-05,-0.00030120497970538275,-0.0002149382063339058,4.153954533116785e-06,-0.0006527965780803974,-0.00044874054199111924,-0.0003053589342384996,-0.00021078425180078898
17670,3.5338,3.534,1.8521553254719904e-05,2.4751625181489884e-05,6.243945554288144e-06,6.658404968921131e-16,2.4765498809673898e-05,2.4121242311953493e-05,2.41202206451421e-05,ENCLOSED,2766,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3464729003087888,1.999143428466481,18.21041701036036,0.00016191715844637795,-0.0002916671147057715,-0.0002916671146882436,0.00010750826786609148,-0.000399175382571863,-0.0001841588468221521,-0.0005497481704198231,-0.0005497481704047141,9.791659308807408e-05,-0.0006476647635078973,-0.00045183157731663995,-0.0002580810557166523,-0.0002580810557138699,4.314589029999357e-05,-0.0003012269460166459,-0.00021493516541387628,4.1535214252319085e-06,-0.0006518182849331293,-0.000447678055891408,-0.00030538046744187786,-0.00021078164398864434
17671,3.534,3.5342,1.8531044870390846e-05,2.4763740490970374e-05,6.240420979970045e-06,6.658430303778932e-16,2.4771465851026744e-05,2.411934600659989e-05,2.411832432983013e-05,ENCLOSED,2773,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3464337189568966,1.9991510414457057,18.2105341265927,0.00016421918537044532,-0.0002907395391213642,-0.00029073953910383664,0.00010791310044238497,-0.00039865263956374923,-0.00018282643866145165,-0.0005488249463582649,-0.0005488249463431561,9.828488957511649e-05,-0.0006471098359333815,-0.0004505400567680396,-0.00025808540723950115,-0.00025808540723671887,4.327788017955837e-05,-0.00030136328741905955,-0.00021480752705716047,4.153088615214278e-06,-0.0006512629245485959,-0.0004463869681528252,-0.0003055163760342739,-0.00021065443844194617
17672,3.5342,3.5344,1.853998361540208e-05,2.4775110030065177e-05,6.236888077075855e-06,6.658455620131827e-16,2.4776871693143792e-05,2.4118002183550634e-05,2.411698049737533e-05,ENCLOSED,2772,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34639456676696334,1.9991586483080301,18.210651148240466,0.0001640829213756686,-0.0002898225856760575,-0.00028982258565853026,0.00010790626745831586,-0.0003977288531343734,-0.00018191631820021437,-0.000547912357422497,-0.0005479123574073884,9.82788917559868e-05,-0.0006461912491784839,-0.00044963346565140156,-0.0002580897717490399,-0.00025808977174625775,4.327220142368758e-05,-0.00030136197317272756,-0.00021481757032257014,4.1526561170490026e-06,-0.000650343905295533,-0.00044548080953435253,-0.0003055146292897766,-0.0002106649142055211
17673,3.5344,3.5346,1.854957220993584e-05,2.4787355051107328e-05,6.233423290286403e-06,6.658480917995192e-16,2.4782995500888105e-05,2.4116008122700918e-05,2.4114986426470186e-05,ENCLOSED,2774,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34635546707478976,1.9991662503367436,18.210768110020595,0.00016407262007661494,-0.00028886674048922753,-0.00028886674047170065,0.00010792294927014746,-0.00039678968975937504,-0.00018094379120155317,-0.0005469630687093544,-0.0005469630686942461,9.829427941363633e-05,-0.0006452573481229908,-0.00044866878928060967,-0.00025809632822272686,-0.0002580963282199447,4.327460943472569e-05,-0.00030137093765745263,-0.00021482171878521898,4.152224216730296e-06,-0.0006494095723397212,-0.0004445165650638793,-0.000305523161874183,-0.00021066949456848865
17674,3.5346,3.5348,1.855839891549164e-05,2.479857089940537e-05,6.229892109256314e-06,6.658506197384285e-16,2.4788291025413814e-05,2.411477556262855e-05,2.4113753857104238e-05,ENCLOSED,2781,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34631639171095047,1.9991738459897175,18.210884970146846,0.0001642864424471006,-0.0002879786149265572,-0.00028797861490903064,0.0001079746051184419,-0.00039595322004499914,-0.00018000400979058872,-0.0005460771045689421,-0.000546077104553834,9.834146011917848e-05,-0.0006444185646881207,-0.00044773564443465543,-0.00025809848964498505,-0.000258098489642203,4.3288434386301997e-05,-0.0003013869240312871,-0.00021481005525590097,4.151792569103284e-06,-0.0006485703572572241,-0.0004435838518655521,-0.0003055387166003904,-0.00021065826268679765
17675,3.5348,3.535,1.856774739384848e-05,2.4810490549651336e-05,6.22638887343024e-06,6.658531458310061e-16,2.4794136267944584e-05,2.4113020841631946e-05,2.411199912629224e-05,ENCLOSED,2780,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.3462773658024699,1.9991814366490694,18.211001766007048,0.00016239349225173906,-0.0002870921268825071,-0.00028709212686498094,0.00010767392010500354,-0.0003947660469875107,-0.00017941820675997737,-0.0005451926146026006,-0.0005451926145874927,9.806828866879575e-05,-0.0006432609032713965,-0.00044712432591869684,-0.00025810048772269343,-0.0002581004877199115,4.318475835218746e-05,-0.00030128524607488094,-0.000214915729367724,4.1513614821175805e-06,-0.0006474122647535141,-0.0004429729644365792,-0.0003054366075569986,-0.0002107643678856064
17676,3.535,3.5352,1.857853640392351e-05,2.4824354572509555e-05,6.222984372137466e-06,6.658556700790395e-16,2.4801520776726842e-05,2.4109826158292862e-05,2.4108804431697192e-05,ENCLOSED,2778,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.346238407399173,1.9991890233084622,18.2111185244731,0.00015807526584117468,-0.00028618938765337967,-0.00028618938763585387,0.00010697056196620473,-0.00039315994961958443,-0.0001792188256696491,-0.0005442933512165298,-0.0005442933512014221,9.742900575304124e-05,-0.0006417223569695712,-0.0004468643454483808,-0.0002581039635657503,-0.00025810396356296843,4.2947075674027266e-05,-0.0003010510392397776,-0.00021515688788894115,4.150931177002877e-06,-0.0006458732881465741,-0.00044271341427137785,-0.0003052019704167805,-0.00021100595671193824
17677,3.5352,3.5354,1.8589222341622674e-05,2.4838080156358806e-05,6.219498264011457e-06,6.658581924837373e-16,2.48087206063e-05,2.4106738946157403e-05,2.41057172084088e-05,ENCLOSED,2776,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34619948499588954,1.9991966042480553,18.211235198898684,0.0001576052623453999,-0.0002850346627667193,-0.0002850346627491934,0.00010691346659252766,-0.00039194812935924704,-0.0001781211961566657,-0.0005431543529843684,-0.0005431543529692607,9.737731864205275e-05,-0.0006405316716264213,-0.0004457770343272079,-0.00025811969022024957,-0.00025811969021746783,4.292518851664226e-05,-0.0003010448787368919,-0.00021519450170082554,4.150501267748969e-06,-0.0006446821728941704,-0.0004416265330594589,-0.0003051953800046409,-0.00021104400043307653
17678,3.5354,3.5356,1.8599688599949846e-05,2.4851508017980964e-05,6.216025909117365e-06,6.658607130463317e-16,2.481571450973308e-05,2.4103871024879728e-05,2.410284927619783e-05,ENCLOSED,2776,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34616059775476404,1.9992041794507,18.21135178855516,0.00016192413803490453,-0.0002840542922932593,-0.0002840542922757336,0.00010766066135989241,-0.00039171495365315177,-0.0001763936309158412,-0.0005421819069856867,-0.000542181906970579,9.805691443651411e-05,-0.000640238821422201,-0.00044412499253406487,-0.0002581276146950274,-0.00025812761469224576,4.317179220184575e-05,-0.00030129940689687317,-0.00021495582249039997,4.150071744248054e-06,-0.0006443888931664492,-0.0004399749207898168,-0.00030544947864112127,-0.0002108057507461519
17679,3.5356,3.5358,1.8610082334648244e-05,2.48648430765559e-05,6.212563810092524e-06,6.658632317678491e-16,2.482264614540664e-05,2.4101076351563843e-05,2.4100054592021136e-05,ENCLOSED,2776,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34612174833023923,1.999211749064162,18.21146829742242,0.00016061420620735144,-0.0002831131275007677,-0.0002831131274832423,0.00010746150327739166,-0.0003905746307781594,-0.00017565162420585064,-0.0005412466520142387,-0.0005412466519991312,9.787605853677079e-05,-0.0006391227105510096,-0.00044337059346236037,-0.000258133524516071,-0.0002581335245132895,4.310236926867455e-05,-0.0003012358937847456,-0.0002150311552446149,4.1496426390596254e-06,-0.0006432723531900694,-0.00043922095082330067,-0.0003053855364238053,-0.00021088151260555525
17680,3.5358,3.536,1.8619605870899433e-05,2.4877003212817117e-05,6.2090085095039774e-06,6.65865748650152e-16,2.4828614381069287e-05,2.4099157051822177e-05,2.409813528228882e-05,ENCLOSED,2779,UNRESOLVED_BUT_ALL_SELECTORS_ENCLOSED,0.34608292059098805,1.9992193121914115,18.21158470132042,0.00016034074522720365,-0.0002821748024374943,-0.0002821748024199693,0.00010743343614182448,-0.00038960823857931885,-0.0001747413662781448,-0.0005403136245827635,-0.0005403136245676562,9.785075675909538e-05,-0.000638164381341859,-0.00044246286780856076,-0.000258138822147869,-0.00025813882214508746,4.308978529192397e-05,-0.00030122860743979303,-0.00021504903685316346,4.1492137544611854e-06,-0.0006423135950963204,-0.0004383136540540995,-0.00030537782119425427,-0.00021089982309870225
