cell_id,mu2,sigma,time,frozen_gate_rel_rms_all,block_selector_rel_rms_all,frozen_gate_rel_rms_cluster1,block_selector_rel_rms_cluster1,frozen_gate_rel_rms_cluster2,block_selector_rel_rms_cluster2
mu2_1p800__sigma_0p180,1.8,0.18,9.89,0.01715487608319314,0.06056126339610842,0.015951285541405586,0.06097989611351058,0.020085760984921118,0.05939942463239533
mu2_1p800__sigma_0p180,1.8,0.18,9.9,0.017179334112719154,0.06056401951429338,0.01596897297544658,0.060976425646234664,0.02012537952420682,0.05941969166045731
mu2_1p800__sigma_0p180,1.8,0.18,9.91,0.017203769765623905,0.060566783712018464,0.015986637372151585,0.06097296360446165,0.020164967182890358,0.059439958689439555
mu2_1p800__sigma_0p180,1.8,0.18,9.92,0.017228182996785475,0.06056955657295688,0.01600427858752037,0.06096950999613414,0.02020452416683261,0.05946022793115485
mu2_1p800__sigma_0p180,1.8,0.18,9.93,0.017252577365684144,0.06057234029586547,0.016021896910827536,0.060966064708475244,0.020244061238002008,0.05948050807952325
mu2_1p800__sigma_0p180,1.8,0.18,9.940000000000001,0.01727695147502502,0.06056584864114241,0.016039491520119024,0.06095003389892216,0.02028357576293546,0.059500792652575456
mu2_1p800__sigma_0p180,1.8,0.18,9.950000000000001,0.017301305268690653,0.06056866779794198,0.016057062688619988,0.0609466260437578,0.020323066992730888,0.05952108480287534
mu2_1p800__sigma_0p180,1.8,0.18,9.96,0.01732563939628897,0.06057149676657279,0.016074611872227182,0.06094322689671879,0.020362533877457685,0.059541382789138037
mu2_1p800__sigma_0p180,1.8,0.18,9.97,0.01734995574007473,0.060583578639741176,0.016092138719165074,0.06095237584695577,0.020401983189999123,0.05956169257185083
mu2_1p800__sigma_0p180,1.8,0.18,9.98,0.017374250908499932,0.06058641626445059,0.016109642855329554,0.06094897699082615,0.020441404960866848,0.0595820121671969
mu2_1p800__sigma_0p180,1.8,0.18,9.99,0.01739852360623767,0.06058926353129157,0.016127125185413628,0.0609455878025675,0.020480793173157645,0.05960233426495565
mu2_1p800__sigma_0p180,1.8,0.18,10.0,0.017422777129815287,0.06059212206922233,0.01614458514550671,0.06094220840352529,0.02052015956297317,0.05962266471986766
mu2_2p000__sigma_0p120,2.0,0.12,2.92,0.0,0.10365450600479555,0.0,0.10246950496366211,0.0,0.10746159728852248
mu2_2p000__sigma_0p120,2.0,0.12,2.93,4.4891387034486716e-07,0.10350574645488138,4.99550811856302e-07,0.10237467927913363,2.1363615143658658e-07,0.10709459579905241
mu2_2p000__sigma_0p120,2.0,0.12,2.94,1.4240590046792044e-06,0.10337730455552871,1.60007140797374e-06,0.1023051896037747,5.683973173739541e-07,0.10673875370325266
mu2_2p000__sigma_0p120,2.0,0.12,2.95,2.776775366706193e-06,0.10323843527358068,3.135714032066772e-06,0.10222031633795745,9.999374865681956e-07,0.10639370466175192
mu2_2p000__sigma_0p120,2.0,0.12,2.96,4.419468683904854e-06,0.10309041416410987,5.0092607535148206e-06,0.1021216032600165,1.4712201332404636e-06,0.10605909177901053
mu2_2p000__sigma_0p120,2.0,0.12,2.97,6.154345171313112e-06,0.10294872807264484,6.992553672691004e-06,0.10202959981970136,1.9675641943250374e-06,0.10573458834728065
mu2_2p000__sigma_0p120,2.0,0.12,2.98,7.984013508816897e-06,0.10284258554097704,9.089980639516797e-06,0.10198344198734648,2.4794468412075395e-06,0.10541986213988538
mu2_2p000__sigma_0p120,2.0,0.12,2.99,9.940860801474273e-06,0.10273457667365857,1.1339514727225e-05,0.10193321167947275,3.0082334089328555e-06,0.10511458935350368
mu2_2p000__sigma_0p120,2.0,0.12,3.0,1.205192790855404e-05,0.1026073663582727,1.3771629646167913e-05,0.10185553531785044,3.5709391700678837e-06,0.10481847425359532
mu2_2p000__sigma_0p120,2.0,0.12,3.0100000000000002,1.4462474235814272e-05,0.10247875565521476,1.6559889590140052e-05,0.10177420856115389,4.1297157360274955e-06,0.1045312153099778
mu2_2p000__sigma_0p120,2.0,0.12,3.02,1.6949193550321156e-05,0.10236819114227319,1.9444263541159733e-05,0.1017154700688606,4.677304616347177e-06,0.104252506644886
mu2_2p000__sigma_0p120,2.0,0.12,3.0300000000000002,1.947722896505343e-05,0.10226151738895045,2.2384165526138126e-05,0.10166028628968005,5.21131996697095e-06,0.10398207965798151
mu2_2p000__sigma_0p120,2.0,0.12,3.04,2.2067870144050333e-05,0.10216947765075349,2.5404525166103787e-05,0.10162323958249754,5.730805590803496e-06,0.10371966028864635
mu2_2p000__sigma_0p120,2.0,0.12,3.0500000000000003,2.4732748950606902e-05,0.10206697979887906,2.85185286286144e-05,0.10157033957133972,6.2409360668344765e-06,0.10346497894153463
mu2_2p000__sigma_0p120,2.0,0.12,3.06,2.745162931289655e-05,0.101953219721287,3.1702871055237436e-05,0.10150040461752677,6.735763408992745e-06,0.10321776930613441
mu2_2p000__sigma_0p120,2.0,0.12,3.0700000000000003,3.0196959594906652e-05,0.10184696785210041,3.4925384603232286e-05,0.10143893862611354,7.21143302253833e-06,0.10297778678956633
mu2_2p000__sigma_0p120,2.0,0.12,3.08,3.298573984773592e-05,0.10175980385646854,3.820536861590138e-05,0.10140180325497361,7.674590165513049e-06,0.10274481168452027
mu2_2p000__sigma_0p120,2.0,0.12,3.0900000000000003,3.581414158918097e-05,0.10165973401177905,4.153859420620188e-05,0.10134536053938295,8.11959121556735e-06,0.10251860107981527
mu2_2p000__sigma_0p120,2.0,0.12,3.1,3.871241250714164e-05,0.10157864769143081,4.4960491300422217e-05,0.10131322480389668,8.546430341747144e-06,0.10229893003577323
mu2_2p000__sigma_0p120,2.0,0.12,3.1100000000000003,4.169057967555638e-05,0.10148886643051118,4.848268748987768e-05,0.10126753324562843,8.956342907653143e-06,0.10208558662047695
mu2_2p000__sigma_0p120,2.0,0.12,3.12,4.475789147706184e-05,0.1014080627879732,5.211593391142322e-05,0.10123252420579919,9.350428477628975e-06,0.10187836903743507
mu2_2p000__sigma_0p120,2.0,0.12,3.1300000000000003,4.7910148964993587e-05,0.10132672347392896,5.5855158763029565e-05,0.10119516511263849,9.729706615272933e-06,0.10167707457345862
mu2_2p000__sigma_0p120,2.0,0.12,3.14,5.115523393439648e-05,0.10125560450108671,5.970960506424373e-05,0.10117028936753508,1.0094020316632278e-05,0.1014815010346981
mu2_2p000__sigma_0p120,2.0,0.12,3.1500000000000004,5.451113859939877e-05,0.10118572237507695,6.370035391868272e-05,0.1011455655737291,1.0445023363888023e-05,0.10129146085456696
mu2_2p000__sigma_0p120,2.0,0.12,3.16,5.7994770721655436e-05,0.1011193009710522,6.784743971495178e-05,0.1011240901275963,1.0781373727106285e-05,0.10110675746052264
mu2_2p000__sigma_0p120,2.0,0.12,3.1700000000000004,6.161835457284932e-05,0.10105379810695839,7.216538373258824e-05,0.10110237626271215,1.1101841488830373e-05,0.10092721597155505
mu2_2p000__sigma_0p120,2.0,0.12,3.18,6.540462430619021e-05,0.10099192308082791,7.668108370624096e-05,0.10108419390076034,1.1406319683447171e-05,0.10075267000236181
mu2_2p000__sigma_0p120,2.0,0.12,3.19,6.938789967852126e-05,0.10093353903043781,8.143512576991314e-05,0.10106938466350437,1.1695825619588874e-05,0.10058295844014048
mu2_2p000__sigma_0p120,2.0,0.12,3.2,7.358979208717412e-05,0.10087793832846438,8.645320000784069e-05,0.10105700062328103,1.19700674131276e-05,0.10041791707990651
mu2_2p000__sigma_0p120,2.0,0.12,3.21,7.799571395218305e-05,0.1008245475131525,9.171820381735253e-05,0.10104627310865118,1.2228005132305619e-05,0.10025739564789238
mu2_2p000__sigma_0p120,2.0,0.12,3.22,8.262331919335814e-05,0.10077692168054547,9.725106329847549e-05,0.101042176171817,1.2470880960716456e-05,0.10010123958368264
mu2_2p000__sigma_0p120,2.0,0.12,3.23,8.749166901372333e-05,0.1007275960302334,0.00010307442230408994,0.10103435971856428,1.2699641226302577e-05,0.09994930614811005
mu2_2p000__sigma_0p120,2.0,0.12,3.24,9.264550301152728e-05,0.10068652356446704,0.00010924136191986836,0.10103670445919866,1.2916162872462668e-05,0.09980145559083559
mu2_2p000__sigma_0p120,2.0,0.12,3.25,9.80794884460282e-05,0.10064272805202365,0.00011574567528562035,0.10103395376001681,1.3121936510863139e-05,0.09965755569499261
mu2_2p000__sigma_0p120,2.0,0.12,3.2600000000000002,0.00010379926515587355,0.10060722364183666,0.0001225940337736565,0.1010414897610521,1.3321406072860564e-05,0.09951747577552146
mu2_2p000__sigma_0p120,2.0,0.12,3.27,0.00010979544119715283,0.10056911944377514,0.00012977538832323866,0.1010441485878419,1.351670563853919e-05,0.09938109478099892
mu2_2p000__sigma_0p120,2.0,0.12,3.2800000000000002,0.00011609678597038385,0.10052492131978881,0.00013732383269012978,0.10103706410866899,1.3713917980212235e-05,0.09924828048113951
mu2_2p000__sigma_0p120,2.0,0.12,3.29,0.00012270307161786113,0.10049381274165287,0.00014523914789562212,0.10104706759130425,1.3917513541000437e-05,0.09911892238476051
mu2_2p000__sigma_0p120,2.0,0.12,3.3000000000000003,0.0001296641714296532,0.10046043827105151,0.00015358049310428768,0.10105273068049227,1.4136647389263996e-05,0.09899290151427789
mu2_2p000__sigma_0p120,2.0,0.12,3.31,0.0001370061545495873,0.1004270756188518,0.0001623790066674205,0.10105725985168709,1.43759740443143e-05,0.09887010621451896
mu2_2p000__sigma_0p120,2.0,0.12,3.3200000000000003,0.0001447268561503207,0.10040052144250114,0.0001716321520895548,0.10107019830296715,1.4644017818454522e-05,0.09875043837825144
mu2_2p000__sigma_0p120,2.0,0.12,3.33,0.00015281671507104338,0.10036664183096097,0.0001813282245838408,0.10107177197270305,1.4960269498640219e-05,0.09863378804473556
mu2_2p000__sigma_0p120,2.0,0.12,3.3400000000000003,0.00016126053992158182,0.10033292268333464,0.00019144911980617226,0.101072484679222,1.5335792314507875e-05,0.09852006300822565
mu2_2p000__sigma_0p120,2.0,0.12,3.35,0.0001700599001916421,0.10031665262638784,0.00020199669272370603,0.10109662945099612,1.5780488075158927e-05,0.09840915807764623
mu2_2p000__sigma_0p120,2.0,0.12,3.3600000000000003,0.00017923071026447276,0.10028217842561594,0.0002129899756414141,0.10109419860436086,1.6300839798521664e-05,0.09830098447043659
mu2_2p000__sigma_0p120,2.0,0.12,3.37,0.0001888081004330482,0.10026204020681563,0.00022447020309430285,0.10111089210170537,1.692523595601918e-05,0.09819545550731067
mu2_2p000__sigma_0p120,2.0,0.12,3.3800000000000003,0.00019875669500989454,0.10023223288805795,0.00023639542723797024,0.10111302079666305,1.765553466067326e-05,0.09809248386133841
mu2_2p000__sigma_0p120,2.0,0.12,3.39,0.00020910088020049394,0.10019777659725461,0.00024879441202818717,0.10110764705356565,1.850751907565093e-05,0.09799198767937348
mu2_2p000__sigma_0p120,2.0,0.12,3.4000000000000004,0.00021979216700455297,0.10019006365327397,0.00026160952762430844,0.10113894684483446,1.947888717528605e-05,0.09789388593643676
mu2_2p000__sigma_0p120,2.0,0.12,3.41,0.0002308540070156568,0.1001676076562094,0.0002748685808554226,0.10114860246053183,2.0576299160006972e-05,0.0977981034466068
mu2_2p000__sigma_0p120,2.0,0.12,3.4200000000000004,0.0002422807187783767,0.10013632457723472,0.000288565200275318,0.10114493989352087,2.1787025018997097e-05,0.09770456578439156
mu2_2p000__sigma_0p120,2.0,0.12,3.43,0.00025411099778752566,0.10010255671183099,0.00030274498046045986,0.10113689549328428,2.3129522082037668e-05,0.09761320781117158
mu2_2p000__sigma_0p120,2.0,0.12,3.44,0.0002663105158493736,0.1000741359775405,0.00031736643437778203,0.10113552157180244,2.4617256107286787e-05,0.09752395888147555
mu2_2p000__sigma_0p120,2.0,0.12,3.45,0.0002788656813536526,0.10007183914924328,0.0003324131214318428,0.10117012875250891,2.6252165067217008e-05,0.09743674831821095
mu2_2p000__sigma_0p120,2.0,0.12,3.46,0.00029171863392566196,0.10005497473777716,0.0003478156702153847,0.10118340714418664,2.8034585951129075e-05,0.09735151464665935
mu2_2p000__sigma_0p120,2.0,0.12,3.47,0.0003049289595107518,0.1000424099633732,0.0003636448471367648,0.10120196306022398,2.9970838944576403e-05,0.09726819307994417
mu2_2p000__sigma_0p120,2.0,0.12,3.48,0.0003184922283552499,0.10001346447053529,0.0003798956694842544,0.10119665555299846,3.2045526528241446e-05,0.09718671966080704
mu2_2p000__sigma_0p120,2.0,0.12,3.49,0.0003324094787797383,0.09999806611401717,0.0003965690458743073,0.10120970603948024,3.426186533572257e-05,0.09710703603492303
mu2_2p000__sigma_0p120,2.0,0.12,3.5,0.00034665519359938866,0.09995658667422071,0.0004136340880774621,0.1011852241482144,3.6622739843114516e-05,0.09702909557826882
mu2_2p000__sigma_0p120,2.0,0.12,3.5100000000000002,0.000361226949472268,0.09992532465712424,0.00043108773017684566,0.10117443362849814,3.912535328366513e-05,0.0969528485255007
mu2_2p000__sigma_0p120,2.0,0.12,3.52,0.0003761291981135891,0.09990391615793374,0.0004489349907605634,0.10117685365454983,4.177084518242969e-05,0.09687823729458733
mu2_2p000__sigma_0p120,2.0,0.12,3.5300000000000002,0.00039138883029923795,0.09987287041057732,0.0004672077111671166,0.10116498666154852,4.4562079531503526e-05,0.0968052109785001
mu2_2p000__sigma_0p120,2.0,0.12,3.54,0.0004070012861041194,0.09986728792099894,0.0004859003398323285,0.10118842383198254,4.7495286189075386e-05,0.0967337170143427
mu2_2p000__sigma_0p120,2.0,0.12,3.5500000000000003,0.0004229483177219211,0.0998442921139423,0.0005049910194124044,0.10118662799081807,5.056446024301117e-05,0.09666370839113886
mu2_2p000__sigma_0p120,2.0,0.12,3.56,0.00043919456121334393,0.0998187854444132,0.0005244371254072856,0.10118065908380247,5.3768976248443777e-05,0.09659514085895278
mu2_2p000__sigma_0p120,2.0,0.12,3.5700000000000003,0.0004557647011443943,0.09980629814343014,0.0005442682570655182,0.10119248151805955,5.7103438526130195e-05,0.096527967684883
mu2_2p000__sigma_0p120,2.0,0.12,3.58,0.00047266097606959306,0.09976781466320095,0.0005644857217409424,0.10116697277008503,6.0592901174893327e-05,0.09646214325278879
mu2_2p000__sigma_0p120,2.0,0.12,3.5900000000000003,0.0004898537287633904,0.09974806194712653,0.0005850541696399226,0.10116736037038615,6.422593656801637e-05,0.09639763473801463
mu2_2p000__sigma_0p120,2.0,0.12,3.6,0.0005073429572107942,0.09973472928252185,0.0006059736205063674,0.10117626667817059,6.799649363246042e-05,0.09633439933252136
mu2_2p000__sigma_0p120,2.0,0.12,3.6100000000000003,0.0005251290278404777,0.09971755412602568,0.0006272445458854727,0.10117919527972652,7.189894671022326e-05,0.09627240341262536
mu2_2p000__sigma_0p120,2.0,0.12,3.62,0.000543240575445193,0.09968747476197556,0.0006489006224715353,0.10116333943770427,7.594331325213345e-05,0.09621161615269024
mu2_2p000__sigma_0p120,2.0,0.12,3.6300000000000003,0.0005616730651485777,0.099657767547542,0.0006709357365328395,0.10114748489611328,8.013812042510863e-05,0.09615200421400431
mu2_2p000__sigma_0p120,2.0,0.12,3.64,0.0005804382392164161,0.09963619005140914,0.0006933629632564357,0.10114262147809919,8.449837758727358e-05,0.09609353361500927
mu2_2p000__sigma_0p120,2.0,0.12,3.6500000000000004,0.0005995158874938894,0.0996123790697803,0.0007161580713095411,0.10113410852939453,8.90176308305036e-05,0.09603615908559886
mu2_2p000__sigma_0p120,2.0,0.12,3.66,0.0006188702970534441,0.09960506601369012,0.0007392767481639087,0.1011484638109076,9.371542625989359e-05,0.09597985183441977
mu2_2p000__sigma_0p120,2.0,0.12,3.6700000000000004,0.00063850598392158,0.09958486504571198,0.0007627252639020132,0.10114412180957813,9.857061885291522e-05,0.09592457435593689
mu2_2p000__sigma_0p120,2.0,0.12,3.68,0.000658416875681166,0.09955748367191473,0.0007864955705517742,0.10112916738295476,0.00010359123810022379,0.0958702978336739
mu2_2p000__sigma_0p120,2.0,0.12,3.6900000000000004,0.0006786020438882225,0.0995231503199211,0.0008105864129847085,0.10110393144941819,0.00010877449301716268,0.09581699563556431
mu2_2p000__sigma_0p120,2.0,0.12,3.7,0.0006991007946821064,0.09949729069304533,0.0008350452978528665,0.10109025875033362,0.00011411278526395764,0.09576464589272564
mu2_2p000__sigma_0p120,2.0,0.12,3.71,0.0007198981440351,0.09946388862832024,0.0008598529667596956,0.10106549095964981,0.0001196224514843936,0.09571321382712646
mu2_2p000__sigma_0p120,2.0,0.12,3.72,0.0007409806781398551,0.09943066050620307,0.0008849927892669039,0.1010405583179189,0.00012530661011731157,0.09566268371184876
mu2_2p000__sigma_0p120,2.0,0.12,3.73,0.0007623296163583967,0.0994054430742693,0.0009104404844338997,0.1010265708828473,0.00013118669368674833,0.09561303021773869
mu2_2p000__sigma_0p120,2.0,0.12,3.74,0.0007839553191706765,0.09940195760347509,0.0009362082043097849,0.10104297589549188,0.00013726217353670207,0.0955642279383184
mu2_2p000__sigma_0p120,2.0,0.12,3.75,0.0008058623973364975,0.09936265090739599,0.0009623009974393158,0.10100826933734729,0.0001435354875023461,0.09551626075894842
mu2_2p000__sigma_0p120,2.0,0.12,3.7600000000000002,0.000828004777196838,0.099331902498243,0.000988663355176393,0.10098532242910864,0.00015000041894995688,0.0954690827260413
mu2_2p000__sigma_0p120,2.0,0.12,3.77,0.0008503784211172066,0.09929998381820176,0.0010152896235890718,0.10096036419597224,0.00015666318634995343,0.09542267691035099
mu2_2p000__sigma_0p120,2.0,0.12,3.7800000000000002,0.0008729765373274289,0.09926162791321752,0.0010421701507827466,0.1009259341656095,0.00016353936814548895,0.0953770385671898
mu2_2p000__sigma_0p120,2.0,0.12,3.79,0.0008957965568904211,0.09924732378601919,0.001069301028694195,0.10092524705905462,0.00017063426010935977,0.09533213432532864
mu2_2p000__sigma_0p120,2.0,0.12,3.8000000000000003,0.0009188263994665888,0.09923364275618451,0.0010966676403718573,0.10092511890512616,0.000177942027808389,0.09528794278751221
mu2_2p000__sigma_0p120,2.0,0.12,3.81,0.0009420880573813498,0.09922501365993125,0.0011242976658972694,0.1009318362327465,0.00018544143242288326,0.09524443890359359
mu2_2p000__sigma_0p120,2.0,0.12,3.8200000000000003,0.0009655532829236962,0.09919469118101813,0.0011521568095828921,0.10090750813083568,0.0001931304034497497,0.09520160676095998
mu2_2p000__sigma_0p120,2.0,0.12,3.83,0.000989223595808718,0.0991658801571328,0.0011802457306233905,0.10088502185570736,0.0002010201095168213,0.09515942895447667
mu2_2p000__sigma_0p120,2.0,0.12,3.8400000000000003,0.00101309056755335,0.0991371550570091,0.0012085530793091077,0.10086236084614461,0.00020912092616981332,0.09511789911068146
mu2_2p000__sigma_0p120,2.0,0.12,3.85,0.0010371656900505161,0.09910067781886349,0.001237094234697451,0.10082842589844622,0.00021740854103884192,0.09507699424326127
mu2_2p000__sigma_0p120,2.0,0.12,3.8600000000000003,0.0010614243454506091,0.09908823263734585,0.0012658339364389067,0.10082827500601677,0.00022594869296254188,0.09503669834504054
mu2_2p000__sigma_0p120,2.0,0.12,3.87,0.001085850012207307,0.09906890050273713,0.0012947557699188872,0.10081809233387627,0.00023468989267836027,0.09499699532589226
mu2_2p000__sigma_0p120,2.0,0.12,3.8800000000000003,0.001110443030524539,0.09903319996464899,0.0013238621794370185,0.10078444072137514,0.00024360262343848778,0.09495787757763503
mu2_2p000__sigma_0p120,2.0,0.12,3.89,0.0011352042314668402,0.09899780767761057,0.0013531507520504005,0.10075096052292475,0.0002527250589479618,0.0949193382663655
mu2_2p000__sigma_0p120,2.0,0.12,3.9000000000000004,0.0011601436506274208,0.09897848729441337,0.0013826326041293886,0.10074000999529466,0.00026206485840360824,0.09488135688300739
mu2_2p000__sigma_0p120,2.0,0.12,3.91,0.001185243138750593,0.09896128921823688,0.0014122855612123254,0.10073181947216973,0.000271619575440318,0.0948439226708912
mu2_2p000__sigma_0p120,2.0,0.12,3.9200000000000004,0.0012104981377810868,0.09892668608014893,0.00144210374965752,0.10069871359562879,0.0002813885634087308,0.09480701337871927
mu2_2p000__sigma_0p120,2.0,0.12,3.93,0.0012358963782848648,0.09889237742090314,0.0014720726292951102,0.10066579479316135,0.0002913635119726031,0.09477060540925755
mu2_2p000__sigma_0p120,2.0,0.12,3.9400000000000004,0.0012614303600595592,0.09885836097535049,0.0015021841624018653,0.10063306244148457,0.00030152833278526524,0.09473469431609934
mu2_2p000__sigma_0p120,2.0,0.12,3.95,0.0012870977125765317,0.09884095353682246,0.0015324319738547602,0.10062365951879469,0.0003119182719280991,0.09469927098846477
mu2_2p000__sigma_0p120,2.0,0.12,3.9600000000000004,0.0013129073927405947,0.09881461844753676,0.0015628243757373967,0.10060138331121922,0.0003225562493839869,0.0946643166713799
mu2_2p000__sigma_0p120,2.0,0.12,3.97,0.0013388494031730221,0.09878864426707631,0.0015933510460573175,0.10057940886991976,0.0003334172052055769,0.09462982362253984
mu2_2p000__sigma_0p120,2.0,0.12,3.98,0.001364922418569152,0.09875564050278805,0.0016240096851574061,0.10054726181403822,0.0003445038712460779,0.09459577694304702
mu2_2p000__sigma_0p120,2.0,0.12,3.99,0.0013910965255902264,0.09872290746819022,0.0016547653064477418,0.10051530127468383,0.0003557977471777594,0.09456216181180317
mu2_2p000__sigma_0p120,2.0,0.12,4.0,0.0014173696828433898,0.09870649301991159,0.0016856121332709192,0.10050629260148472,0.0003673288042609622,0.09452897005085767
mu2_2p000__sigma_0p120,2.0,0.12,4.01,0.0014437411890199162,0.09868176410604426,0.001716552285018247,0.10048530981223998,0.0003790615858938498,0.09449617750492256
mu2_2p000__sigma_0p120,2.0,0.12,4.0200000000000005,0.001470219739313018,0.09864974306280813,0.0017475915494017226,0.10045379731314232,0.0003910404289194739,0.09446379675460599
mu2_2p000__sigma_0p120,2.0,0.12,4.03,0.0014967986841154717,0.09861798866826385,0.0017787217119573653,0.10042247792877357,0.0004032614022800659,0.09443182340606615
mu2_2p000__sigma_0p120,2.0,0.12,4.04,0.0015234816590289624,0.09859564550007574,0.0018099469142184047,0.10040432584956126,0.00041572217450812983,0.09440025313237384
mu2_2p000__sigma_0p120,2.0,0.12,4.05,0.0015502583033868756,0.0985816286098087,0.0018412558998643575,0.10039780851676451,0.00042840491636500624,0.0943690730210932
mu2_2p000__sigma_0p120,2.0,0.12,4.0600000000000005,0.0015771127354107157,0.09855056133114164,0.0018726325163216956,0.10036693648622151,0.0004412751896548317,0.09433826666346551
mu2_2p000__sigma_0p120,2.0,0.12,4.07,0.0016040474971544469,0.0985288765789289,0.001904076292372621,0.10034920249536361,0.00045436361888233655,0.09430784062480975
mu2_2p000__sigma_0p120,2.0,0.12,4.08,0.0016310518569737518,0.0984982839123158,0.001935571709451924,0.10031866345017584,0.0004676890073793834,0.09427778939034129
mu2_2p000__sigma_0p120,2.0,0.12,4.09,0.0016581384700147634,0.09846794454492522,0.001967134860942271,0.10028831877547341,0.00048124039136717957,0.09424810429371674
mu2_2p000__sigma_0p120,2.0,0.12,4.1000000000000005,0.001685301657588183,0.09844667533813801,0.0019987621938216326,0.10027068790041362,0.0004949831135960503,0.09421876049120209
mu2_2p000__sigma_0p120,2.0,0.12,4.11,0.0017125247868422294,0.09842499407002941,0.0020304288419709503,0.10025232036838036,0.0005089554747778677,0.09418975533909374
mu2_2p000__sigma_0p120,2.0,0.12,4.12,0.0017398029769617768,0.09840327007456254,0.0020621275286597397,0.10023374147399379,0.0005231648824122454,0.09416108655757169
mu2_2p000__sigma_0p120,2.0,0.12,4.13,0.0017671375502907945,0.09837380938009946,0.002093862391849289,0.10020403979105659,0.0005375846570154914,0.09413274464792483
mu2_2p000__sigma_0p120,2.0,0.12,4.140000000000001,0.0017945302778350518,0.09834458352620924,0.002125635562994134,0.10017452879066505,0.0005522114839387636,0.09410471992935923
mu2_2p000__sigma_0p120,2.0,0.12,4.15,0.0018219663874472103,0.09831560045905913,0.0021574261664253254,0.1001452144765377,0.0005670663061936333,0.09407702590007211
mu2_2p000__sigma_0p120,2.0,0.12,4.16,0.0018494534917652566,0.09829629599973842,0.0021892424297371123,0.10012949476366381,0.0005821539063797758,0.09404964064675167
mu2_2p000__sigma_0p120,2.0,0.12,4.17,0.001876999914354857,0.09826775120711971,0.002221097622289218,0.1001005309361956,0.0005974442206929361,0.09402255376830285
mu2_2p000__sigma_0p120,2.0,0.12,4.180000000000001,0.0019046051291884605,0.09825597589948022,0.002252992095084313,0.10009523088300243,0.0006129260140930097,0.09399575912937469
mu2_2p000__sigma_0p120,2.0,0.12,4.19,0.0019322643072080315,0.09822783439629768,0.0022849155513704083,0.10006658222571137,0.0006286324837074608,0.09396924908860556
mu2_2p000__sigma_0p120,2.0,0.12,4.2,0.0019599714164937544,0.09820840811392045,0.002316856899608404,0.10005017320228922,0.0006445898295450689,0.0939430230877081
mu2_2p000__sigma_0p120,2.0,0.12,4.21,0.0019877310539585013,0.09818069795613019,0.0023488248342231873,0.10002188021170995,0.0006607690046183166,0.09391709014281435
mu2_2p000__sigma_0p120,2.0,0.12,4.220000000000001,0.00201553492396403,0.09815321336724629,0.0023808083870237185,0.09999378355249806,0.0006771728343244628,0.09389143566067266
mu2_2p000__sigma_0p120,2.0,0.12,4.23,0.002043379816378737,0.09812595384411227,0.0024127999602882658,0.09996588058434379,0.0006938262384536891,0.09386606490851847
mu2_2p000__sigma_0p120,2.0,0.12,4.24,0.002071274257126302,0.09809892308872496,0.002444810666347515,0.09993817624677917,0.0007107195815300249,0.09384097933209733
mu2_2p000__sigma_0p120,2.0,0.12,4.25,0.002099231686717516,0.09807211472239395,0.0024768549075875547,0.09991067355974029,0.0007278645888367222,0.09381615068315324
mu2_2p000__sigma_0p120,2.0,0.12,4.26,0.0021272315095506762,0.09805409814073324,0.0025089127793157355,0.09989553453388467,0.0007452167233936573,0.09379157729028267
mu2_2p000__sigma_0p120,2.0,0.12,4.2700000000000005,0.0021552942190902324,0.09802769244839613,0.0025410035571209718,0.09986837840232296,0.0007628167576994496,0.09376725787508446
mu2_2p000__sigma_0p120,2.0,0.12,4.28,0.0021834096660365084,0.09800150397280362,0.002573113080800962,0.09984141706965319,0.0007806733312748058,0.09374319592273692
mu2_2p000__sigma_0p120,2.0,0.12,4.29,0.0022115772803086493,0.09798210437045302,0.0026052461440780887,0.09982398190649043,0.0007987419558975379,0.09371938020591933
mu2_2p000__sigma_0p120,2.0,0.12,4.3,0.002239793616368887,0.09796440079267241,0.0026373967977282972,0.09980884723641727,0.000817032153724946,0.09369580670673838
mu2_2p000__sigma_0p120,2.0,0.12,4.3100000000000005,0.0022680610133750077,0.09793878994546258,0.002669575709865977,0.09978239014971314,0.0008354849392542097,0.09367246209854774
mu2_2p000__sigma_0p120,2.0,0.12,4.32,0.0022963706817631935,0.09792193633033147,0.0027017648270372505,0.0997682534181366,0.0008541503583089759,0.09364936366359551
mu2_2p000__sigma_0p120,2.0,0.12,4.33,0.002324715633032001,0.09789670747323402,0.0027339568193969627,0.09974212781832581,0.0008730166226424287,0.09362650008919153
mu2_2p000__sigma_0p120,2.0,0.12,4.34,0.002353089947446008,0.09787167165652433,0.0027661443354269305,0.09971618153709304,0.0008920815946910212,0.09360385184609533
mu2_2p000__sigma_0p120,2.0,0.12,4.3500000000000005,0.002381497455529813,0.09785517311858596,0.002798331217702178,0.09970226001377831,0.0009113487009655191,0.09358141243251579
mu2_2p000__sigma_0p120,2.0,0.12,4.36,0.002409942112154586,0.09783049065341232,0.0028305209927621663,0.09967663197867947,0.0009308244444939506,0.09355918223766717
mu2_2p000__sigma_0p120,2.0,0.12,4.37,0.0024384285076489262,0.0978060027638409,0.0028627128270456376,0.0996511838675369,0.0009505498858809113,0.09353717231011036
mu2_2p000__sigma_0p120,2.0,0.12,4.38,0.0024669535437480666,0.09778170433194659,0.0028949071942662406,0.09962591442900498,0.0009704925257230004,0.0935153687208311
