cell_id,mu2,sigma,time,frozen_gate_rel_rms_all,block_selector_rel_rms_all,frozen_gate_rel_rms_cluster1,block_selector_rel_rms_cluster1,frozen_gate_rel_rms_cluster2,block_selector_rel_rms_cluster2
mu2_1p800__sigma_0p120,1.8,0.12,3.7800000000000002,6.43129513019622e-05,0.06939959945670277,7.290918543782174e-05,0.06826503023661977,5.18553895418575e-06,0.07321483806802935
mu2_1p800__sigma_0p120,1.8,0.12,3.79,6.838561548823684e-05,0.06934891662477355,7.75923684393096e-05,0.06823519380386836,5.235434080621027e-06,0.07307076055636443
mu2_1p800__sigma_0p120,1.8,0.12,3.8000000000000003,7.260871274624178e-05,0.06929712380581236,8.245217780056873e-05,0.06820337049202986,5.284620134802783e-06,0.07293009081517957
mu2_1p800__sigma_0p120,1.8,0.12,3.81,7.701314022613221e-05,0.06924708093547921,8.752388951542586e-05,0.06817330755912172,5.335340107680875e-06,0.07279273713959525
mu2_1p800__sigma_0p120,1.8,0.12,3.8200000000000003,8.16162307299558e-05,0.06920866689964017,9.282744022798617e-05,0.06815800180706148,5.388965470208163e-06,0.07265860495333437
mu2_1p800__sigma_0p120,1.8,0.12,3.83,8.642243312425577e-05,0.06917213211334124,9.836812971652804e-05,0.06814467024138113,5.446794277921453e-06,0.07252760346546655
mu2_1p800__sigma_0p120,1.8,0.12,3.8400000000000003,9.144032311572795e-05,0.0691387784191656,0.000104155991673794,0.0681350290062062,5.508223493616613e-06,0.07239966304660884
mu2_1p800__sigma_0p120,1.8,0.12,3.85,9.66897659524495e-05,0.06910131078960036,0.00011021391363773637,0.0681194706736347,5.574642142979326e-06,0.07227468897074801
mu2_1p800__sigma_0p120,1.8,0.12,3.8600000000000003,0.00010216986235557352,0.06906652095794408,0.00011654114636131792,0.06810694600939708,5.6458682519220535e-06,0.07215259768211033
mu2_1p800__sigma_0p120,1.8,0.12,3.87,0.00010791208222683326,0.06903559451221486,0.0001231739094642069,0.06809903283288977,5.720298769486186e-06,0.07203330825568213
mu2_1p800__sigma_0p120,1.8,0.12,3.8800000000000003,0.00011391757238491891,0.06900479583231905,0.00013011381976896154,0.06809080503385033,5.797269964510915e-06,0.07191674053889482
mu2_1p800__sigma_0p120,1.8,0.12,3.89,0.00012018489998085529,0.06897573413113699,0.00013735951994817255,0.06808439210590425,5.876538916369089e-06,0.07180282630313957
mu2_1p800__sigma_0p120,1.8,0.12,3.9000000000000004,0.00012672035329027212,0.06894816607136876,0.00014491844640138904,0.06807948043180982,5.959125296938565e-06,0.07169148717885916
mu2_1p800__sigma_0p120,1.8,0.12,3.91,0.00013352746612231684,0.06892248401919801,0.00015279485509924452,0.06807659650310816,6.04817389669922e-06,0.0715826532418726
